"varname","simulation","year","mean_biomass"
"Cop","ssp126",1980,32.8058132566423
"Cop","ssp126",1981,27.5073621058447
"Cop","ssp126",1982,29.3801202054277
"Cop","ssp126",1983,28.1366141971137
"Cop","ssp126",1984,27.3689223523041
"Cop","ssp126",1985,30.9507755593356
"Cop","ssp126",1986,27.1575470785082
"Cop","ssp126",1987,30.9888512032269
"Cop","ssp126",1988,28.2273265628887
"Cop","ssp126",1989,26.801318663958
"Cop","ssp126",1990,29.6068491342584
"Cop","ssp126",1991,33.7251918774451
"Cop","ssp126",1992,32.4232026341797
"Cop","ssp126",1993,26.7936156197139
"Cop","ssp126",1994,28.1402229189765
"Cop","ssp126",1995,28.6025330184656
"Cop","ssp126",1996,29.1701427989555
"Cop","ssp126",1997,26.6862458527234
"Cop","ssp126",1998,24.3835431041769
"Cop","ssp126",1999,26.6792271040205
"Cop","ssp126",2000,28.311475396901
"Cop","ssp126",2001,29.6388000188174
"Cop","ssp126",2002,29.8187264974891
"Cop","ssp126",2003,24.3371831503706
"Cop","ssp126",2004,25.3774068281609
"Cop","ssp126",2005,28.4075954864396
"Cop","ssp126",2006,26.5032707501238
"Cop","ssp126",2007,27.5270424633414
"Cop","ssp126",2008,29.9988061773193
"Cop","ssp126",2009,30.0849808883776
"Cop","ssp126",2010,27.1407349468478
"Cop","ssp126",2011,26.2857471198916
"Cop","ssp126",2012,31.9112734671024
"Cop","ssp126",2013,24.8289766209216
"Cop","ssp126",2014,28.3798510590953
"Cop","ssp126",2015,23.2169123439152
"Cop","ssp126",2016,22.8237017061664
"Cop","ssp126",2017,25.6165758882819
"Cop","ssp126",2018,22.6008606182382
"Cop","ssp126",2019,23.599401198576
"Cop","ssp126",2020,26.6858382125634
"Cop","ssp126",2021,17.6426860803085
"Cop","ssp126",2022,26.684764920413
"Cop","ssp126",2023,33.7781999328646
"Cop","ssp126",2024,33.707393548454
"Cop","ssp126",2025,30.0894760112375
"Cop","ssp126",2026,25.2846089026694
"Cop","ssp126",2027,24.7963892464978
"Cop","ssp126",2028,31.8829009020704
"Cop","ssp126",2029,23.2177787346327
"Cop","ssp126",2030,19.5891539957456
"Cop","ssp126",2031,21.0529681629801
"Cop","ssp126",2032,27.8294419146079
"Cop","ssp126",2033,30.5676829656594
"Cop","ssp126",2034,25.5392831356537
"Cop","ssp126",2035,26.3421013581513
"Cop","ssp126",2036,27.3540730340178
"Cop","ssp126",2037,24.9138686431879
"Cop","ssp126",2038,26.7570518447124
"Cop","ssp126",2039,26.4181442106001
"Cop","ssp126",2040,27.8112191405527
"Cop","ssp126",2041,27.7948802609668
"Cop","ssp126",2042,24.2362946937964
"Cop","ssp126",2043,26.5654885758448
"Cop","ssp126",2044,30.8415524198989
"Cop","ssp126",2045,28.4855153685637
"Cop","ssp126",2046,23.0702387301304
"Cop","ssp126",2047,25.7142962257371
"Cop","ssp126",2048,28.4915247228082
"Cop","ssp126",2049,26.8990665918995
"Cop","ssp126",2050,23.6207625936245
"Cop","ssp126",2051,29.8546230683902
"Cop","ssp126",2052,17.7091901278417
"Cop","ssp126",2053,31.774665207556
"Cop","ssp126",2054,29.1254030424265
"Cop","ssp126",2055,23.2355993006877
"Cop","ssp126",2056,25.9250732696123
"Cop","ssp126",2057,28.2111619169929
"Cop","ssp126",2058,28.4883412180524
"Cop","ssp126",2059,30.315796526773
"Cop","ssp126",2060,30.0462041824051
"Cop","ssp126",2061,25.4676375685158
"Cop","ssp126",2062,22.3813324779402
"Cop","ssp126",2063,25.2586575270723
"Cop","ssp126",2064,31.9061420334829
"Cop","ssp126",2065,34.4286714405678
"Cop","ssp126",2066,26.2813433353435
"Cop","ssp126",2067,23.0900358362474
"Cop","ssp126",2068,28.2519701975857
"Cop","ssp126",2069,29.0653324764533
"Cop","ssp126",2070,25.2401817322061
"Cop","ssp126",2071,29.6958135547512
"Cop","ssp126",2072,25.7525190503663
"Cop","ssp126",2073,28.5092195064277
"Cop","ssp126",2074,24.2171444109202
"Cop","ssp126",2075,22.1890015300353
"Cop","ssp126",2076,34.6099340000151
"Cop","ssp126",2077,36.7026790784916
"Cop","ssp126",2078,23.4383210349674
"Cop","ssp126",2079,27.429907376572
"Cop","ssp126",2080,25.0654100794591
"Cop","ssp126",2081,28.0069218089112
"Cop","ssp126",2082,21.1262731426116
"Cop","ssp126",2083,19.2676909275866
"Cop","ssp126",2084,28.7374618500078
"Cop","ssp126",2085,31.4051985638415
"Cop","ssp126",2086,27.8973903945627
"Cop","ssp126",2087,28.2161631366591
"Cop","ssp126",2088,21.2517875371252
"Cop","ssp126",2089,22.2856316455253
"Cop","ssp126",2090,27.6464987728879
"Cop","ssp126",2091,32.5704309575473
"Cop","ssp126",2092,27.2235897847085
"Cop","ssp126",2093,22.182562553933
"Cop","ssp126",2094,28.1814632586975
"Cop","ssp126",2095,29.0380520907508
"Cop","ssp126",2096,28.4039884714585
"Cop","ssp126",2097,20.7416299111163
"Cop","ssp126",2098,25.6650463161914
"Cop","ssp126",2099,21.9495829464141
"Cop","ssp245",1980,32.8058132566423
"Cop","ssp245",1981,27.5073621058447
"Cop","ssp245",1982,29.3801202054277
"Cop","ssp245",1983,28.1366141971137
"Cop","ssp245",1984,27.3689223523041
"Cop","ssp245",1985,30.9507755593356
"Cop","ssp245",1986,27.1575470785082
"Cop","ssp245",1987,30.9888512032269
"Cop","ssp245",1988,28.2273265628887
"Cop","ssp245",1989,26.801318663958
"Cop","ssp245",1990,29.6068491342584
"Cop","ssp245",1991,33.7251918774451
"Cop","ssp245",1992,32.4232026341797
"Cop","ssp245",1993,26.7936156197139
"Cop","ssp245",1994,28.1402229189765
"Cop","ssp245",1995,28.6025330184656
"Cop","ssp245",1996,29.1701427989555
"Cop","ssp245",1997,26.6862458527234
"Cop","ssp245",1998,24.3835431041769
"Cop","ssp245",1999,26.6792271040205
"Cop","ssp245",2000,28.311475396901
"Cop","ssp245",2001,29.6388000188174
"Cop","ssp245",2002,29.8187264974891
"Cop","ssp245",2003,24.3371831503706
"Cop","ssp245",2004,25.3774068281609
"Cop","ssp245",2005,28.4075954864396
"Cop","ssp245",2006,26.5032707501238
"Cop","ssp245",2007,27.5270424633414
"Cop","ssp245",2008,29.9988061773193
"Cop","ssp245",2009,30.0849808883776
"Cop","ssp245",2010,27.1407349468478
"Cop","ssp245",2011,26.2857471198916
"Cop","ssp245",2012,31.9112734671024
"Cop","ssp245",2013,24.8289766209216
"Cop","ssp245",2014,28.3798510590953
"Cop","ssp245",2015,23.2169123439152
"Cop","ssp245",2016,22.8237017061664
"Cop","ssp245",2017,25.6165758882819
"Cop","ssp245",2018,22.6008606182382
"Cop","ssp245",2019,23.599401198576
"Cop","ssp245",2020,26.6858382125634
"Cop","ssp245",2021,36.5699852722954
"Cop","ssp245",2022,23.9146155980428
"Cop","ssp245",2023,26.0257332497687
"Cop","ssp245",2024,27.1166616819375
"Cop","ssp245",2025,29.2455162821731
"Cop","ssp245",2026,27.9474501035159
"Cop","ssp245",2027,29.2835203022315
"Cop","ssp245",2028,29.7526392714678
"Cop","ssp245",2029,25.1373972932091
"Cop","ssp245",2030,24.5202559882101
"Cop","ssp245",2031,27.6285376002626
"Cop","ssp245",2032,26.3596680904119
"Cop","ssp245",2033,23.3912696744106
"Cop","ssp245",2034,27.8330493499373
"Cop","ssp245",2035,25.2721478286317
"Cop","ssp245",2036,24.4206190659119
"Cop","ssp245",2037,24.903731381542
"Cop","ssp245",2038,26.2417650024212
"Cop","ssp245",2039,24.2725769713188
"Cop","ssp245",2040,23.663896132536
"Cop","ssp245",2041,24.4377813962602
"Cop","ssp245",2042,26.6552893314206
"Cop","ssp245",2043,28.3875634422345
"Cop","ssp245",2044,26.9579188465126
"Cop","ssp245",2045,26.8393975726582
"Cop","ssp245",2046,29.2896405407826
"Cop","ssp245",2047,22.5059277127272
"Cop","ssp245",2048,24.3490428763633
"Cop","ssp245",2049,21.8217321495533
"Cop","ssp245",2050,24.9337459432754
"Cop","ssp245",2051,32.0361345159275
"Cop","ssp245",2052,24.0304316694927
