"varname","simulation","year","month","prod_biom_month"
"prod_PhL","ssp126",1980,1,0.469483393219311
"prod_PhL","ssp126",1980,2,5.57913387188697
"prod_PhL","ssp126",1980,3,14.5011328165005
"prod_PhL","ssp126",1980,4,10.8182176008576
"prod_PhL","ssp126",1980,5,9.84401405437358
"prod_PhL","ssp126",1980,6,23.599269345283
"prod_PhL","ssp126",1980,7,21.7189194897349
"prod_PhL","ssp126",1980,8,20.4409147915429
"prod_PhL","ssp126",1980,9,14.8284503093448
"prod_PhL","ssp126",1980,10,8.24441565787459
"prod_PhL","ssp126",1980,11,0.904496357238438
"prod_PhL","ssp126",1980,12,-0.0427597519577596
"prod_PhL","ssp126",1981,1,-0.0293892626398091
"prod_PhL","ssp126",1981,2,5.89449137500093
"prod_PhL","ssp126",1981,3,5.55443529358757
"prod_PhL","ssp126",1981,4,13.3686778278483
"prod_PhL","ssp126",1981,5,9.19871936678327
"prod_PhL","ssp126",1981,6,16.9272434295634
"prod_PhL","ssp126",1981,7,17.7078014248775
"prod_PhL","ssp126",1981,8,16.3975291811611
"prod_PhL","ssp126",1981,9,8.11434942704481
"prod_PhL","ssp126",1981,10,10.5123384781274
"prod_PhL","ssp126",1981,11,1.0491600823447
"prod_PhL","ssp126",1981,12,-0.134398035821217
"prod_PhL","ssp126",1982,1,0.330861285292073
"prod_PhL","ssp126",1982,2,10.2642359549278
"prod_PhL","ssp126",1982,3,7.56829155981174
"prod_PhL","ssp126",1982,4,7.02734847664152
"prod_PhL","ssp126",1982,5,10.8562638583918
"prod_PhL","ssp126",1982,6,16.0002385730783
"prod_PhL","ssp126",1982,7,18.6020842280646
"prod_PhL","ssp126",1982,8,20.0342361352344
"prod_PhL","ssp126",1982,9,17.3696321276355
"prod_PhL","ssp126",1982,10,8.87491886468344
"prod_PhL","ssp126",1982,11,1.56776705789888
"prod_PhL","ssp126",1982,12,-0.109917567284879
"prod_PhL","ssp126",1983,1,0.0443119657529464
"prod_PhL","ssp126",1983,2,-0.564515923428539
"prod_PhL","ssp126",1983,3,12.3756798692029
"prod_PhL","ssp126",1983,4,7.36549798230933
"prod_PhL","ssp126",1983,5,9.9007194192281
"prod_PhL","ssp126",1983,6,13.7599780022803
"prod_PhL","ssp126",1983,7,16.071253680213
"prod_PhL","ssp126",1983,8,19.6871425125665
"prod_PhL","ssp126",1983,9,12.9784684441538
"prod_PhL","ssp126",1983,10,9.7736719510803
"prod_PhL","ssp126",1983,11,2.09188519502534
"prod_PhL","ssp126",1983,12,-0.077705914965185
"prod_PhL","ssp126",1984,1,-0.0424806039475591
"prod_PhL","ssp126",1984,2,5.70652088164598
"prod_PhL","ssp126",1984,3,6.81022326763081
"prod_PhL","ssp126",1984,4,8.19182089980198
"prod_PhL","ssp126",1984,5,9.47862812094278
"prod_PhL","ssp126",1984,6,13.2684884500336
"prod_PhL","ssp126",1984,7,16.4463722787944
"prod_PhL","ssp126",1984,8,15.537178911761
"prod_PhL","ssp126",1984,9,12.8239445830879
"prod_PhL","ssp126",1984,10,7.96872260846651
"prod_PhL","ssp126",1984,11,0.659519934364811
"prod_PhL","ssp126",1984,12,0.0250794706583072
"prod_PhL","ssp126",1985,1,0.0190996157915598
"prod_PhL","ssp126",1985,2,13.2924312731991
"prod_PhL","ssp126",1985,3,6.99694895641263
"prod_PhL","ssp126",1985,4,10.7728186298645
"prod_PhL","ssp126",1985,5,12.7479634187422
"prod_PhL","ssp126",1985,6,20.9759774072751
"prod_PhL","ssp126",1985,7,18.0530138984245
"prod_PhL","ssp126",1985,8,17.7147650626469
"prod_PhL","ssp126",1985,9,12.3912315657908
"prod_PhL","ssp126",1985,10,6.18892928174866
"prod_PhL","ssp126",1985,11,0.784300116532614
"prod_PhL","ssp126",1985,12,-0.131864293380431
