"varname","simulation","year","month","biomass_tonnes_km2"
"Cop","ssp585",2011,6,42.035008180657
"Cop","ssp585",2011,7,47.0340544519184
"Cop","ssp585",2011,8,36.9246768884456
"Cop","ssp585",2011,9,39.8091008676564
"Cop","ssp585",2011,10,38.0682306791661
"Cop","ssp585",2011,11,21.211472017763
"Cop","ssp585",2011,12,10.7247271771912
"Cop","ssp585",2012,1,6.13590408756683
"Cop","ssp585",2012,2,4.23564310121058
"Cop","ssp585",2012,3,18.6108639563442
"Cop","ssp585",2012,4,37.5394487796623
"Cop","ssp585",2012,5,45.0505035604183
"Cop","ssp585",2012,6,60.5544727940955
"Cop","ssp585",2012,7,65.411377541337
"Cop","ssp585",2012,8,38.7823906878212
"Cop","ssp585",2012,9,31.0136900567377
"Cop","ssp585",2012,10,30.362284675324
"Cop","ssp585",2012,11,29.6604764170009
"Cop","ssp585",2012,12,15.5782259477104
"Cop","ssp585",2013,1,8.21476362557326
"Cop","ssp585",2013,2,5.41602612235848
"Cop","ssp585",2013,3,11.4306790826439
"Cop","ssp585",2013,4,23.92327804736
"Cop","ssp585",2013,5,41.4344364121846
"Cop","ssp585",2013,6,53.1130335286777
"Cop","ssp585",2013,7,41.5890787437862
"Cop","ssp585",2013,8,32.3758051813172
"Cop","ssp585",2013,9,29.5075899066653
"Cop","ssp585",2013,10,26.7367882487668
"Cop","ssp585",2013,11,15.8101686438888
"Cop","ssp585",2013,12,8.39607190783689
"Cop","ssp585",2014,1,5.3038246418916
"Cop","ssp585",2014,2,9.83635876045651
"Cop","ssp585",2014,3,22.2809250502805
"Cop","ssp585",2014,4,34.7286187201139
"Cop","ssp585",2014,5,45.6155198366824
"Cop","ssp585",2014,6,45.828846554461
"Cop","ssp585",2014,7,47.7623285362327
"Cop","ssp585",2014,8,37.3019894814819
"Cop","ssp585",2014,9,30.3616064975851
"Cop","ssp585",2014,10,31.7302533595352
"Cop","ssp585",2014,11,19.6812460453078
"Cop","ssp585",2014,12,10.1266952251149
"Cop","ssp585",2015,1,4.93490312510598
"Cop","ssp585",2015,2,3.89409156349015
"Cop","ssp585",2015,3,19.1404126302711
"Cop","ssp585",2015,4,27.8397202729012
"Cop","ssp585",2015,5,30.8476893679254
"Cop","ssp585",2015,6,38.0972036036647
"Cop","ssp585",2015,7,36.2686650323208
"Cop","ssp585",2015,8,27.3352363181078
"Cop","ssp585",2015,9,29.6420860702125
"Cop","ssp585",2015,10,30.4699382248389
"Cop","ssp585",2015,11,19.2660131179852
"Cop","ssp585",2015,12,10.8669888001581
"Cop","ssp585",2016,1,5.88301311523182
"Cop","ssp585",2016,2,4.11500262903783
"Cop","ssp585",2016,3,11.5450462788673
"Cop","ssp585",2016,4,23.6472729463968
"Cop","ssp585",2016,5,31.7261166667864
"Cop","ssp585",2016,6,37.0944424824577
"Cop","ssp585",2016,7,34.8013313883742
"Cop","ssp585",2016,8,27.9063907798248
"Cop","ssp585",2016,9,27.0003870230602
"Cop","ssp585",2016,10,32.1238885591891
"Cop","ssp585",2016,11,25.9683901815868
"Cop","ssp585",2016,12,12.0731384231834
"Cop","ssp585",2017,1,5.58938163117617
"Cop","ssp585",2017,2,3.97505209700456
"Cop","ssp585",2017,3,5.86983736841982
"Cop","ssp585",2017,4,15.338084574228
"Cop","ssp585",2017,5,33.1041059361945
"Cop","ssp585",2017,6,49.8423559762225
"Cop","ssp585",2017,7,55.4703002865226
"Cop","ssp585",2017,8,37.7928399465293
"Cop","ssp585",2017,9,38.4009805797548
"Cop","ssp585",2017,10,29.0218916482466
"Cop","ssp585",2017,11,20.219079600596
"Cop","ssp585",2017,12,12.7750010144883
"Cop","ssp585",2018,1,6.62188814180677
"Cop","ssp585",2018,2,4.09610620945327
"Cop","ssp585",2018,3,4.73151146599224
"Cop","ssp585",2018,4,20.6155986312365
"Cop","ssp585",2018,5,31.6190917689
"Cop","ssp585",2018,6,46.7607560126511
"Cop","ssp585",2018,7,46.3488757135775
"Cop","ssp585",2018,8,32.4449162146719
"Cop","ssp585",2018,9,27.6846722053215
"Cop","ssp585",2018,10,26.1271060848243
"Cop","ssp585",2018,11,15.8356867540732
"Cop","ssp585",2018,12,8.32411821634972
"Cop","ssp585",2019,1,4.53951093853597
"Cop","ssp585",2019,2,2.89760419295118
"Cop","ssp585",2019,3,4.67498924792986
"Cop","ssp585",2019,4,31.9031218664605
"Cop","ssp585",2019,5,33.3366276752109
"Cop","ssp585",2019,6,41.8027988383467
"Cop","ssp585",2019,7,40.2970290958806
"Cop","ssp585",2019,8,32.2912029552803
"Cop","ssp585",2019,9,31.4578661656992
"Cop","ssp585",2019,10,31.9234639942279
"Cop","ssp585",2019,11,18.4651864858619
"Cop","ssp585",2019,12,9.60341292652678
"Cop","ssp585",2020,1,4.91312046118582
"Cop","ssp585",2020,2,2.96883446651504
"Cop","ssp585",2020,3,3.1977624932364
"Cop","ssp585",2020,4,21.2478718127356
"Cop","ssp585",2020,5,42.0202585933668
"Cop","ssp585",2020,6,54.2739036415931
"Cop","ssp585",2020,7,49.6614484355543
"Cop","ssp585",2020,8,41.2550015835091
"Cop","ssp585",2020,9,33.9495744949415
"Cop","ssp585",2020,10,34.2050287410939
"Cop","ssp585",2020,11,20.6261394484824
"Cop","ssp585",2020,12,11.9111143785472
"Cop","ssp585",2021,1,5.94881147270715
"Cop","ssp585",2021,2,3.32264325276181
"Cop","ssp585",2021,3,14.9303514406135
"Cop","ssp585",2021,4,24.8994207102073
"Cop","ssp585",2021,5,45.5692776252284
"Cop","ssp585",2021,6,52.7082884618861
"Cop","ssp585",2021,7,46.3679707864234
"Cop","ssp585",2021,8,34.8320725392405
"Cop","ssp585",2021,9,30.026811520421
"Cop","ssp585",2021,10,32.4715015280359
"Cop","ssp585",2021,11,21.6760074699173
"Cop","ssp585",2021,12,12.5187903046434
"Cop","ssp585",2022,1,7.66733014499844
"Cop","ssp585",2022,2,6.43643673016887
"Cop","ssp585",2022,3,26.2895998889554
"Cop","ssp585",2022,4,38.1518155154388
"Cop","ssp585",2022,5,51.4122521852586
"Cop","ssp585",2022,6,49.1324090130058
"Cop","ssp585",2022,7,40.682285661587
"Cop","ssp585",2022,8,31.4572537089126
"Cop","ssp585",2022,9,33.5574108162828
"Cop","ssp585",2022,10,35.1974173308505
"Cop","ssp585",2022,11,25.5219746711183
"Cop","ssp585",2022,12,12.7622045858056
"Cop","ssp585",2023,1,6.28034707321961
"Cop","ssp585",2023,2,4.42263871403801
"Cop","ssp585",2023,3,12.9930477068745
"Cop","ssp585",2023,4,30.5172794637792
"Cop","ssp585",2023,5,44.3123019384299
"Cop","ssp585",2023,6,54.6617798479579
"Cop","ssp585",2023,7,48.3049609484997
"Cop","ssp585",2023,8,32.5711479901126
"Cop","ssp585",2023,9,29.7420294725135
"Cop","ssp585",2023,10,30.651184459423
"Cop","ssp585",2023,11,24.7842639761064
"Cop","ssp585",2023,12,13.9434387664244
"Cop","ssp585",2024,1,7.90616339016515
"Cop","ssp585",2024,2,7.43281728374276
"Cop","ssp585",2024,3,27.1043034308285
"Cop","ssp585",2024,4,44.3300373234091
"Cop","ssp585",2024,5,56.3539704146201
"Cop","ssp585",2024,6,59.6729292191351
"Cop","ssp585",2024,7,57.9964448164972
"Cop","ssp585",2024,8,39.7383345311964
"Cop","ssp585",2024,9,40.80181260848
"Cop","ssp585",2024,10,38.7350296171607
"Cop","ssp585",2024,11,27.8786665847704
"Cop","ssp585",2024,12,14.3328852863671
"Cop","ssp585",2025,1,7.97664766473555
"Cop","ssp585",2025,2,5.05885211050389
"Cop","ssp585",2025,3,22.8402652174006
"Cop","ssp585",2025,4,37.7722555423421
"Cop","ssp585",2025,5,48.7535730348296
"Cop","ssp585",2025,6,57.7637763386415
"Cop","ssp585",2025,7,49.6200996723693
"Cop","ssp585",2025,8,34.5293262963327
"Cop","ssp585",2025,9,31.8517769367398
"Cop","ssp585",2025,10,32.6207435510711
"Cop","ssp585",2025,11,22.8286503247361
"Cop","ssp585",2025,12,12.2304093240407
"Cop","ssp585",2026,1,7.30030650887417
"Cop","ssp585",2026,2,6.65450484133776
"Cop","ssp585",2026,3,24.7531119776443
"Cop","ssp585",2026,4,41.5536573765086
"Cop","ssp585",2026,5,48.275147889641
"Cop","ssp585",2026,6,47.6029682986927
"Cop","ssp585",2026,7,45.2546770487703
"Cop","ssp585",2026,8,38.8668722043572
"Cop","ssp585",2026,9,27.7535930742992
"Cop","ssp585",2026,10,27.4208502999751
"Cop","ssp585",2026,11,25.3357832160394
"Cop","ssp585",2026,12,13.3783665923524
"Cop","ssp585",2027,1,5.72479947822106
"Cop","ssp585",2027,2,3.63826734566843
"Cop","ssp585",2027,3,8.3656201573831
"Cop","ssp585",2027,4,30.4435042377463
"Cop","ssp585",2027,5,52.1739048506538
"Cop","ssp585",2027,6,56.2753207571176
"Cop","ssp585",2027,7,53.5989409384021
"Cop","ssp585",2027,8,34.1956906438646
"Cop","ssp585",2027,9,31.2834749454061
"Cop","ssp585",2027,10,33.7393144964697
"Cop","ssp585",2027,11,26.2558762490734
"Cop","ssp585",2027,12,14.1782328253306
"Cop","ssp585",2028,1,7.44641636927289
"Cop","ssp585",2028,2,4.55896449224414
"Cop","ssp585",2028,3,9.038822166163
"Cop","ssp585",2028,4,24.7227728477343
"Cop","ssp585",2028,5,35.1595344189921
"Cop","ssp585",2028,6,38.3179582297892
"Cop","ssp585",2028,7,43.6279086346817
"Cop","ssp585",2028,8,36.9163647302661
"Cop","ssp585",2028,9,33.8194143816025
"Cop","ssp585",2028,10,29.6356053112094
"Cop","ssp585",2028,11,18.2259102259874
"Cop","ssp585",2028,12,8.46647637957878
"Cop","ssp585",2029,1,3.83941024867414
"Cop","ssp585",2029,2,1.89171183913986
"Cop","ssp585",2029,3,0.305777198676516
"Cop","ssp585",2029,4,8.06187753625175
"Cop","ssp585",2029,5,26.8814235726746
"Cop","ssp585",2029,6,39.7249573377065
"Cop","ssp585",2029,7,45.7495744188086
"Cop","ssp585",2029,8,33.2778119502734
"Cop","ssp585",2029,9,28.9276650584312
"Cop","ssp585",2029,10,28.6632933666528
"Cop","ssp585",2029,11,21.2276937117674
"Cop","ssp585",2029,12,12.0390206185453
"Cop","ssp585",2030,1,5.99397828471331
"Cop","ssp585",2030,2,3.29576159368264
"Cop","ssp585",2030,3,15.5943319473799
"Cop","ssp585",2030,4,39.6236458823875
"Cop","ssp585",2030,5,52.4756088589676
"Cop","ssp585",2030,6,51.2093605706808
"Cop","ssp585",2030,7,41.9734447697544
"Cop","ssp585",2030,8,30.5696513698842
"Cop","ssp585",2030,9,22.7774584622159
"Cop","ssp585",2030,10,26.3296515497166
"Cop","ssp585",2030,11,18.7537368903504
"Cop","ssp585",2030,12,10.5222468818352
"Cop","ssp585",2031,1,5.57779651048001
"Cop","ssp585",2031,2,3.59306639153806
"Cop","ssp585",2031,3,4.66243890709682
"Cop","ssp585",2031,4,11.4624090886723
"Cop","ssp585",2031,5,36.3269339133543
"Cop","ssp585",2031,6,48.8836574695274
"Cop","ssp585",2031,7,49.241208602264
"Cop","ssp585",2031,8,32.101874870137
"Cop","ssp585",2031,9,30.0592184129975
"Cop","ssp585",2031,10,31.801723073986
"Cop","ssp585",2031,11,24.7038335251938
"Cop","ssp585",2031,12,12.7680978332016
"Cop","ssp585",2032,1,6.48673650775013
"Cop","ssp585",2032,2,3.13595712098462
"Cop","ssp585",2032,3,3.23754166492984
"Cop","ssp585",2032,4,16.6885386847861
"Cop","ssp585",2032,5,38.8280106887253
"Cop","ssp585",2032,6,45.0641980791303
"Cop","ssp585",2032,7,43.0459614442322
"Cop","ssp585",2032,8,32.7585225807706
"Cop","ssp585",2032,9,32.4448217344886
"Cop","ssp585",2032,10,32.65202347839
"Cop","ssp585",2032,11,21.0538169150802
"Cop","ssp585",2032,12,9.74570651520813
"Cop","ssp585",2033,1,4.40578289822289
"Cop","ssp585",2033,2,2.13242924180102
"Cop","ssp585",2033,3,1.60828938468512
"Cop","ssp585",2033,4,11.8463404529535
"Cop","ssp585",2033,5,32.9560045506695
"Cop","ssp585",2033,6,44.2013922280097
"Cop","ssp585",2033,7,46.2073615601756
"Cop","ssp585",2033,8,32.4845120303486
"Cop","ssp585",2033,9,32.287015056383
"Cop","ssp585",2033,10,35.5796465267253
"Cop","ssp585",2033,11,22.0013875463447
"Cop","ssp585",2033,12,10.3675360349181
"Cop","ssp585",2034,1,4.9921951219443
"Cop","ssp585",2034,2,2.26232533731
"Cop","ssp585",2034,3,12.7349509616029
"Cop","ssp585",2034,4,18.5795786141154
"Cop","ssp585",2034,5,35.000259447866
"Cop","ssp585",2034,6,50.572809809138
"Cop","ssp585",2034,7,50.2768752891774
"Cop","ssp585",2034,8,34.9759419085675
"Cop","ssp585",2034,9,33.6274878867753
"Cop","ssp585",2034,10,31.4294685667869
"Cop","ssp585",2034,11,20.3384246515873
"Cop","ssp585",2034,12,9.86097102502662
"Cop","ssp585",2035,1,5.59011501681504
"Cop","ssp585",2035,2,3.90074941498558
"Cop","ssp585",2035,3,16.2199745945523
"Cop","ssp585",2035,4,46.578149153987
"Cop","ssp585",2035,5,62.6548109336372
"Cop","ssp585",2035,6,65.0047102778017
"Cop","ssp585",2035,7,61.937192770993
"Cop","ssp585",2035,8,41.3139073142793
"Cop","ssp585",2035,9,45.2744341434208
"Cop","ssp585",2035,10,41.503782227758
"Cop","ssp585",2035,11,30.8871967118776
"Cop","ssp585",2035,12,16.8524692623561
"Cop","ssp585",2036,1,9.50855550430533
"Cop","ssp585",2036,2,7.64924918603491
"Cop","ssp585",2036,3,15.6109154152677
"Cop","ssp585",2036,4,32.0929469316964
"Cop","ssp585",2036,5,41.5373705184353
"Cop","ssp585",2036,6,45.2908930996839
"Cop","ssp585",2036,7,51.2197567319184
"Cop","ssp585",2036,8,37.9346257686902
"Cop","ssp585",2036,9,34.8067601976336
"Cop","ssp585",2036,10,32.787673147126
"Cop","ssp585",2036,11,21.2839511789087
"Cop","ssp585",2036,12,10.9394145564259
"Cop","ssp585",2037,1,5.48712102886904
"Cop","ssp585",2037,2,2.72950503311612
"Cop","ssp585",2037,3,6.00051870351912
"Cop","ssp585",2037,4,15.3166090129493
"Cop","ssp585",2037,5,23.1537418429405
"Cop","ssp585",2037,6,33.0569292248248
"Cop","ssp585",2037,7,37.9867383104822
"Cop","ssp585",2037,8,33.2360404739093
"Cop","ssp585",2037,9,32.2843800158828
"Cop","ssp585",2037,10,28.9292563024292
"Cop","ssp585",2037,11,17.6126196898564
"Cop","ssp585",2037,12,8.86439597111641
"Cop","ssp585",2038,1,4.68981022144393
"Cop","ssp585",2038,2,3.37498337809075
"Cop","ssp585",2038,3,11.2754293039107
"Cop","ssp585",2038,4,20.7414363745687
"Cop","ssp585",2038,5,38.1740828950593
"Cop","ssp585",2038,6,42.9794641580335
"Cop","ssp585",2038,7,38.0551287098047
"Cop","ssp585",2038,8,31.0001915698521
"Cop","ssp585",2038,9,29.5071057650463
"Cop","ssp585",2038,10,32.3398761380577
"Cop","ssp585",2038,11,20.5214224986043
"Cop","ssp585",2038,12,10.6931878178865
"Cop","ssp585",2039,1,5.51443461186439
"Cop","ssp585",2039,2,5.4807015209727
"Cop","ssp585",2039,3,19.5067279320038
"Cop","ssp585",2039,4,21.4709316679659
"Cop","ssp585",2039,5,33.3544280716773
"Cop","ssp585",2039,6,41.1116098630524
"Cop","ssp585",2039,7,43.0956012812013
"Cop","ssp585",2039,8,35.5182988776619
"Cop","ssp585",2039,9,36.1059622814331
"Cop","ssp585",2039,10,33.929472361506
"Cop","ssp585",2039,11,24.0904011079658
"Cop","ssp585",2039,12,15.4813461778493
"Cop","ssp585",2040,1,7.89578111705957
"Cop","ssp585",2040,2,5.31429811365158
"Cop","ssp585",2040,3,10.820626021395
"Cop","ssp585",2040,4,25.3478754395029
"Cop","ssp585",2040,5,31.8347839211922
"Cop","ssp585",2040,6,40.18858579088
"Cop","ssp585",2040,7,38.8534359560824
"Cop","ssp585",2040,8,35.0833911865465
"Cop","ssp585",2040,9,33.6247616945191
"Cop","ssp585",2040,10,36.0187216188462
"Cop","ssp585",2040,11,27.753858454943
"Cop","ssp585",2040,12,13.3960030937504
"Cop","ssp585",2041,1,6.31820703540038
"Cop","ssp585",2041,2,4.09134297693387
"Cop","ssp585",2041,3,11.6027316637891
"Cop","ssp585",2041,4,26.6502557932499
"Cop","ssp585",2041,5,43.4089682095423
"Cop","ssp585",2041,6,52.3711849558084
"Cop","ssp585",2041,7,49.8358646774262
"Cop","ssp585",2041,8,31.3908251174754
"Cop","ssp585",2041,9,25.0471058614102
"Cop","ssp585",2041,10,27.5709910964623
"Cop","ssp585",2041,11,18.8897151185038
"Cop","ssp585",2041,12,11.8903115938714
"Cop","ssp585",2042,1,7.32717004119876
"Cop","ssp585",2042,2,6.28972093337685
"Cop","ssp585",2042,3,19.4584387888909
"Cop","ssp585",2042,4,36.4412421412818
"Cop","ssp585",2042,5,47.0842450599424
"Cop","ssp585",2042,6,51.1595279807108
"Cop","ssp585",2042,7,41.833139161055
"Cop","ssp585",2042,8,31.2775812187972
"Cop","ssp585",2042,9,21.6078523598224
"Cop","ssp585",2042,10,25.1460422352847
"Cop","ssp585",2042,11,16.7913769453518
"Cop","ssp585",2042,12,10.1783778816063
"Cop","ssp585",2043,1,5.48308444555034
"Cop","ssp585",2043,2,4.28626917439649
"Cop","ssp585",2043,3,19.9358621544715
"Cop","ssp585",2043,4,28.9672092072559
"Cop","ssp585",2043,5,32.9421172333707
"Cop","ssp585",2043,6,38.5416369050568
"Cop","ssp585",2043,7,32.9259353882948
"Cop","ssp585",2043,8,27.4730912370243
"Cop","ssp585",2043,9,19.6390456329831
"Cop","ssp585",2043,10,23.6580934904296
"Cop","ssp585",2043,11,16.8394977863505
"Cop","ssp585",2043,12,10.1906412544747
"Cop","ssp585",2044,1,5.42208247475507
"Cop","ssp585",2044,2,6.07831335382439
"Cop","ssp585",2044,3,27.0502152504202
"Cop","ssp585",2044,4,29.5865744531399
"Cop","ssp585",2044,5,33.4428036078681
"Cop","ssp585",2044,6,38.0833184228813
"Cop","ssp585",2044,7,43.2482247854382
"Cop","ssp585",2044,8,29.9716048672612
"Cop","ssp585",2044,9,19.4261649576748
"Cop","ssp585",2044,10,23.738857495025
"Cop","ssp585",2044,11,17.026831388837
"Cop","ssp585",2044,12,10.5772753774562
"Cop","ssp585",2045,1,5.81950761774486
"Cop","ssp585",2045,2,5.01785273685752
"Cop","ssp585",2045,3,10.7294493164898
"Cop","ssp585",2045,4,34.5226520043383
"Cop","ssp585",2045,5,43.128623159323
"Cop","ssp585",2045,6,44.5226357104081
"Cop","ssp585",2045,7,39.1319997576701
"Cop","ssp585",2045,8,28.7471486403412
"Cop","ssp585",2045,9,25.5430430214412
"Cop","ssp585",2045,10,26.9761461896011
"Cop","ssp585",2045,11,19.7316216585143
"Cop","ssp585",2045,12,11.661309718497
"Cop","ssp585",2046,1,6.04485524752939
"Cop","ssp585",2046,2,4.59681731825175
"Cop","ssp585",2046,3,31.2878008431953
"Cop","ssp585",2046,4,40.0798467488383
"Cop","ssp585",2046,5,40.0423294399759
"Cop","ssp585",2046,6,50.4556908136991
"Cop","ssp585",2046,7,44.8342094043527
"Cop","ssp585",2046,8,30.7213762648267
"Cop","ssp585",2046,9,28.3490519615143
"Cop","ssp585",2046,10,29.9462316626342
"Cop","ssp585",2046,11,20.3658636035025
"Cop","ssp585",2046,12,11.6755074111592
"Cop","ssp585",2047,1,6.23356571624647
"Cop","ssp585",2047,2,5.75986364792179
"Cop","ssp585",2047,3,21.8576949513406
"Cop","ssp585",2047,4,44.1784990342219
"Cop","ssp585",2047,5,61.3202119659744
"Cop","ssp585",2047,6,70.2153467460136
"Cop","ssp585",2047,7,65.2389035469629
"Cop","ssp585",2047,8,38.3053165414574
"Cop","ssp585",2047,9,32.5743875414398
"Cop","ssp585",2047,10,33.5233707303505
"Cop","ssp585",2047,11,25.0659346859974
"Cop","ssp585",2047,12,12.5750943629733
"Cop","ssp585",2048,1,6.40862880028099
"Cop","ssp585",2048,2,3.3789154380704
"Cop","ssp585",2048,3,10.0772993134555
"Cop","ssp585",2048,4,32.7841959105355
"Cop","ssp585",2048,5,45.7637172750961
"Cop","ssp585",2048,6,54.8791224995799
"Cop","ssp585",2048,7,53.0931334246514
"Cop","ssp585",2048,8,36.445560026033
"Cop","ssp585",2048,9,37.2697435366518
"Cop","ssp585",2048,10,37.8467223816429
"Cop","ssp585",2048,11,25.4556814590232
"Cop","ssp585",2048,12,13.509871557458
"Cop","ssp585",2049,1,7.31799335010473
"Cop","ssp585",2049,2,5.75147499033012
"Cop","ssp585",2049,3,13.4955252379212
"Cop","ssp585",2049,4,21.8736154708727
"Cop","ssp585",2049,5,40.4994597431721
"Cop","ssp585",2049,6,40.867150733851
"Cop","ssp585",2049,7,33.6852484919619
"Cop","ssp585",2049,8,28.6793300666345
"Cop","ssp585",2049,9,27.4975884702003
"Cop","ssp585",2049,10,30.1869778657642
"Cop","ssp585",2049,11,20.4254287328883
"Cop","ssp585",2049,12,10.3734006011353
"Cop","ssp585",2050,1,5.3420808177705
"Cop","ssp585",2050,2,2.4794063666103
"Cop","ssp585",2050,3,3.8878840827159
"Cop","ssp585",2050,4,13.6040985973213
"Cop","ssp585",2050,5,45.3444695557701
"Cop","ssp585",2050,6,61.2493829200687
"Cop","ssp585",2050,7,46.4664363812675
"Cop","ssp585",2050,8,30.8603027041392
"Cop","ssp585",2050,9,28.6671688949995
"Cop","ssp585",2050,10,30.7802351269391
"Cop","ssp585",2050,11,19.0381257470177
"Cop","ssp585",2050,12,9.13479200298374
"Cop","ssp585",2051,1,4.84475561455424
"Cop","ssp585",2051,2,4.04170182215497
"Cop","ssp585",2051,3,19.9131083517227
"Cop","ssp585",2051,4,34.6428371495016
"Cop","ssp585",2051,5,47.4534055118161
"Cop","ssp585",2051,6,53.276584446111
"Cop","ssp585",2051,7,47.8599483024204
"Cop","ssp585",2051,8,35.3196630071866
"Cop","ssp585",2051,9,32.7127958807899
"Cop","ssp585",2051,10,30.409192116337
"Cop","ssp585",2051,11,18.3851224214489
"Cop","ssp585",2051,12,10.0508940089209
"Cop","ssp585",2052,1,5.4482412513062
"Cop","ssp585",2052,2,3.33384467099919
"Cop","ssp585",2052,3,9.56136178447655
"Cop","ssp585",2052,4,21.3452725324279
"Cop","ssp585",2052,5,37.4934797825857
"Cop","ssp585",2052,6,46.7677889433127
"Cop","ssp585",2052,7,44.2516387046627
"Cop","ssp585",2052,8,28.8852325713641
"Cop","ssp585",2052,9,28.1431737570037
"Cop","ssp585",2052,10,32.8387899616293
"Cop","ssp585",2052,11,25.5365121868143
"Cop","ssp585",2052,12,13.3167811570814
"Cop","ssp585",2053,1,5.70117792905616
"Cop","ssp585",2053,2,2.42851617748572
"Cop","ssp585",2053,3,5.56850243219511
"Cop","ssp585",2053,4,16.5148682085454
"Cop","ssp585",2053,5,31.007869871122
"Cop","ssp585",2053,6,44.5532531881194
"Cop","ssp585",2053,7,46.1391085792738
"Cop","ssp585",2053,8,34.0247185532663
"Cop","ssp585",2053,9,27.7350105003051
"Cop","ssp585",2053,10,28.730301968609
"Cop","ssp585",2053,11,19.8481038460844
"Cop","ssp585",2053,12,10.7566119370307
"Cop","ssp585",2054,1,5.70458934430841
"Cop","ssp585",2054,2,3.14066004309197
"Cop","ssp585",2054,3,9.65899675508725
"Cop","ssp585",2054,4,17.6789456062188
"Cop","ssp585",2054,5,26.4441183224807
"Cop","ssp585",2054,6,43.6887597280325
"Cop","ssp585",2054,7,45.7121441249156
"Cop","ssp585",2054,8,34.1412251299696
"Cop","ssp585",2054,9,30.2748391421442
"Cop","ssp585",2054,10,30.0230388748349
"Cop","ssp585",2054,11,22.0447395427585
"Cop","ssp585",2054,12,13.9727973912374
"Cop","ssp585",2055,1,8.51015676357458
"Cop","ssp585",2055,2,6.07218892016158
"Cop","ssp585",2055,3,11.5752218343766
"Cop","ssp585",2055,4,25.3935777940516
"Cop","ssp585",2055,5,33.4651404122132
"Cop","ssp585",2055,6,33.1598950728052
"Cop","ssp585",2055,7,29.9320491027312
"Cop","ssp585",2055,8,26.2917803325865
"Cop","ssp585",2055,9,24.7215999154798
"Cop","ssp585",2055,10,28.8631743492422
"Cop","ssp585",2055,11,16.5369460909753
"Cop","ssp585",2055,12,8.27356160076558
"Cop","ssp585",2056,1,3.78368744638525
"Cop","ssp585",2056,2,1.59596957031237
"Cop","ssp585",2056,3,4.38491520998912
"Cop","ssp585",2056,4,20.8952491933607
"Cop","ssp585",2056,5,38.983491335101
"Cop","ssp585",2056,6,46.334791393662
"Cop","ssp585",2056,7,47.5721583207997
"Cop","ssp585",2056,8,33.7673315419359
"Cop","ssp585",2056,9,28.5548583894217
"Cop","ssp585",2056,10,28.0820858649066
"Cop","ssp585",2056,11,18.0666997381895
"Cop","ssp585",2056,12,10.6723374372115
"Cop","ssp585",2057,1,6.03956748939489
"Cop","ssp585",2057,2,5.76315321432254
"Cop","ssp585",2057,3,14.393404341169
"Cop","ssp585",2057,4,28.916252684837
"Cop","ssp585",2057,5,35.9067200968059
"Cop","ssp585",2057,6,38.5122904495093
"Cop","ssp585",2057,7,45.2072514156798
"Cop","ssp585",2057,8,34.465804134582
"Cop","ssp585",2057,9,27.0581538987514
"Cop","ssp585",2057,10,28.8330208942426
"Cop","ssp585",2057,11,16.7122163666555
"Cop","ssp585",2057,12,10.2411186572147
"Cop","ssp585",2058,1,5.25856604173809
"Cop","ssp585",2058,2,4.37558216672426
"Cop","ssp585",2058,3,20.6780166897694
"Cop","ssp585",2058,4,38.7921176795429
"Cop","ssp585",2058,5,46.3111859937643
"Cop","ssp585",2058,6,49.9630770538025
"Cop","ssp585",2058,7,45.1169081688765
"Cop","ssp585",2058,8,31.7974535933215
"Cop","ssp585",2058,9,24.6525326403029
"Cop","ssp585",2058,10,26.3099964739637
"Cop","ssp585",2058,11,18.9365417211764
"Cop","ssp585",2058,12,10.7464006507302
"Cop","ssp585",2059,1,6.17459676616196
"Cop","ssp585",2059,2,3.87202043087007
"Cop","ssp585",2059,3,12.0986761404189
"Cop","ssp585",2059,4,19.642818064078
"Cop","ssp585",2059,5,39.2077992473961
"Cop","ssp585",2059,6,46.8388405951939
"Cop","ssp585",2059,7,43.0782465157795
"Cop","ssp585",2059,8,31.275209078328
"Cop","ssp585",2059,9,30.5396232434685
"Cop","ssp585",2059,10,31.4092315160079
"Cop","ssp585",2059,11,19.6646464091187
"Cop","ssp585",2059,12,9.79015851357545
"Cop","ssp585",2060,1,4.7794375296676
"Cop","ssp585",2060,2,3.90167798434999
"Cop","ssp585",2060,3,19.427198169227
"Cop","ssp585",2060,4,29.2221113089435
"Cop","ssp585",2060,5,40.1336711668197
"Cop","ssp585",2060,6,46.2519452526429
"Cop","ssp585",2060,7,42.877476338473
"Cop","ssp585",2060,8,32.0514429240971
"Cop","ssp585",2060,9,28.9696242974581
"Cop","ssp585",2060,10,31.1504908158061
"Cop","ssp585",2060,11,20.4817369165261
"Cop","ssp585",2060,12,11.431610385563
"Cop","ssp585",2061,1,6.62123404127702
"Cop","ssp585",2061,2,5.07812425490557
"Cop","ssp585",2061,3,8.4070088288037
"Cop","ssp585",2061,4,25.8740273858978
"Cop","ssp585",2061,5,35.6136265725047
"Cop","ssp585",2061,6,37.575124561463
"Cop","ssp585",2061,7,39.8349287693642
"Cop","ssp585",2061,8,34.076184092512
"Cop","ssp585",2061,9,28.9892544467171
"Cop","ssp585",2061,10,32.1266509565936
"Cop","ssp585",2061,11,21.0897232046164
"Cop","ssp585",2061,12,9.98744884514669
"Cop","ssp585",2062,1,4.74225791875742
"Cop","ssp585",2062,2,2.63339849985751
"Cop","ssp585",2062,3,11.4540170758314
