"simulation","depthclass","year","annual_avg_temp"
"ssp585","Surface",2024,9.08148540672316
"ssp585","Surface",2025,9.31618101247185
"ssp585","Surface",2026,10.4847613384166
"ssp585","Surface",2027,9.81547946016926
"ssp585","Surface",2028,10.6741821229751
"ssp585","Surface",2029,11.2285690376193
"ssp585","Surface",2030,10.6832803475954
"ssp585","Surface",2031,11.0662021490098
"ssp585","Surface",2032,11.1427397241473
"ssp585","Surface",2033,10.6094628797644
"ssp585","Surface",2034,9.9801137050504
"ssp585","Surface",2035,8.70706652092903
"ssp585","Surface",2036,9.86863705138575
"ssp585","Surface",2037,10.7536817586435
"ssp585","Surface",2038,10.5375116335988
"ssp585","Surface",2039,10.2720615224859
"ssp585","Surface",2040,10.4881279981265
"ssp585","Surface",2041,10.3440134164118
"ssp585","Surface",2042,11.074879190003
"ssp585","Surface",2043,11.1778544832161
"ssp585","Surface",2044,10.9770070537596
"ssp585","Surface",2045,10.7507519315103
"ssp585","Surface",2046,9.94811262571643
"ssp585","Surface",2047,9.62300489121383
"ssp585","Surface",2048,10.2716754059988
"ssp585","Surface",2049,11.2415520283897
"ssp585","Surface",2050,10.8945264074043
"ssp585","Surface",2051,10.70020675075
"ssp585","Surface",2052,10.8806689171447
"ssp585","Surface",2053,11.268295984599
"ssp585","Surface",2054,10.6981515893732
"ssp585","Surface",2055,11.4184781604163
"ssp585","Surface",2056,10.5828198297845
"ssp585","Surface",2057,10.636153781417
"ssp585","Surface",2058,10.762800353189
"ssp585","Surface",2059,11.0775890547514
"ssp585","Surface",2060,10.3695293646075
"ssp585","Surface",2061,12.1716067243674
"ssp585","Surface",2062,10.7202477526973
"ssp585","Surface",2063,10.147988429106
"ssp585","Surface",2064,11.4253975026149
"ssp585","Surface",2065,11.7571546596408
"ssp585","Surface",2066,11.5574518572355
"ssp585","Surface",2067,12.1903529350955
"ssp585","Surface",2068,11.5889058641218
"ssp585","Surface",2069,11.6804499714273
"ssp585","Surface",2070,11.5006161865373
"ssp585","Surface",2071,11.3300528676788
"ssp585","Surface",2072,11.3056678718824
"ssp585","Surface",2073,12.0826084326885
"ssp585","Surface",2074,11.5285889422214
"ssp585","Surface",2075,11.928442660871
"ssp585","Surface",2076,10.4567539698317
"ssp585","Surface",2077,11.6391941958358
"ssp585","Surface",2078,11.8032173307222
"ssp585","Surface",2079,11.7285219626782
"ssp585","Surface",2080,12.2108792734588
"ssp585","Surface",2081,12.0375917159685
"ssp585","Surface",2082,12.3151780343313
"ssp585","Surface",2083,11.2505101501229
"ssp585","Surface",2084,11.594746136589
"ssp585","Surface",2085,11.8510917529871
"ssp585","Surface",2086,12.228032817534
"ssp585","Surface",2087,12.4305032549827
"ssp585","Surface",2088,11.7320914923281
"ssp585","Surface",2089,12.531733395155
"ssp585","Surface",2090,12.0180128385202
"ssp585","Surface",2091,12.5606306122453
"ssp585","Surface",2092,12.717131392795
"ssp585","Surface",2093,12.4618060127638
"ssp585","Surface",2094,12.1357933394835
"ssp585","Surface",2095,11.2021401757737
"ssp585","Surface",2096,12.1329039971677
"ssp585","Surface",2097,10.6230737254782
"ssp585","Surface",2098,11.856620022258
"ssp585","Surface",2099,13.4200497332277
