"varname","simulation","year","mean_biomass"
"Cop","ssp126",1980,49.5664737570879
"Cop","ssp126",1981,35.2380574558172
"Cop","ssp126",1982,33.0845099967358
"Cop","ssp126",1983,35.5354917087359
"Cop","ssp126",1984,39.1054164524753
"Cop","ssp126",1985,40.337196379244
"Cop","ssp126",1986,36.7233242878826
"Cop","ssp126",1987,37.9919399008771
"Cop","ssp126",1988,40.2013311839794
"Cop","ssp126",1989,37.2458921833767
"Cop","ssp126",1990,42.8739697551438
"Cop","ssp126",1991,47.4733425470314
"Cop","ssp126",1992,44.740057050495
"Cop","ssp126",1993,43.6637391040401
"Cop","ssp126",1994,44.4416975079726
"Cop","ssp126",1995,42.5742694971522
"Cop","ssp126",1996,40.1860525486578
"Cop","ssp126",1997,36.467200817911
"Cop","ssp126",1998,35.7148525956655
"Cop","ssp126",1999,36.9717844915684
"Cop","ssp126",2000,39.2024110388446
"Cop","ssp126",2001,40.2494352916092
"Cop","ssp126",2002,40.5248043429997
"Cop","ssp126",2003,38.9232984203431
"Cop","ssp126",2004,34.9697406352031
"Cop","ssp126",2005,37.4407560471708
"Cop","ssp126",2006,39.2090223505982
"Cop","ssp126",2007,38.5688555359991
"Cop","ssp126",2008,40.7066051299653
"Cop","ssp126",2009,40.2552942725314
"Cop","ssp126",2010,40.015618300763
"Cop","ssp126",2011,37.7960190461706
"Cop","ssp126",2012,43.2298419920944
"Cop","ssp126",2013,38.4808767659933
"Cop","ssp126",2014,38.2653248331402
"Cop","ssp126",2015,34.5958979246057
"Cop","ssp126",2016,34.6608858506711
"Cop","ssp126",2017,37.4794099331574
"Cop","ssp126",2018,37.0347164289181
"Cop","ssp126",2019,36.9906751680578
"Cop","ssp126",2020,39.0638104435408
"Cop","ssp126",2021,34.8427616553914
"Cop","ssp126",2022,37.9377802829293
"Cop","ssp126",2023,46.445131604864
"Cop","ssp126",2024,49.2551349836535
"Cop","ssp126",2025,41.3441071646817
"Cop","ssp126",2026,35.4923150864703
"Cop","ssp126",2027,40.7554763418404
"Cop","ssp126",2028,41.3434357171795
"Cop","ssp126",2029,37.8739744273355
"Cop","ssp126",2030,38.2790606260752
"Cop","ssp126",2031,38.651099824098
"Cop","ssp126",2032,42.0093386121501
"Cop","ssp126",2033,40.1040377877971
"Cop","ssp126",2034,39.3625048537285
"Cop","ssp126",2035,40.2596249184156
"Cop","ssp126",2036,37.5820977360297
"Cop","ssp126",2037,36.4740213566193
"Cop","ssp126",2038,38.6366984584828
"Cop","ssp126",2039,35.8114563071964
"Cop","ssp126",2040,40.6125456016281
"Cop","ssp126",2041,35.6204118423313
"Cop","ssp126",2042,36.2626444741539
"Cop","ssp126",2043,36.7922396454198
"Cop","ssp126",2044,44.102615955814
"Cop","ssp126",2045,39.7840463061767
"Cop","ssp126",2046,35.6279896613318
"Cop","ssp126",2047,38.9216155604269
"Cop","ssp126",2048,40.0395169632023
"Cop","ssp126",2049,35.6595116026972
"Cop","ssp126",2050,36.6431564821956
"Cop","ssp126",2051,38.43747586055
"Cop","ssp126",2052,34.2758218246076
"Cop","ssp126",2053,39.5064467727165
"Cop","ssp126",2054,44.3380008263306
"Cop","ssp126",2055,38.2205206592761
"Cop","ssp126",2056,37.1807209943022
"Cop","ssp126",2057,42.2020043785586
"Cop","ssp126",2058,40.4691209991998
"Cop","ssp126",2059,38.9306799882851
"Cop","ssp126",2060,40.5795361176999
"Cop","ssp126",2061,34.5102904586658
"Cop","ssp126",2062,35.3418140039952
"Cop","ssp126",2063,40.283552639017
"Cop","ssp126",2064,40.5808359813549
"Cop","ssp126",2065,42.243913093287
"Cop","ssp126",2066,35.560995259566
