tstep,phl_ssp126,phl_ssp245,phl_ssp585,phs_ssp126,phs_ssp245,phs_ssp585
1038,1.387500596,1.950247492,1.868574563,1.964302972,2.419474841,2.374690861
1039,1.588162379,1.808773494,1.47983256,1.941920579,2.232048659,2.05457019
1040,1.703519146,1.545560698,1.367061784,1.928913875,1.932214016,1.826025133
1041,1.474399375,1.55343677,1.483866591,1.675125706,1.766711158,1.770357003
1042,0.921708585,0.734479629,0.626418865,1.07032953,0.994853345,1.004463934
1043,0.293663067,0.163438178,0.261950655,0.422822205,0.28610415,0.428682919
1044,0.058431993,0.075427014,0.065323806,0.111225931,0.133589472,0.135634007
1045,0.053035319,0.063359423,0.040450167,0.087600554,0.118157118,0.083260944
1046,0.188190358,0.15494494,0.203896991,0.341471106,0.286777093,0.368348279
1047,0.557901179,0.584351589,0.590996053,0.894932134,0.949967442,0.89739456
1048,1.720930277,1.082694698,1.250215255,1.485403366,1.436469777,1.707328221
1049,1.340794632,1.564727996,1.017903342,1.981789128,1.985542557,1.912947465
1050,1.415539108,2.072356921,1.303320071,2.09841335,2.295989347,2.136611577
1051,1.045045177,1.522834929,1.559608311,1.737545115,1.959734697,2.166813803
1052,1.711681962,1.588647368,1.530776357,2.082396651,1.932464846,1.97259993
1053,1.461023028,1.728072285,1.426030309,1.756102301,1.890208095,1.718029286
1054,0.689359331,0.695536885,0.868486362,1.058838858,1.037381809,1.205744471
1055,0.120166463,0.178880231,0.288159152,0.27615976,0.320069894,0.444112896
1056,0.0351119,0.040990635,0.068938222,0.080014655,0.081055911,0.14620599
1057,0.081210092,0.068468001,0.080116117,0.140054846,0.133126311,0.159820083
1058,0.24274716,0.213108649,0.221710618,0.443559218,0.39328569,0.426635326
1059,0.72455895,0.67683865,0.433332907,0.924685331,0.784406988,0.784462335
1060,0.966533519,0.89204597,2.013915321,1.389198206,1.369214466,1.833054566
1061,1.696356488,1.434748622,1.040065859,2.037105633,1.896866704,2.033409411
1062,1.327082683,1.575336106,1.673009543,1.895352643,2.188527194,2.206381356
1063,1.173239592,1.496787433,1.594878929,1.792760038,2.001703355,2.097971352
1064,1.416725496,1.521401322,1.563635292,1.82472769,1.90273165,1.98860925
1065,1.168248641,1.37591708,1.415776102,1.517462557,1.660482619,1.707369341
1066,0.731122521,0.515048565,1.025788926,0.97740696,0.868119118,1.223046954
1067,0.202552175,0.20389049,0.208737123,0.320341799,0.372376693,0.387890272
1068,0.072408484,0.056341193,0.039665836,0.117883472,0.110793763,0.094165515
1069,0.143138303,0.039507714,0.080641248,0.211713494,0.06300776,0.157618391
1070,0.179510495,0.148322178,0.163332366,0.316227228,0.283877037,0.301653271
1071,0.759071313,0.422078058,0.716376333,0.980785179,0.733763442,0.839170012
1072,1.38287434,1.111644023,0.627460441,1.73907205,1.360624196,1.287276939
1073,1.46263911,1.093201411,1.459452647,2.027820849,1.7465218,2.081620928
1074,1.462581543,1.142161921,1.492367888,1.952453146,2.014830311,2.158593009
1075,1.967120468,1.344159273,1.321695688,2.168456972,2.15707626,1.92913171
1076,1.533026252,1.166650063,1.627926839,1.739073368,1.633468128,2.06184742
1077,1.631997551,1.251124846,1.373347094,1.708256541,1.632944928,1.66358868
1078,0.909584755,0.987940219,0.902791907,1.075275558,1.183985563,1.103629795
1079,0.256884094,0.122095351,0.245505671,0.392374421,0.278908405,0.412027488
1080,0.057084151,0.042465846,0.043108837,0.112263062,0.09349838,0.093168021
1081,0.069531798,0.047764733,0.089274672,0.109746295,0.089124243,0.17556029
1082,0.158299434,0.16158884,0.175620617,0.247124798,0.315989886,0.316606822
1083,0.89876083,0.467775209,0.747910435,0.863771188,0.832183288,1.140359702
1084,1.140927589,1.139060399,1.137799241,1.511377091,1.454638938,1.667547651
1085,1.631280257,2.040287897,1.457661055,1.872880419,2.080148523,1.866211818
1086,2.560731287,1.616509039,1.321384658,2.302416165,2.172827105,1.858420971
1087,1.547844196,1.265128449,1.332520956,1.844625189,2.026860442,1.802067219
1088,1.450402988,1.152536415,1.549503146,1.695470853,1.63869683,1.826113291
1089,1.508086685,1.069016656,1.652303878,1.68078424,1.562081697,1.825132794
1090,0.748213824,0.734187951,1.339728618,0.982815413,1.042874969,1.305128492
1091,0.259308488,0.207388828,0.246339336,0.379596583,0.332026331,0.420303273
1092,0.052717294,0.042243928,0.082800942,0.086769134,0.080087624,0.176722996
1093,0.083320842,0.071767819,0.066471326,0.124043315,0.121353885,0.147234672
1094,0.264608673,0.228954895,0.303535847,0.425805078,0.412224169,0.503943402
1095,0.949694945,0.500586102,0.691612678,0.921473205,0.853873556,0.958945767
1096,1.293505205,1.143574004,1.142862993,1.419500377,1.465761374,1.584540935
1097,1.742278406,2.214787897,1.362278527,1.893332816,1.920685733,1.944298983
1098,1.827786335,2.588991297,1.577455476,2.121497028,2.433085276,2.110312114
1099,1.737032302,1.991020633,1.281477798,2.009593783,2.349472212,1.751226719
1100,1.523350902,1.508122773,1.757991723,1.776719139,1.896535603,2.060351853
1101,1.514235295,1.322003784,1.721519285,1.681204724,1.627321102,1.839401666
1102,0.796200271,0.670974912,1.171088684,1.015391895,1.011311217,1.31612556
1103,0.193614267,0.196179602,0.160415958,0.28977983,0.364414499,0.310623633
1104,0.093435822,0.063087589,0.048418179,0.162312549,0.111106061,0.115396033
1105,0.064671721,0.048292478,0.052119438,0.110900728,0.078876526,0.102243323
1106,0.235260353,0.160366868,0.18468932,0.349847458,0.284373115,0.353308301
1107,0.98551387,0.517231749,0.560686219,0.976838942,0.726319495,0.901626948
1108,1.099583827,0.907897703,1.25193221,1.612016822,1.410491562,1.837100976
1109,1.653168008,1.542245699,1.615833593,2.016084699,1.985778975,2.130016078
1110,1.912217737,2.182998267,1.63200518,2.060698549,2.38504713,2.277580697
1111,1.807991179,1.482196269,1.212440403,2.053907259,1.986687736,1.953390566
1112,1.91247724,1.610553639,1.357509311,2.080715442,1.976870396,1.854489935
1113,1.310924763,1.351056752,1.511907257,1.530021004,1.640936316,1.731590642
1114,0.932723258,0.653171258,0.820364841,1.068827334,0.976193534,1.136776082
1115,0.308584435,0.205207158,0.239617997,0.437546685,0.358971972,0.418131235
1116,0.08649315,0.047215573,0.034589045,0.152075778,0.099894025,0.079457063
1117,0.078055474,0.065027788,0.04936255,0.126309994,0.110165675,0.09817323
1118,0.214934219,0.086212336,0.171208315,0.372228327,0.180998767,0.315023647
1119,1.026215574,0.414647269,0.873592367,0.746067613,0.68992568,1.05788783
1120,1.080373103,0.82600509,1.180532369,1.45620545,1.300893926,1.881676672
1121,1.566812523,1.64503278,1.512961126,2.04185555,2.109103405,2.011071803
1122,1.509343372,1.289840239,1.505911196,2.050410609,2.052396617,2.077519803
1123,1.950152408,1.02433494,1.318521491,2.17533024,1.983688282,1.88742723
1124,1.593483302,1.211886288,1.633280513,1.885290406,1.762464802,1.991847426
1125,1.430097172,1.371369594,1.499059824,1.659497653,1.769598535,1.772358293
1126,0.577398644,0.934732825,0.933222501,1.009276282,1.178918569,1.211037779
1127,0.182642185,0.181951316,0.200482915,0.320306915,0.334958331,0.402868647
1128,0.064054156,0.03041694,0.035747118,0.110553187,0.07422033,0.080899114
1129,0.066086748,0.065359745,0.071712768,0.117365931,0.128811646,0.152309544
1130,0.243107038,0.171738094,0.207237034,0.351211798,0.344002235,0.374685727
1131,0.845749116,0.426329468,0.511139,1.00413008,0.667490561,0.941655317
1132,1.308157523,1.1118769,0.94683555,1.801199931,1.412568345,1.545557378
1133,1.100693514,1.604759807,1.899493006,1.713333759,1.909684076,2.268952309
1134,1.942335598,1.813121272,1.903760643,2.29735343,2.15371097,2.279744375
1135,1.522786066,1.578018706,1.801866922,1.933714122,2.119238947,2.327865845
1136,1.826604749,1.429041639,1.431509439,2.028768188,1.857379999,1.856796403
1137,1.583235208,1.637817643,1.708416815,1.75456876,1.855155332,1.832275869
1138,0.730046116,0.667974547,0.813305989,1.055495378,0.990598299,1.111445942
1139,0.16773764,0.201079758,0.255745349,0.294226005,0.325258743,0.408714679
1140,0.051155522,0.042423725,0.072489986,0.118159107,0.089215211,0.130375324
1141,0.060694329,0.042610283,0.057732009,0.112767528,0.081946456,0.124711106
1142,0.176580393,0.160702012,0.186311703,0.313540799,0.315670897,0.336463492
1143,0.698973287,0.520651079,0.753623572,0.915971117,0.838916277,1.032817843
1144,0.851566528,0.865276599,0.841756708,1.468185298,1.357166545,1.592861486
1145,1.675162307,1.847536438,1.520921656,1.907571656,2.095088601,2.165050293
1146,1.492789365,1.42601693,1.366923538,2.096124793,1.995931445,2.212354698
1147,1.446120917,1.611424175,1.220740141,1.945449487,2.118564658,1.969726622
1148,1.435497947,1.694527417,1.489134114,1.760044428,2.062932575,1.945298622
1149,1.436352476,1.204824484,1.442444465,1.647380896,1.517157583,1.723903803
1150,0.797346724,0.940733877,1.139810638,1.111956536,1.132241082,1.278204962
1151,0.211292861,0.219999921,0.208882709,0.371729624,0.379134699,0.352243759
1152,0.030692676,0.049013456,0.049321622,0.066766087,0.107127326,0.113008594
1153,0.079411694,0.051542846,0.081531013,0.127075297,0.112353195,0.14789776
1154,0.301450021,0.144350662,0.323284135,0.506948071,0.261138196,0.596172233
1155,0.461812433,0.484233343,0.610825685,0.828322583,0.854532227,1.025304325
1156,0.994043018,1.150160278,1.592575334,1.395118341,1.554995297,1.605679058
1157,2.045697128,1.540390965,2.015040777,1.990020086,2.055414392,2.070924918
1158,1.817072701,1.095802764,1.825942989,2.244234949,1.989118998,2.195001126
1159,1.653367574,1.098400271,1.691661752,2.110842483,1.823028579,2.172812592
1160,1.281793683,1.369039553,1.764220342,1.62800998,1.835027372,2.089344495
1161,1.587314842,1.457282154,1.484039614,1.764206457,1.733550309,1.64662975
1162,0.88742249,0.769155818,0.835902586,1.108289245,1.127570398,1.14392731
1163,0.129835551,0.201066821,0.261504164,0.229311713,0.38737242,0.399282007
1164,0.036607027,0.063968458,0.069286512,0.067808403,0.147554548,0.135791765
1165,0.071399269,0.034890171,0.061011735,0.125919719,0.069332068,0.10533108
1166,0.21328596,0.124700757,0.222025302,0.377748342,0.266978018,0.343288486
1167,0.44359671,0.334122335,0.794501519,0.77559583,0.615644687,1.026188768
1168,1.480858901,1.187984999,1.120387306,1.356209011,1.175780093,1.70446045
1169,1.904322317,1.0682051,1.486277055,2.077857264,1.809115554,2.027925166
1170,1.290357665,1.588622337,1.787788715,1.920401712,2.219055055,2.162605437
1171,1.484086571,1.431563116,1.68373993,1.89986875,2.155334333,2.022953018
1172,1.754669208,1.237313684,1.766759605,2.022535188,1.76914427,2.041632182
1173,1.33667784,1.367741681,1.658184929,1.573444852,1.75865595,1.776575016
1174,0.901001992,0.542858952,0.753912654,1.036182533,1.011506209,1.029429155
1175,0.296569429,0.150936949,0.246487469,0.405566057,0.291047592,0.378556635
1176,0.076190703,0.020431204,0.070741859,0.124963474,0.052065645,0.140415741
1177,0.069257274,0.059528082,0.071116999,0.106799687,0.110790981,0.131970029
1178,0.234326104,0.180896826,0.231387228,0.368468329,0.36803783,0.403688821
1179,0.588800185,0.365415009,0.463956909,0.776995047,0.645607896,0.801799066
1180,1.814362136,0.890684879,1.191305219,1.479500304,1.205795288,1.593060601
1181,1.719765999,1.598583808,2.046829207,2.090862335,1.967660848,2.329594746
1182,1.647628353,1.185767868,1.725723211,2.272047642,2.066705949,2.175388113
1183,1.156598225,1.163106978,1.46068648,1.891728682,2.095681683,1.976965514
1184,1.264963096,1.083517308,1.590710312,1.711302881,1.683372237,2.012348593
1185,1.145942144,1.329412452,1.419612519,1.527171381,1.707480167,1.69471062
1186,0.55742601,0.749078241,0.699516571,0.977262382,1.024540882,1.006183969
1187,0.211755703,0.176847784,0.304687022,0.359932677,0.311563331,0.448963197
1188,0.037950543,0.061622625,0.077534505,0.080437291,0.122735039,0.149652974
1189,0.055965859,0.039098035,0.063669648,0.098110287,0.072702767,0.12602064
1190,0.15719837,0.171433774,0.149027823,0.309856462,0.350281689,0.301101249
1191,0.42450424,0.485127035,0.541754429,0.691251888,0.916300184,0.874404655
1192,0.96793132,0.939006024,1.385858698,1.247933896,1.489478824,1.81312809
1193,1.331601001,1.186907239,1.929116305,1.907095877,1.874084785,2.252956168
1194,1.338808692,1.483370183,1.519615506,2.013762633,2.041309873,2.296103378
1195,1.057074232,1.562827226,1.527920896,1.795784483,2.146030761,2.214554647
1196,1.22537221,1.509454869,1.625188678,1.739757969,2.001537504,2.070015308
1197,1.066919278,1.447255804,1.510243131,1.474893097,1.725686199,1.766631188
1198,0.665265883,0.65123293,0.794089414,0.973108355,1.009530621,1.080180754
1199,0.261908156,0.265457068,0.191035966,0.396770859,0.445781806,0.367429511
1200,0.076136792,0.040614373,0.063221628,0.12868988,0.097155963,0.113591
1201,0.072480714,0.033476277,0.072471166,0.126392354,0.07263258,0.143737045
1202,0.260997959,0.137704257,0.215969078,0.436682764,0.268719093,0.399413537
1203,0.715811089,0.503238297,0.731355751,0.83236066,0.8206319,1.054123103
1204,1.052467032,0.586337409,0.862576873,1.462857854,1.398076926,1.571972163
1205,1.330234409,1.602254156,1.760927186,1.736935114,2.005571796,2.064569049
1206,1.324178112,1.677878807,1.779354872,1.910801092,2.294984947,2.198979642
1207,1.3904467,1.22973375,1.597942635,1.843437748,2.003043474,2.134443931
1208,1.523552703,1.283660432,1.433569732,1.858491319,1.865748428,1.82108139
1209,1.347715631,1.481358922,1.562962971,1.605036149,1.782769475,1.718599041
1210,0.657124376,0.724213632,0.945744083,0.974499207,1.043176007,1.111406073
1211,0.22683171,0.142595368,0.226633331,0.380498132,0.299605774,0.403027933
1212,0.072821743,0.031902064,0.025438836,0.13668816,0.076360333,0.061079807
1213,0.064255068,0.034152927,0.048069934,0.111666222,0.062299514,0.116173612
1214,0.158664062,0.101986029,0.182938799,0.270513233,0.240745874,0.348498641
1215,0.683783362,0.377534462,0.543933618,0.9614878,0.678916487,0.951794309
1216,1.304662499,1.569245307,1.044585162,1.40454645,1.457500813,1.555947216
1217,1.317451505,1.176777332,1.913898501,1.871626781,1.71260405,2.395210122
1218,1.553393849,1.606229501,1.550155657,2.200348683,2.222541448,2.156570423
1219,1.237875929,1.430708688,1.664729703,1.888413205,2.174334721,2.160685278
1220,1.463317384,1.389126594,1.548673479,1.830376609,1.886940319,1.996259378
1221,1.414436282,1.281598163,1.493744417,1.647124301,1.633536164,1.73902778
1222,0.613057408,0.654669507,1.002671579,1.019787359,0.991253099,1.217581003
1223,0.201184076,0.187978006,0.240492381,0.35434217,0.328448518,0.420553011
1224,0.060450692,0.042078564,0.050682427,0.116464575,0.078144707,0.119699748
1225,0.072568543,0.055854562,0.028457675,0.116053621,0.115080137,0.0628206
1226,0.109434188,0.149118325,0.176041154,0.188382301,0.288752271,0.344261162
1227,0.586004926,0.400131048,0.517029726,0.707023873,0.685697023,0.84805175
1228,1.306955402,1.465446482,1.072785677,1.43257736,1.705619156,1.558795849
1229,1.363812092,1.318841084,1.5696926,1.917637956,2.027496824,2.12140187
1230,1.382860684,1.534622968,1.547267286,2.104527904,2.268653849,2.289344936
1231,1.596862976,1.521273924,1.234096414,2.127588271,2.072121995,2.028387249
1232,1.402173816,1.630836435,1.236257264,1.868194702,1.970819257,1.788308591
1233,1.419399767,1.879176721,1.31740043,1.704475999,1.96042498,1.67519196
1234,0.899700999,1.024375188,1.005750776,1.124486653,1.220588812,1.247192599
1235,0.173718862,0.161259746,0.231360845,0.321664854,0.310280863,0.425599241
1236,0.04696453,0.038114513,0.054695431,0.10704966,0.084989947,0.129036722
1237,0.05175465,0.040453143,0.053285407,0.096496661,0.088743156,0.105678923
1238,0.135858491,0.10609409,0.213243874,0.267230418,0.218441835,0.430334663
1239,0.517906464,0.483788653,0.392264346,0.830820974,0.739057506,0.717000426
1240,0.986192658,1.326663478,1.414675701,1.42669485,1.570934187,1.779294293
1241,1.231312344,1.831747368,1.665721726,1.905618154,2.21760826,2.204085572
1242,1.121715893,1.912738385,1.409795455,1.934346149,2.231922489,2.171279791
1243,1.331635411,1.81814252,2.043005333,2.024113482,2.194835885,2.477765977
1244,1.399039183,1.368407504,1.636199205,1.941200921,1.772796792,1.931357004
1245,1.437798553,1.875912766,1.635492244,1.785278297,1.955211148,1.836231329
1246,0.857327787,0.945697333,1.087267993,1.210768011,1.169408371,1.273553469
1247,0.13257694,0.197823746,0.166276409,0.272973597,0.392361776,0.326763416
1248,0.047877553,0.051251106,0.052425009,0.104426038,0.116240767,0.124772602
1249,0.050928471,0.043884783,0.077837918,0.09740518,0.095300115,0.148621233
1250,0.13784379,0.171321308,0.177856997,0.23776369,0.368624953,0.337195827
1251,0.831832378,0.433810992,0.442472508,0.882365384,0.77314178,0.716944682
1252,0.861672433,1.213438306,1.378162493,1.478064784,1.563763577,1.702746516
1253,1.252301232,1.427707895,0.888884997,1.822315045,2.090870538,1.778694736
1254,1.428556184,1.831844023,1.401276559,2.103140288,2.506160509,2.172260669
1255,1.35297002,1.469853716,1.359562284,2.009436924,2.29029701,2.03736565
1256,1.274548746,1.287367473,1.427547304,1.68235297,1.747611338,1.900623125
1257,1.221734281,1.274938906,1.294846347,1.55113122,1.64174911,1.637860294
1258,0.894574122,0.707069375,0.989217069,1.14044051,1.053714485,1.153677469
1259,0.144976755,0.241527955,0.259389082,0.232948984,0.397936141,0.44484688
1260,0.051649185,0.029824424,0.058028846,0.097929641,0.074720526,0.122439768
1261,0.091325843,0.061996824,0.071871916,0.14380389,0.123058901,0.139629527
1262,0.19729309,0.195110762,0.258173701,0.333545581,0.389704288,0.467164538
1263,0.583403183,0.539085238,0.461145286,0.882911012,0.703332155,0.73481572
1264,1.717283045,0.998719455,1.593372676,1.258813498,1.427567117,1.615013804
1265,1.431960336,1.724517155,1.145843532,1.799665266,2.063643293,1.84877652
1266,1.579907047,1.953547957,1.316716295,2.016484922,2.38441133,1.941171298
1267,1.467948956,1.280658626,1.121129735,1.835034935,2.059680023,1.626218326
1268,1.66019915,1.200758336,1.511942593,1.860283368,1.656017964,1.953681512
1269,1.366035521,1.47125691,1.226806679,1.520017236,1.760226826,1.540087832
1270,0.812447136,0.792262665,0.824825276,0.98131677,1.134208032,1.044014253
1271,0.18209944,0.244866335,0.220952447,0.278202767,0.432041161,0.349594484
1272,0.056447242,0.043677756,0.059288205,0.102004371,0.094776195,0.125364762
1273,0.061945593,0.049847567,0.06108643,0.097275772,0.088239663,0.116842006
1274,0.150046024,0.114531916,0.198762724,0.24297295,0.235825018,0.310854444
1275,0.603602864,0.37304867,0.556371484,0.859390317,0.690181296,0.893440033
1276,1.454513513,1.064525281,2.035409152,1.546265043,1.445321339,1.910765693
1277,1.571860968,1.454947925,1.290272136,1.93168948,2.124136914,1.879063982
1278,1.798821014,1.161846982,1.326797463,2.051550615,2.122829985,1.917706204
1279,1.455001746,1.245647046,1.40025014,1.736449788,2.073013975,1.803856036
1280,1.527340639,1.524858402,1.472468897,1.831597485,2.05417124,1.771305426
1281,1.625856861,1.747555763,1.332101244,1.792610852,1.921482853,1.565036345
1282,0.669038153,0.817520144,0.882615754,0.992179195,1.121087137,1.129297106
1283,0.262782023,0.169589726,0.239258192,0.389209555,0.329949169,0.337772051
1284,0.062738259,0.068063189,0.047155807,0.116378182,0.134744344,0.11001495
1285,0.098198674,0.069778704,0.050913141,0.171308802,0.131602574,0.10454027
1286,0.272846414,0.186670262,0.273415661,0.465076197,0.40284232,0.431620496
1287,0.512857722,0.394876902,0.549313287,0.781115591,0.675102843,0.916673245
1288,0.977504941,1.81382958,1.362883702,1.359670219,1.585960886,1.63494709
1289,1.687893849,1.536410586,1.360249227,1.959686037,2.044502732,2.135946829
1290,1.717288685,1.472978506,1.53927745,1.984173973,2.083471165,2.334135376
1291,1.56679598,1.774620358,1.464554672,1.818408024,2.276609948,2.076817711
1292,1.831047132,1.63984493,1.610815671,1.896454692,2.035474954,1.978053261
1293,1.405164979,1.363933075,1.402060413,1.566237987,1.668558431,1.641226128
1294,0.856410913,0.775327116,0.917721598,1.038056552,1.077199309,1.132899881
1295,0.323414236,0.204453857,0.267157945,0.456256176,0.367756143,0.449940012
1296,0.068624124,0.036662206,0.047865963,0.111188419,0.083396385,0.10856302
1297,0.080421303,0.042850867,0.073472489,0.122029875,0.075893483,0.143250045
1298,0.191245742,0.064106439,0.202316855,0.274973424,0.133391794,0.357377386
1299,0.912816728,0.467424662,0.540265343,1.051933905,0.833913376,0.948445246
1300,0.736467209,0.812289163,1.910328556,1.320793086,1.450332582,1.894712557
1301,1.333458108,1.570073938,2.13933497,1.841427344,2.146330165,2.286322703
1302,1.33393992,2.275301121,1.545712758,2.062388033,2.498432881,2.053698122
1303,1.062694968,1.557508097,1.051616141,1.630538064,2.249966536,1.621704745
1304,1.271842414,1.20948393,1.163422312,1.670123486,1.733468768,1.576593859
1305,1.150588825,1.266761263,1.337103877,1.521471228,1.665247098,1.679664563
1306,0.70855929,0.622750484,0.840172644,1.015803102,0.99717938,1.11414593
1307,0.122857314,0.189854752,0.249535465,0.236631658,0.345366221,0.417125973
1308,0.066000382,0.053170082,0.079541973,0.126329749,0.104117587,0.142004513
1309,0.058755795,0.031118649,0.094323305,0.103638032,0.061195279,0.188117313
1310,0.243562493,0.181558183,0.249882059,0.438769418,0.356792584,0.432036964
1311,0.646341358,0.455470978,0.561317091,0.869133365,0.738496511,0.939017325
1312,1.066415782,1.186141122,1.037320965,1.310181201,1.624959528,1.729300318
1313,1.674567127,1.388026787,1.38588349,1.807455832,2.046996543,2.056905705
1314,1.343512643,1.24460558,1.063526648,1.843957885,2.020189296,1.864481451
1315,1.470294462,1.446573144,1.052006006,1.927641471,2.050938965,1.760396592
1316,1.411921437,1.381276132,1.425589835,1.809108882,1.883141618,2.003011971
1317,1.411946549,1.436954135,1.375219826,1.695552091,1.77665865,1.706060628
1318,0.777788702,0.647014604,0.598666924,1.081013039,1.035150466,0.962995894
1319,0.266903274,0.22237311,0.202271596,0.440697973,0.372631433,0.363260825
1320,0.056639787,0.054416325,0.048679367,0.110869297,0.12187435,0.116720419
1321,0.049651078,0.02830676,0.093756976,0.086937381,0.061481345,0.17588908
1322,0.18135051,0.120715214,0.191687727,0.308174365,0.259074041,0.342603887
1323,0.585529747,0.456104434,0.62752686,0.790827807,0.800475903,0.914240768
1324,1.589319391,1.114622256,1.14824661,1.657044349,1.660321015,1.677769304
1325,1.148859618,1.449518624,1.555565834,1.761922827,2.121020622,2.097922333
1326,1.482713476,1.250831954,1.46564884,1.956759278,2.040610657,2.014547291
1327,1.384943183,1.398887107,1.335205914,1.736585632,2.047856739,1.878709227
1328,1.316337506,1.575113148,1.676472159,1.554792034,2.042186468,2.13695639
1329,1.384561492,1.287787379,1.206711381,1.592194717,1.662588049,1.529627802
1330,0.739466736,1.147610383,0.797057622,0.949102595,1.301962545,1.05266741
1331,0.234433893,0.15754465,0.262831627,0.344073238,0.316559777,0.423651041
1332,0.086057762,0.043413841,0.057106328,0.146178785,0.103196337,0.1215958
1333,0.063334778,0.06573653,0.132860539,0.103123312,0.139936592,0.241119701
1334,0.219754191,0.110858545,0.269406424,0.343636694,0.235376399,0.444275044
1335,0.530285838,0.488967164,0.604247311,0.775092052,0.88773359,1.025019599
1336,1.992996942,0.735636444,1.29389054,1.389943671,1.357703076,1.670879815
1337,1.864435309,2.097177147,1.593095235,1.71887069,2.08499326,2.075914113
1338,1.692827714,1.516135663,1.594090817,2.048057036,2.10968512,2.078505491
1339,1.531143272,1.437234256,1.642294016,1.837388678,2.281026372,1.971324912
1340,1.489493109,1.240144201,1.605162538,1.79792607,1.790678988,1.901796292
1341,1.296546978,1.228348358,1.482155467,1.5523106,1.612853361,1.681290593
1342,0.844316094,0.725653064,0.963719828,1.131646632,1.058724858,1.176647455
1343,0.213669021,0.178679371,0.221497432,0.362592934,0.31874679,0.356555422
1344,0.033542691,0.046814157,0.069654282,0.060871453,0.113857444,0.136517497
1345,0.041605877,0.059983833,0.077174327,0.06210927,0.132211234,0.144905609
1346,0.270796444,0.224779243,0.201097681,0.340540809,0.397449218,0.366106247
1347,0.662643039,0.668406051,0.632808993,0.798974087,0.931840158,0.862411105
1348,1.180940304,1.182284196,1.421423404,1.637675762,1.758348538,2.102037341
1349,1.771837967,1.307100477,2.038076601,2.138143167,1.968421073,2.392404811
1350,1.633696421,1.277084756,1.319860716,2.000934721,2.044620154,2.0172156
1351,1.491865898,0.995403451,1.506872017,1.88444602,1.971002119,2.100098843
1352,1.460218311,1.150502814,1.655256268,1.799943499,1.731998636,2.139283031
1353,1.683680676,1.475754238,1.076820802,1.87479589,1.861030084,1.491706799
1354,1.090084095,0.710706008,1.030967206,1.306048649,1.047260264,1.221914376
1355,0.185469812,0.151116472,0.228190227,0.36072435,0.283550819,0.383096874
1356,0.024898066,0.088211579,0.06478368,0.064304475,0.178095044,0.130986874
1357,0.039260333,0.038717659,0.10043854,0.087308762,0.08427524,0.187410759
1358,0.263066054,0.186970587,0.273024858,0.457487291,0.393234495,0.488975756
1359,0.644099406,0.443463377,0.655653751,0.819821814,0.741797694,0.979065866
1360,0.906774242,1.07249855,0.891390256,1.613630277,1.718419274,1.577333766
1361,1.344318784,1.235608822,1.647459402,1.847416607,1.822696124,2.046553031
1362,1.575353149,1.591183478,1.652520238,2.218775952,2.150819295,2.11188683
1363,1.301296556,1.771806457,1.690243821,1.926211655,2.299233101,2.192916572
1364,1.386106526,1.496248422,1.820592367,1.810687344,1.88987078,2.167969657
1365,1.159286543,1.423176914,1.757581714,1.574500099,1.707459381,1.921328018
1366,0.546537691,1.122462742,1.090017489,0.942355142,1.235650538,1.26519489
1367,0.219623659,0.119286389,0.20481101,0.390484107,0.264108543,0.37641938
1368,0.035043063,0.051026812,0.035044833,0.075605808,0.115380945,0.091569197
1369,0.062425879,0.083252152,0.056969099,0.116147422,0.158006099,0.122326964
1370,0.156416531,0.244237189,0.249422923,0.29530275,0.439650142,0.447254893
1371,0.416912282,0.467016042,0.555302512,0.712018579,0.741136528,0.944559289
1372,1.466050256,1.068253274,1.061191478,1.444081029,1.37871783,1.507917916
1373,1.257451337,1.744472815,1.158941852,1.92225717,2.098560099,1.991273471
1374,1.407149434,1.282619242,1.726508891,2.184561068,2.000774782,2.351094802
1375,1.165039807,1.19313888,1.40709453,1.877044847,1.803432718,1.981426534
1376,1.224044677,1.611446956,1.793307586,1.628446984,1.998511837,2.195024958
1377,1.235465014,1.403189518,1.709186225,1.587829504,1.68943007,1.900889928
1378,0.631510532,0.661696743,0.691194258,1.003380777,1.038995665,1.039458821
1379,0.14628697,0.138886967,0.227686385,0.286458214,0.275726923,0.374387969
1380,0.044443937,0.033438945,0.062323569,0.085026067,0.075979743,0.144850808
1381,0.064427833,0.055078856,0.076284602,0.11120001,0.097213548,0.159752301
1382,0.22211656,0.142755664,0.254580644,0.361458393,0.300126765,0.461938765
1383,0.503429033,0.389734934,0.76385147,0.832711077,0.705174949,0.995034303
1384,1.359011698,0.930374222,1.434184448,1.39581778,1.429086125,1.756070365
1385,1.615111124,1.530145546,1.281402769,1.818072757,2.115304215,1.898151496
1386,1.995436085,1.439962798,2.042207687,2.122441932,2.299044916,2.335143704
1387,1.464083194,1.365329899,1.512133526,1.827658676,2.108041624,2.02835762
1388,1.444310394,1.497003774,1.544091822,1.716551884,1.994240547,1.928950999
1389,1.395866633,1.829817052,1.473448166,1.640668237,2.020961137,1.719398594
1390,0.639713523,0.693634973,0.963187269,0.997530458,1.086528706,1.188231061
1391,0.183107378,0.156347463,0.192134671,0.315372582,0.361320064,0.325550314
1392,0.035024802,0.039773872,0.061600313,0.064850501,0.095984501,0.118067543
1393,0.096581518,0.038804711,0.067099919,0.15387986,0.081979162,0.133180044
1394,0.29278307,0.145076725,0.244571353,0.43893199,0.294290804,0.388034767
