"varname","simulation","year","mean_biomass"
"Eup","ssp126",1991,10.1841801088167
"Eup","ssp126",1992,10.3342097609203
"Eup","ssp126",1993,9.82624477511715
"Eup","ssp126",1994,9.71455191663171
"Eup","ssp126",1995,9.71819416145733
"Eup","ssp126",1996,9.00154743008213
"Eup","ssp126",1997,8.70700358444908
"Eup","ssp126",1998,7.79364043202923
"Eup","ssp126",1999,7.45423717718806
"Eup","ssp126",2000,9.03265655304293
"Eup","ssp126",2001,9.94544529374942
"Eup","ssp126",2002,10.1362417818326
"Eup","ssp126",2003,10.3572127905595
"Eup","ssp126",2004,8.37261979289149
"Eup","ssp126",2005,8.79714294991815
"Eup","ssp126",2006,8.89400617698382
"Eup","ssp126",2007,8.55664035487654
"Eup","ssp126",2008,9.69039577116464
"Eup","ssp126",2009,9.85918678517934
"Eup","ssp126",2010,9.3219938488783
"Eup","ssp126",2011,8.59268350456401
"Eup","ssp126",2012,9.33542371208117
"Eup","ssp126",2013,9.03288177001066
"Eup","ssp126",2014,10.3869338104869
"Eup","ssp126",2015,7.89605821541189
"Eup","ssp126",2016,9.37196830679454
"Eup","ssp126",2017,8.38882878352357
"Eup","ssp126",2018,8.96509761676342
"Eup","ssp126",2019,9.45223406939524
"Eup","ssp126",2020,9.51099138492296
"Eup","ssp126",2021,8.9658530500159
"Eup","ssp126",2022,7.67122866001389
"Eup","ssp126",2023,9.2472557766419
"Eup","ssp126",2024,12.3279497440272
"Eup","ssp126",2025,10.9212735203135
"Eup","ssp126",2026,9.24674892112197
"Eup","ssp126",2027,10.6000009680533
"Eup","ssp126",2028,9.88091143925193
"Eup","ssp126",2029,10.8549550096064
"Eup","ssp126",2030,9.71946128253951
"Eup","ssp126",2031,10.3282376155376
"Eup","ssp126",2032,9.77248281212457
"Eup","ssp126",2033,11.0351132417087
"Eup","ssp126",2034,10.4777995275765
"Eup","ssp126",2035,10.4289861220746
"Eup","ssp126",2036,8.84047085270832
"Eup","ssp126",2037,8.80451238801622
"Eup","ssp126",2038,9.68053044845619
"Eup","ssp126",2039,9.93890042669279
"Eup","ssp126",2040,9.94498364137467
"Eup","ssp126",2041,11.3785419278114
"Eup","ssp126",2042,9.86260778835319
"Eup","ssp126",2043,10.5931174612761
"Eup","ssp126",2044,11.6208809156181
"Eup","ssp126",2045,12.1299540230185
"Eup","ssp126",2046,10.0858908383021
"Eup","ssp126",2047,11.5567845771149
"Eup","ssp126",2048,11.1905170201631
"Eup","ssp126",2049,9.26447152216829
"Eup","ssp126",2050,8.32637720596156
"Eup","ssp126",2051,8.78513944224414
"Eup","ssp126",2052,8.2922484521717
"Eup","ssp126",2053,9.9042369542801
"Eup","ssp126",2054,13.0686991354114
"Eup","ssp126",2055,10.8933688627639
"Eup","ssp126",2056,10.5704390702543
"Eup","ssp126",2057,11.7855016171647
"Eup","ssp126",2058,13.3026573501977
"Eup","ssp126",2059,11.6368874215644
"Eup","ssp126",2060,11.7247429074352
"Eup","ssp126",2061,11.1926266954506
"Eup","ssp126",2062,9.49233648434371
"Eup","ssp126",2063,10.0713851282715
"Eup","ssp126",2064,11.775181397854
"Eup","ssp126",2065,11.7838083737106
"Eup","ssp126",2066,10.9754256058992
"Eup","ssp126",2067,8.2263399268715
"Eup","ssp126",2068,9.15655336662777
"Eup","ssp126",2069,11.3917465201015
"Eup","ssp126",2070,10.5908102724036
"Eup","ssp126",2071,11.5696280608275
"Eup","ssp126",2072,11.5469437978904
"Eup","ssp126",2073,11.3550785781116
"Eup","ssp126",2074,11.4928252807556
"Eup","ssp126",2075,10.841744477847
"Eup","ssp126",2076,10.4675707062017
"Eup","ssp126",2077,10.676713319973
"Eup","ssp126",2078,10.0369492052418
"Eup","ssp126",2079,8.57199266067938
"Eup","ssp126",2080,9.42665480906134
"Eup","ssp126",2081,10.3094731318744
"Eup","ssp126",2082,9.05450540280858
"Eup","ssp126",2083,8.00486880605385
"Eup","ssp126",2084,9.27764713381301
"Eup","ssp126",2085,11.1245893744024
"Eup","ssp126",2086,10.6994565245144
"Eup","ssp126",2087,10.94676452361
"Eup","ssp126",2088,9.01790525960591
"Eup","ssp126",2089,7.97433759496703
"Eup","ssp126",2090,9.68234753455782
"Eup","ssp126",2091,9.84485155250402
"Eup","ssp126",2092,10.4127477212988
"Eup","ssp126",2093,9.54144984585252
"Eup","ssp126",2094,8.40227993324381
"Eup","ssp126",2095,10.0269553191594
"Eup","ssp126",2096,11.1774957452133
"Eup","ssp126",2097,9.34597714706036
"Eup","ssp126",2098,9.24320919422353
"Eup","ssp126",2099,9.08862073456189
"Eup","ssp245",1980,10.8129431280969
"Eup","ssp245",1981,8.51199153835723
"Eup","ssp245",1982,7.18863795578113
"Eup","ssp245",1983,8.61254413527253
"Eup","ssp245",1984,8.52890432120845
"Eup","ssp245",1985,9.30644844349368
"Eup","ssp245",1986,9.40254012678978
"Eup","ssp245",1987,9.23405120889232
"Eup","ssp245",1988,9.56560131395885
"Eup","ssp245",1989,8.21776020811752
"Eup","ssp245",1990,9.79319129942926
"Eup","ssp245",1991,10.1841801088167
"Eup","ssp245",1992,10.3342097609203
"Eup","ssp245",1993,9.82624477511715
"Eup","ssp245",1994,9.71455191663171
"Eup","ssp245",1995,9.71819416145733
"Eup","ssp245",1996,9.00154743008213
"Eup","ssp245",1997,8.70700358444908
"Eup","ssp245",1998,7.79364043202923
"Eup","ssp245",1999,7.45423717718806
"Eup","ssp245",2000,9.03265655304293
"Eup","ssp245",2001,9.94544529374942
"Eup","ssp245",2002,10.1362417818326
"Eup","ssp245",2003,10.3572127905595
"Eup","ssp245",2004,8.37261979289149
"Eup","ssp245",2005,8.79714294991815
"Eup","ssp245",2006,8.89400617698382
"Eup","ssp245",2007,8.55664035487654
"Eup","ssp245",2008,9.69039577116464
"Eup","ssp245",2009,9.85918678517934
"Eup","ssp245",2010,9.3219938488783
"Eup","ssp245",2011,8.59268350456401
"Eup","ssp245",2012,9.33542371208117
"Eup","ssp245",2013,9.03288177001066
"Eup","ssp245",2014,10.3869338104869
"Eup","ssp245",2015,7.89605821541189
"Eup","ssp245",2016,9.37196830679454
"Eup","ssp245",2017,8.38882878352357
"Eup","ssp245",2018,8.96509761676342
"Eup","ssp245",2019,9.45223406939524
"Eup","ssp245",2020,9.51099138492296
"Eup","ssp245",2021,10.4174461389738
"Eup","ssp245",2022,8.86772180556287
"Eup","ssp245",2023,7.94172885974353
"Eup","ssp245",2024,10.8816924571751
"Eup","ssp245",2025,10.3249656094621
"Eup","ssp245",2026,11.3734339699283
"Eup","ssp245",2027,10.5099855445124
"Eup","ssp245",2028,11.7702245702962
"Eup","ssp245",2029,9.06688239024257
"Eup","ssp245",2030,9.75315940178723
