"varname","simulation","year","month","prod_biom_month"
"prod_PhL","ssp126",1980,1,3.55498706336315
"prod_PhL","ssp126",1980,2,4.79952470823659
"prod_PhL","ssp126",1980,3,14.2422168213084
"prod_PhL","ssp126",1980,4,47.2746320741901
"prod_PhL","ssp126",1980,5,40.0726633353009
"prod_PhL","ssp126",1980,6,28.7863333142354
"prod_PhL","ssp126",1980,7,29.6512805969589
"prod_PhL","ssp126",1980,8,26.5445197326714
"prod_PhL","ssp126",1980,9,25.0250994174988
"prod_PhL","ssp126",1980,10,13.1014962554148
"prod_PhL","ssp126",1980,11,2.38695277854578
"prod_PhL","ssp126",1980,12,0.462527423326044
"prod_PhL","ssp126",1981,1,0.89904267163102
"prod_PhL","ssp126",1981,2,1.53795194266481
"prod_PhL","ssp126",1981,3,5.25888486351977
"prod_PhL","ssp126",1981,4,19.8709073590587
"prod_PhL","ssp126",1981,5,23.222402445548
"prod_PhL","ssp126",1981,6,20.1795953013846
"prod_PhL","ssp126",1981,7,15.4324331189508
"prod_PhL","ssp126",1981,8,19.7172482593748
"prod_PhL","ssp126",1981,9,16.7689779510316
"prod_PhL","ssp126",1981,10,7.78310000762921
"prod_PhL","ssp126",1981,11,1.48388916464692
"prod_PhL","ssp126",1981,12,0.235397767539639
"prod_PhL","ssp126",1982,1,0.660751613202975
"prod_PhL","ssp126",1982,2,1.56662984652066
"prod_PhL","ssp126",1982,3,5.64842904924505
"prod_PhL","ssp126",1982,4,9.81887462540352
"prod_PhL","ssp126",1982,5,25.1244350658724
"prod_PhL","ssp126",1982,6,24.240525593379
"prod_PhL","ssp126",1982,7,17.7846310594135
"prod_PhL","ssp126",1982,8,20.0198225345731
"prod_PhL","ssp126",1982,9,17.9677542291767
"prod_PhL","ssp126",1982,10,11.9347499292473
"prod_PhL","ssp126",1982,11,1.93079465757203
"prod_PhL","ssp126",1982,12,0.240053325318526
"prod_PhL","ssp126",1983,1,0.590974659944548
"prod_PhL","ssp126",1983,2,1.52260878726714
"prod_PhL","ssp126",1983,3,8.10213081593145
"prod_PhL","ssp126",1983,4,13.8384677166745
"prod_PhL","ssp126",1983,5,17.2749042985681
"prod_PhL","ssp126",1983,6,19.2315025496043
"prod_PhL","ssp126",1983,7,20.0522124267563
"prod_PhL","ssp126",1983,8,23.7329576271638
"prod_PhL","ssp126",1983,9,18.9683311842716
"prod_PhL","ssp126",1983,10,9.97274171559185
"prod_PhL","ssp126",1983,11,1.9540573177405
"prod_PhL","ssp126",1983,12,0.571214713082428
"prod_PhL","ssp126",1984,1,0.575966615888778
"prod_PhL","ssp126",1984,2,2.59008418634612
"prod_PhL","ssp126",1984,3,7.41579720793175
"prod_PhL","ssp126",1984,4,9.76334048980759
"prod_PhL","ssp126",1984,5,35.3819290239418
"prod_PhL","ssp126",1984,6,25.2695648460561
"prod_PhL","ssp126",1984,7,20.2846557526121
