"","varname","simulation","year","month","prod_biom_month","wgoa_prod_centered_1"
"59","prod_PhL","ssp126",1984,11,2.24525344634576,0.113395278506179
"60","prod_PhL","ssp126",1984,12,0.678560667811157,0.0342703297193541
"61","prod_PhL","ssp126",1985,1,1.31679466096289,0.0665039831286568
"62","prod_PhL","ssp126",1985,2,4.74072624694417,0.239427746550713
"63","prod_PhL","ssp126",1985,3,7.53009776128336,0.380303405929163
"64","prod_PhL","ssp126",1985,4,25.9025895683934,1.30819590230211
"65","prod_PhL","ssp126",1985,5,29.0760887371385,1.46847171555815
"66","prod_PhL","ssp126",1985,6,27.3657954233773,1.38209430148187
"67","prod_PhL","ssp126",1985,7,29.8335179243603,1.50672525605422
"68","prod_PhL","ssp126",1985,8,27.939318937281,1.41105978807083
"69","prod_PhL","ssp126",1985,9,24.4430317491178,1.23448174514004
"70","prod_PhL","ssp126",1985,10,11.8719827411711,0.599587895765928
"71","prod_PhL","ssp126",1985,11,2.68098759599303,0.135401789768559
"72","prod_PhL","ssp126",1985,12,0.865914143129311,0.0437325129518883
"73","prod_PhL","ssp126",1986,1,1.31473125312187,0.0663997718614677
"74","prod_PhL","ssp126",1986,2,3.1934556841316,0.161283705983667
"75","prod_PhL","ssp126",1986,3,7.7353810183066,0.390671122830207
"76","prod_PhL","ssp126",1986,4,19.2875664405846,0.974107832590638
"77","prod_PhL","ssp126",1986,5,36.6753492026481,1.85226814545783
"78","prod_PhL","ssp126",1986,6,21.7044680161831,1.09617210454758
"79","prod_PhL","ssp126",1986,7,24.0110847684233,1.21266650274258
"80","prod_PhL","ssp126",1986,8,22.6344341072902,1.14313952556369
"81","prod_PhL","ssp126",1986,9,24.1106214563689,1.21769354789401
"82","prod_PhL","ssp126",1986,10,8.62618746905678,0.435660807955653
"83","prod_PhL","ssp126",1986,11,3.94585634461229,0.199283283529044
"84","prod_PhL","ssp126",1986,12,0.935703360766695,0.0472571786343303
"85","prod_PhL","ssp126",1987,1,1.38796265604661,0.0700982832003834
"86","prod_PhL","ssp126",1987,2,3.14446292788354,0.158809354035304
"87","prod_PhL","ssp126",1987,3,7.35829627288768,0.371626667160045
"88","prod_PhL","ssp126",1987,4,23.7232184808896,1.19812797574441
"89","prod_PhL","ssp126",1987,5,24.6095453755798,1.24289142337857
"90","prod_PhL","ssp126",1987,6,27.8135012450608,1.4047054353925
"91","prod_PhL","ssp126",1987,7,26.2975814423841,1.32814474755687
"92","prod_PhL","ssp126",1987,8,26.5954149109025,1.34318666149584
"93","prod_PhL","ssp126",1987,9,28.7285833687792,1.45092114990079
"94","prod_PhL","ssp126",1987,10,15.5199107820928,0.783824475758294
"95","prod_PhL","ssp126",1987,11,3.69916155694149,0.186824100268695
"96","prod_PhL","ssp126",1987,12,0.998614236144442,0.0504344574605303
"97","prod_PhL","ssp126",1988,1,0.682524207221191,0.0344705060762828
"98","prod_PhL","ssp126",1988,2,2.52810881122904,0.127680731638479
"99","prod_PhL","ssp126",1988,3,9.36259673405135,0.472852748952113
"100","prod_PhL","ssp126",1988,4,22.5566318576716,1.13921016615072
"101","prod_PhL","ssp126",1988,5,24.9556009178378,1.26036876637378
"102","prod_PhL","ssp126",1988,6,27.1112562198258,1.36923894035351
"103","prod_PhL","ssp126",1988,7,24.9260093006661,1.25887425818091
"104","prod_PhL","ssp126",1988,8,24.0528331313578,1.21477498062949
"105","prod_PhL","ssp126",1988,9,20.7346246070227,1.04719070172728
"106","prod_PhL","ssp126",1988,10,11.2470302989587,0.568025019711498
"107","prod_PhL","ssp126",1988,11,3.56753707622258,0.18017647896178
"108","prod_PhL","ssp126",1988,12,0.420836569911531,0.0212541172705341
"109","prod_PhL","ssp126",1989,1,0.707366817172135,0.0357251682966181
"110","prod_PhL","ssp126",1989,2,4.50318355270519,0.22743078468693
"111","prod_PhL","ssp126",1989,3,10.5731320390501,0.533990162314202
"112","prod_PhL","ssp126",1989,4,21.1205713336987,1.06668272683973
"113","prod_PhL","ssp126",1989,5,28.7093887228192,1.44995173496547
"114","prod_PhL","ssp126",1989,6,23.4851018989139,1.18610202999917
"115","prod_PhL","ssp126",1989,7,19.8093310204091,1.00045926295595
"116","prod_PhL","ssp126",1989,8,21.3085036390041,1.07617414355934
"117","prod_PhL","ssp126",1989,9,23.6906941193696,1.1964853509268
"118","prod_PhL","ssp126",1989,10,11.9718729329568,0.604632794432495
"119","prod_PhL","ssp126",1989,11,3.81902349397759,0.192877660838714
"120","prod_PhL","ssp126",1989,12,1.07913208543895,0.0545009667271477
"121","prod_PhL","ssp126",1990,1,0.994293976701617,0.0502162651564342
"122","prod_PhL","ssp126",1990,2,3.62286329022273,0.182970698676908
"123","prod_PhL","ssp126",1990,3,10.7285243973271,0.541838167078756
"124","prod_PhL","ssp126",1990,4,17.1800918902643,0.86767100071885
"125","prod_PhL","ssp126",1990,5,24.0119380819915,1.21270959887049
"126","prod_PhL","ssp126",1990,6,23.6200231295648,1.1929161518307
"127","prod_PhL","ssp126",1990,7,24.5113455260379,1.23793189450837
"128","prod_PhL","ssp126",1990,8,29.14232071157,1.47181672464783
"129","prod_PhL","ssp126",1990,9,25.0922075341476,1.2672680076721
"130","prod_PhL","ssp126",1990,10,16.4409376875656,0.830340428167922
"131","prod_PhL","ssp126",1990,11,4.31993123169928,0.218175727975543
"132","prod_PhL","ssp126",1990,12,1.30325166830262,0.0658200018048478
"133","prod_PhL","ssp126",1991,1,0.919781613680756,0.0464530596391881
"134","prod_PhL","ssp126",1991,2,3.29456700552169,0.166390277122804
"135","prod_PhL","ssp126",1991,3,12.3454614885751,0.62350067697823
"136","prod_PhL","ssp126",1991,4,26.1060266395485,1.31847037861109
"137","prod_PhL","ssp126",1991,5,32.336407542796,1.63313230636502
"138","prod_PhL","ssp126",1991,6,32.7333115822104,1.65317772447267
"139","prod_PhL","ssp126",1991,7,35.5183857099966,1.79383634672962
"140","prod_PhL","ssp126",1991,8,28.3124897612368,1.42990657331092
"141","prod_PhL","ssp126",1991,9,26.4111271343106,1.33387930967507
"142","prod_PhL","ssp126",1991,10,18.1260021547927,0.915443673359716
"143","prod_PhL","ssp126",1991,11,3.48304475329876,0.175909241111561
"144","prod_PhL","ssp126",1991,12,1.23059179894227,0.0621503554512259
"145","prod_PhL","ssp126",1992,1,1.03170573303393,0.052105725135045
"146","prod_PhL","ssp126",1992,2,4.20987433003582,0.212617365272229
"147","prod_PhL","ssp126",1992,3,10.8137500166876,0.546142439658305
"148","prod_PhL","ssp126",1992,4,25.2907836215757,1.27729698269727
"149","prod_PhL","ssp126",1992,5,38.1529898470553,1.92689556566169
"150","prod_PhL","ssp126",1992,6,28.0029166887264,1.4142717571914
"151","prod_PhL","ssp126",1992,7,24.8793203870016,1.25651626052289
"152","prod_PhL","ssp126",1992,8,25.4346524460896,1.2845629977882
"153","prod_PhL","ssp126",1992,9,25.5059590622004,1.28816429883793
"154","prod_PhL","ssp126",1992,10,13.5038566946872,0.68200478359973
"155","prod_PhL","ssp126",1992,11,3.73129411606816,0.188446937324001
"156","prod_PhL","ssp126",1992,12,0.855034252814344,0.0431830301331936
"157","prod_PhL","ssp126",1993,1,1.11453195835565,0.0562888176510625
"158","prod_PhL","ssp126",1993,2,3.27031808492132,0.16516559885344
"159","prod_PhL","ssp126",1993,3,10.7838382004772,0.544631759990794
"160","prod_PhL","ssp126",1993,4,30.137238052396,1.52206447246321
"161","prod_PhL","ssp126",1993,5,35.6198933941847,1.79896293595177
"162","prod_PhL","ssp126",1993,6,36.2177686238793,1.82915829242411
"163","prod_PhL","ssp126",1993,7,31.3624850851012,1.58394489346361
"164","prod_PhL","ssp126",1993,8,29.8718599254981,1.50866169753016
"165","prod_PhL","ssp126",1993,9,32.4026966321999,1.63648020001467
"166","prod_PhL","ssp126",1993,10,19.4210965055141,0.980851694369927
"167","prod_PhL","ssp126",1993,11,5.58971048155593,0.282305223874194
"168","prod_PhL","ssp126",1993,12,1.25907043398782,0.0635886530998596
"169","prod_PhL","ssp126",1994,1,1.09578848881063,0.0553421891300425
"170","prod_PhL","ssp126",1994,2,5.1035890247514,0.257753929644183
"171","prod_PhL","ssp126",1994,3,9.61147533392529,0.485422224435099
"172","prod_PhL","ssp126",1994,4,26.8379730399926,1.35543692511168
"173","prod_PhL","ssp126",1994,5,41.0661976024162,2.074025505626
"174","prod_PhL","ssp126",1994,6,39.0607948662954,1.97274375404932
"175","prod_PhL","ssp126",1994,7,30.1880018904229,1.52462827191332
"176","prod_PhL","ssp126",1994,8,30.6138604350394,1.5461360212276
"177","prod_PhL","ssp126",1994,9,28.3985441837721,1.43425270413457
"178","prod_PhL","ssp126",1994,10,13.9611328982885,0.705099264334638
"179","prod_PhL","ssp126",1994,11,2.83801004913615,0.143332121569126
"180","prod_PhL","ssp126",1994,12,0.869130113360609,0.0438949337425741
"181","prod_PhL","ssp126",1995,1,1.22343403829252,0.0617888567243539
"182","prod_PhL","ssp126",1995,2,3.05145059559485,0.15411181784332
"183","prod_PhL","ssp126",1995,3,9.13552088825875,0.461384409456816
"184","prod_PhL","ssp126",1995,4,21.3953470825107,1.080560123449
"185","prod_PhL","ssp126",1995,5,31.5631577684276,1.59407975590037
"186","prod_PhL","ssp126",1995,6,32.4721446017703,1.63998763115299
"187","prod_PhL","ssp126",1995,7,27.4575435914421,1.38672799176172
"188","prod_PhL","ssp126",1995,8,31.0482440653171,1.56807432525917
"189","prod_PhL","ssp126",1995,9,22.1803383481918,1.12020567141228
"190","prod_PhL","ssp126",1995,10,15.1636375379149,0.765831093401569
"191","prod_PhL","ssp126",1995,11,4.64936039987691,0.234813365180536
"192","prod_PhL","ssp126",1995,12,0.858093881588615,0.0433375549854095
"193","prod_PhL","ssp126",1996,1,1.27203381895937,0.0642433616592092
"194","prod_PhL","ssp126",1996,2,2.91442187936169,0.14719125862276
"195","prod_PhL","ssp126",1996,3,15.4960227040006,0.782618021639428
"196","prod_PhL","ssp126",1996,4,18.6921398694622,0.944036144259731
"197","prod_PhL","ssp126",1996,5,32.8106896545817,1.65708566104931
"198","prod_PhL","ssp126",1996,6,26.2375543087567,1.32511311050641
"199","prod_PhL","ssp126",1996,7,24.9703014413089,1.26111120814841
"200","prod_PhL","ssp126",1996,8,23.5685475887413,1.19031640822606
"201","prod_PhL","ssp126",1996,9,24.5116615293133,1.23794785407832
"202","prod_PhL","ssp126",1996,10,11.540220488187,0.582832427408358
"203","prod_PhL","ssp126",1996,11,2.53797263528732,0.128178898595107
"204","prod_PhL","ssp126",1996,12,1.02949239548895,0.0519939417514141
"205","prod_PhL","ssp126",1997,1,1.13790346093332,0.0574691824104246
"206","prod_PhL","ssp126",1997,2,2.34030116851497,0.118195610933815
"207","prod_PhL","ssp126",1997,3,9.2403449352742,0.466678489741965
"208","prod_PhL","ssp126",1997,4,20.3824639721553,1.02940502442003
"209","prod_PhL","ssp126",1997,5,32.9030376277745,1.66174964415408
"210","prod_PhL","ssp126",1997,6,23.0797909605199,1.16563202612696
"211","prod_PhL","ssp126",1997,7,21.5703515125042,1.08939862500491
"212","prod_PhL","ssp126",1997,8,20.9024341375877,1.05566582888292
"213","prod_PhL","ssp126",1997,9,26.5145608955631,1.3391031743498
"214","prod_PhL","ssp126",1997,10,13.0381854471275,0.658486315831517
"215","prod_PhL","ssp126",1997,11,2.85561336582869,0.144221167303465
"216","prod_PhL","ssp126",1997,12,1.0221047472613,0.051620832680078
"217","prod_PhL","ssp126",1998,1,1.14198090000806,0.0576751112066702
"218","prod_PhL","ssp126",1998,2,3.18680700619368,0.160947918196459
"219","prod_PhL","ssp126",1998,3,7.4709568255857,0.377316525813038
"220","prod_PhL","ssp126",1998,4,19.3898099986413,0.979271586713885
"221","prod_PhL","ssp126",1998,5,26.7232303173542,1.34964190762209
"222","prod_PhL","ssp126",1998,6,25.8492947822433,1.30550427872249
"223","prod_PhL","ssp126",1998,7,22.3765984069575,1.13011767669596
"224","prod_PhL","ssp126",1998,8,26.47717587048,1.33721506441808
"225","prod_PhL","ssp126",1998,9,26.6266499522112,1.34476416991214
"226","prod_PhL","ssp126",1998,10,11.3234942296745,0.571886788071461
"227","prod_PhL","ssp126",1998,11,2.68526950428434,0.135618045169045
"228","prod_PhL","ssp126",1998,12,0.821810763213879,0.0415050962401073
"229","prod_PhL","ssp126",1999,1,1.1970631578404,0.0604570100510137
"230","prod_PhL","ssp126",1999,2,3.42168392769297,0.172810246688343
"231","prod_PhL","ssp126",1999,3,7.21295326674069,0.364286199344357
"232","prod_PhL","ssp126",1999,4,14.8299951662749,0.748980670695324
"233","prod_PhL","ssp126",1999,5,26.565038786158,1.34165253218364
"234","prod_PhL","ssp126",1999,6,22.7246918055502,1.14769794049372
"235","prod_PhL","ssp126",1999,7,22.0400068801243,1.11311830854437
"236","prod_PhL","ssp126",1999,8,22.1717844429841,1.1197736611798
"237","prod_PhL","ssp126",1999,9,21.5384938198038,1.08778966992582
"238","prod_PhL","ssp126",1999,10,12.1841921929197,0.615355860754875
"239","prod_PhL","ssp126",1999,11,3.22610633344911,0.162932708896364
"240","prod_PhL","ssp126",1999,12,0.893347169382001,0.045118002709071
"241","prod_PhL","ssp126",2000,1,1.17374340606443,0.0592792589371538
"242","prod_PhL","ssp126",2000,2,2.48204007962256,0.125354055930912
"243","prod_PhL","ssp126",2000,3,8.84447982746662,0.446685542298202
"244","prod_PhL","ssp126",2000,4,26.8771464336488,1.35741535560508
"245","prod_PhL","ssp126",2000,5,29.9483253361071,1.51252354063131
"246","prod_PhL","ssp126",2000,6,25.802437787188,1.30313779220717
"247","prod_PhL","ssp126",2000,7,28.2749413223364,1.42801021025511
"248","prod_PhL","ssp126",2000,8,29.4272183931482,1.4862053238507
"249","prod_PhL","ssp126",2000,9,27.9668853729453,1.41245201559626
"250","prod_PhL","ssp126",2000,10,11.01059420873,0.556083946268751
"251","prod_PhL","ssp126",2000,11,2.85081955811255,0.143979058706789
"252","prod_PhL","ssp126",2000,12,0.766399055814739,0.0387065587283378
"253","prod_PhL","ssp126",2001,1,1.30928483846206,0.0661247037134978
"254","prod_PhL","ssp126",2001,2,4.21185218525329,0.212717255751673
"255","prod_PhL","ssp126",2001,3,12.0064731614887,0.606380259760802
"256","prod_PhL","ssp126",2001,4,24.7171936279234,1.24832813858552
"257","prod_PhL","ssp126",2001,5,33.9135747932431,1.71278626253926
"258","prod_PhL","ssp126",2001,6,32.4053020726472,1.63661178633765
"259","prod_PhL","ssp126",2001,7,28.1210647773209,1.42023876079759
"260","prod_PhL","ssp126",2001,8,29.1643002200254,1.47292678751703
"261","prod_PhL","ssp126",2001,9,26.4777419529386,1.33724365409831
"262","prod_PhL","ssp126",2001,10,14.2896673893628,0.721691716369347
"263","prod_PhL","ssp126",2001,11,2.96560832224078,0.149776401496257
"264","prod_PhL","ssp126",2001,12,1.00737208636467,0.0508767678226208
"265","prod_PhL","ssp126",2002,1,0.987441447125663,0.0498701819554477
"266","prod_PhL","ssp126",2002,2,3.0598462261617,0.154535834502959
"267","prod_PhL","ssp126",2002,3,9.86970305791229,0.498463872239796
"268","prod_PhL","ssp126",2002,4,20.8254610067764,1.05177834365489
"269","prod_PhL","ssp126",2002,5,28.9829777323077,1.46376919596422
"270","prod_PhL","ssp126",2002,6,27.0261457477035,1.36494048322128
"271","prod_PhL","ssp126",2002,7,25.8578717830761,1.3059374553867
"272","prod_PhL","ssp126",2002,8,25.0648943973752,1.26588857286655
"273","prod_PhL","ssp126",2002,9,28.0252173807586,1.41539804125879
"274","prod_PhL","ssp126",2002,10,14.3428434315303,0.724377342850069
"275","prod_PhL","ssp126",2002,11,3.09981641574871,0.156554506732387
"276","prod_PhL","ssp126",2002,12,1.54720461594978,0.078140709957362
"277","prod_PhL","ssp126",2003,1,1.08559874277478,0.0548275616649236
"278","prod_PhL","ssp126",2003,2,5.1292760094229,0.259051236540894
"279","prod_PhL","ssp126",2003,3,12.9742053314875,0.655255035619627
"280","prod_PhL","ssp126",2003,4,23.8639511663034,1.20523560187161
"281","prod_PhL","ssp126",2003,5,31.305824151431,1.58108326447273
"282","prod_PhL","ssp126",2003,6,28.0427909553041,1.41628558488251
"283","prod_PhL","ssp126",2003,7,28.4432774114764,1.43651193095917
"284","prod_PhL","ssp126",2003,8,29.007639589198,1.4650147293516
"285","prod_PhL","ssp126",2003,9,24.9279972354137,1.25897465772143
"286","prod_PhL","ssp126",2003,10,9.0312335990282,0.456117437825529
"287","prod_PhL","ssp126",2003,11,3.02316159296912,0.152683097474746
"288","prod_PhL","ssp126",2003,12,0.951750283115702,0.0480676195366231
"289","prod_PhL","ssp126",2004,1,1.29873239779124,0.0655917585572461
"290","prod_PhL","ssp126",2004,2,2.88674115599994,0.145793259060631
"291","prod_PhL","ssp126",2004,3,11.7026035789691,0.59103349523609
"292","prod_PhL","ssp126",2004,4,20.4457365165601,1.03260056913961
"293","prod_PhL","ssp126",2004,5,25.6904617126062,1.29748250274134
"294","prod_PhL","ssp126",2004,6,26.7414037600675,1.35055974725451
"295","prod_PhL","ssp126",2004,7,24.9850326608981,1.26185520021343
"296","prod_PhL","ssp126",2004,8,25.8743273453901,1.3067685344235
"297","prod_PhL","ssp126",2004,9,20.5694231701602,1.0388472948958
"298","prod_PhL","ssp126",2004,10,13.936828553754,0.703871786910259
"299","prod_PhL","ssp126",2004,11,2.8385872550569,0.143361273033628
"300","prod_PhL","ssp126",2004,12,0.865480581920547,0.0437106161837986
"301","prod_PhL","ssp126",2005,1,0.989798586292961,0.0499892279601598
"302","prod_PhL","ssp126",2005,2,3.53149968363684,0.178356430460998
"303","prod_PhL","ssp126",2005,3,11.0075464648826,0.555930021658167
"304","prod_PhL","ssp126",2005,4,21.8076678410257,1.10138415439383
"305","prod_PhL","ssp126",2005,5,27.6381241651541,1.39584811335966
"306","prod_PhL","ssp126",2005,6,29.5122459585535,1.49049959382522
"307","prod_PhL","ssp126",2005,7,26.9691898370216,1.36206395658022
"308","prod_PhL","ssp126",2005,8,27.2580105376166,1.37665068568006
"309","prod_PhL","ssp126",2005,9,29.5985916331581,1.4948604341729
"310","prod_PhL","ssp126",2005,10,13.6587864502438,0.689829424870776
"311","prod_PhL","ssp126",2005,11,2.86220485275005,0.144554066690139
"312","prod_PhL","ssp126",2005,12,0.623964425178317,0.0315129768027745
"313","prod_PhL","ssp126",2006,1,1.28199753866285,0.0647465737899254
"314","prod_PhL","ssp126",2006,2,3.4864474681568,0.17608109333592
"315","prod_PhL","ssp126",2006,3,8.75609839387218,0.442221887073208
"316","prod_PhL","ssp126",2006,4,22.2344580883031,1.12293895883362
"317","prod_PhL","ssp126",2006,5,30.2586467495001,1.52819615129154
"318","prod_PhL","ssp126",2006,6,29.203700467989,1.47491667516126
"319","prod_PhL","ssp126",2006,7,25.2887547729574,1.27719451682444
"320","prod_PhL","ssp126",2006,8,28.1394476181249,1.4211671759643
"321","prod_PhL","ssp126",2006,9,27.4169224812497,1.38467644514858
"322","prod_PhL","ssp126",2006,10,13.0692033085132,0.660052855696414
"323","prod_PhL","ssp126",2006,11,4.35376681984595,0.219884575565803
"324","prod_PhL","ssp126",2006,12,0.992025811615474,0.050101712738283
"325","prod_PhL","ssp126",2007,1,1.1784858137077,0.0595187716016923
"326","prod_PhL","ssp126",2007,2,3.11715597360633,0.157430231473234
"327","prod_PhL","ssp126",2007,3,7.87553609672656,0.397749577236926
"328","prod_PhL","ssp126",2007,4,13.2768670339569,0.670540796833146
"329","prod_PhL","ssp126",2007,5,34.3438233541656,1.73451572718927
"330","prod_PhL","ssp126",2007,6,35.6925228308968,1.80263104532139
"331","prod_PhL","ssp126",2007,7,29.3148612670686,1.48053078959058
"332","prod_PhL","ssp126",2007,8,26.9569846259983,1.36144753917511
"333","prod_PhL","ssp126",2007,9,24.8826236688763,1.25668309093964
"334","prod_PhL","ssp126",2007,10,13.8400981330571,0.698986470727893
"335","prod_PhL","ssp126",2007,11,3.29048063135972,0.166183897064939
"336","prod_PhL","ssp126",2007,12,0.938773219000902,0.0474122201197398
"337","prod_PhL","ssp126",2008,1,1.17386259017273,0.0592852782643599
"338","prod_PhL","ssp126",2008,2,2.98853543153657,0.150934322419691
"339","prod_PhL","ssp126",2008,3,8.79093780034925,0.443981431950819
"340","prod_PhL","ssp126",2008,4,22.4843919197575,1.1355617282016
"341","prod_PhL","ssp126",2008,5,26.5212669976166,1.33944186231007
"342","prod_PhL","ssp126",2008,6,31.8193366395996,1.60701792753139
"343","prod_PhL","ssp126",2008,7,30.9436414553256,1.56279142852795
"344","prod_PhL","ssp126",2008,8,27.7208481912051,1.40002604435827
"345","prod_PhL","ssp126",2008,9,21.7281555004475,1.09736842778657
"346","prod_PhL","ssp126",2008,10,15.1089160734852,0.763067416227676
"347","prod_PhL","ssp126",2008,11,3.68068267964868,0.185890834832443
"348","prod_PhL","ssp126",2008,12,0.722815061750913,0.0365053733105746
"349","prod_PhL","ssp126",2009,1,1.18364081074105,0.0597791218642637
"350","prod_PhL","ssp126",2009,2,3.59597747069051,0.181612845291276
"351","prod_PhL","ssp126",2009,3,8.73066293718043,0.440937283457439
"352","prod_PhL","ssp126",2009,4,17.187293012237,0.868034689385259
"353","prod_PhL","ssp126",2009,5,39.479459929247,1.99388820056669
"354","prod_PhL","ssp126",2009,6,26.9984257744564,1.36354050136549
"355","prod_PhL","ssp126",2009,7,22.8164400354052,1.15233163389425
"356","prod_PhL","ssp126",2009,8,31.0360205803274,1.56745698493754
"357","prod_PhL","ssp126",2009,9,21.801269230588,1.10106099612686
"358","prod_PhL","ssp126",2009,10,10.6604967697641,0.5384024695248
"359","prod_PhL","ssp126",2009,11,3.29556869280315,0.166440866782712
"360","prod_PhL","ssp126",2009,12,0.595928892099985,0.030097057772938
"361","prod_PhL","ssp126",2010,1,1.22975880758368,0.0621082856852249
"362","prod_PhL","ssp126",2010,2,3.25944341205413,0.164616379539048
"363","prod_PhL","ssp126",2010,3,8.80154936657186,0.444517363210231
"364","prod_PhL","ssp126",2010,4,19.078513712653,0.963549740654575
"365","prod_PhL","ssp126",2010,5,32.7868451133823,1.65588140573704
"366","prod_PhL","ssp126",2010,6,33.9463474182116,1.71444142576447
"367","prod_PhL","ssp126",2010,7,28.2097417755923,1.42471734335246
"368","prod_PhL","ssp126",2010,8,32.0832736052932,1.6203479174181
"369","prod_PhL","ssp126",2010,9,25.1780242586452,1.27160213368836
"370","prod_PhL","ssp126",2010,10,14.4898560577887,0.731802133902335
"371","prod_PhL","ssp126",2010,11,3.45221458516064,0.174352180589906
"372","prod_PhL","ssp126",2010,12,1.21141837159847,0.0611820121503363
"373","prod_PhL","ssp126",2011,1,-0.244779458293826,-0.0123624506137583
"374","prod_PhL","ssp126",2011,2,0.260818143656976,0.0131724755116546
"375","prod_PhL","ssp126",2011,3,7.62982842098646,0.385340247516488
"376","prod_PhL","ssp126",2011,4,19.1391799894597,0.966613657276382
"377","prod_PhL","ssp126",2011,5,23.4156652648586,1.18259517135475
"378","prod_PhL","ssp126",2011,6,26.9751368994172,1.36236430966408
"379","prod_PhL","ssp126",2011,7,30.2404723589928,1.52727826379131
"380","prod_PhL","ssp126",2011,8,30.1896936096755,1.52471371125476
"381","prod_PhL","ssp126",2011,9,23.4093006192108,1.18227372846063
"382","prod_PhL","ssp126",2011,10,12.11386855134,0.611804204287995
"383","prod_PhL","ssp126",2011,11,3.68459549152622,0.186088449223512
"384","prod_PhL","ssp126",2011,12,1.01723362687039,0.0513748194496949
"385","prod_PhL","ssp126",2012,1,1.42141227780654,0.0717876377726107
