"varname","simulation","year","month","biomass_tonnes"
"Cop","ssp126",1989,5,60.827466299113
"Cop","ssp126",1989,6,86.186419525764
"Cop","ssp126",1989,7,81.2360042176619
"Cop","ssp126",1989,8,51.4181574652997
"Cop","ssp126",1989,9,47.0262389787186
"Cop","ssp126",1989,10,46.9765389939623
"Cop","ssp126",1989,11,29.4551027227472
"Cop","ssp126",1989,12,17.414761729536
"Cop","ssp126",1990,1,10.5310418092351
"Cop","ssp126",1990,2,8.18657972548704
"Cop","ssp126",1990,3,12.4372052289723
"Cop","ssp126",1990,4,34.3281350873421
"Cop","ssp126",1990,5,71.7650569913962
"Cop","ssp126",1990,6,89.3800376847607
"Cop","ssp126",1990,7,80.5407797104836
"Cop","ssp126",1990,8,65.6327297610177
"Cop","ssp126",1990,9,51.7870746108565
"Cop","ssp126",1990,10,53.1914007623698
"Cop","ssp126",1990,11,38.1238772115621
"Cop","ssp126",1990,12,22.46738128781
"Cop","ssp126",1991,1,14.0189160725119
"Cop","ssp126",1991,2,10.7221885328611
"Cop","ssp126",1991,3,13.9220014182613
"Cop","ssp126",1991,4,35.4377081642841
"Cop","ssp126",1991,5,78.0857220474607
"Cop","ssp126",1991,6,103.937983440608
"Cop","ssp126",1991,7,99.6414962454171
"Cop","ssp126",1991,8,70.6781777458043
"Cop","ssp126",1991,9,61.9481066915876
"Cop","ssp126",1991,10,56.4680516229232
"Cop","ssp126",1991,11,36.1073489638176
"Cop","ssp126",1991,12,20.0492779605806
"Cop","ssp126",1992,1,12.1000571119491
"Cop","ssp126",1992,2,9.07022091402652
"Cop","ssp126",1992,3,12.4407889606327
"Cop","ssp126",1992,4,34.3316317057365
"Cop","ssp126",1992,5,90.2571290346302
"Cop","ssp126",1992,6,100.954826745947
"Cop","ssp126",1992,7,80.3758695493272
"Cop","ssp126",1992,8,62.3707328444475
"Cop","ssp126",1992,9,55.2702392381889
"Cop","ssp126",1992,10,54.960152769185
"Cop","ssp126",1992,11,36.4714641298157
"Cop","ssp126",1992,12,20.0351423355076
"Cop","ssp126",1993,1,12.2702002968363
"Cop","ssp126",1993,2,9.56966221663738
"Cop","ssp126",1993,3,12.8175075375478
"Cop","ssp126",1993,4,33.6958324703024
"Cop","ssp126",1993,5,80.9898164998542
"Cop","ssp126",1993,6,99.738247412727
"Cop","ssp126",1993,7,86.372798549851
"Cop","ssp126",1993,8,62.8451797276551
"Cop","ssp126",1993,9,54.5204768655413
"Cop","ssp126",1993,10,53.750889275286
"Cop","ssp126",1993,11,36.7026067574565
"Cop","ssp126",1993,12,20.2511924329795
"Cop","ssp126",1994,1,12.7713694474007
"Cop","ssp126",1994,2,9.92853211774522
"Cop","ssp126",1994,3,13.5092488044913
"Cop","ssp126",1994,4,31.5065327446603
"Cop","ssp126",1994,5,84.7723020672273
"Cop","ssp126",1994,6,105.248305517372
"Cop","ssp126",1994,7,89.2324074461785
"Cop","ssp126",1994,8,64.4728528991593
"Cop","ssp126",1994,9,56.8739324260675
"Cop","ssp126",1994,10,57.5276363866461
"Cop","ssp126",1994,11,30.8063420519633
"Cop","ssp126",1994,12,18.3690948120958
"Cop","ssp126",1995,1,11.9424797661729
"Cop","ssp126",1995,2,9.08897020165394
"Cop","ssp126",1995,3,11.9445302119751
"Cop","ssp126",1995,4,26.2227794208366
"Cop","ssp126",1995,5,72.6826917280538
"Cop","ssp126",1995,6,102.064617099509
"Cop","ssp126",1995,7,96.0530877855835
"Cop","ssp126",1995,8,65.4713093435424
"Cop","ssp126",1995,9,55.574103788868
"Cop","ssp126",1995,10,49.0074029080905
"Cop","ssp126",1995,11,32.7057651608623
"Cop","ssp126",1995,12,18.655184694044
"Cop","ssp126",1996,1,10.8319155266207
"Cop","ssp126",1996,2,7.95331315557199
"Cop","ssp126",1996,3,12.2248009000443
"Cop","ssp126",1996,4,36.7446277110541
"Cop","ssp126",1996,5,74.6035891849058
"Cop","ssp126",1996,6,83.7962119408491
"Cop","ssp126",1996,7,80.7332594814185
"Cop","ssp126",1996,8,58.8324347418308
"Cop","ssp126",1996,9,54.0496812298686
"Cop","ssp126",1996,10,54.2974340248114
"Cop","ssp126",1996,11,31.5366459109244
"Cop","ssp126",1996,12,17.736716560985
"Cop","ssp126",1997,1,10.7179776116045
"Cop","ssp126",1997,2,7.81300518730424
"Cop","ssp126",1997,3,10.4690717872982
"Cop","ssp126",1997,4,26.3689994441272
"Cop","ssp126",1997,5,62.7505193016759
"Cop","ssp126",1997,6,80.6080583740534
"Cop","ssp126",1997,7,75.2038552115463
"Cop","ssp126",1997,8,52.6894965726895
"Cop","ssp126",1997,9,47.1047717484203
"Cop","ssp126",1997,10,52.3718886492695
"Cop","ssp126",1997,11,31.3225752431856
"Cop","ssp126",1997,12,17.8873288000603
"Cop","ssp126",1998,1,11.024397105702
"Cop","ssp126",1998,2,8.02286824713396
"Cop","ssp126",1998,3,9.12737709356695
"Cop","ssp126",1998,4,22.3871101415155
"Cop","ssp126",1998,5,54.8130798734114
"Cop","ssp126",1998,6,73.6445498911783
"Cop","ssp126",1998,7,75.7820358203406
"Cop","ssp126",1998,8,56.8438592827179
"Cop","ssp126",1998,9,56.4726714484638
"Cop","ssp126",1998,10,48.5434501737253
"Cop","ssp126",1998,11,29.707266949288
"Cop","ssp126",1998,12,16.747945537227
"Cop","ssp126",1999,1,9.99537618165457
"Cop","ssp126",1999,2,8.0950017120418
"Cop","ssp126",1999,3,11.0329391269008
"Cop","ssp126",1999,4,22.1630357912925
"Cop","ssp126",1999,5,54.7518962333084
"Cop","ssp126",1999,6,83.7715592285093
"Cop","ssp126",1999,7,89.9008393129935
"Cop","ssp126",1999,8,61.3509332243594
"Cop","ssp126",1999,9,53.5961578212483
"Cop","ssp126",1999,10,46.2633024659105
"Cop","ssp126",1999,11,30.805515382617
"Cop","ssp126",1999,12,18.3473040266185
"Cop","ssp126",2000,1,11.2948377714555
"Cop","ssp126",2000,2,8.61168270182856
"Cop","ssp126",2000,3,10.1545966045232
"Cop","ssp126",2000,4,26.9492796148834
"Cop","ssp126",2000,5,69.4327066028784
"Cop","ssp126",2000,6,81.4961898047508
"Cop","ssp126",2000,7,79.1460995255158
"Cop","ssp126",2000,8,63.3771748210656
"Cop","ssp126",2000,9,57.9464607509467
"Cop","ssp126",2000,10,49.1314284115141
"Cop","ssp126",2000,11,31.3298595449908
"Cop","ssp126",2000,12,18.2159656233919
"Cop","ssp126",2001,1,10.9790220959966
"Cop","ssp126",2001,2,8.63469044890713
"Cop","ssp126",2001,3,11.5077385202812
"Cop","ssp126",2001,4,29.7529564311742
"Cop","ssp126",2001,5,68.1946656324274
"Cop","ssp126",2001,6,94.107775430463
"Cop","ssp126",2001,7,79.6759082732951
"Cop","ssp126",2001,8,58.4734758373196
"Cop","ssp126",2001,9,60.1977881214667
"Cop","ssp126",2001,10,47.2120582758753
"Cop","ssp126",2001,11,29.9336296929255
"Cop","ssp126",2001,12,17.860988838624
"Cop","ssp126",2002,1,10.9827090115178
"Cop","ssp126",2002,2,8.38037761679757
"Cop","ssp126",2002,3,10.6568366486181
"Cop","ssp126",2002,4,28.2802951443812
"Cop","ssp126",2002,5,65.7107817261716
"Cop","ssp126",2002,6,92.5873357310763
"Cop","ssp126",2002,7,84.4705502773469
"Cop","ssp126",2002,8,58.647377402645
"Cop","ssp126",2002,9,52.928722037558
"Cop","ssp126",2002,10,52.2141077016406
"Cop","ssp126",2002,11,33.4770121099372
"Cop","ssp126",2002,12,18.7101477681986
"Cop","ssp126",2003,1,11.2384767715595
"Cop","ssp126",2003,2,7.67835233859752
"Cop","ssp126",2003,3,12.423447832117
"Cop","ssp126",2003,4,30.0571497112371
"Cop","ssp126",2003,5,71.2367344815488
"Cop","ssp126",2003,6,90.1531685189114
"Cop","ssp126",2003,7,82.6832711929178
"Cop","ssp126",2003,8,55.4024274954735
"Cop","ssp126",2003,9,59.5714479176579
"Cop","ssp126",2003,10,44.0930043858733
"Cop","ssp126",2003,11,25.411215815942
"Cop","ssp126",2003,12,14.0994132946418
"Cop","ssp126",2004,1,9.44008952145277
"Cop","ssp126",2004,2,7.28405472535572
"Cop","ssp126",2004,3,10.7057069167088
"Cop","ssp126",2004,4,29.7557409363552
"Cop","ssp126",2004,5,60.318345969485
"Cop","ssp126",2004,6,81.7547569354734
"Cop","ssp126",2004,7,79.4749608237048
"Cop","ssp126",2004,8,57.9472721732272
"Cop","ssp126",2004,9,43.2871429514265
"Cop","ssp126",2004,10,36.6583615299097
"Cop","ssp126",2004,11,21.3158589827276
"Cop","ssp126",2004,12,13.0234977576963
"Cop","ssp126",2005,1,8.65570469249392
"Cop","ssp126",2005,2,6.9070722186024
"Cop","ssp126",2005,3,9.93853596627419
"Cop","ssp126",2005,4,28.9741107949983
"Cop","ssp126",2005,5,65.6875785492218
"Cop","ssp126",2005,6,86.3163611969081
"Cop","ssp126",2005,7,77.2485547896005
"Cop","ssp126",2005,8,56.2567425247772
"Cop","ssp126",2005,9,44.9274535804506
"Cop","ssp126",2005,10,47.9574088782981
"Cop","ssp126",2005,11,30.9525635457515
"Cop","ssp126",2005,12,17.5423494528198
"Cop","ssp126",2006,1,10.3144225662293
"Cop","ssp126",2006,2,8.07090050998167
"Cop","ssp126",2006,3,11.2784363798883
"Cop","ssp126",2006,4,27.1841448479419
"Cop","ssp126",2006,5,63.7638432124103
"Cop","ssp126",2006,6,94.1198784785081
"Cop","ssp126",2006,7,91.2685574513126
"Cop","ssp126",2006,8,63.109719775066
"Cop","ssp126",2006,9,56.6216837428718
"Cop","ssp126",2006,10,40.6015977198345
"Cop","ssp126",2006,11,30.993114801205
"Cop","ssp126",2006,12,19.2340407748392
"Cop","ssp126",2007,1,12.0182306076968
"Cop","ssp126",2007,2,8.76613931620074
"Cop","ssp126",2007,3,11.5298284040167
"Cop","ssp126",2007,4,22.4543370722293
"Cop","ssp126",2007,5,60.2694472867386
"Cop","ssp126",2007,6,90.1185491538139
"Cop","ssp126",2007,7,99.0032522445096
"Cop","ssp126",2007,8,67.0682154509748
"Cop","ssp126",2007,9,50.6486420800052
"Cop","ssp126",2007,10,39.6027994484667
"Cop","ssp126",2007,11,26.9374051377314
"Cop","ssp126",2007,12,16.7782832550051
"Cop","ssp126",2008,1,10.507217595069
"Cop","ssp126",2008,2,8.19649396463225
"Cop","ssp126",2008,3,11.0514559252499
"Cop","ssp126",2008,4,30.8699486817286
"Cop","ssp126",2008,5,60.702609303382
"Cop","ssp126",2008,6,89.7233405554249
"Cop","ssp126",2008,7,96.8743762163293
"Cop","ssp126",2008,8,75.4074004902188
"Cop","ssp126",2008,9,53.2547762764158
"Cop","ssp126",2008,10,47.5294948506855
"Cop","ssp126",2008,11,32.542180327006
"Cop","ssp126",2008,12,18.7178829021033
"Cop","ssp126",2009,1,11.3903940610843
"Cop","ssp126",2009,2,8.80966455867418
"Cop","ssp126",2009,3,12.2033814107839
"Cop","ssp126",2009,4,26.0779068893962
"Cop","ssp126",2009,5,71.6392440406104
"Cop","ssp126",2009,6,92.48105618995
"Cop","ssp126",2009,7,85.4707189528806
"Cop","ssp126",2009,8,64.6883393272141
"Cop","ssp126",2009,9,58.8438534946105
"Cop","ssp126",2009,10,45.7006156176988
"Cop","ssp126",2009,11,27.7664268010677
"Cop","ssp126",2009,12,16.0192307910845
"Cop","ssp126",2010,1,9.60818230701524
"Cop","ssp126",2010,2,7.42286635027047
"Cop","ssp126",2010,3,10.0781633580227
"Cop","ssp126",2010,4,23.6433949610478
"Cop","ssp126",2010,5,63.6241439432696
"Cop","ssp126",2010,6,90.8610225361075
"Cop","ssp126",2010,7,92.0160405602801
"Cop","ssp126",2010,8,61.557039702492
"Cop","ssp126",2010,9,56.2390198661251
"Cop","ssp126",2010,10,49.0823269184535
"Cop","ssp126",2010,11,32.8657402703584
"Cop","ssp126",2010,12,18.506246892991
"Cop","ssp126",2011,1,11.0768883458192
"Cop","ssp126",2011,2,6.15365986681647
"Cop","ssp126",2011,3,6.86122894022926
"Cop","ssp126",2011,4,24.4024220326478
"Cop","ssp126",2011,5,55.3169825874379
"Cop","ssp126",2011,6,77.4825825190336
"Cop","ssp126",2011,7,81.7722114584704
"Cop","ssp126",2011,8,69.7859395443981
"Cop","ssp126",2011,9,62.1161980755343
"Cop","ssp126",2011,10,52.8163901493639
"Cop","ssp126",2011,11,28.6623975773849
"Cop","ssp126",2011,12,16.7129353812474
"Cop","ssp126",2012,1,10.6266940301877
"Cop","ssp126",2012,2,8.4385471433352
"Cop","ssp126",2012,3,11.2236601899037
"Cop","ssp126",2012,4,27.0611835216234
"Cop","ssp126",2012,5,68.3882794738362
"Cop","ssp126",2012,6,99.0795707751137
"Cop","ssp126",2012,7,95.1527048873068
"Cop","ssp126",2012,8,71.9941458140015
"Cop","ssp126",2012,9,55.6639058385256
"Cop","ssp126",2012,10,47.6542474028466
"Cop","ssp126",2012,11,31.939878894588
"Cop","ssp126",2012,12,19.8752565845021
"Cop","ssp126",2013,1,12.6776978477474
"Cop","ssp126",2013,2,8.92400278020474
"Cop","ssp126",2013,3,12.0042177442375
"Cop","ssp126",2013,4,30.2938230548569
"Cop","ssp126",2013,5,57.2689038924642
"Cop","ssp126",2013,6,82.0748907989392
"Cop","ssp126",2013,7,80.0637047866979
"Cop","ssp126",2013,8,62.8655646081291
"Cop","ssp126",2013,9,56.5482774732672
"Cop","ssp126",2013,10,45.2319144570126
"Cop","ssp126",2013,11,29.3032016857107
"Cop","ssp126",2013,12,17.1259158089557
"Cop","ssp126",2014,1,9.79871182151296
"Cop","ssp126",2014,2,7.07144734015899
"Cop","ssp126",2014,3,11.9020609568286
"Cop","ssp126",2014,4,33.9732656943594
"Cop","ssp126",2014,5,72.9865093099247
"Cop","ssp126",2014,6,77.8974296398686
"Cop","ssp126",2014,7,77.5451176215932
"Cop","ssp126",2014,8,57.4072315020995
"Cop","ssp126",2014,9,50.1602384971527
"Cop","ssp126",2014,10,51.5842863326618
"Cop","ssp126",2014,11,30.4845785671979
"Cop","ssp126",2014,12,16.333734864325
"Cop","ssp126",2015,1,9.57418146320688
"Cop","ssp126",2015,2,6.78441778812481
"Cop","ssp126",2015,3,11.3461158008406
"Cop","ssp126",2015,4,27.8371371449287
"Cop","ssp126",2015,5,51.3590279402248
"Cop","ssp126",2015,6,66.4428281004785
"Cop","ssp126",2015,7,72.7689939999694
"Cop","ssp126",2015,8,54.4864361303651
"Cop","ssp126",2015,9,50.1960743888117
"Cop","ssp126",2015,10,46.6947811725243
"Cop","ssp126",2015,11,27.8550369211335
"Cop","ssp126",2015,12,15.2814147027611
"Cop","ssp126",2016,1,9.31263876262435
"Cop","ssp126",2016,2,6.89788017381886
"Cop","ssp126",2016,3,10.6841911186515
"Cop","ssp126",2016,4,31.2035986653863
"Cop","ssp126",2016,5,55.1504179009003
"Cop","ssp126",2016,6,68.1046031320648
"Cop","ssp126",2016,7,69.8843175858514
"Cop","ssp126",2016,8,52.8280264027053
"Cop","ssp126",2016,9,46.7346382833491
"Cop","ssp126",2016,10,46.3141900180211
"Cop","ssp126",2016,11,29.605999842786
"Cop","ssp126",2016,12,16.4487587254924
"Cop","ssp126",2017,1,9.82511395807501
"Cop","ssp126",2017,2,8.0251695474566
"Cop","ssp126",2017,3,12.4822264731759
"Cop","ssp126",2017,4,23.9537747307534
"Cop","ssp126",2017,5,58.0143319909029
"Cop","ssp126",2017,6,89.5274354518167
"Cop","ssp126",2017,7,81.5427880452704
"Cop","ssp126",2017,8,58.2556824719277
"Cop","ssp126",2017,9,54.7168002985787
"Cop","ssp126",2017,10,45.5249661901876
"Cop","ssp126",2017,11,31.367072517761
"Cop","ssp126",2017,12,17.1811312955192
"Cop","ssp126",2018,1,10.1916028939134
"Cop","ssp126",2018,2,7.57842657433704
"Cop","ssp126",2018,3,10.5588387655012
"Cop","ssp126",2018,4,28.4619184458539
"Cop","ssp126",2018,5,56.6775898003998
"Cop","ssp126",2018,6,75.7538568439764
"Cop","ssp126",2018,7,75.3324470489769
"Cop","ssp126",2018,8,61.0913299742302
"Cop","ssp126",2018,9,60.6258424380445
"Cop","ssp126",2018,10,43.4569552865161
"Cop","ssp126",2018,11,33.2932666546029
"Cop","ssp126",2018,12,17.0655745242974
"Cop","ssp126",2019,1,9.58241058290002
"Cop","ssp126",2019,2,7.13037665453867
"Cop","ssp126",2019,3,11.308457663547
"Cop","ssp126",2019,4,40.1189757433256
"Cop","ssp126",2019,5,63.9355120471617
"Cop","ssp126",2019,6,76.0094380806613
"Cop","ssp126",2019,7,72.4496138939855
"Cop","ssp126",2019,8,57.9394536652679
"Cop","ssp126",2019,9,50.2548605445676
"Cop","ssp126",2019,10,48.6168149495699
"Cop","ssp126",2019,11,29.4918683557067
"Cop","ssp126",2019,12,15.6025482001738
"Cop","ssp126",2020,1,9.25972806184614
"Cop","ssp126",2020,2,7.53450524011664
"Cop","ssp126",2020,3,11.7252099620989
"Cop","ssp126",2020,4,33.2023341864639
"Cop","ssp126",2020,5,63.0261926156451
"Cop","ssp126",2020,6,83.3299794767414
"Cop","ssp126",2020,7,85.0928618488132
"Cop","ssp126",2020,8,62.4866421123716
"Cop","ssp126",2020,9,61.7018458076114
"Cop","ssp126",2020,10,50.9717117035451
"Cop","ssp126",2020,11,30.6128107755226
"Cop","ssp126",2020,12,17.6160453156898
"Cop","ssp126",2021,1,9.28811134334059
"Cop","ssp126",2021,2,6.77412227079316
"Cop","ssp126",2021,3,9.02197156501263
"Cop","ssp126",2021,4,30.763839470353
"Cop","ssp126",2021,5,55.5455644570521
"Cop","ssp126",2021,6,61.6707882375027
"Cop","ssp126",2021,7,72.9859711989181
"Cop","ssp126",2021,8,55.3952345885909
"Cop","ssp126",2021,9,56.0739014764431
"Cop","ssp126",2021,10,52.068270200085
"Cop","ssp126",2021,11,31.5546126003458
"Cop","ssp126",2021,12,17.4506958850988
"Cop","ssp126",2022,1,10.2972301415926
"Cop","ssp126",2022,2,7.91345190307386
"Cop","ssp126",2022,3,9.87427980068633
"Cop","ssp126",2022,4,21.2508452881522
"Cop","ssp126",2022,5,57.7428184737764
"Cop","ssp126",2022,6,89.395976578668
"Cop","ssp126",2022,7,98.157344487141
"Cop","ssp126",2022,8,64.3181992535283
"Cop","ssp126",2022,9,48.5236558191069
"Cop","ssp126",2022,10,43.1894582121555
"Cop","ssp126",2022,11,25.2795395357379
"Cop","ssp126",2022,12,18.0823553849691
"Cop","ssp126",2023,1,11.4968952347495
"Cop","ssp126",2023,2,8.66009471885651
"Cop","ssp126",2023,3,12.4672228216752
"Cop","ssp126",2023,4,31.6967696843143
"Cop","ssp126",2023,5,91.2226732323885
"Cop","ssp126",2023,6,112.256898068642
"Cop","ssp126",2023,7,90.8193033346271
"Cop","ssp126",2023,8,69.0909407756201
"Cop","ssp126",2023,9,60.3982500192739
"Cop","ssp126",2023,10,56.1462617079377
"Cop","ssp126",2023,11,34.2044284278841
"Cop","ssp126",2023,12,20.2930588903485
"Cop","ssp126",2024,1,12.4307781328367
"Cop","ssp126",2024,2,9.55816612939674
"Cop","ssp126",2024,3,17.6245872608583
"Cop","ssp126",2024,4,43.4770019815832
"Cop","ssp126",2024,5,95.5705076903651
"Cop","ssp126",2024,6,122.10955385975
"Cop","ssp126",2024,7,105.992098783045
"Cop","ssp126",2024,8,65.7057491464568
"Cop","ssp126",2024,9,56.5395890121491
"Cop","ssp126",2024,10,49.644762326419
"Cop","ssp126",2024,11,31.9160235938493
"Cop","ssp126",2024,12,17.3939814881822
"Cop","ssp126",2025,1,10.4585745558101
"Cop","ssp126",2025,2,8.36269295034456
"Cop","ssp126",2025,3,11.015288329849
"Cop","ssp126",2025,4,26.3685670031125
"Cop","ssp126",2025,5,78.580198737086
"Cop","ssp126",2025,6,99.3402285999866
"Cop","ssp126",2025,7,98.97878678182
"Cop","ssp126",2025,8,69.5947900813936
"Cop","ssp126",2025,9,50.619496211129
"Cop","ssp126",2025,10,47.1141048535547
"Cop","ssp126",2025,11,27.3697871698111
"Cop","ssp126",2025,12,15.3863058882498
"Cop","ssp126",2026,1,8.75369617059865
"Cop","ssp126",2026,2,6.53571397683266
"Cop","ssp126",2026,3,12.2105781570418
"Cop","ssp126",2026,4,27.0781039977617
"Cop","ssp126",2026,5,46.294107397454
"Cop","ssp126",2026,6,75.3101916045304
"Cop","ssp126",2026,7,81.5224687121941
"Cop","ssp126",2026,8,59.3894299529692
"Cop","ssp126",2026,9,48.6529464604637
"Cop","ssp126",2026,10,48.2452867186718
"Cop","ssp126",2026,11,28.1767729155199
"Cop","ssp126",2026,12,15.0717966679546
"Cop","ssp126",2027,1,9.20439171492416
"Cop","ssp126",2027,2,6.64439524912396
"Cop","ssp126",2027,3,10.895682637623
"Cop","ssp126",2027,4,33.0792044387527
"Cop","ssp126",2027,5,78.6427739184331
"Cop","ssp126",2027,6,89.6883259197656
"Cop","ssp126",2027,7,86.9517453434232
"Cop","ssp126",2027,8,67.5026361524684
"Cop","ssp126",2027,9,57.605459310359
"Cop","ssp126",2027,10,55.1843515309753
"Cop","ssp126",2027,11,33.2801180855941
"Cop","ssp126",2027,12,16.0764386843706
"Cop","ssp126",2028,1,9.96245344177486
"Cop","ssp126",2028,2,8.84129814880555
"Cop","ssp126",2028,3,13.256810852995
"Cop","ssp126",2028,4,37.3355087867185
"Cop","ssp126",2028,5,73.2910619314939
"Cop","ssp126",2028,6,90.5796047588343
"Cop","ssp126",2028,7,90.3753342801444
"Cop","ssp126",2028,8,56.9371161858788
"Cop","ssp126",2028,9,52.202787032744
"Cop","ssp126",2028,10,55.4310660100706
"Cop","ssp126",2028,11,32.889726784469
"Cop","ssp126",2028,12,17.9467293982082
"Cop","ssp126",2029,1,10.8143503684365
"Cop","ssp126",2029,2,8.66984310293172
"Cop","ssp126",2029,3,14.5549122117526
"Cop","ssp126",2029,4,31.334651101662
"Cop","ssp126",2029,5,70.677687192678
"Cop","ssp126",2029,6,74.7551062203558
"Cop","ssp126",2029,7,69.5889958081766
"Cop","ssp126",2029,8,57.8320759269717
"Cop","ssp126",2029,9,47.5018757840412
"Cop","ssp126",2029,10,47.1442434028536
"Cop","ssp126",2029,11,32.7765870558421
"Cop","ssp126",2029,12,18.2095256134599
"Cop","ssp126",2030,1,10.8445383198673
"Cop","ssp126",2030,2,7.91631324298716
"Cop","ssp126",2030,3,11.6388582649561
"Cop","ssp126",2030,4,31.1892451059808
"Cop","ssp126",2030,5,73.5735520335053
"Cop","ssp126",2030,6,79.7918857795114
"Cop","ssp126",2030,7,84.5613115707476
"Cop","ssp126",2030,8,55.4134161582845
"Cop","ssp126",2030,9,44.7439538771321
