"varname","simulation","year","month","biomass_tonnes"
"Eup","ssp245",2065,4,1.10341400748773
"Eup","ssp245",2065,5,0.933386568620479
"Eup","ssp245",2065,6,2.72354730235608
"Eup","ssp245",2065,7,17.2610772763197
"Eup","ssp245",2065,8,21.9877914970174
"Eup","ssp245",2065,9,19.1267459655494
"Eup","ssp245",2065,10,17.3243764122061
"Eup","ssp245",2065,11,11.4782093490033
"Eup","ssp245",2065,12,5.96634867851734
"Eup","ssp245",2066,1,3.99497956218493
"Eup","ssp245",2066,2,2.68629436135338
"Eup","ssp245",2066,3,1.92575985500822
"Eup","ssp245",2066,4,1.77054700041028
"Eup","ssp245",2066,5,4.73716506238618
"Eup","ssp245",2066,6,13.7192427064227
"Eup","ssp245",2066,7,22.4616007689217
"Eup","ssp245",2066,8,26.0870546036365
"Eup","ssp245",2066,9,24.8174765848239
"Eup","ssp245",2066,10,19.8366104891397
"Eup","ssp245",2066,11,12.2694215380407
"Eup","ssp245",2066,12,7.17582526803644
"Eup","ssp245",2067,1,4.83327379368864
"Eup","ssp245",2067,2,3.37003566594341
"Eup","ssp245",2067,3,2.44290914352621
"Eup","ssp245",2067,4,2.20321716133855
"Eup","ssp245",2067,5,3.26047462079031
"Eup","ssp245",2067,6,5.84531847355682
"Eup","ssp245",2067,7,17.6425551462259
"Eup","ssp245",2067,8,22.7247661179401
"Eup","ssp245",2067,9,18.4701970563595
"Eup","ssp245",2067,10,21.0411758469117
"Eup","ssp245",2067,11,12.9583143624068
"Eup","ssp245",2067,12,7.53389844272127
"Eup","ssp245",2068,1,5.14514341953475
"Eup","ssp245",2068,2,3.23949628152316
"Eup","ssp245",2068,3,2.31460649205625
"Eup","ssp245",2068,4,2.34611321609132
"Eup","ssp245",2068,5,4.52518297893567
"Eup","ssp245",2068,6,9.69559085749299
"Eup","ssp245",2068,7,19.6679670667481
"Eup","ssp245",2068,8,21.0909404705116
"Eup","ssp245",2068,9,18.8266744447642
"Eup","ssp245",2068,10,18.4808905814333
"Eup","ssp245",2068,11,11.6938486023818
"Eup","ssp245",2068,12,7.27805859081989
"Eup","ssp245",2069,1,4.52563224414
"Eup","ssp245",2069,2,3.03397598621525
"Eup","ssp245",2069,3,2.23281586275503
"Eup","ssp245",2069,4,2.00915113940302
"Eup","ssp245",2069,5,3.25388094065163
"Eup","ssp245",2069,6,5.75939683501949
"Eup","ssp245",2069,7,14.8937142768486
"Eup","ssp245",2069,8,17.4927569713048
"Eup","ssp245",2069,9,14.8419063260358
"Eup","ssp245",2069,10,10.7491948504353
"Eup","ssp245",2069,11,7.33374987236035
"Eup","ssp245",2069,12,4.4516254162875
"Eup","ssp245",2070,1,2.82323870824127
"Eup","ssp245",2070,2,1.8696073097271
"Eup","ssp245",2070,3,1.23090078547714
"Eup","ssp245",2070,4,1.0540844480983
"Eup","ssp245",2070,5,1.03603477667301
"Eup","ssp245",2070,6,5.13278099787566
"Eup","ssp245",2070,7,19.1029487912847
"Eup","ssp245",2070,8,22.7019436830788
"Eup","ssp245",2070,9,21.956198445478
"Eup","ssp245",2070,10,14.0600534624282
"Eup","ssp245",2070,11,7.43721025088234
"Eup","ssp245",2070,12,4.84384217720288
"Eup","ssp245",2071,1,3.18482338490065
"Eup","ssp245",2071,2,2.23597405197539
"Eup","ssp245",2071,3,1.63969189736073
"Eup","ssp245",2071,4,1.29187014929203
"Eup","ssp245",2071,5,1.78963140453423
"Eup","ssp245",2071,6,5.87950554150657
"Eup","ssp245",2071,7,23.1284544817785
"Eup","ssp245",2071,8,30.1322953410379
"Eup","ssp245",2071,9,26.6843235824577
"Eup","ssp245",2071,10,20.7179706890413
"Eup","ssp245",2071,11,13.4735157812858
"Eup","ssp245",2071,12,7.37286017925648
"Eup","ssp245",2072,1,4.65454505237006
"Eup","ssp245",2072,2,3.19913516573431
"Eup","ssp245",2072,3,2.39586267218498
"Eup","ssp245",2072,4,2.23521708315089
"Eup","ssp245",2072,5,3.92830620767227
"Eup","ssp245",2072,6,9.0835883293773
"Eup","ssp245",2072,7,21.6758782854434
"Eup","ssp245",2072,8,24.8811004320843
"Eup","ssp245",2072,9,22.3247225211458
"Eup","ssp245",2072,10,17.2209987908203
"Eup","ssp245",2072,11,9.22930733854645
"Eup","ssp245",2072,12,5.40313272867315
"Eup","ssp245",2073,1,3.24460790820131
"Eup","ssp245",2073,2,2.21974013063668
"Eup","ssp245",2073,3,1.61787521101725
"Eup","ssp245",2073,4,1.34552026411791
"Eup","ssp245",2073,5,1.63886542987456
"Eup","ssp245",2073,6,3.26746231001505
"Eup","ssp245",2073,7,13.8588323923699
"Eup","ssp245",2073,8,16.0468828889237
"Eup","ssp245",2073,9,13.5049435805835
"Eup","ssp245",2073,10,10.6574805241835
"Eup","ssp245",2073,11,8.05119557034478
"Eup","ssp245",2073,12,5.12630647377351
"Eup","ssp245",2074,1,3.5609466488996
"Eup","ssp245",2074,2,2.36718936701759
"Eup","ssp245",2074,3,1.67596360334965
"Eup","ssp245",2074,4,1.52086625088292
"Eup","ssp245",2074,5,2.38533811224989
"Eup","ssp245",2074,6,6.69258654373729
"Eup","ssp245",2074,7,17.4712676982449
"Eup","ssp245",2074,8,22.6847793693726
"Eup","ssp245",2074,9,18.9709191857403
"Eup","ssp245",2074,10,16.9677535834656
"Eup","ssp245",2074,11,8.82854017322625
"Eup","ssp245",2074,12,5.5046830543807
"Eup","ssp245",2075,1,3.73388458770935
"Eup","ssp245",2075,2,2.63040873285259
"Eup","ssp245",2075,3,1.98529242837491
"Eup","ssp245",2075,4,1.84452519765362
"Eup","ssp245",2075,5,2.98808029021057
"Eup","ssp245",2075,6,6.37888337676698
"Eup","ssp245",2075,7,16.9485641431879
"Eup","ssp245",2075,8,20.6041187238693
"Eup","ssp245",2075,9,21.6029268433087
"Eup","ssp245",2075,10,13.5470903089271
"Eup","ssp245",2075,11,7.36749993170859
"Eup","ssp245",2075,12,4.37991439648548
"Eup","ssp245",2076,1,2.81842855560736
"Eup","ssp245",2076,2,2.10279586432578
"Eup","ssp245",2076,3,1.60226786485702
"Eup","ssp245",2076,4,1.58384443787792
"Eup","ssp245",2076,5,2.77824586170526
"Eup","ssp245",2076,6,7.18536781214059
"Eup","ssp245",2076,7,15.1666541397375
"Eup","ssp245",2076,8,18.7363165566763
"Eup","ssp245",2076,9,15.6531443255958
"Eup","ssp245",2076,10,18.2003113972872
"Eup","ssp245",2076,11,8.32216769437256
"Eup","ssp245",2076,12,4.42006166844995
"Eup","ssp245",2077,1,2.73666958263865
"Eup","ssp245",2077,2,2.05573285999048
"Eup","ssp245",2077,3,1.47181173592846
"Eup","ssp245",2077,4,1.31463725105485
"Eup","ssp245",2077,5,1.75234778538232
"Eup","ssp245",2077,6,3.68391435473553
"Eup","ssp245",2077,7,14.4894386675642
"Eup","ssp245",2077,8,22.506013150344
"Eup","ssp245",2077,9,19.313416818691
"Eup","ssp245",2077,10,18.5724093338257
"Eup","ssp245",2077,11,8.57792078401889
"Eup","ssp245",2077,12,5.89576177964448
"Eup","ssp245",2078,1,3.52825608133008
"Eup","ssp245",2078,2,2.23675111869312
"Eup","ssp245",2078,3,1.54524187321432
"Eup","ssp245",2078,4,1.26381384441397
"Eup","ssp245",2078,5,1.478229130535
"Eup","ssp245",2078,6,3.88600525320309
"Eup","ssp245",2078,7,14.471893417071
"Eup","ssp245",2078,8,16.2592200614398
"Eup","ssp245",2078,9,14.4274157351747
"Eup","ssp245",2078,10,12.6187654246145
"Eup","ssp245",2078,11,8.29272800595314
"Eup","ssp245",2078,12,4.78267882898785
"Eup","ssp245",2079,1,3.2200155918175
"Eup","ssp245",2079,2,2.29914846782861
"Eup","ssp245",2079,3,1.64579974583972
"Eup","ssp245",2079,4,1.4430315122979
"Eup","ssp245",2079,5,1.97310098555503
"Eup","ssp245",2079,6,3.70894935281228
"Eup","ssp245",2079,7,13.9287562920614
"Eup","ssp245",2079,8,17.3807105441514
"Eup","ssp245",2079,9,18.107894604669
"Eup","ssp245",2079,10,15.991896435713
"Eup","ssp245",2079,11,9.84410922796387
"Eup","ssp245",2079,12,5.81641420296258
"Eup","ssp245",2080,1,3.64370138812118
"Eup","ssp245",2080,2,2.66775964394518
"Eup","ssp245",2080,3,1.94627878245034
"Eup","ssp245",2080,4,1.61868912595002
"Eup","ssp245",2080,5,1.88953991862088
"Eup","ssp245",2080,6,4.34864373354888
"Eup","ssp245",2080,7,14.0988330637442
"Eup","ssp245",2080,8,18.4420238324282
"Eup","ssp245",2080,9,14.6871252191978
"Eup","ssp245",2080,10,11.5925338679694
"Eup","ssp245",2080,11,6.47985189645943
"Eup","ssp245",2080,12,4.30960232461339
"Eup","ssp245",2081,1,2.79950230752072
"Eup","ssp245",2081,2,1.91867940922486
"Eup","ssp245",2081,3,1.34068514778874
"Eup","ssp245",2081,4,1.06268944330021
"Eup","ssp245",2081,5,1.42299588566128
"Eup","ssp245",2081,6,4.64769116354494
"Eup","ssp245",2081,7,17.5658896687374
"Eup","ssp245",2081,8,20.6992302519248
"Eup","ssp245",2081,9,19.0934367750925
"Eup","ssp245",2081,10,14.7853372608491
"Eup","ssp245",2081,11,9.81817739110711
"Eup","ssp245",2081,12,6.17556007655609
"Eup","ssp245",2082,1,4.13792976200483
"Eup","ssp245",2082,2,2.88346014833937
"Eup","ssp245",2082,3,2.1773111860803
"Eup","ssp245",2082,4,2.03287291646323
"Eup","ssp245",2082,5,4.59023321016523
"Eup","ssp245",2082,6,13.2519856935683
"Eup","ssp245",2082,7,21.4361669241899
"Eup","ssp245",2082,8,24.0352784872895
"Eup","ssp245",2082,9,20.5877558475379
"Eup","ssp245",2082,10,18.4331760604959
"Eup","ssp245",2082,11,9.10478631087086
"Eup","ssp245",2082,12,5.13040307685811
"Eup","ssp245",2083,1,3.16964955341376
"Eup","ssp245",2083,2,2.2959066844175
"Eup","ssp245",2083,3,1.7055241293643
"Eup","ssp245",2083,4,1.6147093845805
"Eup","ssp245",2083,5,3.5890632538944
"Eup","ssp245",2083,6,8.76248931412294
"Eup","ssp245",2083,7,21.8444351103396
"Eup","ssp245",2083,8,27.1672523030514
"Eup","ssp245",2083,9,22.2991588959461
"Eup","ssp245",2083,10,13.9191147784312
"Eup","ssp245",2083,11,7.66313410896696
"Eup","ssp245",2083,12,4.46881457872958
"Eup","ssp245",2084,1,2.94100231367382
"Eup","ssp245",2084,2,2.19726875995719
"Eup","ssp245",2084,3,1.65259659598127
"Eup","ssp245",2084,4,1.58129752144289
"Eup","ssp245",2084,5,2.75263352408952
"Eup","ssp245",2084,6,8.4897686410106
"Eup","ssp245",2084,7,23.2317633594942
"Eup","ssp245",2084,8,26.3388716442163
"Eup","ssp245",2084,9,21.3991189192765
"Eup","ssp245",2084,10,16.7612119051958
"Eup","ssp245",2084,11,9.43015493303956
"Eup","ssp245",2084,12,6.27707630585396
"Eup","ssp245",2085,1,4.15101462935116
"Eup","ssp245",2085,2,2.76552500105576
"Eup","ssp245",2085,3,1.96828491236978
"Eup","ssp245",2085,4,1.75831614028366
"Eup","ssp245",2085,5,2.48706761365887
"Eup","ssp245",2085,6,6.54107438098911
"Eup","ssp245",2085,7,17.8577858532551
"Eup","ssp245",2085,8,23.7995954421526
"Eup","ssp245",2085,9,20.0222387811115
"Eup","ssp245",2085,10,18.116090624079
"Eup","ssp245",2085,11,10.2764953838857
"Eup","ssp245",2085,12,5.70652660273099
"Eup","ssp245",2086,1,3.52832156419811
"Eup","ssp245",2086,2,2.35777965972748
"Eup","ssp245",2086,3,1.71489019533648
"Eup","ssp245",2086,4,1.52225894632975
"Eup","ssp245",2086,5,2.51969964091562
"Eup","ssp245",2086,6,6.39953047421005
"Eup","ssp245",2086,7,16.5243747300675
"Eup","ssp245",2086,8,19.1104185366126
"Eup","ssp245",2086,9,16.0717535660369
"Eup","ssp245",2086,10,13.7843307104442
"Eup","ssp245",2086,11,8.02366383071373
"Eup","ssp245",2086,12,5.1460542444507
"Eup","ssp245",2087,1,3.2173466492462
"Eup","ssp245",2087,2,2.24528200293963
"Eup","ssp245",2087,3,1.51177386626754
"Eup","ssp245",2087,4,1.42369139419886
"Eup","ssp245",2087,5,3.7421647181034
"Eup","ssp245",2087,6,11.0275060583106
"Eup","ssp245",2087,7,21.9156187499833
"Eup","ssp245",2087,8,29.6331716065927
"Eup","ssp245",2087,9,27.1045360837125
"Eup","ssp245",2087,10,21.5298187011807
"Eup","ssp245",2087,11,10.6402735538705
"Eup","ssp245",2087,12,6.68466966516209
"Eup","ssp245",2088,1,4.26849283334403
"Eup","ssp245",2088,2,2.93921705561962
"Eup","ssp245",2088,3,2.1149707309353
"Eup","ssp245",2088,4,1.76913281143632
"Eup","ssp245",2088,5,2.52866539392626
"Eup","ssp245",2088,6,6.16458242583894
"Eup","ssp245",2088,7,21.635102883749
"Eup","ssp245",2088,8,26.2214325715518
"Eup","ssp245",2088,9,23.3504942281698
"Eup","ssp245",2088,10,17.4896322745728
"Eup","ssp245",2088,11,9.68102321550129
"Eup","ssp245",2088,12,5.45422670436617
"Eup","ssp245",2089,1,3.41656419934877
"Eup","ssp245",2089,2,2.39232078741503
"Eup","ssp245",2089,3,1.77437421108523
"Eup","ssp245",2089,4,1.61752628650065
"Eup","ssp245",2089,5,2.58080463241268
"Eup","ssp245",2089,6,5.90963878739683
"Eup","ssp245",2089,7,13.819567204841
"Eup","ssp245",2089,8,18.8993192800334
"Eup","ssp245",2089,9,20.2190974729053
"Eup","ssp245",2089,10,15.6804448969999
"Eup","ssp245",2089,11,7.46049018252045
"Eup","ssp245",2089,12,4.74883996037709
"Eup","ssp245",2090,1,3.0342519525249
"Eup","ssp245",2090,2,2.21110388935639
"Eup","ssp245",2090,3,1.6180325476853
"Eup","ssp245",2090,4,1.39052608682528
"Eup","ssp245",2090,5,2.45872177359577
"Eup","ssp245",2090,6,5.82875150697138
"Eup","ssp245",2090,7,14.9868257882806
"Eup","ssp245",2090,8,17.9061378691518
"Eup","ssp245",2090,9,21.5713309501679
"Eup","ssp245",2090,10,12.797383637086
"Eup","ssp245",2090,11,8.16053126391889
"Eup","ssp245",2090,12,4.62254207418923
"Eup","ssp245",2091,1,3.04693806216229
"Eup","ssp245",2091,2,2.16740189940928
"Eup","ssp245",2091,3,1.62651463492727
"Eup","ssp245",2091,4,1.31951618961151
"Eup","ssp245",2091,5,1.52985541431619
"Eup","ssp245",2091,6,5.22615914595805
"Eup","ssp245",2091,7,17.6659832018818
"Eup","ssp245",2091,8,22.3239391564968
"Eup","ssp245",2091,9,18.0571655063672
"Eup","ssp245",2091,10,14.5247005430919
"Eup","ssp245",2091,11,7.99651588556426
"Eup","ssp245",2091,12,5.63261482768448
"Eup","ssp245",2092,1,3.81946931242083
"Eup","ssp245",2092,2,2.80355273931467
"Eup","ssp245",2092,3,2.2031172609731
"Eup","ssp245",2092,4,2.39019915153433
"Eup","ssp245",2092,5,4.58341393811539
"Eup","ssp245",2092,6,8.38116642773856
"Eup","ssp245",2092,7,18.5334219752089
"Eup","ssp245",2092,8,19.329039519052
"Eup","ssp245",2092,9,17.1038343168928
"Eup","ssp245",2092,10,14.6011737475117
"Eup","ssp245",2092,11,8.64354752228106
"Eup","ssp245",2092,12,4.72156680750028
"Eup","ssp245",2093,1,3.02747904650783
"Eup","ssp245",2093,2,2.22820334207574
"Eup","ssp245",2093,3,1.63960408700676
"Eup","ssp245",2093,4,1.51375682359248
"Eup","ssp245",2093,5,2.66128460592461
"Eup","ssp245",2093,6,6.30152848802843
"Eup","ssp245",2093,7,16.4429461550347
"Eup","ssp245",2093,8,24.2506581814042
"Eup","ssp245",2093,9,22.2061919634514
"Eup","ssp245",2093,10,15.3489637085421
"Eup","ssp245",2093,11,10.7628225058157
"Eup","ssp245",2093,12,6.25416640601607
"Eup","ssp245",2094,1,3.93620500523833
"Eup","ssp245",2094,2,2.59140843217592
"Eup","ssp245",2094,3,1.88450475981435
"Eup","ssp245",2094,4,1.85788569357659
"Eup","ssp245",2094,5,3.50967696971309
"Eup","ssp245",2094,6,9.60641485729163
"Eup","ssp245",2094,7,16.8222272724344
"Eup","ssp245",2094,8,18.9615286173668
"Eup","ssp245",2094,9,22.7895225156334
"Eup","ssp245",2094,10,17.7741080183776
"Eup","ssp245",2094,11,10.4660373423313
"Eup","ssp245",2094,12,6.46569027355664
"Eup","ssp245",2095,1,4.28843954614212
"Eup","ssp245",2095,2,2.82633056738428
"Eup","ssp245",2095,3,2.05181233960983
"Eup","ssp245",2095,4,1.71912292304892
"Eup","ssp245",2095,5,2.63709496492143
"Eup","ssp245",2095,6,8.03093193917992
"Eup","ssp245",2095,7,16.4376211856748
"Eup","ssp245",2095,8,19.7667947051769
"Eup","ssp245",2095,9,16.7152549966822
"Eup","ssp245",2095,10,13.360470955193
"Eup","ssp245",2095,11,8.25742493684803
"Eup","ssp245",2095,12,5.35186998782598
"Eup","ssp245",2096,1,3.65408990836101
"Eup","ssp245",2096,2,2.4743682599632
"Eup","ssp245",2096,3,1.81080832654283
"Eup","ssp245",2096,4,1.69168823165006
"Eup","ssp245",2096,5,2.75688598587686
"Eup","ssp245",2096,6,5.78190757508521
"Eup","ssp245",2096,7,15.9587891610139
"Eup","ssp245",2096,8,22.4666081613518
"Eup","ssp245",2096,9,27.4268484949423
"Eup","ssp245",2096,10,17.9944234885699
"Eup","ssp245",2096,11,9.66806875317075
"Eup","ssp245",2096,12,6.00739275509178
"Eup","ssp245",2097,1,3.56451020810866
"Eup","ssp245",2097,2,2.55956838575796
"Eup","ssp245",2097,3,1.88651154676991
"Eup","ssp245",2097,4,1.61264067828239
"Eup","ssp245",2097,5,3.00640090534589
"Eup","ssp245",2097,6,9.24008043710851
"Eup","ssp245",2097,7,21.7249001760796
"Eup","ssp245",2097,8,22.4837916628767
"Eup","ssp245",2097,9,20.6763050329939
"Eup","ssp245",2097,10,20.7768538231262
"Eup","ssp245",2097,11,12.2188107107015
"Eup","ssp245",2097,12,6.86950569824336
"Eup","ssp245",2098,1,4.52268972083688
"Eup","ssp245",2098,2,3.10683763835642
"Eup","ssp245",2098,3,2.22414448459167
"Eup","ssp245",2098,4,2.00333629234903
"Eup","ssp245",2098,5,3.28620055902236
"Eup","ssp245",2098,6,7.82045674060512
"Eup","ssp245",2098,7,15.537077671814
"Eup","ssp245",2098,8,17.244952170438
"Eup","ssp245",2098,9,15.1379984285275
"Eup","ssp245",2098,10,12.9062478300961
"Eup","ssp245",2098,11,8.62868842646635
"Eup","ssp245",2098,12,4.56573237850847
"Eup","ssp245",2099,1,2.66006728802719
"Eup","ssp245",2099,2,1.75481676608424
"Eup","ssp245",2099,3,1.19717565027
"Eup","ssp245",2099,4,1.05290928064908
"Eup","ssp245",2099,5,1.4454585442432
"Eup","ssp245",2099,6,5.58447731275562
"Eup","ssp245",2099,7,21.0105688552023
"Eup","ssp245",2099,8,27.3623029190925
"Eup","ssp245",2099,9,23.8429965623693
"Eup","ssp245",2099,10,21.0688509667166
"Eup","ssp245",2099,11,13.9657445285581
"Eup","ssp245",2099,12,7.58269555058862
"Eup","ssp585",1980,1,3.68080065012568
"Eup","ssp585",1980,2,2.94765943089239
"Eup","ssp585",1980,3,2.20327801669328
"Eup","ssp585",1980,4,2.43599365590039
"Eup","ssp585",1980,5,5.68636640860527
"Eup","ssp585",1980,6,12.4838206274449
"Eup","ssp585",1980,7,21.1473902568988
"Eup","ssp585",1980,8,23.4184138530377
"Eup","ssp585",1980,9,20.9292738606211
"Eup","ssp585",1980,10,17.0077463960217
"Eup","ssp585",1980,11,10.6638173841629
"Eup","ssp585",1980,12,7.15075699675872
"Eup","ssp585",1981,1,4.56755114407691
"Eup","ssp585",1981,2,3.20350206019062
"Eup","ssp585",1981,3,2.3998620732755
"Eup","ssp585",1981,4,2.00109160174238
"Eup","ssp585",1981,5,3.06669518112522
"Eup","ssp585",1981,6,7.4279246555295
"Eup","ssp585",1981,7,16.7958734230909
"Eup","ssp585",1981,8,19.2695351356164
"Eup","ssp585",1981,9,18.1000892796888
"Eup","ssp585",1981,10,13.2090714372629
"Eup","ssp585",1981,11,7.37379979813881
"Eup","ssp585",1981,12,4.72890267054889
"Eup","ssp585",1982,1,3.30589046507505
"Eup","ssp585",1982,2,2.48584667852177
"Eup","ssp585",1982,3,1.85199384047723
"Eup","ssp585",1982,4,1.55277915911793
"Eup","ssp585",1982,5,1.56856095364188
"Eup","ssp585",1982,6,3.29488966455937
"Eup","ssp585",1982,7,13.7865124266073
"Eup","ssp585",1982,8,16.6978156465294
"Eup","ssp585",1982,9,16.3771350715293
"Eup","ssp585",1982,10,13.2447269765384
"Eup","ssp585",1982,11,7.39745517988328
"Eup","ssp585",1982,12,4.70004940689266
"Eup","ssp585",1983,1,3.19219508721797
"Eup","ssp585",1983,2,2.3100199116427
"Eup","ssp585",1983,3,1.67436419755812
"Eup","ssp585",1983,4,1.55244751807206
"Eup","ssp585",1983,5,2.76830743237528
"Eup","ssp585",1983,6,5.97394238653751
"Eup","ssp585",1983,7,15.026538409928
"Eup","ssp585",1983,8,17.8893982348608
"Eup","ssp585",1983,9,19.561230639934
"Eup","ssp585",1983,10,16.398722086759
"Eup","ssp585",1983,11,10.8751490391447
"Eup","ssp585",1983,12,6.12821467924015
"Eup","ssp585",1984,1,4.40441081710838
"Eup","ssp585",1984,2,2.92907704768059
"Eup","ssp585",1984,3,2.03771246388873
"Eup","ssp585",1984,4,1.65558141821261
"Eup","ssp585",1984,5,2.44796949783544
"Eup","ssp585",1984,6,7.17729923205949
"Eup","ssp585",1984,7,17.7140780194594
"Eup","ssp585",1984,8,20.0532017949057
"Eup","ssp585",1984,9,16.5222427762413
"Eup","ssp585",1984,10,13.9985501883177
"Eup","ssp585",1984,11,8.37059573538808
"Eup","ssp585",1984,12,5.03613286340414
"Eup","ssp585",1985,1,3.0260505832728
"Eup","ssp585",1985,2,2.1800413071815
"Eup","ssp585",1985,3,1.59995873961464
"Eup","ssp585",1985,4,1.45662845314117
"Eup","ssp585",1985,5,2.68625514515527
"Eup","ssp585",1985,6,7.67842892063456
"Eup","ssp585",1985,7,16.4583172542739
"Eup","ssp585",1985,8,21.9598787567213
"Eup","ssp585",1985,9,21.7797632212857
"Eup","ssp585",1985,10,16.8632420220589
"Eup","ssp585",1985,11,9.8357765058783
"Eup","ssp585",1985,12,6.15304041270598
"Eup","ssp585",1986,1,4.1742931136808
"Eup","ssp585",1986,2,2.93033192987964
"Eup","ssp585",1986,3,2.22702956902733
"Eup","ssp585",1986,4,1.91985326488035
"Eup","ssp585",1986,5,3.36787249166186
"Eup","ssp585",1986,6,8.22836055367088
"Eup","ssp585",1986,7,19.5429412335081
"Eup","ssp585",1986,8,21.3056030120769
"Eup","ssp585",1986,9,16.3782650253973
"Eup","ssp585",1986,10,16.0162004734031
"Eup","ssp585",1986,11,10.565676122047
"Eup","ssp585",1986,12,6.17405473224404
"Eup","ssp585",1987,1,4.06434104591712
"Eup","ssp585",1987,2,2.6304420593073
"Eup","ssp585",1987,3,1.8989848661087
"Eup","ssp585",1987,4,1.76620142408032
"Eup","ssp585",1987,5,3.25592890908041
"Eup","ssp585",1987,6,7.93460475633359
"Eup","ssp585",1987,7,19.2260157013179
"Eup","ssp585",1987,8,21.8531897529931
"Eup","ssp585",1987,9,17.4337141069401
"Eup","ssp585",1987,10,16.3005508842018
"Eup","ssp585",1987,11,9.04562815011414
"Eup","ssp585",1987,12,5.39901285031351
"Eup","ssp585",1988,1,3.64978903265497
"Eup","ssp585",1988,2,2.52338091136111
"Eup","ssp585",1988,3,1.84788016609428
"Eup","ssp585",1988,4,1.86142639058797
"Eup","ssp585",1988,5,4.00134461760234
"Eup","ssp585",1988,6,9.26824851011719
"Eup","ssp585",1988,7,20.3589236287045
"Eup","ssp585",1988,8,23.2715313557064
"Eup","ssp585",1988,9,19.5219298193536
"Eup","ssp585",1988,10,14.4190319944663
"Eup","ssp585",1988,11,8.1915601673194
"Eup","ssp585",1988,12,5.87216917353812
"Eup","ssp585",1989,1,4.1090735628684
"Eup","ssp585",1989,2,2.85572688203771
"Eup","ssp585",1989,3,2.09090958411589
"Eup","ssp585",1989,4,1.85165898419539
"Eup","ssp585",1989,5,2.98279703082806
"Eup","ssp585",1989,6,6.79004604430436
"Eup","ssp585",1989,7,16.9997865677509
"Eup","ssp585",1989,8,19.3506816501268
"Eup","ssp585",1989,9,15.6376428390117
"Eup","ssp585",1989,10,13.1658437508805
"Eup","ssp585",1989,11,7.89518312189066
"Eup","ssp585",1989,12,4.8837724793999
"Eup","ssp585",1990,1,3.1004421095752
"Eup","ssp585",1990,2,2.26738934185276
"Eup","ssp585",1990,3,1.74806413834689
"Eup","ssp585",1990,4,1.7089044088416
"Eup","ssp585",1990,5,3.2586515951719
"Eup","ssp585",1990,6,9.21266894119184
"Eup","ssp585",1990,7,18.3331362499307
"Eup","ssp585",1990,8,22.3206743898593
"Eup","ssp585",1990,9,20.7378396916578
"Eup","ssp585",1990,10,15.868344772906
"Eup","ssp585",1990,11,11.4622271540304
"Eup","ssp585",1990,12,7.49995279978666
"Eup","ssp585",1991,1,3.77959050846151
"Eup","ssp585",1991,2,2.59671799407006
"Eup","ssp585",1991,3,1.85571582080351
"Eup","ssp585",1991,4,1.70819588631546
"Eup","ssp585",1991,5,2.80897545691709
"Eup","ssp585",1991,6,7.22176401265794
"Eup","ssp585",1991,7,17.302016916702
"Eup","ssp585",1991,8,23.4638359100265
"Eup","ssp585",1991,9,23.237226949474
"Eup","ssp585",1991,10,18.2764935095649
"Eup","ssp585",1991,11,12.8565282370746
"Eup","ssp585",1991,12,7.10310010373317
"Eup","ssp585",1992,1,4.57649380700782
"Eup","ssp585",1992,2,3.07763402041392
"Eup","ssp585",1992,3,2.33677559109744
"Eup","ssp585",1992,4,2.23376846871631
"Eup","ssp585",1992,5,4.19651004005076
"Eup","ssp585",1992,6,11.1846053003675
"Eup","ssp585",1992,7,19.3421040948663
"Eup","ssp585",1992,8,22.8034787154888
"Eup","ssp585",1992,9,19.8327119094642
"Eup","ssp585",1992,10,16.9286949337345
"Eup","ssp585",1992,11,11.2570899121478
"Eup","ssp585",1992,12,6.24065033768806
"Eup","ssp585",1993,1,3.97055660557519
"Eup","ssp585",1993,2,2.85660315662579
"Eup","ssp585",1993,3,2.29031988645338
"Eup","ssp585",1993,4,2.20498337737297
"Eup","ssp585",1993,5,3.93686834489227
"Eup","ssp585",1993,6,10.3704031262624
"Eup","ssp585",1993,7,20.2618934580205
"Eup","ssp585",1993,8,21.3275299040169
"Eup","ssp585",1993,9,18.4195791793128
"Eup","ssp585",1993,10,15.5658694034892
"Eup","ssp585",1993,11,10.772484157464
"Eup","ssp585",1993,12,5.93784670192033
"Eup","ssp585",1994,1,4.34291834147026
"Eup","ssp585",1994,2,3.15696306311793
"Eup","ssp585",1994,3,2.38555125112083
"Eup","ssp585",1994,4,2.1685881094755
"Eup","ssp585",1994,5,4.14444940916771
"Eup","ssp585",1994,6,10.0266809063979
"Eup","ssp585",1994,7,20.4205193727611
"Eup","ssp585",1994,8,22.2087140627238
"Eup","ssp585",1994,9,19.0296128073987
"Eup","ssp585",1994,10,16.2315183636326
"Eup","ssp585",1994,11,7.89062342978341
"Eup","ssp585",1994,12,4.56848388253088
"Eup","ssp585",1995,1,3.58976093598213
"Eup","ssp585",1995,2,2.66983664536124
"Eup","ssp585",1995,3,2.0427615186849
"Eup","ssp585",1995,4,1.79339090104478
"Eup","ssp585",1995,5,2.91841539099631
"Eup","ssp585",1995,6,7.27260611610439
"Eup","ssp585",1995,7,19.1218841202781
"Eup","ssp585",1995,8,20.2301272239915
"Eup","ssp585",1995,9,21.857023797033
"Eup","ssp585",1995,10,17.1587518469662
"Eup","ssp585",1995,11,11.1790607348824
