year,run_type,pacific_cod_adult,walleye_pollock_adult,arrowtooth_flounder_adult,pacific_cod_adult_mt,walleye_pollock_adult_mt,arrowtooth_flounder_adult_mt,,,,
2046,biomass_585,20.62124941,39.58137828,22.48081157,4841230.102,9292480.598,5277797.652,,,,
2047,biomass_585,21.09153515,41.63936708,22.62496577,4951638.616,9775632.569,5311640.588,,,,
2048,biomass_585,21.58388638,43.40602859,22.85468818,5067227.422,10190389.93,5365572.29,,,,
2049,biomass_585,22.26778212,43.80772333,22.99521058,5227784.94,10284695.4,5398562.593,,,,
2050,biomass_585,23.08894149,42.72651265,22.72010619,5420567.705,10030860.65,5333976.611,,,,
2051,biomass_585,23.70911484,40.15434823,22.54944599,5566165.182,9426996.179,5293910.885,,,,
2052,biomass_585,24.27631101,39.73917873,22.50389637,5699325.26,9329527.251,5283217.247,,,,
2053,biomass_585,24.86824005,41.35132791,22.80347061,5838291.848,9708009.901,5353547.991,,,,
2054,biomass_585,25.57491781,41.67182503,23.52099479,6004197.879,9783252.691,5522000.426,,,,
2055,biomass_585,26.38429979,40.3157579,23.81008641,6194215.677,9464890.167,5589870.175,,,,
2056,biomass_585,26.88311271,37.91325163,23.99897522,6311321.487,8900856.171,5634215.412,,,,
2057,biomass_585,27.17244069,34.85467175,24.31929834,6379246.729,8182796.432,5709417.353,,,,
2058,biomass_585,27.35423053,30.77627069,24.54745168,6421925.347,7225314.294,5762980.683,,,,
2059,biomass_585,27.01226412,29.87852763,24.52894259,6341642.236,7014552.054,5758635.323,,,,
2060,biomass_585,26.98065114,30.6118066,24.97122158,6334220.487,7186703.223,5862468.72,,,,
2061,biomass_585,26.80572758,28.99160568,25.07553451,6293153.858,6806330.274,5886958.161,,,,
2062,biomass_585,26.43592226,27.74337749,25.00301802,6206335.033,6513284.991,5869933.538,,,,
2063,biomass_585,26.5777403,26.86116426,25.24414796,6239629.513,6306168.673,5926543.372,,,,
2064,biomass_585,27.00969084,24.98824014,25.61729883,6341038.109,5866464.149,6014147.629,,,,
2065,biomass_585,26.75583865,21.19671306,24.91162352,6281441.484,4976331.129,5848476.942,,,,
2066,biomass_585,26.74564811,21.94404803,24.56480566,6279049.061,5151782.211,5767054.861,,,,
2067,biomass_585,27.50702472,24.35022907,24.80334412,6457796.688,5716678.927,5823056.297,,,,
2068,biomass_585,28.22495705,25.27437806,25.11752439,6626344.943,5933640.463,5896816.084,,,,
2069,biomass_585,28.47482674,25.2216939,25.32067961,6685006.598,5921271.855,5944510.631,,,,
2070,biomass_585,28.26219452,25.72657935,25.17489559,6635087.144,6039803.306,5910285.063,,,,
2071,biomass_585,28.14223455,27.30089103,25.10560931,6606924.263,6409402.887,5894018.793,,,,
2072,biomass_585,28.93886538,29.74328108,25.2175155,6793948.486,6982800.355,5920290.897,,,,
2073,biomass_585,29.40578393,30.95153156,24.47140862,6903566.487,7266460.113,5745128.131,,,,
2074,biomass_585,29.51970552,30.84989906,23.69215967,6930311.746,7242599.953,5562184.634,,,,
2075,biomass_585,30.27981197,33.89279042,23.69845638,7108761.176,7956976.515,5563662.906,,,,
2076,biomass_585,31.21611082,33.11746367,23.64761913,7328575.122,7774953.827,5551727.896,,,,
2077,biomass_585,31.90161851,32.94797594,23.52704422,7489511.076,7735163.364,5523420.645,,,,
2078,biomass_585,32.23709307,33.77385165,23.08715213,7568270.102,7929053.378,5420147.619,,,,
2079,biomass_585,32.03887633,32.78917155,22.57147312,7521734.958,7697881.015,5299082.172,,,,
2080,biomass_585,31.95354487,30.37381255,22.58058896,7501701.777,7130829.598,5301222.29,,,,
2081,biomass_585,32.09457911,31.28910583,22.43290615,7534812.243,7345712.087,5266550.945,,,,
2082,biomass_585,32.12839405,32.42128427,22.17965332,7542750.942,7611512.488,5207095.031,,,,
2083,biomass_585,32.20218272,33.68470983,22.18185216,7560074.236,7908125.641,5207611.25,,,,
2084,biomass_585,32.23434735,36.29940193,22.16451579,7567625.493,8521974.293,5203541.207,,,,
2085,biomass_585,32.41360929,37.38277767,22.10987556,7609710.638,8776317.331,5190713.376,,,,
2086,biomass_585,32.74119721,37.23357683,22.17605656,7686618.128,8741289.6,5206250.623,,,,
2087,biomass_585,33.01048396,36.6000523,21.63867449,7749838.31,8592557.678,5080089.972,,,,
2088,biomass_585,33.82283957,37.74300873,21.32252758,7940554.224,8860888.418,5005868.477,,,,
2089,biomass_585,33.86929502,38.00387565,20.48809584,7951460.523,8922131.882,4809969.772,,,,
2090,biomass_585,33.73121322,35.8438588,19.17265277,7919043.196,8415026.888,4501144.518,,,,
2091,biomass_585,33.95142452,35.15894626,18.48281455,7970741.984,8254230.656,4339191.888,,,,
2092,biomass_585,33.82066711,35.57767667,18.67128488,7940044.196,8352535.575,4383438.881,,,,
2093,biomass_585,33.46832023,35.8693859,19.05348936,7857324.072,8421019.858,4473168.643,,,,
2094,biomass_585,33.52595637,38.28278331,19.29981428,7870855.25,8987610.756,4530998.1,,,,
2095,biomass_585,33.72677852,36.89881677,19.40491423,7918002.066,8662698.313,4555672.309,,,,
2096,biomass_585,34.17425027,38.01352622,19.37751029,8023054.561,8924397.538,4549238.712,,,,
2097,biomass_585,34.86843471,40.46428109,19.66469224,8186027.549,9499758.807,4616660.133,,,,
2098,biomass_585,35.30263564,43.06005912,20.177928,8287964.466,10109167.02,4737151.979,,,,
2099,biomass_585,35.49519382,43.11749784,20.28295946,8333171.159,10122651.85,4761810.109,,,,
1990,catch_126,0.506295912,0.37288629,0.054637544,118862.5849,87542.14141,12827.20155,,,,
1991,catch_126,0.274596859,0.374103949,0.072234324,64466.83,87828.01,16958.38,,,,
1992,catch_126,0.336358293,0.385848174,0.087243972,78966.5,90585.19,20482.18,,,,
1993,catch_126,0.195294822,0.461007118,0.077925322,45849.17,108230.18,18294.45,,,,
1994,catch_126,0.194278546,0.427707065,0.093680341,45610.58,100412.36,21993.24,,,,
1995,catch_126,0.289251051,0.294622075,0.074181387,67907.18,69168.13,17415.49,,,,
1996,catch_126,0.235941117,0.2122336,0.091816253,55391.66,49825.87,21555.61,,,,
1997,catch_126,0.250972573,0.358563737,0.062862984,58920.58,84179.65,14758.28,,,,
1998,catch_126,0.213907927,0.023122218,0.052720717,50218.95,5428.38,12377.19,,,,
1999,catch_126,0.28225477,0.385727673,0.062398485,66264.67,90556.9,14649.23,,,,
2000,catch_126,0.227393182,0.023652314,0.09794202,53384.87,5552.83,22993.75,,,,
2001,catch_126,0.172584157,0.014705093,0.074184411,40517.41,3452.3,17416.2,,,,
2002,catch_126,0.177059109,0.007232769,0.085929403,41567.99,1698.03,20173.56,,,,
2003,catch_126,0.223052256,0.206969732,0.128508329,52365.755,48590.077,30169.772,,,,
2004,catch_126,0.240450153,0.265939881,0.066596987,56450.242,62434.44,15634.908,,,,
2005,catch_126,0.202427833,0.333531224,0.084864582,47523.78,78302.792,19923.573,,,,
2006,catch_126,0.203464171,0.293600552,0.117659056,47767.08,68928.308,27622.699,,,,
2007,catch_126,0.220694291,0.219672559,0.107965647,51812.178,51572.307,25346.987,,,,
2008,catch_126,0.248697162,0.216324157,0.124402881,58386.384,50786.206,29205.94,,,,
2009,catch_126,0.220595479,0.176980364,0.105770958,51788.98,41549.503,24831.742,,,,
2010,catch_126,0.327786695,0.312832547,0.103674022,76954.1545,73443.3843,24339.4465,,,,
2011,catch_126,0.356565285,0.330940114,0.131669095,83710.47547,77694.47963,30911.82179,,,,
2012,catch_126,0.327432966,0.421412926,0.088435483,76871.10993,98934.69131,20761.90981,,,,
2013,catch_126,0.284661866,0.386748811,0.0928969,66829.78161,90796.6316,21809.31242,,,,
2014,catch_126,0.35563353,0.591850125,0.155576339,83491.72823,138948.062,36524.50148,,,,
2015,catch_126,0.330920999,0.69348017,0.082193932,77689.99193,162807.6459,19296.58716,,,,
2016,catch_126,0.267783768,0.737262383,0.085089148,62867.32752,173086.3524,19976.29408,,,,
2017,catch_126,0.205326149,0.784686345,0.115234588,48204.21456,184220.0286,27053.50897,,,,
2018,catch_126,0.06253508,0.642398239,0.08037795,14681.29828,150815.1923,18870.251,,,,
2019,catch_126,0.064746285,0.471311253,0.104643509,15200.42055,110649.2715,24567.05201,,,,
2020,catch_126,0.025920157,0.425827366,0.089943303,6085.249334,99971.06497,21115.89937,,1026648.16,,
2021,catch_126,5.239620003,15.71047616,5.702577579,1230100.348,3688332.777,1338788.436,,4295073.852,,
2022,catch_126,7.459413479,10.7660961,4.314106316,1751239.043,2527545.614,1012818.426,,562708.1833,,
2023,catch_126,6.030319102,9.51349697,3.824046417,1415731.985,2233474.17,897767.5533,,,,
2024,catch_126,4.459770971,6.467358484,3.022295863,1047015.971,1518335.284,709541.3776,,,,
2025,catch_126,4.009686616,9.84383311,2.922943161,941350.1171,2311026.855,686216.4429,,,,
2026,catch_126,4.656740615,11.00131472,2.710232092,1093258.337,2582767.655,636278.478,,,,
2027,catch_126,3.467789721,8.574004172,3.702753711,814129.5251,2012910.385,869291.7861,,,,
2028,catch_126,4.149720659,11.14899251,3.483545256,974225.7694,2617437.824,817828.4362,,,,
2029,catch_126,4.835044109,8.665446045,3.518681863,1135118.471,2034378.103,826077.4223,,,,
2030,catch_126,3.863751617,7.639858316,3.835331058,907089.1035,1793601.897,900416.8372,,,,
2031,catch_126,3.925656402,6.102646629,3.763261564,921622.4279,1432712.246,883497.1541,,,,
2032,catch_126,5.102769356,5.653735772,3.172314532,1197972.059,1327321.893,744761.1104,,,,
2033,catch_126,5.205696376,6.554933116,2.825786285,1222136.133,1538895.093,663407.0204,,,,
2034,catch_126,3.949804412,8.300679559,2.443059441,927291.6319,1948742.239,573554.622,,,,
2035,catch_126,4.06086367,7.089736355,2.881188705,953364.903,1664450.314,676413.7912,,,,
2036,catch_126,4.562566292,8.965062832,2.800623808,1071149.126,2104718.836,657499.6507,,,,
2037,catch_126,6.312590606,11.85885669,2.538228567,1482000.584,2784091.926,595897.3823,,,,
2038,catch_126,6.117047622,11.72570761,2.364436369,1436093.153,2752832.65,555096.362,,,,
2039,catch_126,5.3257527,16.08313506,2.141610473,1250321.636,3775821.534,502783.7492,,,,
2040,catch_126,4.960559826,13.81601831,2.452820692,1164585.67,3243572.802,575846.2611,,,,
2041,catch_126,4.393173581,17.76949726,2.844947116,1031380.969,4171727.101,667905.3894,,,,
2042,catch_126,5.23192251,13.22047129,2.845067004,1228293.216,3103756.824,667933.5354,,,,
2043,catch_126,4.697956676,17.02566984,3.241993775,1102934.591,3997099.482,761119.6366,,,,
2044,catch_126,3.906776428,14.56601306,2.851067782,917189.9953,3419648.321,669342.332,,,,
2045,catch_126,3.740950136,15.22041862,2.965142102,878259.1224,3573282.459,696123.4462,,,,
2046,catch_126,4.656508969,12.93616785,3.161347408,1093203.954,3037011.191,742186.3696,,,,
2047,catch_126,4.726703262,11.92422856,3.584095056,1109683.398,2799439.214,841434.4122,,,,
2048,catch_126,4.807194335,10.86942025,3.706307208,1128580.207,2551802.923,870126.0368,,,,
2049,catch_126,5.492016085,10.51758325,3.725868863,1289355.124,2469202.503,874718.507,,,,
2050,catch_126,4.121288336,9.601261958,3.940340419,967550.7413,2254078.669,925069.7798,,,,
2051,catch_126,3.32567062,9.489998395,3.959095009,780764.3658,2227957.433,929472.7762,,,,
2052,catch_126,2.929700761,8.983811868,2.915302666,687802.9178,2109120.529,684422.6915,,,,
2053,catch_126,2.864074171,8.642377165,2.790092868,672395.8292,2028962.245,655027.3124,,,,
2054,catch_126,2.807003435,9.393426375,3.65548642,658997.3895,2205285.317,858194.8914,,,,
2055,catch_126,3.53504503,11.632904,3.293327828,829918.9867,2731045.238,773171.2809,,,,
2056,catch_126,3.974426883,13.18526257,3.527832613,933072.2248,3095490.909,828225.7347,,,,
2057,catch_126,3.715119837,13.3719634,3.761973306,872194.969,3139322.475,883194.7112,,,,
2058,catch_126,4.205824669,11.15017244,4.139115667,987397.2516,2617714.833,971736.0461,,,,
2059,catch_126,3.673090616,14.33082855,3.575519483,862327.8109,3364434.288,839421.1335,,,,
2060,catch_126,3.45081718,12.40533514,2.893272695,810144.8986,2912388.125,679250.7374,,,,
2061,catch_126,2.562568024,11.64371102,3.178348118,601611.5324,2733582.392,746177.6092,,,,
2062,catch_126,2.848010529,13.57804061,3.816790789,668624.5839,3187703.015,896064.1568,,,,
2063,catch_126,3.060122617,16.28527657,4.094567806,718421.9268,3823278.096,961277.5892,,,,
2064,catch_126,2.633515443,16.30255679,3.913145726,618267.7869,3827334.955,918685.3089,,,,
2065,catch_126,2.68843783,15.65789277,3.524392359,631161.8608,3675987.828,827418.0697,,,,
2066,catch_126,3.518834467,18.75712417,3.826254253,826113.249,4403591.283,898285.8847,,,,
2067,catch_126,3.872172464,14.96406833,3.980239202,909066.0573,3513099.357,934436.7772,,,,
2068,catch_126,3.281208284,12.14125633,3.26936628,770325.9876,2850390.607,767545.8521,,,,
2069,catch_126,3.231957074,9.648493947,3.523032765,758763.3302,2265167.275,827098.8792,,,,
2070,catch_126,2.989881653,13.08761929,3.308008085,701931.5258,3072567.292,776617.7502,,,,
2071,catch_126,3.172747789,14.493689,3.540123114,744862.8257,3402668.872,831111.1633,,,,
2072,catch_126,4.608856218,11.76154903,3.33886102,1082016.565,2761247.105,783861.0628,,,,
2073,catch_126,4.199819353,12.92046708,4.390953367,985987.3898,3033325.135,1030859.731,,,,
2074,catch_126,5.753270525,10.64590047,4.664908757,1350689.568,2499327.408,1095175.964,,,,
2075,catch_126,6.000340457,14.86152536,4.230000907,1408693.929,3489025.447,993073.0828,,,,
2076,catch_126,4.978436856,12.37686075,4.583230983,1168782.642,2905703.222,1076000.555,,,,
2077,catch_126,6.294823566,13.63322453,3.951306306,1477829.434,3200658.489,927644.2302,,,,
2078,catch_126,5.516165063,12.633822,3.613518922,1295024.556,2966029.756,848342.2238,,,,
2079,catch_126,4.362396691,11.34462087,3.742820102,1024155.509,2663365.296,878698.1324,,,,
2080,catch_126,4.291141022,11.58336402,3.422952201,1007426.887,2719414.788,803603.0652,,,,
2081,catch_126,3.541326515,14.48079508,3.292721275,831393.6846,3399641.781,773028.8809,,,,
2082,catch_126,3.104491735,9.259164775,3.173520411,728838.42,2173764.855,745044.2133,,,,
2083,catch_126,2.701072753,10.14550956,3.071234452,634128.1492,2381851.135,721030.6411,,,,
2084,catch_126,3.058127137,14.81757268,2.802314995,717953.4497,3478706.721,657896.6892,,,,
2085,catch_126,2.966985379,14.33579871,2.795891914,696556.1904,3365601.127,656388.7487,,,,
2086,catch_126,2.97707875,12.04805929,2.934871875,698925.8011,2828510.832,689016.9352,,,,
2087,catch_126,2.773279483,16.23242753,3.512561946,651080.0508,3810870.778,824640.6556,,,,
2088,catch_126,3.210385625,13.48716906,4.127180139,753699.0229,3166369.192,968933.9541,,,,
2089,catch_126,3.112071742,14.74804911,4.217322647,730617.9708,3462384.741,990096.6206,,,,
2090,catch_126,3.226467563,18.18532576,3.88382739,757474.5634,4269350.743,911802.2725,,,,
2091,catch_126,3.808800197,19.37493101,3.059590312,894188.2135,4548633.178,718296.958,,,,
2092,catch_126,3.520309178,20.31830916,2.514536805,826459.4655,4770109.124,590335.2911,,,,
2093,catch_126,4.087221081,15.30366547,2.569917079,959552.806,3592826.238,603336.8628,,,,
2094,catch_126,4.081258944,18.6895474,2.444076774,958153.0809,4387726.353,573793.46,,,,
2095,catch_126,4.162115944,16.34080284,2.556302581,977135.7979,3836313.943,600140.6007,,,,
2096,catch_126,4.112746977,16.45167344,2.389901658,965545.495,3862342.922,561074.8223,,,,
2097,catch_126,4.000763173,13.72161449,3.115621824,939255.1693,3221409.711,731451.4199,,,,
2098,catch_126,4.602393379,18.27943815,2.635655872,1080499.291,4291445.416,618770.2933,,,,
2099,catch_126,4.373014156,18.2948935,2.396858969,1026648.16,4295073.852,562708.1833,,,,
1990,catch_245,0.506295912,0.37288629,0.054637544,118862.5849,87542.14141,12827.20155,,,,
1991,catch_245,0.274596859,0.374103949,0.072234324,64466.83,87828.01,16958.38,,,,
1992,catch_245,0.336358293,0.385848174,0.087243972,78966.5,90585.19,20482.18,,,,
1993,catch_245,0.195294822,0.461007118,0.077925322,45849.17,108230.18,18294.45,,,,
1994,catch_245,0.194278546,0.427707065,0.093680341,45610.58,100412.36,21993.24,,,,
1995,catch_245,0.289251051,0.294622075,0.074181387,67907.18,69168.13,17415.49,,,,
1996,catch_245,0.235941117,0.2122336,0.091816253,55391.66,49825.87,21555.61,,,,
1997,catch_245,0.250972573,0.358563737,0.062862984,58920.58,84179.65,14758.28,,,,
1998,catch_245,0.213907927,0.023122218,0.052720717,50218.95,5428.38,12377.19,,,,
1999,catch_245,0.28225477,0.385727673,0.062398485,66264.67,90556.9,14649.23,,,,
2000,catch_245,0.227393182,0.023652314,0.09794202,53384.87,5552.83,22993.75,,,,
2001,catch_245,0.172584157,0.014705093,0.074184411,40517.41,3452.3,17416.2,,,,
2002,catch_245,0.177059109,0.007232769,0.085929403,41567.99,1698.03,20173.56,,,,
2003,catch_245,0.223052256,0.206969732,0.128508329,52365.755,48590.077,30169.772,,,,
2004,catch_245,0.240450153,0.265939881,0.066596987,56450.242,62434.44,15634.908,,,,
2005,catch_245,0.202427833,0.333531224,0.084864582,47523.78,78302.792,19923.573,,,,
2006,catch_245,0.203464171,0.293600552,0.117659056,47767.08,68928.308,27622.699,,,,
2007,catch_245,0.220694291,0.219672559,0.107965647,51812.178,51572.307,25346.987,,,,
2008,catch_245,0.248697162,0.216324157,0.124402881,58386.384,50786.206,29205.94,,,,
2009,catch_245,0.220595479,0.176980364,0.105770958,51788.98,41549.503,24831.742,,,,
2010,catch_245,0.327786695,0.312832547,0.103674022,76954.1545,73443.3843,24339.4465,,,,
2011,catch_245,0.356565285,0.330940114,0.131669095,83710.47547,77694.47963,30911.82179,,,,
2012,catch_245,0.327432966,0.421412926,0.088435483,76871.10993,98934.69131,20761.90981,,,,
2013,catch_245,0.284661866,0.386748811,0.0928969,66829.78161,90796.6316,21809.31242,,,,
2014,catch_245,0.35563353,0.591850125,0.155576339,83491.72823,138948.062,36524.50148,,,,
2015,catch_245,0.330920999,0.69348017,0.082193932,77689.99193,162807.6459,19296.58716,,,,
2016,catch_245,0.267783768,0.737262383,0.085089148,62867.32752,173086.3524,19976.29408,,,,
2017,catch_245,0.205326149,0.784686345,0.115234588,48204.21456,184220.0286,27053.50897,,,,
2018,catch_245,0.06253508,0.642398239,0.08037795,14681.29828,150815.1923,18870.251,,,,
2019,catch_245,0.064746285,0.471311253,0.104643509,15200.42055,110649.2715,24567.05201,,,,
2020,catch_245,0.025920157,0.425827366,0.089943303,6085.249334,99971.06497,21115.89937,,,,
2021,catch_245,3.908518259,24.72623454,4.90095591,917598.9231,5804953.356,1150592.518,,,,
2022,catch_245,3.550904165,14.61283276,4.307878757,833642.22,3430640.134,1011356.388,,,,
2023,catch_245,3.361695394,13.09547261,4.71012422,789221.866,3074411.01,1105791.153,,,,
2024,catch_245,3.547857027,13.22044609,3.837009894,832926.8465,3103750.908,900810.9757,,,,
2025,catch_245,4.48022838,12.6558275,3.491507572,1051818.736,2971195.966,819697.7412,,,,
2026,catch_245,4.535508418,11.09241344,4.419926757,1064796.776,2604154.81,1037661.785,,,,
2027,catch_245,4.577723577,10.64995909,3.072839573,1074707.587,2500280.247,721407.4738,,,,
2028,catch_245,3.401176468,11.26857018,3.537896579,798490.7982,2645510.953,830588.442,,,,
2029,catch_245,3.792454873,10.81741776,3.087535263,890350.8381,2539594.351,724857.5661,,,,
2030,catch_245,3.99220521,12.53003563,1.889967618,937246.0249,2941663.934,443705.8076,,,,
2031,catch_245,3.29857945,15.50047709,1.477472301,774404.1989,3639031.507,346864.6946,,,,
2032,catch_245,3.719779272,16.12207533,1.635041586,873288.8599,3784963.502,383857.078,,,,
2033,catch_245,6.642923765,16.13495171,1.725618756,1559552.569,3787986.479,405121.7897,,,,
2034,catch_245,7.691710501,16.31415857,1.682067547,1805775.183,3830058.694,394897.316,,,,
2035,catch_245,6.860613516,10.99961974,2.198643444,1610659.375,2582369.727,516173.3228,,,,
2036,catch_245,4.010177212,13.86248602,2.083394715,941465.2939,3254481.98,489116.4939,,,,
2037,catch_245,3.770871766,12.1758478,2.020344073,885283.7937,2858511.613,474314.1578,,,,
2038,catch_245,4.07909403,14.65746455,1.992829224,957644.8262,3441118.295,467854.5241,,,,
2039,catch_245,3.932148356,10.78353695,2.20982457,923146.5375,2531640.186,518798.3044,,,,
2040,catch_245,3.740205749,11.32064246,2.518521046,878084.3634,2657735.909,591270.6675,,,,
2041,catch_245,3.471959657,11.4502845,2.949931815,815108.4968,2688171.842,692552.5422,,,,
2042,catch_245,4.978126366,11.64537652,3.944385536,1168709.749,2733973.4,926019.4478,,,,
2043,catch_245,4.782293651,10.249011,3.118472014,1122734.298,2406150.062,732120.5562,,,,
2044,catch_245,4.966632657,9.43287394,2.434272034,1166011.382,2214546.382,571491.6111,,,,
2045,catch_245,3.933710858,8.508059324,2.388069683,923513.3644,1997428.579,560644.7314,,,,
2046,catch_245,3.312657858,10.81296915,2.162528607,777709.3727,2538549.954,507694.6786,,,,
2047,catch_245,4.836822041,9.084595664,2.547053027,1135535.874,2132781.439,597969.092,,,,
2048,catch_245,3.989566314,9.846485421,1.915914693,936626.494,2311649.536,449797.3765,,,,
2049,catch_245,3.627818983,9.105829222,2.142176914,851699.4347,2137766.421,502916.7318,,,,
2050,catch_245,4.421420404,10.29445503,1.949933894,1038012.447,2416818.914,457784.0303,,,,
2051,catch_245,3.646589232,12.20197778,1.915893185,856106.1074,2864646.121,449792.3271,,,,
2052,catch_245,3.856093226,13.67491038,1.894434448,905291.1505,3210445.035,444754.4809,,,,
2053,catch_245,3.369268916,10.16020804,1.724255553,790999.8941,2385301.882,404801.7518,,,,
2054,catch_245,5.109215254,11.25083486,1.872183293,1199485.356,2641347.25,439530.5994,,,,
2055,catch_245,4.810972609,9.846297685,1.714387747,1129467.228,2311605.461,402485.097,,,,
2056,catch_245,3.729946087,11.81032227,1.800439207,875675.7128,2772697.55,422687.3121,,,,
2057,catch_245,2.751267005,13.30554392,2.081070339,645912.2035,3123729.24,488570.8023,,,,
2058,catch_245,4.367816436,12.49067244,1.967436449,1025427.897,2932422.679,461893.0876,,,,
2059,catch_245,4.814729079,11.80559939,2.691628376,1130349.131,2771588.764,631910.9023,,,,
2060,catch_245,5.601018746,11.19001258,2.280786853,1314945.57,2627068.064,535458.0486,,,,
2061,catch_245,4.068593551,9.574710118,2.47651073,955179.6395,2247845.12,581407.9476,,,,
2062,catch_245,3.917739783,8.364907831,2.383073468,919763.851,1963821.047,559471.775,,,,
2063,catch_245,2.972677112,9.447343866,2.292154229,697892.4329,2217943.472,538126.7562,,,,
2064,catch_245,3.951419866,12.73008587,2.333296106,927670.8904,2988629.53,547785.5936,,,,
2065,catch_245,3.498788048,11.6127866,2.721936714,821406.9713,2726322.298,639026.3604,,,,
2066,catch_245,2.952292349,12.31011946,2.606686298,693106.7225,2890034.437,611969.1354,,,,
2067,catch_245,3.550825885,12.07694373,2.795955075,833623.8423,2835292.002,656403.5769,,,,
2068,catch_245,3.507841545,14.22120534,3.021085966,823532.4516,3338698.156,709257.3312,,,,
2069,catch_245,3.550479851,13.03568457,2.831657845,833542.6041,3060374.631,664785.4805,,,,
2070,catch_245,3.990294529,12.74941513,3.102956276,936797.4562,2993167.44,728477.9419,,,,
2071,catch_245,2.987877568,15.76210209,2.222697841,701461.0287,3700452.946,521820.5495,,,,
2072,catch_245,2.443395143,13.42567763,2.682969795,573633.4343,3151932.911,629878.1358,,,,
2073,catch_245,2.893729672,13.18438386,2.940914764,679358.0214,3095284.614,690435.6183,,,,
2074,catch_245,3.63608373,9.581302576,2.927744815,853639.7413,2249392.824,687343.7226,,,,
2075,catch_245,3.134818614,11.48914086,2.803551483,735958.2311,2697294.111,658186.978,,,,
2076,catch_245,2.732507354,12.24664763,2.708477199,641508.0189,2875133.218,635866.4834,,,,
2077,catch_245,3.082514872,10.21251624,3.275549659,723678.934,2397582.224,768997.5179,,,,
2078,catch_245,2.874343254,8.45203473,4.063930958,674806.6915,1984275.741,954085.0071,,,,
2079,catch_245,3.107869363,9.383765304,4.339046796,729631.3824,2203017.197,1018673.677,,,,
2080,catch_245,4.063732331,9.826933288,4.611678065,954038.3757,2307059.301,1082679.048,,,,
2081,catch_245,4.578628345,12.09816717,4.348686341,1074919.998,2840274.608,1020936.744,,,,
2082,catch_245,4.546349016,11.28370003,3.840044588,1067341.812,2649062.973,901523.4278,,,,
2083,catch_245,4.409848555,11.2857551,3.606264116,1035295.735,2649545.439,846639.0203,,,,
2084,catch_245,4.237275636,11.38378762,2.848507138,994780.9638,2672560.436,668741.1723,,,,
2085,catch_245,3.154860806,12.76488107,2.944616874,740663.5165,2996798.365,691304.7589,,,,
2086,catch_245,3.300793165,10.82427356,2.763172961,774923.9105,2541203.88,648707.353,,,,
2087,catch_245,3.566326052,11.07325197,2.724387081,837262.8009,2599656.291,639601.6307,,,,
2088,catch_245,2.874664493,10.79270362,2.79231024,674882.1085,2533792.237,655547.8826,,,,
2089,catch_245,2.999683892,13.73135997,3.20775142,704232.7876,3223697.649,753080.5932,,,,
2090,catch_245,2.933516965,11.0843892,2.963831674,688698.8444,2602270.967,695815.7984,,,,
2091,catch_245,3.344072951,9.622522506,2.616141681,785084.6625,2259069.986,614188.9662,,,,
2092,catch_245,3.104596083,12.23550751,2.907792393,728862.9178,2872517.864,682659.5124,,,,
2093,catch_245,2.471132072,11.43263182,3.069404632,580145.2053,2684027.54,720601.056,,,,
2094,catch_245,2.259576664,16.11496126,3.340951633,530478.5539,3783293.34,784351.8738,,,,
2095,catch_245,2.657908563,14.09396118,2.94905716,623994.5355,3308825.171,692347.2005,,,,
2096,catch_245,2.276562006,17.21426266,4.204492206,534466.1856,4041375.229,987084.4308,,,,
2097,catch_245,2.262650069,13.97076545,3.391828775,531200.0942,3279902.634,796296.2498,,,,
2098,catch_245,2.749572008,13.08230151,4.21736243,645514.2707,3071318.842,990105.9604,,,,
2099,catch_245,2.896713764,15.09186977,3.458039195,680058.5936,3543103.174,811840.4037,,,,
1990,catch_585,0.506295912,0.37288629,0.054637544,118862.5849,87542.14141,12827.20155,,,,
1991,catch_585,0.274596859,0.374103949,0.072234324,64466.83,87828.01,16958.38,,,,
1992,catch_585,0.336358293,0.385848174,0.087243972,78966.5,90585.19,20482.18,,,,
1993,catch_585,0.195294822,0.461007118,0.077925322,45849.17,108230.18,18294.45,,,,
1994,catch_585,0.194278546,0.427707065,0.093680341,45610.58,100412.36,21993.24,,,,
1995,catch_585,0.289251051,0.294622075,0.074181387,67907.18,69168.13,17415.49,,,,
1996,catch_585,0.235941117,0.2122336,0.091816253,55391.66,49825.87,21555.61,,,,
1997,catch_585,0.250972573,0.358563737,0.062862984,58920.58,84179.65,14758.28,,,,
1998,catch_585,0.213907927,0.023122218,0.052720717,50218.95,5428.38,12377.19,,,,
1999,catch_585,0.28225477,0.385727673,0.062398485,66264.67,90556.9,14649.23,,,,
2000,catch_585,0.227393182,0.023652314,0.09794202,53384.87,5552.83,22993.75,,,,
2001,catch_585,0.172584157,0.014705093,0.074184411,40517.41,3452.3,17416.2,,,,
2002,catch_585,0.177059109,0.007232769,0.085929403,41567.99,1698.03,20173.56,,,,
2003,catch_585,0.223052256,0.206969732,0.128508329,52365.755,48590.077,30169.772,,,,
2004,catch_585,0.240450153,0.265939881,0.066596987,56450.242,62434.44,15634.908,,,,
2005,catch_585,0.202427833,0.333531224,0.084864582,47523.78,78302.792,19923.573,,,,
2006,catch_585,0.203464171,0.293600552,0.117659056,47767.08,68928.308,27622.699,,,,
2007,catch_585,0.220694291,0.219672559,0.107965647,51812.178,51572.307,25346.987,,,,
