"varname","simulation","year","month","biomass_tonnes_km2","month_mean_mtkm2","anomaly_ratio_mtkm2"
"Cop","ssp126",1986,9,34.3021761824844,32.3358231745861,1.06081035875542
"Cop","ssp126",1986,10,33.7498750574996,32.4353635414222,1.04052710907336
"Cop","ssp126",1986,11,25.7410336496773,22.4487414871277,1.14665820640491
"Cop","ssp126",1986,12,13.2852968196778,11.9817237094274,1.10879679267055
"Cop","ssp126",1987,1,7.81970640032625,6.49760640008298,1.2034749288948
"Cop","ssp126",1987,2,6.85614903239379,4.71033205797117,1.45555535109065
"Cop","ssp126",1987,3,27.2526376088059,13.1522646735655,2.07208707285069
"Cop","ssp126",1987,4,30.7423421399053,28.2932696235397,1.08656025086362
"Cop","ssp126",1987,5,42.8208035912625,42.4789036363618,1.0080487000754
"Cop","ssp126",1987,6,54.3982548165978,51.3931722993463,1.05847240757484
"Cop","ssp126",1987,7,51.9301954226691,47.4115688470859,1.09530641329666
"Cop","ssp126",1987,8,38.4229619953345,34.7408648565222,1.1059874920794
"Cop","ssp126",1987,9,34.7859018925681,32.3358231745861,1.07576979576965
"Cop","ssp126",1987,10,35.5137728298124,32.4353635414222,1.094909042239
"Cop","ssp126",1987,11,26.1170207309084,22.4487414871277,1.16340689948629
"Cop","ssp126",1987,12,15.2064679781381,11.9817237094274,1.26913859365439
"Cop","ssp126",1988,1,7.12448975548977,6.49760640008298,1.09647912120358
"Cop","ssp126",1988,2,5.79060096552254,4.71033205797117,1.22934028732078
"Cop","ssp126",1988,3,25.4846757193878,13.1522646735655,1.9376644518574
"Cop","ssp126",1988,4,27.0185629740659,28.2932696235397,0.954946647508946
"Cop","ssp126",1988,5,41.1461480358372,42.4789036363618,0.968625470847045
"Cop","ssp126",1988,6,52.4293954866842,51.3931722993463,1.02016266248953
"Cop","ssp126",1988,7,49.4439504134809,47.4115688470859,1.0428667858039
"Cop","ssp126",1988,8,34.2978891746613,34.7408648565222,0.987249146396025
"Cop","ssp126",1988,9,27.9249325541595,32.3358231745861,0.86359120667467
"Cop","ssp126",1988,10,31.5390903248234,32.4353635414222,0.972367406474288
"Cop","ssp126",1988,11,24.155063482867,22.4487414871277,1.07600969509662
"Cop","ssp126",1988,12,12.373119867685,11.9817237094274,1.03266609777937
"Cop","ssp126",1989,1,6.88591467591699,6.49760640008298,1.05976174177449
"Cop","ssp126",1989,2,6.77378791854413,4.71033205797117,1.43807014774702
"Cop","ssp126",1989,3,17.1436552405664,13.1522646735655,1.30347553566368
"Cop","ssp126",1989,4,29.5051913997833,28.2932696235397,1.04283427798798
"Cop","ssp126",1989,5,43.5504873385808,42.4789036363618,1.02522625610567
"Cop","ssp126",1989,6,57.3175330705782,51.3931722993463,1.11527524973015
"Cop","ssp126",1989,7,51.5033696203467,47.4115688470859,1.08630384677752
"Cop","ssp126",1989,8,30.6567510313578,34.7408648565222,0.882440640380381
"Cop","ssp126",1989,9,24.2927703659816,32.3358231745861,0.751264943367027
"Cop","ssp126",1989,10,27.6650047019378,32.4353635414222,0.852927227610926
"Cop","ssp126",1989,11,16.9488419987958,22.4487414871277,0.75500187876966
"Cop","ssp126",1989,12,9.37251660510662,11.9817237094274,0.782234412376926
"Cop","ssp126",1990,1,6.77949443724965,6.49760640008298,1.04338336609048
"Cop","ssp126",1990,2,7.16002069622765,4.71033205797117,1.52006707979556
"Cop","ssp126",1990,3,15.0708799999624,13.1522646735655,1.14587718343694
"Cop","ssp126",1990,4,34.6299321651893,28.2932696235397,1.22396360074191
"Cop","ssp126",1990,5,47.4026111464237,42.4789036363618,1.11590947714214
"Cop","ssp126",1990,6,50.1363406059984,51.3931722993463,0.97554477302885
"Cop","ssp126",1990,7,48.4199550182223,47.4115688470859,1.02126877881617
"Cop","ssp126",1990,8,35.9532277803015,34.7408648565222,1.03489731556155
"Cop","ssp126",1990,9,35.1013246700145,32.3358231745861,1.08552438824572
"Cop","ssp126",1990,10,36.2325899549172,32.4353635414222,1.11707056739616
"Cop","ssp126",1990,11,25.4178160879494,22.4487414871277,1.13226018048826
"Cop","ssp126",1990,12,12.9779970486444,11.9817237094274,1.08314941684335
"Cop","ssp126",1991,1,6.41299616857613,6.49760640008298,0.986978246096012
"Cop","ssp126",1991,2,5.07411375811263,4.71033205797117,1.07723058494907
"Cop","ssp126",1991,3,16.4056029154374,13.1522646735655,1.24735954777513
"Cop","ssp126",1991,4,42.1038919182281,28.2932696235397,1.48812394178714
"Cop","ssp126",1991,5,54.8096729901007,42.4789036363618,1.29027984006592
"Cop","ssp126",1991,6,69.7957309518008,51.3931722993463,1.35807399755879
"Cop","ssp126",1991,7,53.4195824134672,47.4115688470859,1.12672041260138
"Cop","ssp126",1991,8,41.2021803674734,34.7408648565222,1.18598602935292
"Cop","ssp126",1991,9,37.6842354497465,32.3358231745861,1.16540207578089
"Cop","ssp126",1991,10,33.9264416476464,32.4353635414222,1.04597075362883
"Cop","ssp126",1991,11,28.6121598082844,22.4487414871277,1.27455518273445
"Cop","ssp126",1991,12,15.2556941404672,11.9817237094274,1.27324703109819
"Cop","ssp126",1992,1,9.41950526260385,6.49760640008298,1.44968849798036
"Cop","ssp126",1992,2,6.53533909156847,4.71033205797117,1.38744763875168
"Cop","ssp126",1992,3,8.2846402468229,13.1522646735655,0.629902184334386
"Cop","ssp126",1992,4,49.3862476556983,28.2932696235397,1.74551221236762
"Cop","ssp126",1992,5,55.4735672302133,42.4789036363618,1.30590863891148
"Cop","ssp126",1992,6,58.34714057446,51.3931722993463,1.13530918532542
"Cop","ssp126",1992,7,45.5471276138461,47.4115688470859,0.960675394664685
"Cop","ssp126",1992,8,37.9296628496057,34.7408648565222,1.0917881004475
"Cop","ssp126",1992,9,34.3320248578704,32.3358231745861,1.06173344258183
"Cop","ssp126",1992,10,41.5561238728908,32.4353635414222,1.28119803003967
"Cop","ssp126",1992,11,28.639997723054,22.4487414871277,1.27579524845419
"Cop","ssp126",1992,12,13.6270546315226,11.9817237094274,1.13732005193883
"Cop","ssp126",1993,1,6.68512014513891,6.49760640008298,1.0288588956471
"Cop","ssp126",1993,2,5.26877097915852,4.71033205797117,1.1185561685067
"Cop","ssp126",1993,3,11.4628077583313,13.1522646735655,0.871546311060039
"Cop","ssp126",1993,4,29.8837648160055,28.2932696235397,1.05621461264917
"Cop","ssp126",1993,5,47.3036230120016,42.4789036363618,1.11357918784679
"Cop","ssp126",1993,6,48.4357817456351,51.3931722993463,0.942455574906226
"Cop","ssp126",1993,7,40.3421523675019,47.4115688470859,0.850892584837583
"Cop","ssp126",1993,8,36.0654013591691,34.7408648565222,1.03812618102966
"Cop","ssp126",1993,9,24.3799678047892,32.3358231745861,0.753961563717057
"Cop","ssp126",1993,10,31.9111516635754,32.4353635414222,0.983838261064122
"Cop","ssp126",1993,11,24.677997901573,22.4487414871277,1.09930429354908
"Cop","ssp126",1993,12,15.1068478836868,11.9817237094274,1.26082425617948
"Cop","ssp126",1994,1,8.67543461670102,6.49760640008298,1.33517392136745
"Cop","ssp126",1994,2,5.90109495412191,4.71033205797117,1.25279807909416
"Cop","ssp126",1994,3,7.10062740672189,13.1522646735655,0.539878688800516
"Cop","ssp126",1994,4,31.18920154982,28.2932696235397,1.10235409215027
"Cop","ssp126",1994,5,53.9666939857445,42.4789036363618,1.27043518937596
"Cop","ssp126",1994,6,59.7748815543705,51.3931722993463,1.16308993743768
"Cop","ssp126",1994,7,44.9643574922701,47.4115688470859,0.948383666385126
"Cop","ssp126",1994,8,32.8365200709868,34.7408648565222,0.945184301156569
"Cop","ssp126",1994,9,30.2235401516577,32.3358231745861,0.934676689332329
"Cop","ssp126",1994,10,30.7408565246066,32.4353635414222,0.947757421782814
"Cop","ssp126",1994,11,19.7048468492572,22.4487414871277,0.877770669707971
"Cop","ssp126",1994,12,12.6046198714592,11.9817237094274,1.05198719125377
"Cop","ssp126",1995,1,8.06248661240401,6.49760640008298,1.24083949010839
"Cop","ssp126",1995,2,5.51375662019188,4.71033205797117,1.170566438275
"Cop","ssp126",1995,3,15.3851208791763,13.1522646735655,1.16976971350786
"Cop","ssp126",1995,4,27.1590539652136,28.2932696235397,0.959912174399866
"Cop","ssp126",1995,5,48.7540607159699,42.4789036363618,1.14772408283712
"Cop","ssp126",1995,6,64.7992818587202,51.3931722993463,1.26085390256294
"Cop","ssp126",1995,7,47.750996194645,47.4115688470859,1.00715916717824
"Cop","ssp126",1995,8,34.8230324683359,34.7408648565222,1.00236515734864
"Cop","ssp126",1995,9,27.8379838541236,32.3358231745861,0.860902278683985
"Cop","ssp126",1995,10,31.1623476626305,32.4353635414222,0.960752224122106
"Cop","ssp126",1995,11,21.2954533514865,22.4487414871277,0.948625710875484
"Cop","ssp126",1995,12,10.6868220386902,11.9817237094274,0.891926929535325
"Cop","ssp126",1996,1,6.15954869737678,6.49760640008298,0.947971963536929
"Cop","ssp126",1996,2,4.12949886257836,4.71033205797117,0.876689543700027
"Cop","ssp126",1996,3,18.5215751433651,13.1522646735655,1.40824227637323
"Cop","ssp126",1996,4,42.4175460141351,28.2932696235397,1.49920976184542
"Cop","ssp126",1996,5,54.7178400565954,42.4789036363618,1.28811799205093
"Cop","ssp126",1996,6,52.0496781347266,51.3931722993463,1.01277418392382
"Cop","ssp126",1996,7,45.0250713850136,47.4115688470859,0.949664237651166
"Cop","ssp126",1996,8,33.8170739741449,34.7408648565222,0.973409099451252
"Cop","ssp126",1996,9,31.6751865863157,32.3358231745861,0.979569513826707
"Cop","ssp126",1996,10,29.2785635721662,32.4353635414222,0.902674130190508
"Cop","ssp126",1996,11,19.931581652711,22.4487414871277,0.887870781715756
"Cop","ssp126",1996,12,12.318549508337,11.9817237094274,1.02811163127093
"Cop","ssp126",1997,1,6.54589463999585,6.49760640008298,1.00743169668022
"Cop","ssp126",1997,2,4.45178833424761,4.71033205797117,0.945111359339086
"Cop","ssp126",1997,3,18.706779854973,13.1522646735655,1.42232385975104
"Cop","ssp126",1997,4,29.6665878653544,28.2932696235397,1.04853868994597
"Cop","ssp126",1997,5,42.8404227786082,42.4789036363618,1.00851055727194
"Cop","ssp126",1997,6,49.0495470948948,51.3931722993463,0.954398121392454
"Cop","ssp126",1997,7,46.3089095511364,47.4115688470859,0.976742821999715
"Cop","ssp126",1997,8,32.6605694851111,34.7408648565222,0.940119643537874
"Cop","ssp126",1997,9,28.8663546313028,32.3358231745861,0.892705111462569
"Cop","ssp126",1997,10,28.6224697025919,32.4353635414222,0.882446397310732
"Cop","ssp126",1997,11,21.0284719052482,22.4487414871277,0.936732774855378
"Cop","ssp126",1997,12,11.4871543892166,11.9817237094274,0.958723024148716
"Cop","ssp126",1998,1,5.40409224703133,6.49760640008298,0.831705079421602
"Cop","ssp126",1998,2,3.43135424985578,4.71033205797117,0.72847396056696
"Cop","ssp126",1998,3,9.45170321918992,13.1522646735655,0.718636938487614
"Cop","ssp126",1998,4,20.9088320307214,28.2932696235397,0.739003738660359
"Cop","ssp126",1998,5,34.2952274309021,42.4789036363618,0.807347282888571
"Cop","ssp126",1998,6,35.6548346597628,51.3931722993463,0.693765982222045
"Cop","ssp126",1998,7,43.6413687785086,47.4115688470859,0.920479322657787
"Cop","ssp126",1998,8,35.0809790262527,34.7408648565222,1.00979003174317
"Cop","ssp126",1998,9,34.5535262512602,32.3358231745861,1.06858347365089
"Cop","ssp126",1998,10,33.4205957288833,32.4353635414222,1.03037524725761
"Cop","ssp126",1998,11,23.9324127360135,22.4487414871277,1.0660915111761
"Cop","ssp126",1998,12,12.8275908917414,11.9817237094274,1.07059645196529
"Cop","ssp126",1999,1,5.86720283099872,6.49760640008298,0.902979107956399
"Cop","ssp126",1999,2,3.44670675565899,4.71033205797117,0.731733286154681
"Cop","ssp126",1999,3,6.20376208865299,13.1522646735655,0.471687746759067
"Cop","ssp126",1999,4,20.0011381829938,28.2932696235397,0.706922121378051
"Cop","ssp126",1999,5,39.1799318950624,42.4789036363618,0.922338585535538
"Cop","ssp126",1999,6,50.1122554031425,51.3931722993463,0.975076127063282
"Cop","ssp126",1999,7,49.7337175094367,47.4115688470859,1.04897852399359
"Cop","ssp126",1999,8,34.4337576268995,34.7408648565222,0.991160058021266
"Cop","ssp126",1999,9,38.4098563191106,32.3358231745861,1.18784223032548
"Cop","ssp126",1999,10,35.6254844902859,32.4353635414222,1.09835317383724
"Cop","ssp126",1999,11,24.6417842458986,22.4487414871277,1.09769112268625
"Cop","ssp126",1999,12,12.4951279001055,11.9817237094274,1.04284894253355
"Cop","ssp126",2000,1,6.11189843658374,6.49760640008298,0.940638453647435
"Cop","ssp126",2000,2,5.64803978609627,4.71033205797117,1.19907465473442
"Cop","ssp126",2000,3,14.8127521027388,13.1522646735655,1.12625106553023
"Cop","ssp126",2000,4,29.210306868336,28.2932696235397,1.03241185119281
"Cop","ssp126",2000,5,46.3259040391159,42.4789036363618,1.09056261045921
"Cop","ssp126",2000,6,50.8038066782723,51.3931722993463,0.988532219462128
"Cop","ssp126",2000,7,40.7431787224937,47.4115688470859,0.859350992031092
"Cop","ssp126",2000,8,35.270131393602,34.7408648565222,1.01523469663941
"Cop","ssp126",2000,9,35.5151251110037,32.3358231745861,1.09832135459339
"Cop","ssp126",2000,10,37.0072320089899,32.4353635414222,1.14095320564942
"Cop","ssp126",2000,11,24.6818789968006,22.4487414871277,1.09947718053386
"Cop","ssp126",2000,12,13.6074506187789,11.9817237094274,1.13568389229943
"Cop","ssp126",2001,1,7.81678214520076,6.49760640008298,1.20302487776128
"Cop","ssp126",2001,2,6.55908033598216,4.71033205797117,1.39248788732047
"Cop","ssp126",2001,3,19.3396939160122,13.1522646735655,1.47044591908819
"Cop","ssp126",2001,4,29.5237385602783,28.2932696235397,1.04348981058431
"Cop","ssp126",2001,5,46.6604284262132,42.4789036363618,1.09843768157594
"Cop","ssp126",2001,6,52.1411141761253,51.3931722993463,1.01455333156752
"Cop","ssp126",2001,7,50.3126136431419,47.4115688470859,1.06118854251401
"Cop","ssp126",2001,8,34.82969783631,34.7408648565222,1.00255701693538
"Cop","ssp126",2001,9,40.1939008531504,32.3358231745861,1.2430146168272
"Cop","ssp126",2001,10,32.6338163133112,32.4353635414222,1.00611840751023
"Cop","ssp126",2001,11,23.5951508993642,22.4487414871277,1.05106787001373
"Cop","ssp126",2001,12,12.059583120719,11.9817237094274,1.00649818116156
"Cop","ssp126",2002,1,7.55430459112776,6.49760640008298,1.16262883991115
"Cop","ssp126",2002,2,4.66755878099921,4.71033205797117,0.99091926504426
"Cop","ssp126",2002,3,15.425388392611,13.1522646735655,1.17283135455859
"Cop","ssp126",2002,4,26.6946483169321,28.2932696235397,0.943498177203334
"Cop","ssp126",2002,5,42.9927023557438,42.4789036363618,1.01209538560082
"Cop","ssp126",2002,6,63.8387105657087,51.3931722993463,1.24216326234683
"Cop","ssp126",2002,7,56.1649209155963,47.4115688470859,1.18462481376101
"Cop","ssp126",2002,8,35.1441386898653,34.7408648565222,1.01160805394479
"Cop","ssp126",2002,9,36.0408778083233,32.3358231745861,1.11458049525237
"Cop","ssp126",2002,10,30.9958907080288,32.4353635414222,0.95562026516043
"Cop","ssp126",2002,11,24.15073801713,22.4487414871277,1.07581701321556
"Cop","ssp126",2002,12,14.1548388278034,11.9817237094274,1.18136915614789
"Cop","ssp126",2003,1,7.80335347403497,6.49760640008298,1.20095816729301
"Cop","ssp126",2003,2,5.07008535398195,4.71033205797117,1.07637535774192
"Cop","ssp126",2003,3,12.3084146544663,13.1522646735655,0.935839945435763
"Cop","ssp126",2003,4,22.1728062094722,28.2932696235397,0.783677761690177
"Cop","ssp126",2003,5,36.6270847199876,42.4789036363618,0.862241762017486
"Cop","ssp126",2003,6,46.5356540707029,51.3931722993463,0.905483199201051
"Cop","ssp126",2003,7,40.2574190738812,47.4115688470859,0.849105398805118
"Cop","ssp126",2003,8,29.7984570312678,34.7408648565222,0.85773503781019
"Cop","ssp126",2003,9,31.3541028678637,32.3358231745861,0.969639854182096
"Cop","ssp126",2003,10,30.2154190508993,32.4353635414222,0.931557897056161
"Cop","ssp126",2003,11,18.9694194695372,22.4487414871277,0.845010375321684
"Cop","ssp126",2003,12,10.9339818283517,11.9817237094274,0.912554995718077
"Cop","ssp126",2004,1,6.64612289940303,6.49760640008298,1.02285710924536
"Cop","ssp126",2004,2,4.51149619071296,4.71033205797117,0.957787292952791
"Cop","ssp126",2004,3,19.5757909512318,13.1522646735655,1.4883969747489
"Cop","ssp126",2004,4,28.5573040350284,28.2932696235397,1.00933205723488
"Cop","ssp126",2004,5,39.5733751488093,42.4789036363618,0.931600671419744
"Cop","ssp126",2004,6,49.2429363160735,51.3931722993463,0.958161057450424
"Cop","ssp126",2004,7,40.2242453527797,47.4115688470859,0.848405702045273
"Cop","ssp126",2004,8,31.3372108494968,34.7408648565222,0.902027366875225
"Cop","ssp126",2004,9,24.8970290058562,32.3358231745861,0.769951915911754
"Cop","ssp126",2004,10,29.5845046336759,32.4353635414222,0.912106460465425
"Cop","ssp126",2004,11,20.0183064044713,22.4487414871277,0.89173401617859
"Cop","ssp126",2004,12,10.3605601503914,11.9817237094274,0.864696966951385
"Cop","ssp126",2005,1,5.15466470469999,6.49760640008298,0.793317475283538
"Cop","ssp126",2005,2,3.86110288132341,4.71033205797117,0.819709276077334
"Cop","ssp126",2005,3,16.7428803603685,13.1522646735655,1.27300360629296
"Cop","ssp126",2005,4,40.3718790086528,28.2932696235397,1.42690751354746
"Cop","ssp126",2005,5,54.6166979533865,42.4789036363618,1.28573699596698
"Cop","ssp126",2005,6,48.1985569847297,51.3931722993463,0.937839694035442
"Cop","ssp126",2005,7,39.5968015104159,47.4115688470859,0.835171720179214
"Cop","ssp126",2005,8,32.6174757864822,34.7408648565222,0.938879211015343
"Cop","ssp126",2005,9,29.2152992488129,32.3358231745861,0.903496382048944
"Cop","ssp126",2005,10,35.8497793373656,32.4353635414222,1.10526830666112
"Cop","ssp126",2005,11,23.4634695329962,22.4487414871277,1.04520200147747
"Cop","ssp126",2005,12,11.2025385280414,11.9817237094274,0.934968857546521
"Cop","ssp126",2006,1,5.85471976977197,6.49760640008298,0.901057929531895
"Cop","ssp126",2006,2,3.60992824944196,4.71033205797117,0.766385088145319
"Cop","ssp126",2006,3,16.7562241832399,13.1522646735655,1.274018170948
"Cop","ssp126",2006,4,23.1203534023796,28.2932696235397,0.817167959377298
"Cop","ssp126",2006,5,32.0188222927806,42.4789036363618,0.753758208236161
"Cop","ssp126",2006,6,50.0097624750463,51.3931722993463,0.973081836313934
"Cop","ssp126",2006,7,47.616787380729,47.4115688470859,1.00432844849123
"Cop","ssp126",2006,8,33.8045967247301,34.7408648565222,0.973049947499611
"Cop","ssp126",2006,9,37.44461911928,32.3358231745861,1.15799183206535
"Cop","ssp126",2006,10,32.0931006948007,32.4353635414222,0.989447849222211
"Cop","ssp126",2006,11,22.8193214926174,22.4487414871277,1.01650782988
"Cop","ssp126",2006,12,12.8910132166681,11.9817237094274,1.07588970746548
"Cop","ssp126",2007,1,6.39658944198754,6.49760640008298,0.984453204476321
"Cop","ssp126",2007,2,4.17582414510875,4.71033205797117,0.8865243667996
"Cop","ssp126",2007,3,6.30078809068872,13.1522646735655,0.479064879476806
"Cop","ssp126",2007,4,17.0400866526653,28.2932696235397,0.602266435777651
"Cop","ssp126",2007,5,41.6889465691137,42.4789036363618,0.981403543885915
"Cop","ssp126",2007,6,54.8595919590116,51.3931722993463,1.06744903076764
"Cop","ssp126",2007,7,64.0001889734106,47.4115688470859,1.34988549271228
"Cop","ssp126",2007,8,36.1525246888966,34.7408648565222,1.04063398646535
"Cop","ssp126",2007,9,27.2460933124975,32.3358231745861,0.84259779518807
"Cop","ssp126",2007,10,33.6318466458423,32.4353635414222,1.03688822858089
"Cop","ssp126",2007,11,26.1029438826843,22.4487414871277,1.16277983323261
"Cop","ssp126",2007,12,12.7290851981896,11.9817237094274,1.06237512288604
"Cop","ssp126",2008,1,7.01352309266985,6.49760640008298,1.07940103798535
"Cop","ssp126",2008,2,3.82105440152734,4.71033205797117,0.81120701353975
"Cop","ssp126",2008,3,11.1011720011417,13.1522646735655,0.84405022835753
"Cop","ssp126",2008,4,24.5807362680842,28.2932696235397,0.868783869632136
"Cop","ssp126",2008,5,43.726590063516,42.4789036363618,1.02937190747282
"Cop","ssp126",2008,6,61.8110290520415,51.3931722993463,1.20270896476316
"Cop","ssp126",2008,7,61.6321147976018,47.4115688470859,1.29993831244819
"Cop","ssp126",2008,8,44.8184053037707,34.7408648565222,1.29007742003166
"Cop","ssp126",2008,9,33.7120252932688,32.3358231745861,1.04255967479945
"Cop","ssp126",2008,10,33.6323442386478,32.4353635414222,1.03690356963926
"Cop","ssp126",2008,11,22.7077889835446,22.4487414871277,1.01153951087037
"Cop","ssp126",2008,12,11.4288906320169,11.9817237094274,0.953860305009747
"Cop","ssp126",2009,1,6.19644548392204,6.49760640008298,0.953650483329199
"Cop","ssp126",2009,2,6.03909818907532,4.71033205797117,1.28209606345173
"Cop","ssp126",2009,3,34.5301155107814,13.1522646735655,2.62541215279699
"Cop","ssp126",2009,4,29.4297957676448,28.2932696235397,1.04016948762824
"Cop","ssp126",2009,5,45.6992811086168,42.4789036363618,1.07581121913651
"Cop","ssp126",2009,6,50.3564432963577,51.3931722993463,0.979827495431688
"Cop","ssp126",2009,7,44.8245986050046,47.4115688470859,0.945435886114106
