"varname","simulation","year","month","prod_biom_month","month_mean","anomaly_ratio"
"prod_PhL","ssp126",1985,6,24.4474281580779,18.7224752235832,1.30577970413247
"prod_PhL","ssp126",1985,7,20.774491967515,17.716396265891,1.17261386885501
"prod_PhL","ssp126",1985,8,21.395179877593,16.8518075771159,1.26960741627781
"prod_PhL","ssp126",1985,9,16.2022402026473,14.8387425203169,1.09188768391011
"prod_PhL","ssp126",1985,10,8.65710047254968,10.3197974935538,0.838882786019524
"prod_PhL","ssp126",1985,11,1.32346950459166,1.8225866400796,0.726149021115315
"prod_PhL","ssp126",1985,12,-0.132167818246028,-0.0287521537837166,4.59679713875488
"prod_PhL","ssp126",1986,1,0.00176302963693072,0.0751663945204219,0.0234550246580169
"prod_PhL","ssp126",1986,2,5.01360632407697,4.79483203427946,1.04562710189501
"prod_PhL","ssp126",1986,3,8.87822515202156,13.0725253564856,0.679151495974483
"prod_PhL","ssp126",1986,4,13.8474575096073,15.1843054059576,0.911958574290412
"prod_PhL","ssp126",1986,5,15.3442354715307,14.4530682258468,1.0616593813686
"prod_PhL","ssp126",1986,6,19.5166166949034,18.7224752235832,1.04241647868867
"prod_PhL","ssp126",1986,7,17.8099346281212,17.716396265891,1.00527976236399
"prod_PhL","ssp126",1986,8,19.915762153271,16.8518075771159,1.1818175624267
"prod_PhL","ssp126",1986,9,19.9594484158942,14.8387425203169,1.34509028568736
"prod_PhL","ssp126",1986,10,11.7120910982115,10.3197974935538,1.13491481838935
"prod_PhL","ssp126",1986,11,2.26197225972833,1.8225866400796,1.24107804259419
"prod_PhL","ssp126",1986,12,-0.0199877908611933,-0.0287521537837166,0.695175429692962
"prod_PhL","ssp126",1987,1,0.159629283591732,0.0751663945204219,2.12367886753386
"prod_PhL","ssp126",1987,2,13.2906994349877,4.79483203427946,2.77188008672027
"prod_PhL","ssp126",1987,3,6.60829557409242,13.0725253564856,0.505510250994761
"prod_PhL","ssp126",1987,4,16.9846351863441,15.1843054059576,1.11856517188334
"prod_PhL","ssp126",1987,5,17.2819213596313,14.4530682258468,1.19572682350766
"prod_PhL","ssp126",1987,6,25.5924649067945,18.7224752235832,1.36693811054201
"prod_PhL","ssp126",1987,7,22.4579672297938,17.716396265891,1.26763744120082
"prod_PhL","ssp126",1987,8,17.5660123737015,16.8518075771159,1.04238149488221
"prod_PhL","ssp126",1987,9,19.0880294855098,14.8387425203169,1.28636435731497
"prod_PhL","ssp126",1987,10,11.1910806386059,10.3197974935538,1.08442831805531
"prod_PhL","ssp126",1987,11,1.24747979124749,1.8225866400796,0.684455687216604
"prod_PhL","ssp126",1987,12,-0.0867650138639724,-0.0287521537837166,3.01768745801265
"prod_PhL","ssp126",1988,1,0.0110392040457565,0.0751663945204219,0.146863556728895
"prod_PhL","ssp126",1988,2,6.28931391275181,4.79483203427946,1.31168597101795
"prod_PhL","ssp126",1988,3,10.1496392752076,13.0725253564856,0.776409989533666
"prod_PhL","ssp126",1988,4,8.03804682261125,15.1843054059576,0.529365460435057
"prod_PhL","ssp126",1988,5,15.8392213831579,14.4530682258468,1.09590718978495
"prod_PhL","ssp126",1988,6,16.8646810277746,18.7224752235832,0.900771977336175
"prod_PhL","ssp126",1988,7,19.2742750593126,17.716396265891,1.08793429374917
"prod_PhL","ssp126",1988,8,19.1012088312305,16.8518075771159,1.13348130423523
"prod_PhL","ssp126",1988,9,19.2785232508644,14.8387425203169,1.29920195221856
"prod_PhL","ssp126",1988,10,9.21782255289603,10.3197974935538,0.893217387129344
"prod_PhL","ssp126",1988,11,1.03991636479276,1.8225866400796,0.570571703931365
"prod_PhL","ssp126",1988,12,0.119229506806458,-0.0287521537837166,-4.14680262575607
"prod_PhL","ssp126",1989,1,-0.0163741493588461,0.0751663945204219,-0.21783869591347
"prod_PhL","ssp126",1989,2,6.26038984415035,4.79483203427946,1.30565362861373
"prod_PhL","ssp126",1989,3,10.8461808751836,13.0725253564856,0.829692854242777
"prod_PhL","ssp126",1989,4,10.9101040435165,15.1843054059576,0.718511894474664
"prod_PhL","ssp126",1989,5,16.6255069208916,14.4530682258468,1.1503098623142
"prod_PhL","ssp126",1989,6,13.0899628540513,18.7224752235832,0.69915770739346
"prod_PhL","ssp126",1989,7,16.3904635905016,17.716396265891,0.925157878866017
"prod_PhL","ssp126",1989,8,11.1144150907315,16.8518075771159,0.659538452469897
"prod_PhL","ssp126",1989,9,8.97463113887992,14.8387425203169,0.604810759846531
"prod_PhL","ssp126",1989,10,7.68816366179202,10.3197974935538,0.744991717772992
"prod_PhL","ssp126",1989,11,1.25065612926721,1.8225866400796,0.686198451017169
"prod_PhL","ssp126",1989,12,0.00946579380595766,-0.0287521537837166,-0.329220338662716
"prod_PhL","ssp126",1990,1,0.112215373618867,0.0751663945204219,1.49289285903395
"prod_PhL","ssp126",1990,2,10.1366656301006,4.79483203427946,2.11408148557259
"prod_PhL","ssp126",1990,3,6.25372011488066,13.0725253564856,0.478386535450707
"prod_PhL","ssp126",1990,4,21.3171141195532,15.1843054059576,1.40389129101614
"prod_PhL","ssp126",1990,5,15.3845077207315,14.4530682258468,1.06444579658311
"prod_PhL","ssp126",1990,6,26.3818423989949,18.7224752235832,1.40910013681118
"prod_PhL","ssp126",1990,7,18.3870155391308,17.716396265891,1.03785302965541
"prod_PhL","ssp126",1990,8,20.9417015447862,16.8518075771159,1.24269764231252
"prod_PhL","ssp126",1990,9,23.5561504312753,14.8387425203169,1.58747618937539
"prod_PhL","ssp126",1990,10,14.3604754059821,10.3197974935538,1.39154624060718
"prod_PhL","ssp126",1990,11,2.45750797250243,1.8225866400796,1.34836277105329
"prod_PhL","ssp126",1990,12,0.107218948154216,-0.0287521537837166,-3.72907535764983
"prod_PhL","ssp126",1991,1,0.588740910405137,0.0751663945204219,7.83250166728674
"prod_PhL","ssp126",1991,2,1.57249156589379,4.79483203427946,0.327955505980534
"prod_PhL","ssp126",1991,3,30.6801211025529,13.0725253564856,2.3469161669923
"prod_PhL","ssp126",1991,4,12.9282550440878,15.1843054059576,0.851422221724771
"prod_PhL","ssp126",1991,5,17.168953909148,14.4530682258468,1.18791066650085
"prod_PhL","ssp126",1991,6,28.5955645193002,18.7224752235832,1.52733888964001
"prod_PhL","ssp126",1991,7,18.1517764047756,17.716396265891,1.02457498310324
"prod_PhL","ssp126",1991,8,22.4032074920215,16.8518075771159,1.32942459670879
"prod_PhL","ssp126",1991,9,13.4895718641851,14.8387425203169,0.909077830935836
"prod_PhL","ssp126",1991,10,12.486595073287,10.3197974935538,1.20996512587449
"prod_PhL","ssp126",1991,11,2.41323265129442,1.8225866400796,1.32407019684343
"prod_PhL","ssp126",1991,12,0.176841868764891,-0.0287521537837166,-6.15056075781855
"prod_PhL","ssp126",1992,1,0.187951503664582,0.0751663945204219,2.5004725165249
"prod_PhL","ssp126",1992,2,2.76935534544675,4.79483203427946,0.57757087748808
"prod_PhL","ssp126",1992,3,24.2527837751221,13.0725253564856,1.85524855479356
"prod_PhL","ssp126",1992,4,26.1601273508694,15.1843054059576,1.72283990946372
"prod_PhL","ssp126",1992,5,14.5517335340506,14.4530682258468,1.00682659949168
"prod_PhL","ssp126",1992,6,20.0799802242079,18.7224752235832,1.07250670567932
"prod_PhL","ssp126",1992,7,15.3079603633807,17.716396265891,0.86405610563435
"prod_PhL","ssp126",1992,8,19.3136989924746,16.8518075771159,1.14609064363528
"prod_PhL","ssp126",1992,9,20.6168965657662,14.8387425203169,1.38939647598426
"prod_PhL","ssp126",1992,10,11.5919744229884,10.3197974935538,1.12327537727647
"prod_PhL","ssp126",1992,11,1.70768917061527,1.8225866400796,0.936959117916436
"prod_PhL","ssp126",1992,12,0.221453690576903,-0.0287521537837166,-7.70216006226011
"prod_PhL","ssp126",1993,1,0.356552005222644,0.0751663945204219,4.74350283125224
"prod_PhL","ssp126",1993,2,3.20228849883784,4.79483203427946,0.667862497777581
"prod_PhL","ssp126",1993,3,15.8250979937394,13.0725253564856,1.21056165983171
"prod_PhL","ssp126",1993,4,13.8163135933742,15.1843054059576,0.909907514633717
"prod_PhL","ssp126",1993,5,14.5620554661877,14.4530682258468,1.00754076841248
"prod_PhL","ssp126",1993,6,17.5770426371278,18.7224752235832,0.938820451207618
"prod_PhL","ssp126",1993,7,16.6539498005418,17.716396265891,0.940030328436785
"prod_PhL","ssp126",1993,8,15.823356776044,16.8518075771159,0.938970891023669
"prod_PhL","ssp126",1993,9,12.2166023372271,14.8387425203169,0.823290943993424
"prod_PhL","ssp126",1993,10,11.6347296457639,10.3197974935538,1.12741840651733
"prod_PhL","ssp126",1993,11,3.56519116009258,1.8225866400796,1.95611614926403
"prod_PhL","ssp126",1993,12,0.316365647304461,-0.0287521537837166,-11.0031982189672
"prod_PhL","ssp126",1994,1,0.290421699476055,0.0751663945204219,3.8637173078343
"prod_PhL","ssp126",1994,2,3.91982417184726,4.79483203427946,0.817510215962404
"prod_PhL","ssp126",1994,3,8.50490288596767,13.0725253564856,0.650593718814106
"prod_PhL","ssp126",1994,4,25.4299069121196,15.1843054059576,1.67474943583143
"prod_PhL","ssp126",1994,5,13.5409700606684,14.4530682258468,0.936892419593839
"prod_PhL","ssp126",1994,6,17.4444544209721,18.7224752235832,0.931738683729099
"prod_PhL","ssp126",1994,7,17.2130517992301,17.716396265891,0.971588778038908
"prod_PhL","ssp126",1994,8,13.439189000057,16.8518075771159,0.797492431512619
"prod_PhL","ssp126",1994,9,10.1230312126604,14.8387425203169,0.682202767438016
"prod_PhL","ssp126",1994,10,6.90501899089334,10.3197974935538,0.66910411713084
"prod_PhL","ssp126",1994,11,2.87028999031408,1.8225866400796,1.57484419516469
"prod_PhL","ssp126",1994,12,0.272576300869231,-0.0287521537837166,-9.48020461074473
"prod_PhL","ssp126",1995,1,0.0545844739463117,0.0751663945204219,0.726181883467641
"prod_PhL","ssp126",1995,2,3.70801521101209,4.79483203427946,0.773335788303439
"prod_PhL","ssp126",1995,3,14.6784987438738,13.0725253564856,1.12285104397151
"prod_PhL","ssp126",1995,4,15.0005233142768,15.1843054059576,0.987896575657084
"prod_PhL","ssp126",1995,5,19.8120329263939,14.4530682258468,1.37078387902186
"prod_PhL","ssp126",1995,6,23.1978349615589,18.7224752235832,1.23903675579917
"prod_PhL","ssp126",1995,7,15.6913163310215,17.716396265891,0.885694590227227
"prod_PhL","ssp126",1995,8,16.6383059235662,16.8518075771159,0.987330637821926
"prod_PhL","ssp126",1995,9,8.6126701726347,14.8387425203169,0.580417792197849
"prod_PhL","ssp126",1995,10,10.2853667828661,10.3197974935538,0.996663625356106
"prod_PhL","ssp126",1995,11,1.52735607423877,1.8225866400796,0.838015620575415
"prod_PhL","ssp126",1995,12,-0.0957181920505031,-0.0287521537837166,3.32907902380211
"prod_PhL","ssp126",1996,1,0.0196254428182181,0.0751663945204219,0.261093310959409
"prod_PhL","ssp126",1996,2,3.54788941983788,4.79483203427946,0.739940292897253
"prod_PhL","ssp126",1996,3,20.2198612306609,13.0725253564856,1.54674484686536
"prod_PhL","ssp126",1996,4,15.9702175588313,15.1843054059576,1.05175818925279
"prod_PhL","ssp126",1996,5,13.8018462685672,14.4530682258468,0.954942303799893
"prod_PhL","ssp126",1996,6,12.4432034096855,18.7224752235832,0.664613159376054
"prod_PhL","ssp126",1996,7,14.7054815737913,17.716396265891,0.830049257935341
"prod_PhL","ssp126",1996,8,11.411403765929,16.8518075771159,0.677162002575038
"prod_PhL","ssp126",1996,9,10.2567413697222,14.8387425203169,0.691213649382946
"prod_PhL","ssp126",1996,10,6.72156983521903,10.3197974935538,0.651327687332784
"prod_PhL","ssp126",1996,11,1.6046289768556,1.8225866400796,0.880413002909706
"prod_PhL","ssp126",1996,12,-0.109744901249912,-0.0287521537837166,3.81692801434809
"prod_PhL","ssp126",1997,1,-0.011827653448424,0.0751663945204219,-0.157352943744169
"prod_PhL","ssp126",1997,2,2.99407866028779,4.79483203427946,0.624438695429238
"prod_PhL","ssp126",1997,3,17.1369733927306,13.0725253564856,1.31091529183598
"prod_PhL","ssp126",1997,4,13.4195161332309,15.1843054059576,0.883775436179365
"prod_PhL","ssp126",1997,5,12.4441095541955,14.4530682258468,0.861001232384787
"prod_PhL","ssp126",1997,6,14.3261968952644,18.7224752235832,0.765187119981809
"prod_PhL","ssp126",1997,7,14.4521206468199,17.716396265891,0.815748328831653
"prod_PhL","ssp126",1997,8,13.2425778660057,16.8518075771159,0.785825366531517
"prod_PhL","ssp126",1997,9,9.57812468838522,14.8387425203169,0.645480887296955
"prod_PhL","ssp126",1997,10,9.61495554460814,10.3197974935538,0.93170002130508
"prod_PhL","ssp126",1997,11,1.24423072897755,1.8225866400796,0.682673021746284
"prod_PhL","ssp126",1997,12,-0.145789340937742,-0.0287521537837166,5.07055374127513
"prod_PhL","ssp126",1998,1,-0.00984652609161031,0.0751663945204219,-0.13099638680867
"prod_PhL","ssp126",1998,2,2.16127849937268,4.79483203427946,0.450751660104286
"prod_PhL","ssp126",1998,3,11.2107603804551,13.0725253564856,0.857581842432083
"prod_PhL","ssp126",1998,4,12.7634417800769,15.1843054059576,0.840568036458827
"prod_PhL","ssp126",1998,5,13.4252496945994,14.4530682258468,0.928885789841543
"prod_PhL","ssp126",1998,6,14.294948363982,18.7224752235832,0.763518081518185
"prod_PhL","ssp126",1998,7,14.797401023314,17.716396265891,0.835237640953148
"prod_PhL","ssp126",1998,8,13.6655184726616,16.8518075771159,0.810923006931244
"prod_PhL","ssp126",1998,9,14.3233024266051,14.8387425203169,0.965263896653907
"prod_PhL","ssp126",1998,10,9.68403542260818,10.3197974935538,0.938393939285853
"prod_PhL","ssp126",1998,11,2.41516207716778,1.8225866400796,1.32512881640694
"prod_PhL","ssp126",1998,12,-0.106036355181951,-0.0287521537837166,3.68794477031502
"prod_PhL","ssp126",1999,1,0.00757359057715471,0.0751663945204219,0.100757667378832
"prod_PhL","ssp126",1999,2,1.05597441847335,4.79483203427946,0.220231785164511
"prod_PhL","ssp126",1999,3,6.58503274178095,13.0725253564856,0.503730730077639
"prod_PhL","ssp126",1999,4,16.3862182373762,15.1843054059576,1.07915494316566
"prod_PhL","ssp126",1999,5,19.5898639759847,14.4530682258468,1.35541212909738
"prod_PhL","ssp126",1999,6,21.8558757955126,18.7224752235832,1.16736038021204
"prod_PhL","ssp126",1999,7,16.5773492283632,17.716396265891,0.935706617732366
"prod_PhL","ssp126",1999,8,14.8328127094322,16.8518075771159,0.880191198573534
"prod_PhL","ssp126",1999,9,14.1285217174145,14.8387425203169,0.952137399652971
"prod_PhL","ssp126",1999,10,9.28503703978569,10.3197974935538,0.899730546610588
"prod_PhL","ssp126",1999,11,1.18448147274115,1.8225866400796,0.649890351818566
"prod_PhL","ssp126",1999,12,-0.133463008029298,-0.0287521537837166,4.64184384353435
"prod_PhL","ssp126",2000,1,0.0127977013124817,0.0751663945204219,0.170258283560544
"prod_PhL","ssp126",2000,2,6.74437484553298,4.79483203427946,1.40659251404757
"prod_PhL","ssp126",2000,3,6.47835915096856,13.0725253564856,0.4955705936156
"prod_PhL","ssp126",2000,4,24.2041509349226,15.1843054059576,1.5940242433102
"prod_PhL","ssp126",2000,5,14.3581130446126,14.4530682258468,0.993430102193502
"prod_PhL","ssp126",2000,6,18.080121684442,18.7224752235832,0.965690779051901
"prod_PhL","ssp126",2000,7,16.2432265648442,17.716396265891,0.916847101468196
"prod_PhL","ssp126",2000,8,18.7787465603445,16.8518075771159,1.11434613019468
"prod_PhL","ssp126",2000,9,16.5167817038848,14.8387425203169,1.11308499903347
"prod_PhL","ssp126",2000,10,10.2494094053118,10.3197974935538,0.993179314973387
"prod_PhL","ssp126",2000,11,1.5471589352358,1.8225866400796,0.848880871401662
"prod_PhL","ssp126",2000,12,-0.095542670759793,-0.0287521537837166,3.32297439275323
"prod_PhL","ssp126",2001,1,-0.0253216383971586,0.0751663945204219,-0.336874457777524
"prod_PhL","ssp126",2001,2,13.685096217623,4.79483203427946,2.8541346432544
"prod_PhL","ssp126",2001,3,8.87181945143248,13.0725253564856,0.678661483493008
"prod_PhL","ssp126",2001,4,13.7157441380341,15.1843054059576,0.903284264333403
"prod_PhL","ssp126",2001,5,11.9266545856319,14.4530682258468,0.825198802030364
"prod_PhL","ssp126",2001,6,15.5865676446176,18.7224752235832,0.832505716177122
"prod_PhL","ssp126",2001,7,18.8893775107644,17.716396265891,1.06620879479489
"prod_PhL","ssp126",2001,8,13.5454665658494,16.8518075771159,0.803799028909135
"prod_PhL","ssp126",2001,9,19.1358038077158,14.8387425203169,1.28958392407682
"prod_PhL","ssp126",2001,10,9.53713154655284,10.3197974935538,0.924158788242715
"prod_PhL","ssp126",2001,11,1.60311995931638,1.8225866400796,0.879585049107108
"prod_PhL","ssp126",2001,12,-0.0998945295893954,-0.0287521537837166,3.47433205668125
"prod_PhL","ssp126",2002,1,-0.0140117542791542,0.0751663945204219,-0.186409822747948
"prod_PhL","ssp126",2002,2,3.30639492839991,4.79483203427946,0.689574713934014
"prod_PhL","ssp126",2002,3,13.986868200141,13.0725253564856,1.06994385696118
"prod_PhL","ssp126",2002,4,11.0935456114568,15.1843054059576,0.730592892784166
"prod_PhL","ssp126",2002,5,13.1364807008575,14.4530682258468,0.908906018817873
"prod_PhL","ssp126",2002,6,21.7126037025712,18.7224752235832,1.15970796827236
"prod_PhL","ssp126",2002,7,19.4909775213106,17.716396265891,1.10016603990938
"prod_PhL","ssp126",2002,8,19.0497430427184,16.8518075771159,1.13042728238763
"prod_PhL","ssp126",2002,9,18.1159036023393,14.8387425203169,1.22085167105874
"prod_PhL","ssp126",2002,10,9.66250509202003,10.3197974935538,0.936307626002904
"prod_PhL","ssp126",2002,11,1.40920003639121,1.8225866400796,0.773186857295116
"prod_PhL","ssp126",2002,12,-0.0943560259590392,-0.0287521537837166,3.2817028828107
"prod_PhL","ssp126",2003,1,-0.00176020473015619,0.0751663945204219,-0.0234174426136398
"prod_PhL","ssp126",2003,2,6.42988261766632,4.79483203427946,1.34100268199125
"prod_PhL","ssp126",2003,3,8.08939500201534,13.0725253564856,0.618808897395023
"prod_PhL","ssp126",2003,4,9.2064146444817,15.1843054059576,0.606311214003214
"prod_PhL","ssp126",2003,5,12.5795898488589,14.4530682258468,0.870375040945457
"prod_PhL","ssp126",2003,6,13.3616062931303,18.7224752235832,0.713666656441867
"prod_PhL","ssp126",2003,7,12.4619978784436,17.716396265891,0.703416072400478
"prod_PhL","ssp126",2003,8,14.2673598047172,16.8518075771159,0.846636762224351
"prod_PhL","ssp126",2003,9,12.8777895519739,14.8387425203169,0.867849114191577
"prod_PhL","ssp126",2003,10,8.80673591949724,10.3197974935538,0.853382629358605
"prod_PhL","ssp126",2003,11,1.80732828703819,1.8225866400796,0.991628187815121
"prod_PhL","ssp126",2003,12,-0.106065795535306,-0.0287521537837166,3.6889687058983
"prod_PhL","ssp126",2004,1,0.0121866420229882,0.0751663945204219,0.162128862249436
"prod_PhL","ssp126",2004,2,5.61282358187226,4.79483203427946,1.17059858233714
"prod_PhL","ssp126",2004,3,18.7074535125763,13.0725253564856,1.43105123168073
"prod_PhL","ssp126",2004,4,15.6858319625646,15.1843054059576,1.03302927221223
"prod_PhL","ssp126",2004,5,13.8991766180275,14.4530682258468,0.961676538215687
"prod_PhL","ssp126",2004,6,19.9499297221948,18.7224752235832,1.06556048193166
"prod_PhL","ssp126",2004,7,12.151224568588,17.716396265891,0.685874507784775
"prod_PhL","ssp126",2004,8,15.7652361090121,16.8518075771159,0.935521963259337
"prod_PhL","ssp126",2004,9,11.1460646487752,14.8387425203169,0.751146172495023
"prod_PhL","ssp126",2004,10,12.8158774240131,10.3197974935538,1.24187295652057
"prod_PhL","ssp126",2004,11,1.82966034439019,1.8225866400796,1.00388113473183
"prod_PhL","ssp126",2004,12,-0.0726101385172289,-0.0287521537837166,2.52538084845494
"prod_PhL","ssp126",2005,1,0.0555655769221293,0.0751663945204219,0.739234298474071
"prod_PhL","ssp126",2005,2,4.95969859568162,4.79483203427946,1.03438422039051
"prod_PhL","ssp126",2005,3,26.4439139938612,13.0725253564856,2.02286193927646
"prod_PhL","ssp126",2005,4,14.0303550765344,15.1843054059576,0.924003746067277
"prod_PhL","ssp126",2005,5,17.0770578291813,14.4530682258468,1.18155242626212
"prod_PhL","ssp126",2005,6,16.1812167718529,18.7224752235832,0.864266961425631
"prod_PhL","ssp126",2005,7,13.8178345639192,17.716396265891,0.779946122029479
"prod_PhL","ssp126",2005,8,17.899881905946,16.8518075771159,1.0621935851115
"prod_PhL","ssp126",2005,9,16.5983184138517,14.8387425203169,1.11857985210846
"prod_PhL","ssp126",2005,10,11.5758179206647,10.3197974935538,1.12170979400473
"prod_PhL","ssp126",2005,11,1.47410202110873,1.8225866400796,0.808796678683184
"prod_PhL","ssp126",2005,12,-0.112955562617772,-0.0287521537837166,3.92859482692887
"prod_PhL","ssp126",2006,1,0.00324462606930968,0.0751663945204219,0.0431659133048899
"prod_PhL","ssp126",2006,2,7.87804149797154,4.79483203427946,1.64302762675511
"prod_PhL","ssp126",2006,3,10.7583868498131,13.0725253564856,0.822976934940546
"prod_PhL","ssp126",2006,4,9.02466466052861,15.1843054059576,0.59434161914234
"prod_PhL","ssp126",2006,5,11.8983611777837,14.4530682258468,0.823241196392162
"prod_PhL","ssp126",2006,6,16.3910371825075,18.7224752235832,0.875473834883808
"prod_PhL","ssp126",2006,7,17.845088347591,17.716396265891,1.00726401011631
"prod_PhL","ssp126",2006,8,16.0226732184337,16.8518075771159,0.95079849120707
"prod_PhL","ssp126",2006,9,23.1954422749358,14.8387425203169,1.56316765003349
"prod_PhL","ssp126",2006,10,12.2112766746715,10.3197974935538,1.18328646296589
"prod_PhL","ssp126",2006,11,3.38945772044622,1.8225866400796,1.8596963490845
"prod_PhL","ssp126",2006,12,-0.136845426940006,-0.0287521537837166,4.7594843840014
"prod_PhL","ssp126",2007,1,-0.025092594175597,0.0751663945204219,-0.333827295238694
"prod_PhL","ssp126",2007,2,3.71632664071625,4.79483203427946,0.77506920245533
"prod_PhL","ssp126",2007,3,3.45362895188845,13.0725253564856,0.264189883569437
"prod_PhL","ssp126",2007,4,19.9463510784133,15.1843054059576,1.31361629953697
"prod_PhL","ssp126",2007,5,16.6163750732004,14.4530682258468,1.14967803469473
