"id","agency","code","name","begin_date","end_date","reportable_flag","last_modified_date","akfin_load_date"
878,"AKR","RKCR","Red King Crab",1989-01-01,1989-12-31,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
885,"AKR","UCRB","Unspecified Crab",1989-01-01,1989-12-31,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
882,"AKR","SLRO","Slope Rockfish",1988-01-01,1989-12-31,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
883,"AKR","SQID","Squid",1988-01-01,1989-12-31,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
884,"AKR","THDS","Thornyhead Rockfish (Idiots)",1988-01-01,1989-12-31,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
886,"AKR","UKCR","Unspecified King Crab",1989-01-01,1989-12-31,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
887,"AKR","USMN","Unspecified Salmon",1989-01-01,1989-12-31,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
889,"AKR","UTCR","Unspecified Tanner Crab",1989-01-01,1989-12-31,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
890,"AKR","YSOL","Yellowfin Sole",1988-01-01,1989-12-31,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
891,"AKR","OTHR","Other Species",1988-01-01,1989-12-31,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1110,"AKR","119","Shallow Water Flatfish",1991-01-01,1993-12-31,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
905,"AKR","RSOL","Rock Sole",1988-01-01,1989-12-31,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
944,"AKR","ROCK","Other Rockfish",1988-01-01,1989-12-31,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
948,"AKR","139","Other Rockfish",1990-01-01,1990-12-31,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
950,"AKR","139","Other Rockfish",1991-01-01,1992-12-31,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
964,"AKR","141","Pacific Ocean Perch Complex",1990-01-01,1990-12-31,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
984,"AKR","180","Shad",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
985,"AKR","190","Greenling, general",1986-01-01,2003-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
987,"AKR","192","Greenling, whitespot",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
988,"AKR","194","Greenling, kelp",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1456,"AKR","214","Giant grenadier",1990-01-01,1998-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1457,"AKR","692","Shark, pacific sleeper",1990-01-01,1998-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1472,"AKR","180","Shad",1990-01-01,1998-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1459,"AKR","130","Lingcod",1969-01-01,1998-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1470,"AKR","100","Flatfish, unidentified",1990-01-01,1997-12-21,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1471,"AKR","170","Pacific sardine",1990-01-01,1998-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1473,"AKR","190","Greenling, general",1990-01-01,1998-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1474,"AKR","194","Greenling, kelp",1990-01-01,1998-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1475,"AKR","191","Greenling, rock",1990-01-01,1998-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1476,"AKR","211","Wrymouths",1990-01-01,1998-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1477,"AKR","213","Grenadiers, (rattails, general)",1990-01-01,1998-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1478,"AKR","212","Pacific hagfish",1990-01-01,1998-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1479,"AKR","220","Pacific saury",1990-01-01,1998-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1480,"AKR","250","Pacific tomcod",1990-01-01,1998-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1481,"AKR","600","Lamprey, pacific",1990-01-01,1998-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1482,"AKR","720","Tuna, albacore",1990-01-01,1998-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1484,"AKR","815","Clam, geoduck",1990-01-01,1998-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1486,"AKR","890","Snails",1990-01-01,1998-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1488,"AKR","850","Scallop, weathervane",1990-01-01,1998-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1489,"AKR","895","Sea cucumbers",1990-01-01,1998-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1490,"AKR","896","Sea urchins",1990-01-01,1998-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1491,"AKR","900","Crabs, box",1990-01-01,1998-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1492,"AKR","910","Crab, dungeness",1990-01-01,1998-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1493,"AKR","940","Crab, hair",1990-01-01,1998-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1494,"AKR","960","Shrimp, general",1990-01-01,1998-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1495,"AKR","961","Shrimp, Northern (Pink)",1990-01-01,1998-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1496,"AKR","680","Sturgeon, general",1990-01-01,1999-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1497,"AKR","680","Sturgeon, general",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1510,"AKR","216","Lumpsucker, smooth",1990-01-01,1999-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1511,"AKR","216","Lumpsucker, smooth",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1530,"AKR","625","Jellyfish, general",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
65,"AKR","420","Sockeye Salmon",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
66,"AKR","430","Coho Salmon",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
83,"AKR","921","Red King Crab",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1550,"AKR","515","Smelt, Surf",2000-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1551,"AKR","701","Skate, Longnose",2000-01-01,NA,"Y",2018-11-07 07:08:16,2024-11-18 23:23:02
1552,"AKR","714","Ratfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1553,"AKR","715","Skilfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1610,"AKR","893","Sea Urchin, green",2001-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1611,"AKR","892","Sea Urchin, red",2001-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1612,"AKR","951","Crab, Multispine",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1613,"AKR","953","Crab, Verrilli",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1614,"AKR","230","Pacific Herring (directed fishery)",2001-01-01,NA,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1630,"AKR","690","Shark, salmon",1991-01-01,1998-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1631,"AKR","691","Shark, spiny dogfish",1991-01-01,1998-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1633,"AKR","510","Smelt, General (family Osmeridae)",1986-01-01,2003-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
989,"AKR","206","Pacific sandfish (family Trichodontidae)",1999-03-21,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
990,"AKR","210","Eels or eel-like fish",1986-01-01,2006-12-31,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
991,"AKR","211","Wrymouths",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
992,"AKR","212","Pacific hagfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
993,"AKR","213","Grenadiers (rattails, general)",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
994,"AKR","214","Giant grenadier",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
995,"AKR","220","Pacific saury",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
996,"AKR","250","Pacific tomcod",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
997,"AKR","260","Pacific Flatnose",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
998,"AKR","521","Arctic char, anadromous",1999-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
999,"AKR","531","Dolly varden, anadromous",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1000,"AKR","600","Lamprey, pacific",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1001,"AKR","691","Shark, spiny dogfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1002,"AKR","692","Shark, pacific sleeper",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1003,"AKR","130","Lingcod",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1004,"AKR","170","Pacific sardine",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1005,"AKR","720","Tuna, albacore",1999-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1010,"AKR","812","Clam, surf",1999-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1011,"AKR","815","Clam, geoduck",1999-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1012,"AKR","820","Clam, cockle",1999-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1009,"AKR","810","Clam, butter",1999-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1013,"AKR","830","Clam, pacific razor",1999-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1014,"AKR","840","Clam, little-neck",1999-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1015,"AKR","842","Clam, eastern softshell",1999-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1016,"AKR","850","Scallop, weathervane",1999-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1017,"AKR","851","Scallop, pink (or calico)",1999-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1018,"AKR","855","Mussel, blue",1999-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1019,"AKR","860","Abalone",1999-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1020,"AKR","880","Oysters",1999-01-01,NA,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1021,"AKR","888","Mixed species tote",1986-01-01,2003-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1022,"AKR","890","Snails",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1023,"AKR","895","Sea cucumbers",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1024,"AKR","896","Sea urchins",1999-01-01,2003-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1025,"AKR","899","Coral",1999-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1026,"AKR","900","Crabs, box",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1027,"AKR","910","Crab, dungeness",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1028,"AKR","924","Crab, scarlet king",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1029,"AKR","940","Crab, hair",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1030,"AKR","960","Shrimp, general",1986-01-01,2003-12-31,"N",2015-06-03 05:35:13,2024-11-18 23:23:02
1031,"AKR","961","Shrimp, Northern (Pink)",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1032,"AKR","962","Shrimp, sidestripe",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1033,"AKR","963","Shrimp, humpy",1999-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1034,"AKR","964","Shrimp, coonstripe",1999-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1035,"AKR","965","Shrimp, spot",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1036,"AKR","690","Shark, salmon",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1,"AKR","000","Unspecified Salmon",1984-01-01,1999-12-31,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
2,"AKR","110","Pacific Cod",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
3,"AKR","120","Miscellaneous Flatfish",1986-01-01,2006-12-31,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
4,"AKR","121","Arrowtooth/Kamchatka Flounder",1986-01-01,2010-12-31,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
5,"AKR","122","Flathead Sole",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
6,"AKR","123","Rock Sole",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
7,"AKR","124","Dover Sole",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
8,"AKR","125","Rex Sole",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
9,"AKR","126","Butter Sole",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
10,"AKR","127","Yellowfin Sole",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
11,"AKR","128","English Sole",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
12,"AKR","129","Starry Flounder",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
13,"AKR","131","Petrale Sole",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
14,"AKR","132","Sand Sole",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
15,"AKR","133","Alaska Plaice Flounder",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
16,"AKR","134","Greenland Turbot",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
17,"AKR","135","Greenstriped Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
18,"AKR","136","Northern Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
19,"AKR","137","Bocaccio Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
20,"AKR","138","Copper Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
21,"AKR","141","Pacific Ocean Perch",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
22,"AKR","142","Black Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
23,"AKR","143","Thornyhead Rockfish (Idiots)",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
24,"AKR","144","Slope Rockfish",1995-01-01,2005-12-31,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
25,"AKR","145","Yelloweye Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
26,"AKR","146","Canary Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
27,"AKR","147","Quillback Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
28,"AKR","148","Tiger Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
29,"AKR","149","China Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
30,"AKR","150","Rosethorn Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
31,"AKR","151","Rougheye Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
32,"AKR","152","Shortraker Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
