"year","model","race_group","bio_tkm2","cv_tkm2"
1990,"EGOA","Salmon shark",0.0310910253139529,2.34506889199492
1990,"EGOA","Sessile epifauna",0.126497796757044,1.64322836563725
1990,"EGOA","Shallow-water flatfish",0.166494740973039,1.0964705308012
1990,"EGOA","Shelf demersal fish",0.0547968026020906,0.883397680046229
1990,"EGOA","Shelf forage fish",0.105427847106734,0.533924713616349
1990,"EGOA","Slope demersal fish",0.0242020933459971,1.26791286606959
1990,"EGOA","Slope forage fish",0.000295809191461047,1.30766330764812
1990,"EGOA","Slope rockfish",1.18974993215347,1.03036844680901
1990,"EGOA","Sockeye (red) salmon",0.000588318918761982,3.38983335008732
1990,"EGOA","Squid",0.0143619723882439,0.722231230054561
1990,"EGOA","Tanner crab",0.000341746246859174,1.12687008568245
1990,"EGOA","Thornyheads",0.140770033525672,0.364895460454712
1990,"EGOA","Walleye pollock adult",0.58052231706545,0.43999059883618
1990,"EGOA","Walleye pollock juvenile",0.122614227624437,0.43999059883618
1993,"EGOA","Arrowtooth flounder adult",2.60132538239494,0.342476600030242
1993,"EGOA","Arrowtooth flounder juvenile",0.00334539427469348,0.342476600030242
1993,"EGOA","Big skate",0.185781661192061,0.974964859542359
1993,"EGOA","Chinook (king) salmon",0.00468803227844711,1.96941895672672
1993,"EGOA","Coho (silver) salmon",0.000479995380649051,2.55493773035224
1993,"EGOA","Deep-water flatfish",0.465326533888599,0.62008452396921
1993,"EGOA","Demersal shelf rockfish",0.0156435976146006,1.10532480592685
1993,"EGOA","Flathead sole adult",0.195875383585483,0.895174743788466
1993,"EGOA","Flathead sole juvenile",0.00172663320761124,0.895174743788466
1993,"EGOA","Gelatinous carnivores",0.098710732325645,1.26134788020266
1993,"EGOA","Infauna",0.00378548666518898,1.48114962967936
1993,"EGOA","King crab",2.89357256902258e-05,3.46410161513775
1993,"EGOA","Large sculpins",0.00309905270703646,1.77889570707125
1993,"EGOA","Lingcod",0.149532563794744,0.556232727245518
1993,"EGOA","Longnose skate",0.0415194493234395,0.675387412158963
1993,"EGOA","Miscellaneous deep-sea fish",0.00207913344097775,1.9735500048736
1993,"EGOA","Motile epifauna",0.0748532854292414,0.372726810900448
1993,"EGOA","Octopus",0.000625915263875095,0.933142991933312
1993,"EGOA","Other skates",0.0172069447769399,0.922914979450996
1993,"EGOA","Pacific capelin",0.00089329069661365,1.64572701165012
1993,"EGOA","Pacific cod adult",0.239558923156043,0.651604569437882
1993,"EGOA","Pacific cod juvenile",0.00057264235609945,0.651604569437882
1993,"EGOA","Pacific dogfish",0.304006253046553,0.698104266732296
1993,"EGOA","Pacific hake",0.0203728306114076,1.27548056805682
1993,"EGOA","Pacific halibut adult",0.518940424132877,0.494301171300577
1993,"EGOA","Pacific halibut juvenile",2.84119610294245e-05,0.494301171300577
1993,"EGOA","Pacific herring",0.145028371819846,2.82924903550443
1993,"EGOA","Pacific ocean perch adult",1.7749637154322,1.65777197896097
1993,"EGOA","Pacific ocean perch juvenile",0.00337814384308674,1.65777197896097
1993,"EGOA","Pacific sleeper shark",0.0135525413056906,2.12967246934967
1993,"EGOA","Pandalid shrimp",0.0331086261631013,0.670880380959521
1993,"EGOA","Pelagic shelf rockfish",0.106850994770122,1.36226103326318
1993,"EGOA","Pink (humpback) salmon",0.000808830350154259,2.67707501615191
1993,"EGOA","Rex sole adult",0.244715463549196,0.663148430495594
1993,"EGOA","Rex sole juvenile",0.000491122516865006,0.663148430495594
1993,"EGOA","Sablefish adult",0.474042720442843,0.972628153414329
1993,"EGOA","Sablefish juvenile",0.0042956780473138,0.972628153414329
1993,"EGOA","Salmon shark",0.0214127888015392,2.72228839144143
1993,"EGOA","Sessile epifauna",0.0352689631281853,0.855833537199601
1993,"EGOA","Shallow-water flatfish",0.188172821174899,1.02538070959224
1993,"EGOA","Shelf demersal fish",0.0515346631321805,0.612346921784661
1993,"EGOA","Shelf forage fish",0.102139054226464,0.44437049815153
1993,"EGOA","Slope demersal fish",0.0293802981714644,1.27534951522392
1993,"EGOA","Slope forage fish",0.004809878081502,0.948555529659982
1993,"EGOA","Slope rockfish",1.07533341604982,1.00330186119139
1993,"EGOA","Sockeye (red) salmon",0.000189478425060845,1.90227522112564
1993,"EGOA","Squid",0.0268003385288178,0.40593148451093
1993,"EGOA","Tanner crab",0.000289670038451007,1.00310730109731
1993,"EGOA","Thornyheads",0.197098069450464,0.316026524323078
1993,"EGOA","Walleye pollock adult",0.365308064880112,0.594788222427318
1993,"EGOA","Walleye pollock juvenile",0.0605026265256467,0.594788222427318
1996,"EGOA","Arrowtooth flounder adult",3.04742026893088,0.399490448275578
1996,"EGOA","Arrowtooth flounder juvenile",0.00669004767231404,0.399490448275578
1996,"EGOA","Big skate",0.0397802539231834,1.24764959605848
1996,"EGOA","Chinook (king) salmon",0.0104753539207508,1.15947821362518
1996,"EGOA","Chum (dog) salmon",0.00313655683688954,2.33786375533991
1996,"EGOA","Coho (silver) salmon",0.00188583397840002,1.93261865419366
1996,"EGOA","Deep-water flatfish",0.480165657144104,0.397830616791867
1996,"EGOA","Demersal shelf rockfish",0.0561695029800248,1.23607745137255
1996,"EGOA","Flathead sole adult",0.185866395423803,0.547277272594866
1996,"EGOA","Flathead sole juvenile",0.00253655155977504,0.547277272594866
1996,"EGOA","Gelatinous carnivores",0.12885906734901,1.60413474079953
1996,"EGOA","Infauna",0.0115067622095383,1.95040409499527
1996,"EGOA","Large sculpins",0.00142720646978504,2.65496049233495
1996,"EGOA","Lingcod",0.125679751232405,0.634222960990897
1996,"EGOA","Longnose skate",0.0659315711545822,0.627311458887033
1996,"EGOA","Miscellaneous deep-sea fish",4.42200768667992e-05,3.30088718323749
1996,"EGOA","Motile epifauna",0.077647589681371,0.562050989512141
1996,"EGOA","Octopus",0.000192082359190323,1.93315978225734
1996,"EGOA","Other gelatinous zooplankton",0.00323080169101408,1.61013535924753
1996,"EGOA","Other skates",0.017320119785235,1.0563700878952
1996,"EGOA","Pacific capelin",0.00885887926826297,2.35034454288485
1996,"EGOA","Pacific cod adult",0.145649237494172,0.762575738959156
1996,"EGOA","Pacific cod juvenile",0.00262047981575061,0.762575738959156
1996,"EGOA","Pacific dogfish",0.293780342330532,3.82954337672715
1996,"EGOA","Pacific hake",0.0116152501612587,1.4535718766871
1996,"EGOA","Pacific halibut adult",0.582641738049176,0.656756767526643
1996,"EGOA","Pacific halibut juvenile",3.26565458060348e-05,0.656756767526643
1996,"EGOA","Pacific herring",0.0225320317621259,1.24191488981966
1996,"EGOA","Pacific ocean perch adult",2.48264958936206,1.07411165724815
1996,"EGOA","Pacific ocean perch juvenile",0.00494674276620921,1.07411165724815
1996,"EGOA","Pacific sleeper shark",0.0352318326520214,1.9935388396717
1996,"EGOA","Pandalid shrimp",0.0372846055213364,0.871801509228188
1996,"EGOA","Pelagic shelf rockfish",0.195424539284993,1.6856025420691
1996,"EGOA","Pink (humpback) salmon",0.000615939283517407,2.29006138462347
1996,"EGOA","Rex sole adult",0.22855868490942,0.470330462902384
1996,"EGOA","Rex sole juvenile",0.000924717220745609,0.470330462902384
1996,"EGOA","Sablefish adult",0.376302858419814,0.649787444702191
1996,"EGOA","Sablefish juvenile",0.0230255369104191,0.649787444702191
1996,"EGOA","Salmon shark",0.0387394499116073,2.64575131106459
1996,"EGOA","Sessile epifauna",0.056219350449118,0.984781159404026
1996,"EGOA","Shallow-water flatfish",0.150322861808857,0.617715873166435
1996,"EGOA","Shelf demersal fish",0.207497536492566,0.613396347727461
1996,"EGOA","Shelf forage fish",0.0520586479758098,0.539705956305674
1996,"EGOA","Slope demersal fish",0.0181143643743125,0.894467841077995
1996,"EGOA","Slope forage fish",0.00139083682910404,0.725540122198642
1996,"EGOA","Slope rockfish",1.69911656974244,1.23213917896286
1996,"EGOA","Squid",0.00844543643982234,0.667530289650986
1996,"EGOA","Tanner crab",6.76909662805767e-05,1.00523029458849
1996,"EGOA","Thornyheads",0.292253585545177,0.319206998690851
1996,"EGOA","Walleye pollock adult",0.365567377038473,1.05972971243698
1996,"EGOA","Walleye pollock juvenile",0.66270906004375,1.05972971243698
1999,"EGOA","Arrowtooth flounder adult",3.20604659646905,0.79014796923638
1999,"EGOA","Arrowtooth flounder juvenile",0.00383173189268976,0.79014796923638
1999,"EGOA","Big skate",0.112692637797735,1.21974203985025
1999,"EGOA","Chinook (king) salmon",0.00339092941597897,2.34466698184343
1999,"EGOA","Chum (dog) salmon",0.00784886986741623,1.60671860374397
1999,"EGOA","Coho (silver) salmon",0.00166909135074436,2.97415400602611
1999,"EGOA","Deep-water flatfish",0.453420506734731,0.320674841603003
1999,"EGOA","Demersal shelf rockfish",0.0605106686129312,1.06148759704755
1999,"EGOA","Flathead sole adult",0.21629383073954,1.76332480596368
1999,"EGOA","Flathead sole juvenile",0.00189546054299001,1.76332480596368
1999,"EGOA","Gelatinous carnivores",0.0840066680999346,0.478952698103827
1999,"EGOA","Infauna",0.0026276547929589,1.27984524231657
1999,"EGOA","King crab",0.00061645387936339,2.04718016906455
1999,"EGOA","Large sculpins",0.00113940087068794,2
1999,"EGOA","Lingcod",0.178225391723447,0.662059582888644
1999,"EGOA","Longnose skate",0.0904989551728908,0.628611286862264
1999,"EGOA","Miscellaneous deep-sea fish",0.000455357496780229,0.680918642115014
1999,"EGOA","Motile epifauna",0.0796267262133932,0.803214926260362
1999,"EGOA","Mysids",6.93685495839373e-07,1
1999,"EGOA","Octopus",0.00166338208124032,0.720966956020446
1999,"EGOA","Other gelatinous zooplankton",0.00914849010550685,1.24573388583361
1999,"EGOA","Other skates",0.0201858201728781,1.21441267142426
1999,"EGOA","Pacific capelin",0.00124311515266072,2.28421672365613
1999,"EGOA","Pacific cod adult",0.25264520258425,0.841019349706609
1999,"EGOA","Pacific cod juvenile",0.00214898918978711,0.841019349706609
1999,"EGOA","Pacific dogfish",0.180027755050313,1.03318352003345
1999,"EGOA","Pacific hake",0.0737142682192377,0.803209606452268
1999,"EGOA","Pacific halibut adult",0.657544658071711,0.599682859250889
1999,"EGOA","Pacific halibut juvenile",0.00017337948937114,0.599682859250889
1999,"EGOA","Pacific herring",0.369220173058695,2.80614538670229
1999,"EGOA","Pacific ocean perch adult",0.897649209800015,0.596710607853287
1999,"EGOA","Pacific ocean perch juvenile",0.0070712170098738,0.596710607853287
1999,"EGOA","Pacific sandlance",1.8707752672382e-05,2.76828824285753
1999,"EGOA","Pacific sleeper shark",0.0243285988464028,1.42188606850029
1999,"EGOA","Pandalid shrimp",0.0309547896580498,1.70358346954981
1999,"EGOA","Pelagic shelf rockfish",0.199328586431216,2.88739041175044
1999,"EGOA","Pink (humpback) salmon",0.000751014159329793,2.33820900697251
1999,"EGOA","Rex sole adult",0.227416458963496,0.35357917952728
1999,"EGOA","Rex sole juvenile",0.00093343715465553,0.35357917952728
1999,"EGOA","Sablefish adult",0.634605880420626,0.185313929610588
1999,"EGOA","Sablefish juvenile",0.0201133957111489,0.185313929610588
1999,"EGOA","Sessile epifauna",0.177435193024427,1.60836925134515
1999,"EGOA","Shallow-water flatfish",0.331486250796585,0.77721835433407
1999,"EGOA","Shelf demersal fish",0.309764911843191,0.497931408421246
1999,"EGOA","Shelf forage fish",0.0375320921963053,0.880727984660699
1999,"EGOA","Slope demersal fish",0.51958742402416,0.579475337145475
1999,"EGOA","Slope forage fish",0.00599745045688012,0.295835771865958
1999,"EGOA","Slope rockfish",1.19204288128009,0.672265266966355
1999,"EGOA","Sockeye (red) salmon",0.000184626856448941,3.87298334620742
1999,"EGOA","Squid",0.00751721047594992,0.443020264715996
1999,"EGOA","Tanner crab",0.00843409562089775,4.10669122236971
1999,"EGOA","Thornyheads",0.38739752011611,0.229711759191792
1999,"EGOA","Walleye pollock adult",0.400834743411712,0.986970671320979
1999,"EGOA","Walleye pollock juvenile",0.0758478679873557,0.986970671320979
2003,"EGOA","Arrowtooth flounder adult",3.27576117381934,0.530739390221111
2003,"EGOA","Arrowtooth flounder juvenile",0.0370975416511334,0.530739390221111
2003,"EGOA","Big skate",0.140555164458332,1.19587753237654
2003,"EGOA","Chinook (king) salmon",0.0184828841283249,1.01892739580052
2003,"EGOA","Chum (dog) salmon",0.00226114788930624,1.98199270657042
2003,"EGOA","Coho (silver) salmon",0.00264533867122825,2.2368618458048
2003,"EGOA","Deep-water flatfish",0.5504114721815,0.547339267285111
2003,"EGOA","Demersal shelf rockfish",0.034831661077952,1.2019267804793
2003,"EGOA","Flathead sole adult",0.223245413699675,0.440948940916379
2003,"EGOA","Flathead sole juvenile",0.00421671813920471,0.440948940916379
2003,"EGOA","Gelatinous carnivores",0.0607210334063837,0.422224730097746
2003,"EGOA","Infauna",0.00162759255831348,0.988037037908608
2003,"EGOA","King crab",0.000113441584986913,1.4142135623731
2003,"EGOA","Large sculpins",0.000848239537173507,2.64575131106459
2003,"EGOA","Lingcod",0.310846028266446,0.845285484566252
2003,"EGOA","Longnose skate",0.153463201187531,0.434981800414279
2003,"EGOA","Miscellaneous deep-sea fish",8.78525517742516e-05,0.723240225053804
2003,"EGOA","Motile epifauna",0.045400862766271,0.351641690107828
2003,"EGOA","Mysids",6.86819723085246e-07,1.4142135623731
2003,"EGOA","Octopus",0.00107207543339844,0.647564475363115
2003,"EGOA","Other gelatinous zooplankton",0.000665021112645637,0.789429349192282
2003,"EGOA","Other skates",0.0115565844601797,1.03039666238061
2003,"EGOA","Pacific capelin",0.00349696134812893,2.30344341821687
2003,"EGOA","Pacific cod adult",0.168882173960017,0.67186855800582
2003,"EGOA","Pacific cod juvenile",0.00345193878920398,0.67186855800582
2003,"EGOA","Pacific dogfish",0.455317035359779,0.547785257993003
2003,"EGOA","Pacific hake",0.0840373712697823,1.38502217490468
2003,"EGOA","Pacific halibut adult",1.36471212707256,0.841572099538988
2003,"EGOA","Pacific halibut juvenile",9.025963221135e-05,0.841572099538988
2003,"EGOA","Pacific herring",0.12087748049617,1.17799196215017
2003,"EGOA","Pacific ocean perch adult",1.17600436599196,0.896728674206432
2003,"EGOA","Pacific ocean perch juvenile",0.014770174156592,0.896728674206432
2003,"EGOA","Pacific sandlance",1.12638515289791e-05,3.46410161513775
2003,"EGOA","Pandalid shrimp",0.0883292358247157,1.1843287868715
2003,"EGOA","Pelagic shelf rockfish",0.159952152606331,1.96749350152988
2003,"EGOA","Pink (humpback) salmon",0.00268440515626621,1.96131023256466
2003,"EGOA","Rex sole adult",0.333043513604798,0.452594292609756
2003,"EGOA","Rex sole juvenile",0.00317768463111666,0.452594292609756
2003,"EGOA","Sablefish adult",0.531880488864265,0.254755119840589
2003,"EGOA","Sablefish juvenile",0.00864533945087108,0.254755119840589
2003,"EGOA","Sessile epifauna",0.0561095251244072,1.80959115969128
2003,"EGOA","Shallow-water flatfish",0.343625241806086,0.72568212932201
2003,"EGOA","Shelf demersal fish",0.248305032502429,0.662552250331001
2003,"EGOA","Shelf forage fish",0.246177621943729,0.576912304574144
2003,"EGOA","Slope demersal fish",0.69457062961098,0.794037428274868
2003,"EGOA","Slope forage fish",0.00404184466477837,0.56358515735739
2003,"EGOA","Slope rockfish",1.11835202623185,1.85155484066988
2003,"EGOA","Sockeye (red) salmon",0.000396723149764889,3.32014018073161
2003,"EGOA","Squid",0.0226140203828065,0.575730799991431
2003,"EGOA","Tanner crab",0.00248186145893562,0.470002811531072
2003,"EGOA","Thornyheads",0.337376466123327,0.165953504770235
2003,"EGOA","Walleye pollock adult",0.300608665789589,0.53177352112137
2003,"EGOA","Walleye pollock juvenile",0.139047196430045,0.53177352112137
2005,"EGOA","Arrowtooth flounder adult",2.84523237663316,0.605310504034915
2005,"EGOA","Arrowtooth flounder juvenile",0.0109655966362084,0.605310504034915
2005,"EGOA","Big skate",0.0467365866083634,1.01048800382871
2005,"EGOA","Chinook (king) salmon",0.0371343624828233,1.33718970251325
2005,"EGOA","Chum (dog) salmon",0.0106734799048223,1.68481152664651
2005,"EGOA","Coho (silver) salmon",0.000661297265559147,2.60891123466734
2005,"EGOA","Deep-water flatfish",0.457182410320462,0.451208727808028
2005,"EGOA","Demersal shelf rockfish",0.0446334728957194,1.58918612735255
2005,"EGOA","Flathead sole adult",0.13472845329714,0.902703750532818
2005,"EGOA","Flathead sole juvenile",0.00267316138556628,0.902703750532819
2005,"EGOA","Gelatinous carnivores",0.118919808309479,0.411250804926251
2005,"EGOA","Infauna",0.00274207581087794,0.934673805041251
2005,"EGOA","King crab",0.000110265081018717,2.04109721528453
2005,"EGOA","Large sculpins",0.000548988950203851,2.34751646812525
2005,"EGOA","Lingcod",0.274472325848992,0.58334126429948
2005,"EGOA","Longnose skate",0.114945888378853,0.509583702076254
2005,"EGOA","Miscellaneous deep-sea fish",0.0101043051275452,0.843424179901498
2005,"EGOA","Motile epifauna",0.0782092707642173,0.545639376419202
2005,"EGOA","Mysids",3.27972181523431e-07,1.73205080756888
2005,"EGOA","Octopus",0.00106423503624528,0.825517566842542
2005,"EGOA","Other gelatinous zooplankton",0.00144879838336618,1.82889754829873
2005,"EGOA","Other skates",0.00918878945023052,1.50021615657777
2005,"EGOA","Pacific capelin",0.00687318697203905,1.11295445563516
2005,"EGOA","Pacific cod adult",0.161894541347833,0.866554737519269
2005,"EGOA","Pacific cod juvenile",0.00287264428333192,0.866554737519269
2005,"EGOA","Pacific dogfish",0.375114095892661,0.610334215871399
2005,"EGOA","Pacific hake",0.178192949228506,0.928758362416811
2005,"EGOA","Pacific halibut adult",1.01388789880649,0.583601852913904
2005,"EGOA","Pacific herring",0.526868228086735,2.45308677592611
2005,"EGOA","Pacific ocean perch adult",1.6009276874793,0.693882063654503
2005,"EGOA","Pacific ocean perch juvenile",0.0225194824673022,0.693882063654503
2005,"EGOA","Pacific sleeper shark",0.0388585502128555,3.31658482357938
2005,"EGOA","Pandalid shrimp",0.0292135736317489,1.07477580680064
2005,"EGOA","Pelagic shelf rockfish",0.0481696291074245,1.27004048819791
2005,"EGOA","Pink (humpback) salmon",0.00633126011530648,2.10094989863173
2005,"EGOA","Rex sole adult",0.325412818237291,0.475082734664332
2005,"EGOA","Rex sole juvenile",0.000682028480917724,0.475082734664331
2005,"EGOA","Sablefish adult",0.529969781132231,0.310749812958106
2005,"EGOA","Sablefish juvenile",0.0399429003317706,0.310749812958106
2005,"EGOA","Sessile epifauna",0.0977484684319487,0.918630617194915
2005,"EGOA","Shallow-water flatfish",0.255765536130206,0.552551013433303
2005,"EGOA","Shelf demersal fish",0.30364567367473,0.790159429082822
2005,"EGOA","Shelf forage fish",0.166192045494811,0.799452172158562
2005,"EGOA","Slope demersal fish",0.5720913525526,0.278237709818942
2005,"EGOA","Slope forage fish",0.00508431939360243,0.182561602474932
2005,"EGOA","Slope rockfish",1.14044268788397,0.836045594583638
2005,"EGOA","Squid",0.00949161777884662,0.401795723418081
2005,"EGOA","Tanner crab",0.0025032977092436,0.60442704241851
2005,"EGOA","Thornyheads",0.382535318975569,0.140466740617808
2005,"EGOA","Walleye pollock adult",0.385979954082974,0.589819462979079
2005,"EGOA","Walleye pollock juvenile",0.0442034085407461,0.589819462979079
2007,"EGOA","Arrowtooth flounder adult",2.77886746477345,0.675991785925333
2007,"EGOA","Arrowtooth flounder juvenile",0.00527806567959409,0.675991785925333
2007,"EGOA","Big skate",0.109545333237416,0.807472073690462
2007,"EGOA","Chinook (king) salmon",0.0101059191110757,1.30911037203651
2007,"EGOA","Chum (dog) salmon",0.00259886371253051,1.61383668377333
2007,"EGOA","Coho (silver) salmon",0.00167723598606069,1.69299322391518
2007,"EGOA","Deep-water flatfish",0.302712649009508,0.378668285326098
2007,"EGOA","Demersal shelf rockfish",0.0686801650358013,1.2235929071766
2007,"EGOA","Flathead sole adult",0.296063876053212,0.760222195847681
2007,"EGOA","Flathead sole juvenile",0.0019315476640427,0.760222195847681
2007,"EGOA","Gelatinous carnivores",0.0525771714676177,0.490244672895966
2007,"EGOA","Infauna",0.00305271693565863,1.16379300045688
2007,"EGOA","Large sculpins",0.00147086342984846,2.23238724502181
2007,"EGOA","Lingcod",0.296832067315276,0.861595103974588
2007,"EGOA","Longnose skate",0.0910290519130023,0.657527782629552
2007,"EGOA","Miscellaneous deep-sea fish",0.000508257038803529,0.506582399881627
2007,"EGOA","Motile epifauna",0.0258130367951897,0.305189860276455
2007,"EGOA","Mysids",1.09848705368518e-06,0.437794936304703
2007,"EGOA","Octopus",0.000403186758525568,0.91956972326587
2007,"EGOA","Other gelatinous zooplankton",0.00340966023322748,2.80804323193005
2007,"EGOA","Other skates",0.0100754313316234,0.786925442715854
2007,"EGOA","Pacific capelin",0.00147175809394942,1.23674553732718
2007,"EGOA","Pacific cod adult",0.0906765659224626,0.618930185084602
2007,"EGOA","Pacific cod juvenile",0.0113516756778106,0.618930185084602
2007,"EGOA","Pacific dogfish",1.58689979352614,0.935638660532218
2007,"EGOA","Pacific hake",0.305705339380065,0.465147708457193
2007,"EGOA","Pacific halibut adult",1.27328379158128,1.01936702577034
2007,"EGOA","Pacific halibut juvenile",0.000517687882572502,1.01936702577034
2007,"EGOA","Pacific herring",0.349528552227265,1.46701456658314
2007,"EGOA","Pacific ocean perch adult",1.76440667866298,0.750606948589735
2007,"EGOA","Pacific ocean perch juvenile",0.0114133445519895,0.750606948589735
2007,"EGOA","Pandalid shrimp",0.0166212583815302,0.551863349223022
2007,"EGOA","Pelagic shelf rockfish",0.125948909976756,0.996427437203027
2007,"EGOA","Pink (humpback) salmon",0.0029784670014207,1.0268109184441
2007,"EGOA","Rex sole adult",0.181255803182023,0.481341191173347
2007,"EGOA","Rex sole juvenile",0.00260802846556637,0.481341191173347
2007,"EGOA","Sablefish adult",0.527694051138723,0.241907497133203
2007,"EGOA","Sablefish juvenile",0.00564976063053691,0.241907497133203
2007,"EGOA","Salmon shark",0.144768788142419,1.63366378087393
2007,"EGOA","Sessile epifauna",0.0656906765506096,1.03519293100601
2007,"EGOA","Shallow-water flatfish",0.457403376974753,0.835878483135195
2007,"EGOA","Shelf demersal fish",0.423777252833653,1.03458519123729
2007,"EGOA","Shelf forage fish",0.115551723144561,0.452267826433879
2007,"EGOA","Slope demersal fish",0.434032453970232,0.491190761644102
2007,"EGOA","Slope forage fish",0.00286323051472366,0.374535905152401
2007,"EGOA","Slope rockfish",1.21108901480147,0.523293682350562
2007,"EGOA","Sockeye (red) salmon",5.01590908530008e-05,3.60555127546399
2007,"EGOA","Squid",0.0180919926256973,1.22631584604781
2007,"EGOA","Tanner crab",0.00240246187721659,0.330169142938481
2007,"EGOA","Thornyheads",0.435198749471329,0.199800153436809
2007,"EGOA","Walleye pollock adult",0.497164199707125,1.03428185336913
2007,"EGOA","Walleye pollock juvenile",0.0522570748680105,1.03428185336913
2009,"EGOA","Arrowtooth flounder adult",3.32907603984193,0.651810483961531
2009,"EGOA","Arrowtooth flounder juvenile",0.0127310970314653,0.651810483961531
2009,"EGOA","Big skate",0.129331980246297,0.973661930565973
2009,"EGOA","Chinook (king) salmon",0.00659612044435107,1.73085235080136
2009,"EGOA","Chum (dog) salmon",0.00248610438311846,2.23953743456338
2009,"EGOA","Coho (silver) salmon",0.000732447862475629,2.79030182334009
2009,"EGOA","Deep-water flatfish",0.415896320881018,0.380405401373992
2009,"EGOA","Demersal shelf rockfish",0.0306853342704005,0.798807177536716
2009,"EGOA","Flathead sole adult",0.188525947211435,1.06987659281938
2009,"EGOA","Flathead sole juvenile",0.00330625813478309,1.06987659281938
2009,"EGOA","Gelatinous carnivores",0.212979962817984,0.379281777628448
2009,"EGOA","Infauna",0.00248947754448142,0.967098937166305
2009,"EGOA","King crab",0.000295435029498125,1
2009,"EGOA","Large sculpins",0.00427941424292735,2.21792998429677
2009,"EGOA","Lingcod",0.3741736592156,0.738187488688862
2009,"EGOA","Longnose skate",0.116236113025227,0.548045832466158
2009,"EGOA","Miscellaneous deep-sea fish",0.000135744437507327,0.307949001777395
2009,"EGOA","Motile epifauna",0.0512766204195387,0.470810067690611
2009,"EGOA","Octopus",0.000853944732368163,0.815033489479225
2009,"EGOA","Other gelatinous zooplankton",7.96814359378504e-05,1.24735562996272
2009,"EGOA","Other skates",0.00903068203587134,0.930576692456794
2009,"EGOA","Pacific capelin",0.00130957433056299,1.29531611134972
2009,"EGOA","Pacific cod adult",0.165195274919693,0.635736701379433
2009,"EGOA","Pacific cod juvenile",0.00119681293197515,0.635736701379433
2009,"EGOA","Pacific dogfish",0.19399945568657,0.477587419382478
2009,"EGOA","Pacific hake",0.564545764041379,2.65163479235938
2009,"EGOA","Pacific halibut adult",1.26665572853771,0.824180191518675
2009,"EGOA","Pacific halibut juvenile",0.0013022224481301,0.824180191518675
2009,"EGOA","Pacific herring",0.10151840566598,2.10687769583457
2009,"EGOA","Pacific ocean perch adult",1.84026734296066,0.981813963769701
2009,"EGOA","Pacific ocean perch juvenile",0.0393886454715947,0.981813963769701
2009,"EGOA","Pacific sandlance",1.68855360726425e-05,2.94321896243343
2009,"EGOA","Pandalid shrimp",0.0249667824975379,1.11143112433753
2009,"EGOA","Pelagic shelf rockfish",0.33538446631906,1.63530553199573
2009,"EGOA","Pink (humpback) salmon",0.000489745324543944,2.30855240747637
