Name,Transient killer whales_PWS,Resident killer whales_PWS,Humpback whale ( Mean N*Weight 25.234 t) Cheeseman et al. 2025,Humpback whale ( Mean N*Weight  25.234 t) PWS only,Other baleen whales- EN Gray Whales mt (Numbers*14.409t) = 10% of the time spent/ km2,Steller sea lion ADult N*0.295 tonnes,Harbor seal (N*upper weight 0.064 tonnes),Sea otter,Piscivorous surface birds: Chowiet biomass (t) divided by 650NMFS 300m isobar area,Piscivorous diving birds: Chowiet biomass (t) divided by 650NMFS 300m isobar area,Planktivorous diving birds: Chowiet bioamss (t) divided by 650NMFS 300m isobar area,Salmon returning,Salmon outgoing_race,Salmon outgoing_race,Pacific hake,Mature herring Sitka biomass (t) divided by 650NMFS 300m isobar area,Mature herring Craig biomass (t) divided by 650NMFS 300m isobar area,Pacific herring adult _race,Pacific sandlance_race,Pacific capelin_race,Shelf forage fish_race,Slope forage fish_race,Pacific dogfish_race,Salmon shark_race,Big skate_race,Longnose skate_race,Other skates_race,Pacific halibut adult_race,Arrowtooth flounder adult_race,Rex sole adult_race,Flathead sole adult_race,Shallow water flatfish_race,Deep-water flatfish_race,Pacific ocean perch adult_race,Slope rockfish_race,Demersal shelf rockfish_race,Pelagic shelf rockfish_race,Thornyheads adult_race,Sablefish adult_race,Pacific cod adult_race, Walleye pollock adult_race,Large sculpins_race,Lingcod_race,Atka mackerel_race,Shelf demersal fish_race,Slope demersal fish_race,Miscellaneous deep-sea fish_race,Squid_race,Octopus_race,Tanner crab_race,King crab_race,Pandalid shrimp_race,Motile epifauna_race,Sessile epifauna_race,Euphausiids_roms,Large copepods_roms,Small copepods_roms,Large microzooplankton_roms,Small microzooplankton_roms,Large phytoplankton_roms,Small phytoplankton_roms,Salmon_shark_combined_catch_akfin,Pacific halibut_combined_catch_akfin,Arrowtooth flounder_combined_catch_akfin,Rex sole_combined_catch_akfin,Flathead sole_combined_catch_akfin,Shallow water flatfish_combined_catch_akfin,Deep water flatfish__combined_catch_akfin,Pacific ocean perch_combine_catch_akfin,Slope rockfish_45_combined_catch_akfin,Demersal shelf rockfish_combine_catch_akfin,Pelagic shelf rockfish_combined_catch_akfin,Sablefish_49_combined_catch_akfin,Pacific cod_51_combined_catch_akfin,Walleye pollock_53_combined_catch_akfin,Large sculpins_55_combined_catch_akfin,Atka mackerel_57_combined_catch_akfin,Squid_61_combined_catch_akfin,Octopus_62_combined_akfin
Pool Code,1,2,5,5,6,11,12,13,14,16,17,18,19,19,20,21,21,21,23,24,25,26,27,28,30,31,32,33,35,37,39,41,42,43,45,46,47,48,49,51,53,55,56,57,58,59,60,61,62,63,64,65,67,69,75,76,77,78,79,80,81,28,33,35,37,39,42,42,43,45,46,47,49,51,53,55,57,61,62
Type,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2010,0.0032305,0.02272,0.123612125,0.463267978,1.654676043,0.025624859,0.026244283,,0.000009,0.000103,,0.596761072,0.767707832,,,3.115557657,0.502877319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.318909564,0.199124869,0.992472432,0.413481119,0.182856367,0.381526859,0.487049275,,,0.103674022,,0.016621487,,,0.058311374,,,,0.024986159,0.327786695,0.312832547,,0.010294418,,
2011,0.0032305,0.023146,0.159228449,0.499084448,,0.026421615,0.027038391,0.028247668,0.000007,0.000090,2.13556E-06,0.606749613,0.913497949,0.018401563,,2.934245183,0.596460585,0.073959913,1.50E-05,0.001385386,0.001226958,0.001094074,0.044297245,0.008724038,0.126352208,0.096787886,0.081743606,1.432332363,5.930313017,0.38867593,1.000084851,1.309518486,0.178520457,3.662948703,1.353682727,0.011211951,0.355669659,0.189447183,0.4801901,2.04086074,2.969771234,0.140019337,0.056179443,0.42897034,0.027369883,1.580847238,9.62E-06,0.015302398,0.024025269,0.031928345,0.002690029,0.02146678,0.085091981,0.224734128,0.293952626,0.161566664,0.956620686,0.363771592,0.179012087,0.341937223,0.431976626,0.001233086,,0.131669095,,0.011633683,,,0.052603749,,,,0.026904962,0.356565285,0.330940114,0.00322723,0.006877146,0.000973241,0.004042134
2012,0.0032305,0.0248145,0.179924494,0.555955736,,0.027277723,0.026830391,0.033739186,0.000011,0.000108,2.00209E-06,0.570318057,0.844447095,,,2.086087271,0.582247474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.321507436,0.244729656,1.05686961,0.418766314,0.187731022,0.391648004,0.499110594,0.001758196,,0.088435483,,0.009230496,,,0.056363791,,,,0.028455989,0.327432966,0.421412926,0.003364138,0.0050591,7.02E-05,0.001775799
2013,0.0032305,0.0265895,0.170323292,0.619578813,,0.027985726,0.027918098,0.041717981,0.000011,0.000119,2.23391E-06,0.830620738,0.999033092,0.049949443,,2.018452463,0.53838287,0.015144435,1.71E-05,0.016852851,0.000801433,0.000681824,0.063595949,0.016806639,0.101981596,0.12770902,0.111753916,0.848977671,4.729833971,0.416290724,0.887671016,1.258586917,0.111080285,6.527919146,2.010541682,0.002984824,0.440452887,0.229184309,0.239058958,2.223687322,4.412549934,0.149998277,0.019602385,0.48379424,0.044228578,1.588044649,,0.026898539,0.012419535,0.010334646,0.003774576,0.038927315,0.096952247,0.161436276,0.311626758,0.219884268,0.973851726,0.421207491,0.179938769,0.371492695,0.477686798,0.006438734,0.060124184,0.0928969,,0.012004967,,,0.049600253,,,,0.027880158,0.284661866,0.386748811,0.007371169,0.00543938,0.00135629,0.001756488
2014,0.0032305,0.0265895,0.167862547,0.45320264,1.263102113,0.028653143,0.028009695,,0.000011,0.000119,2.33928E-06,0.480566003,0.650741793,,,1.952968682,0.374932085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.348568327,0.280377306,0.964108648,0.403520205,0.18107313,0.369597275,0.469776626,0.004447935,0.036802435,0.155576339,,0.010884529,,,0.067473084,,,,0.025261032,0.35563353,0.591850125,0.005020311,0.004437223,0.000390686,0.005556722
2015,0.0032305,0.0265895,0.178699495,0.2359379,3.580000094,0.029465064,0.029133659,,0.000004,0.000005,2.45168E-06,1.151476558,1.080112792,0.069783108,,1.751371212,0.289980153,0.011394855,1.05E-05,0.000226901,0.000627447,0.001356614,0.051908314,0.013386489,0.161903167,0.149554017,0.107707569,1.216608077,5.673151093,0.385840084,0.887115757,0.936434783,0.099262188,7.017115599,0.851621824,0.006556898,0.238148682,0.277169778,0.338886876,1.084110311,3.369324538,0.167465155,0.021075906,0.134156139,0.036429274,1.393700643,2.69E-05,0.051843351,0.056444969,0.012850977,0.004242009,0.046043914,0.132639823,0.268739164,0.270771825,0.257747722,0.867092517,0.37988942,0.179867537,0.332769673,0.466193379,0.004246143,0.037412933,0.082193932,,0.008521893,,,0.071355516,,,,0.023954055,0.330920999,0.69348017,0.004300983,0.005187253,0.001741889,0.004097695
2016,0.0034435,0.0265895,0.160388975,,,0.030234441,0.029285502,,0.000010,0.000048,3.94095E-06,,,,,2.019868329,0.277536873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319828289,0.314903567,0.867647423,0.383498799,0.174827314,0.34015151,0.460012216,0.005584014,0.035023852,0.085089148,,0.010304745,,,0.086075303,,,,0.022346293,0.267783768,0.737262383,0.005604899,0.004655219,0.001015061,0.00163742
2017,0.0034435,0.0262345,0.152743474,0.088319,,0.030930173,0.029811909,0.024043681,0.000007,0.000052,2.94342E-06,,,0.050103551,4.92E-06,1.710447253,0.365701731,0.041348482,6.39E-05,0.00049879,0.003090104,0.00133871,0.097454044,,0.101997644,0.162909933,0.072033944,1.054035692,3.618514175,0.411729473,0.985031948,1.060854111,0.10119658,7.318393647,1.101934417,0.009470812,0.325577623,0.279816949,0.568014725,0.448072326,1.199789502,0.125679934,0.085931687,0.140614486,0.03763226,0.643924265,5.76E-05,0.005490247,0.003779911,0.015754133,0.003835516,0.029493992,0.091562581,0.181887408,0.280194227,0.169544399,0.943717615,0.412852577,0.198199934,0.376006445,0.496319404,0.004352336,0.036101532,0.115234588,,0.008732887,,,0.089890703,,,,0.025637552,0.205326149,0.784686345,0.005825349,0.004576891,0.000157237,0.000983992
2018,0.0034435,0.026838,0.143620451,0.1690678,,0.031477032,,,0.000006,0.000053,1.59465E-06,,,,,1.522763384,0.435188055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.299367841,0.187399721,0.928360945,0.404720506,0.173630136,0.356421795,0.467155022,0.006565243,0.029456822,0.08037795,,0.009379066,,,0.091087519,,,,0.030529401,0.06253508,0.642398239,0.002478307,0.006123109,0.00016316,0.000867062
2019,0.0034435,0.026838,0.137925278,0.12617,2.732804226,0.032007139,,,0.000009,0.000056,2.28308E-06,,,0.057247183,1.59E-05,4.132557535,1.61231688,0.222450864,5.49E-05,0.004954166,0.003960504,0.001214056,0.041444718,,0.123746495,0.113443761,0.045123608,0.952333438,3.753524331,0.340813357,0.725347172,0.938820233,0.06989033,5.708166159,0.875457453,0.013534771,0.508938703,0.272587326,1.174891889,0.711504696,1.2009851,0.117105327,0.042770825,0.004174306,0.035845977,0.841165938,1.19E-05,0.0138401,0.058872752,0.035765697,0.004312124,0.043405988,0.077826178,0.168049754,0.321581999,0.26938981,0.940483923,0.402442775,0.175129322,0.370661519,0.454364232,0.004510501,0.030230153,0.104643509,,0.011361776,,,0.094487125,,,,0.033278946,0.064746285,0.471311253,0.002695282,0.005343013,,0.001419911
2020,0.0034435,0.02692675,0.154231741,0.1450955,,,,,,,,,,,,7.224072705,2.75143516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.318290797,0.203414336,0.992219405,0.411800503,0.187222039,0.384215192,0.484635939,0.003088243,0.023489776,0.089943303,,0.008141323,,,0.101056262,,,,0.03195742,0.025920157,0.425827366,0.002311248,0.002587542,,0.000328142
2021,0.0034435,0.02926975,0.143249727,0.12617,,,,,,,,,,0.061706026,7.14E-05,6.679127843,2.626757308,0.010361471,9.39E-05,0.023092711,0.004146604,0.001113933,0.038486826,0.007090214,0.081973616,0.13611221,0.058383181,0.823750176,4.469530386,0.455290912,0.702450249,0.995206553,0.078515128,8.876447359,0.638751996,0.029351411,0.811550523,0.210907433,1.599323538,0.672713279,2.903512477,0.097795311,0.078239728,0.05761108,0.025160994,0.756537442,8.46E-05,0.02989578,0.004766944,0.020306115,0.006919317,0.036323893,0.107571522,0.106993714,0.298341495,0.232432108,0.893838206,0.370636516,0.188730433,0.336001316,0.482255485,0.004132024,0.026028381,0.041940373,,0.003011747,,,0.116018519,,,,0.039692448,0.079596594,0.399839241,,0.004001061,,0.000218787
2022,0.0034435,0.02973125,,,,,,0.045678117,,,,,,,,6.148668374,1.7221826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.260334185,0.134212279,0.945989295,0.382615018,0.190793575,0.350655671,0.492495186,0.004617171,0.02965203,0.049119958,,0.002399984,,,0.119630082,,,,0.047675548,0.108140329,0.52602278,,0.003746938,,0.000623612
2023,,,,,,,,,,,,,,0.080912053,,,,0.077706157,2.08E-05,0.016690278,0.001140735,0.000334351,0.159358004,0.009899717,0.132553712,0.109297812,0.030643532,0.683332324,4.005109803,0.388105573,0.545925099,1.055665549,0.083409838,4.316059682,0.333675343,0.019978735,0.474369759,0.166295667,0.653925217,0.910614161,4.114104438,0.102519509,0.054408016,0.338648071,0.022789232,0.449836844,5.91E-06,0.05010319,0.023518666,0.010183843,0.003768136,0.018604265,0.126170242,0.13649285,0.321853641,0.166125047,1.164655847,0.427299969,0.190326408,0.413837713,0.500710946,0.002943541,0.026920293,0.038741363,,0.001996815,,,0.120959785,,,,0.039382933,0.089508614,0.532287979,,0.001970362,,0.000779035
