"","date","PP_L"
"178",1994-10-01,1.0381967067354
"179",1994-11-01,1.01556024512784
"180",1994-12-01,1.06513402093086
"181",1995-01-01,1.07584883807805
"182",1995-02-01,1.02779566906939
"183",1995-03-01,0.908889324375284
"184",1995-04-01,0.901908841070807
"185",1995-05-01,1.09507917898378
"186",1995-06-01,1.18920041770371
"187",1995-07-01,1.01694370006044
"188",1995-08-01,1.21765849095546
"189",1995-09-01,0.751366121026108
"190",1995-10-01,1.11322436888324
"191",1995-11-01,1.12857551148803
"192",1995-12-01,1.06444543924769
"193",1996-01-01,1.07888111571273
"194",1996-02-01,1.01924606028843
"195",1996-03-01,1.30573900428211
"196",1996-04-01,0.733248105126185
"197",1996-05-01,1.17291621826715
"198",1996-06-01,0.800206713463402
"199",1996-07-01,0.861757634601228
"200",1996-08-01,0.750979093870319
"201",1996-09-01,0.896823961459021
"202",1996-10-01,0.887149141171705
"203",1996-11-01,0.996840063120925
"204",1996-12-01,1.0751394768171
"205",1997-01-01,1.07051234368963
"206",1997-02-01,0.983425046958399
"207",1997-03-01,0.915429592849331
"208",1997-04-01,0.838712201910554
"209",1997-05-01,1.1786780692442
"210",1997-06-01,0.603184935894249
"211",1997-07-01,0.649625151971316
"212",1997-08-01,0.58463274253889
"213",1997-09-01,1.02179051211932
"214",1997-10-01,0.980611407465838
"215",1997-11-01,1.01665856579452
"216",1997-12-01,1.07467854057035
"217",1998-01-01,1.07076674663433
"218",1998-02-01,1.03624093797672
"219",1998-03-01,0.805032469272859
"220",1998-04-01,0.776777715755341
"221",1998-05-01,0.793102430077417
"222",1998-06-01,0.775982104575424
"223",1998-07-01,0.699929173770002
"224",1998-08-01,0.932456630708554
"225",1998-09-01,1.02878406507166
"226",1998-10-01,0.873626977542222
"227",1998-11-01,1.00603033096553
"228",1998-12-01,1.06218163297419
"229",1999-01-01,1.07420348433562
"230",1999-02-01,1.05089557275472
"231",1999-03-01,0.788934898246457
"232",1999-04-01,0.492277984589405
"233",1999-05-01,0.783232413475297
"234",1999-06-01,0.581029296281642
"235",1999-07-01,0.678928277370207
"236",1999-08-01,0.663831094646811
"237",1999-09-01,0.711319627365761
"238",1999-10-01,0.927328355374542
"239",1999-11-01,1.03977466887369
"240",1999-12-01,1.06664499148142
"241",2000-01-01,1.07274849913227
"242",2000-02-01,0.992268538106248
"243",2000-03-01,0.89073045025481
"244",2000-04-01,1.24393379143376
"245",2000-05-01,0.994325220815967
"246",2000-06-01,0.773058564259301
"247",2000-07-01,1.06794345405141
"248",2000-08-01,1.11651811905448
"249",2000-09-01,1.11240513981167
"250",2000-10-01,0.854104261135264
"251",2000-11-01,1.01635946658619
"252",2000-12-01,1.05872433998357
"253",2001-01-01,1.0812053120724
"254",2001-02-01,1.1001964029674
"255",2001-03-01,1.08801614858895
"256",2001-04-01,1.10916823292948
"257",2001-05-01,1.24172833827449
"258",2001-06-01,1.1850299234479
"259",2001-07-01,1.05834266162911
"260",2001-08-01,1.10011391135702
"261",2001-09-01,1.01949327425691
"262",2001-10-01,1.05869490190901
"263",2001-11-01,1.02352146191625
"264",2001-12-01,1.07375932822981
"265",2002-01-01,1.06112459351717
"266",2002-02-01,1.02831949618235
"267",2002-03-01,0.954697024374552
"268",2002-04-01,0.866352038590414
"269",2002-05-01,0.934094456221502
"270",2002-06-01,0.849409161507479
"271",2002-07-01,0.917135656057547
"272",2002-08-01,0.844340399194733
"273",2002-09-01,1.11604463859646
"274",2002-10-01,1.06201270542895
"275",2002-11-01,1.0318950840757
"276",2002-12-01,1.10744100504955
"277",2003-01-01,1.06724890453654
"278",2003-02-01,1.15743706754194
"279",2003-03-01,1.14839569300619
"280",2003-04-01,1.0559320249091
"281",2003-05-01,1.07902340752222
"282",2003-06-01,0.912840528544681
"283",2003-07-01,1.07844641828713
"284",2003-08-01,1.09033941195448
"285",2003-09-01,0.922800322520786
"286",2003-10-01,0.730606360004845
"287",2003-11-01,1.02711237309398
"288",2003-12-01,1.07028892676549
"289",2004-01-01,1.08054691548299
"290",2004-02-01,1.0175189817459
"291",2004-03-01,1.06905686675086
"292",2004-04-01,0.842659954732791
"293",2004-05-01,0.728665078735468
"294",2004-06-01,0.831643304359273
"295",2004-07-01,0.862676757014516
"296",2004-08-01,0.894843207877335
"297",2004-09-01,0.650856571421596
"298",2004-10-01,1.03668029000787
"299",2004-11-01,1.01559625863613
"300",2004-12-01,1.06490631635255
"301",2005-01-01,1.06127166208992
"302",2005-02-01,1.0577472880529
"303",2005-03-01,1.02569028951642
"304",2005-04-01,0.92763469820847
"305",2005-05-01,0.850185242277788
"306",2005-06-01,1.00452397814825
"307",2005-07-01,0.986473929476703
"308",2005-08-01,0.981175111842604
"309",2005-09-01,1.21421190377875
"310",2005-10-01,1.01933245756082
"311",2005-11-01,1.01706982728782
"312",2005-12-01,1.04983744092855
"313",2006-01-01,1.07950278033756
"314",2006-02-01,1.05493635303389
"315",2006-03-01,0.885216082890768
"316",2006-04-01,0.954263347633615
"317",2006-05-01,1.01368705061192
"318",2006-06-01,0.985272953195449
"319",2006-07-01,0.881626837753909
"320",2006-08-01,1.03617046179943
"321",2006-09-01,1.07809140107649
"322",2006-10-01,0.98254669947878
"323",2006-11-01,1.11013259282909
"324",2006-12-01,1.07280183078725
"325",2007-01-01,1.07304439134482
"326",2007-02-01,1.03189521325433
"327",2007-03-01,0.830275313139647
"328",2007-04-01,0.395373932044488
"329",2007-05-01,1.26857276165943
"330",2007-06-01,1.39012891461017
"331",2007-07-01,1.13282699770111
"332",2007-08-01,0.962393254666851
"333",2007-09-01,0.919969337501329
"334",2007-10-01,1.03064500574841
"335",2007-11-01,1.04379116321016
"336",2007-12-01,1.06947925106862
"337",2008-01-01,1.07275593536554
"338",2008-02-01,1.02387021421676
"339",2008-03-01,0.887389811899751
"340",2008-04-01,0.969857425567071
"341",2008-05-01,0.78050136791084
"342",2008-06-01,1.14846988443244
"343",2008-07-01,1.23445119577124
"344",2008-08-01,1.01005286079959
"345",2008-09-01,0.72315315551094
"346",2008-10-01,1.10981014210176
"347",2008-11-01,1.06813697152032
"348",2008-12-01,1.05600501144718
"349",2009-01-01,1.0733660261752
"350",2009-02-01,1.06177023936942
"351",2009-03-01,0.883629092879787
"352",2009-04-01,0.63935645775324
"353",2009-05-01,1.58899963833994
"354",2009-06-01,0.847679634053701
"355",2009-07-01,0.727372135743092
"356",2009-08-01,1.21689583318944
"357",2009-09-01,0.727714927717536
"358",2009-10-01,0.832260692716502
"359",2009-11-01,1.04410862173995
"360",2009-12-01,1.04808822480529
"361",2010-01-01,1.07624345830479
"362",2010-02-01,1.0407729285728
"363",2010-03-01,0.888051897499401
"364",2010-04-01,0.757355060903661
"365",2010-05-01,1.17142848996887
"366",2010-06-01,1.2811800967873
"367",2010-07-01,1.06387547010847
"368",2010-08-01,1.28223690843457
"369",2010-09-01,0.938400214952529
"370",2010-10-01,1.07118523856596
"371",2010-11-01,1.05388220156772
"372",2010-12-01,1.08649035249913
"373",2011-01-01,0.98424284958307
"374",2011-02-01,0.85368022545011
"375",2011-03-01,0.814944917002225
"376",2011-04-01,0.761140201326432
"377",2011-05-01,0.586734100914258
"378",2011-06-01,0.846226575337198
"379",2011-07-01,1.19057848904401
"380",2011-08-01,1.16409110219032
"381",2011-09-01,0.828044549552674
"382",2011-10-01,0.922940664676661
"383",2011-11-01,1.06838110290902
"384",2011-12-01,1.07437461760579
"385",2012-01-01,1.08820125982962
"386",2012-02-01,1.00052937674067
"387",2012-03-01,0.878499286699686
"388",2012-04-01,0.744960461598004
"389",2012-05-01,0.879836034895361
"390",2012-06-01,1.12772947963743
"391",2012-07-01,1.17263068595072
"392",2012-08-01,1.08430670711207
"393",2012-09-01,1.09142677906252
"394",2012-10-01,0.820549242733437
"395",2012-11-01,1.02165585753514
"396",2012-12-01,1.07646980114931
"397",2013-01-01,1.05377855926525
"398",2013-02-01,1.04599533882817
"399",2013-03-01,1.06312805172585
"400",2013-04-01,0.803311247001362
"401",2013-05-01,0.614944696957032
"402",2013-06-01,0.794321319372565
"403",2013-07-01,1.09361596957658
"404",2013-08-01,0.906373954760898
"405",2013-09-01,1.19322095424282
"406",2013-10-01,0.904122182157552
"407",2013-11-01,1.13215335125361
"408",2013-12-01,1.05822641338136
"409",2014-01-01,1.06578962301456
"410",2014-02-01,1.06705939361916
"411",2014-03-01,1.19109486361695
"412",2014-04-01,1.09745989444169
"413",2014-05-01,1.53380264745989
"414",2014-06-01,0.95701266825109
"415",2014-07-01,1.0437538744251
"416",2014-08-01,0.986242198096455
"417",2014-09-01,1.09801555640348
"418",2014-10-01,0.877903665249602
"419",2014-11-01,1.02017353353768
"420",2014-12-01,1.0715425549931
"421",2015-01-01,1.0897480175612
"422",2015-02-01,1.05063524428385
"423",2015-03-01,1.05001328256823
"424",2015-04-01,0.774323160398442
"425",2015-05-01,0.464371002796392
"426",2015-06-01,0.88313196500817
"427",2015-07-01,0.830652793959268
"428",2015-08-01,0.931467901635298
"429",2015-09-01,1.03193914630034
"430",2015-10-01,0.844023432710524
"431",2015-11-01,1.03843699430511
"432",2015-12-01,1.06375081066104
"433",2016-01-01,1.07159548542318
"434",2016-02-01,1.08661354867534
"435",2016-03-01,1.19308062328252
"436",2016-04-01,1.06352374470015
"437",2016-05-01,0.807931249961621
"438",2016-06-01,0.912982183074845
"439",2016-07-01,1.15152623959629
"440",2016-08-01,1.10412168538746
"441",2016-09-01,1.19538482258007
"442",2016-10-01,0.900563939762143
"443",2016-11-01,1.07055727252441
"444",2016-12-01,1.08019856047104
"445",2017-01-01,1.08415579866876
"446",2017-02-01,1.08480901438249
"447",2017-03-01,0.941350276423409
"448",2017-04-01,0.632399147410664
"449",2017-05-01,0.884757873204541
"450",2017-06-01,0.751086549757549
"451",2017-07-01,0.879477942474295
"452",2017-08-01,0.750418151008677
"453",2017-09-01,0.89560826463135
"454",2017-10-01,1.04947058075714
"455",2017-11-01,1.12581101037555
"456",2017-12-01,1.05654203332694
"457",2018-01-01,1.07894057952459
"458",2018-02-01,1.0489673409008
"459",2018-03-01,1.07955246050782
"460",2018-04-01,0.759122856101576
"461",2018-05-01,0.754827512455126
"462",2018-06-01,0.777863083120546
"463",2018-07-01,0.845628752696902
"464",2018-08-01,1.50724624350543
"465",2018-09-01,0.964869793623799
"466",2018-10-01,1.17637281778565
"467",2018-11-01,1.06929357497565
"468",2018-12-01,1.08103943358362
"469",2019-01-01,1.06670833883975
"470",2019-02-01,1.08215569205735
"471",2019-03-01,1.17723737283589
"472",2019-04-01,1.47822731582047
"473",2019-05-01,0.710012722136436
"474",2019-06-01,0.98272168936114
"475",2019-07-01,1.03222767743784
"476",2019-08-01,1.27680128026163
"477",2019-09-01,1.38382349338474
"478",2019-10-01,1.16078687475123
"479",2019-11-01,1.0088844540128
"480",2019-12-01,1.078349837017
"481",2020-01-01,1.08652222445272
"482",2020-02-01,1.05533553716502
"483",2020-03-01,1.22339247310407
"484",2020-04-01,0.737322845610441
"485",2020-05-01,0.784919615539903
"486",2020-06-01,0.863495564653075
"487",2020-07-01,1.04822372117737
"488",2020-08-01,1.15243849478788
"489",2020-09-01,1.59418557949616
"490",2020-10-01,1.04865811004361
"491",2020-11-01,1.08353968461412
"492",2020-12-01,1.07366050632997
"493",2021-01-01,1.06194299362774
"494",2021-02-01,1.03034461020028
"495",2021-03-01,0.960949324263617
"496",2021-04-01,1.18182538600948
"497",2021-05-01,0.241889278513763
"498",2021-06-01,0.470192432007987
"499",2021-07-01,0.779708733200928
"500",2021-08-01,1.13526649033065
"501",2021-09-01,0.869621800059276
"502",2021-10-01,1.01077353392689
"503",2021-11-01,0.987285549764781
"504",2021-12-01,1.05928161874581
"505",2022-01-01,1.07832298437821
"506",2022-02-01,1.00875297970912
"507",2022-03-01,0.748273987297252
"508",2022-04-01,0.515330545186022
"509",2022-05-01,0.990074755871145
"510",2022-06-01,0.84513358209927
"511",2022-07-01,0.902520099577433
"512",2022-08-01,0.611737324975635
"513",2022-09-01,0.737768673764611
"514",2022-10-01,1.00819981525215
"515",2022-11-01,1.06467063052811
"516",2022-12-01,1.06096920938246
"517",2023-01-01,1.06111415608861
"518",2023-02-01,1.01119289497413
"519",2023-03-01,0.811268172039303
"520",2023-04-01,1.47391860360413
"521",2023-05-01,1.57738438529872
"522",2023-06-01,0.890628067127169
"523",2023-07-01,1.09035838186088
"524",2023-08-01,0.886490613707301
"525",2023-09-01,1.43151893632721
"526",2023-10-01,1.08244733523105
"527",2023-11-01,1.03687789857697
"528",2023-12-01,1.06315557324157
"529",2024-01-01,1.06216184945318
"530",2024-02-01,1.04104068658919
"531",2024-03-01,1.33101313323545
"532",2024-04-01,1.64619557688736
"533",2024-05-01,1.98768905199526
"534",2024-06-01,1.86507995304834
"535",2024-07-01,1.46770681824466
"536",2024-08-01,1.04639749798061
"537",2024-09-01,1.33263809090849
"538",2024-10-01,1.08754376551397
"539",2024-11-01,1.05403061711719
"540",2024-12-01,1.07378326960998
"541",2025-01-01,1.07609576802148
"542",2025-02-01,1.02417745399321
"543",2025-03-01,0.854272003811323
"544",2025-04-01,1.10246709542378
"545",2025-05-01,0.92816104192931
"546",2025-06-01,1.57864030442879
"547",2025-07-01,1.32788310555895
"548",2025-08-01,1.15346222841213
"549",2025-09-01,0.970032024442525
"550",2025-10-01,0.834138912883102
"551",2025-11-01,1.11301804474049
"552",2025-12-01,1.10157563794627
"553",2026-01-01,1.07156700446305
"554",2026-02-01,1.21401066606116
"555",2026-03-01,0.998348833184131
"556",2026-04-01,0.969061962260741
"557",2026-05-01,1.24868784211077
"558",2026-06-01,1.44133146630449
"559",2026-07-01,1.07865062710442
"560",2026-08-01,0.992788699900444
"561",2026-09-01,1.10400487376748
"562",2026-10-01,1.22991973153015
"563",2026-11-01,1.04356452534667
"564",2026-12-01,1.12158946098506
"565",2027-01-01,1.07249534657897
"566",2027-02-01,1.11354038433601
"567",2027-03-01,1.09778293332727
"568",2027-04-01,1.19102099709156
"569",2027-05-01,1.91902921863434
"570",2027-06-01,1.73090606142652
"571",2027-07-01,1.36425018857166
"572",2027-08-01,1.3138760465969
"573",2027-09-01,1.44941583530595
"574",2027-10-01,1.21822425248048
"575",2027-11-01,0.972837446632127
"576",2027-12-01,1.12012433882649
"577",2028-01-01,1.08239038895059
"578",2028-02-01,1.13160081169428
"579",2028-03-01,1.13974694558359
"580",2028-04-01,0.845761514362307
"581",2028-05-01,1.05660446697869
"582",2028-06-01,1.45182845518867
"583",2028-07-01,0.952380765141219
"584",2028-08-01,0.953731739090083
"585",2028-09-01,1.34793460601005
"586",2028-10-01,1.19183740983675
"587",2028-11-01,1.08324305506055
"588",2028-12-01,1.10827408195394
"589",2029-01-01,1.13407563449061
"590",2029-02-01,1.13465416737531
"591",2029-03-01,1.11924869938851
"592",2029-04-01,1.04651052607218
"593",2029-05-01,1.14782136222001
"594",2029-06-01,0.746580144583051
"595",2029-07-01,1.19089729410816
"596",2029-08-01,1.31604449232413
"597",2029-09-01,0.952900645833738
"598",2029-10-01,1.12853360345796
"599",2029-11-01,1.14068876349559
"600",2029-12-01,1.08510730997117
"601",2030-01-01,1.10554531188484
"602",2030-02-01,1.05559510546866
"603",2030-03-01,1.14718007332682
"604",2030-04-01,1.03054712621992
"605",2030-05-01,1.41308121057249
"606",2030-06-01,1.30946531731199
"607",2030-07-01,1.15893538820726
"608",2030-08-01,1.05812193600516
"609",2030-09-01,0.937952791486907
"610",2030-10-01,1.26253420404892
"611",2030-11-01,1.13886479062418
"612",2030-12-01,1.07387862224867
"613",2031-01-01,1.06538930588678
"614",2031-02-01,1.03343489905353
"615",2031-03-01,1.73086605031705
"616",2031-04-01,0.911544099113308
"617",2031-05-01,1.38930819479137
"618",2031-06-01,1.09316323701258
"619",2031-07-01,1.00112566981557
"620",2031-08-01,1.11125406725675
"621",2031-09-01,1.02909747902113
"622",2031-10-01,0.870278301112719
"623",2031-11-01,1.09634892300925
"624",2031-12-01,1.06200973663583
"625",2032-01-01,1.12605806631116
"626",2032-02-01,1.05369151430685
"627",2032-03-01,1.11626128983312
"628",2032-04-01,0.976330678164594
"629",2032-05-01,1.18539713709667
"630",2032-06-01,1.14716743267929
"631",2032-07-01,1.40967629585812
"632",2032-08-01,0.986480645597503
"633",2032-09-01,1.48187604994679
"634",2032-10-01,1.19976332556097
"635",2032-11-01,1.04099826456569
"636",2032-12-01,1.06424138245253
"637",2033-01-01,1.08667588283044
"638",2033-02-01,1.23872981932882
"639",2033-03-01,1.03863080583887
"640",2033-04-01,1.52040244973269
"641",2033-05-01,1.30092045230623
"642",2033-06-01,1.46407541282071
"643",2033-07-01,0.931360486354283
"644",2033-08-01,0.952724943999096
"645",2033-09-01,1.10538420612043
"646",2033-10-01,0.925550929194739
"647",2033-11-01,1.1252415562108
"648",2033-12-01,1.046135015679
"649",2034-01-01,1.07611215354693
"650",2034-02-01,1.07112357270148
"651",2034-03-01,0.910230595318308
"652",2034-04-01,1.45334906856785
"653",2034-05-01,1.10313104312151
"654",2034-06-01,1.33575635282756
"655",2034-07-01,1.13513782181298
"656",2034-08-01,0.954169187447846
"657",2034-09-01,0.832090133701897
"658",2034-10-01,0.992868775277453
"659",2034-11-01,1.04840229177346
"660",2034-12-01,1.10189974244626
"661",2035-01-01,1.09917947332015
"662",2035-02-01,1.11002485517266
"663",2035-03-01,0.981328209056212
"664",2035-04-01,2.08941206050886
"665",2035-05-01,1.00461496913158
"666",2035-06-01,1.66006341901466
"667",2035-07-01,1.00460244954542
"668",2035-08-01,1.14637777844499
"669",2035-09-01,1.29715597781675
"670",2035-10-01,0.939546986846209
"671",2035-11-01,1.00655613346636
"672",2035-12-01,1.0532176675466
"673",2036-01-01,1.07429709736224
"674",2036-02-01,1.01716093396694
"675",2036-03-01,0.975943988663426
"676",2036-04-01,1.11640748737127
"677",2036-05-01,0.534455597617284
"678",2036-06-01,1.06873797539613
"679",2036-07-01,0.759354791472782
"680",2036-08-01,0.837748139185118
"681",2036-09-01,1.06241262696227
"682",2036-10-01,1.01660230929816
"683",2036-11-01,1.10669234241251
"684",2036-12-01,1.08934921359073
"685",2037-01-01,1.06155467988118
"686",2037-02-01,1.04118482625387
"687",2037-03-01,1.03042452702379
"688",2037-04-01,1.1678845803531
"689",2037-05-01,0.862383233223379
"690",2037-06-01,0.988117685128879
"691",2037-07-01,0.990163488244387
"692",2037-08-01,1.17351972114508
"693",2037-09-01,1.180880130447
"694",2037-10-01,0.923374200578348
"695",2037-11-01,1.09700913690597
"696",2037-12-01,1.09536924041836
"697",2038-01-01,1.08462044871286
"698",2038-02-01,1.11975824679052
"699",2038-03-01,1.00079957135185
"700",2038-04-01,1.23573255832592
"701",2038-05-01,1.33484362294202
"702",2038-06-01,1.64386735039874
"703",2038-07-01,1.13327785879435
"704",2038-08-01,1.09127555867428
"705",2038-09-01,1.05691635699823
"706",2038-10-01,1.18912650695804
"707",2038-11-01,1.0822077672843
"708",2038-12-01,1.08084987415143
"709",2039-01-01,1.07668323119832
"710",2039-02-01,1.12490164796551
"711",2039-03-01,0.960580990825833
"712",2039-04-01,0.826558455181052
"713",2039-05-01,1.11808358746194
"714",2039-06-01,0.812764530894139
"715",2039-07-01,0.861800291819924
"716",2039-08-01,1.05430884000816
"717",2039-09-01,0.839348937208645
"718",2039-10-01,0.975541153287718
"719",2039-11-01,1.05622162395941
"720",2039-12-01,1.0962872543655
"721",2040-01-01,1.06497757391344
"722",2040-02-01,1.10188468253488
"723",2040-03-01,0.88072183093968
"724",2040-04-01,2.01433505355432
"725",2040-05-01,1.1899490573269
"726",2040-06-01,0.964715017048765
"727",2040-07-01,1.04282367535092
"728",2040-08-01,1.13824445644654
"729",2040-09-01,1.02261575845278
"730",2040-10-01,1.12743800274664
"731",2040-11-01,1.03732316962548
"732",2040-12-01,1.08618129853983
"733",2041-01-01,1.07616037174309
"734",2041-02-01,1.12807622483549
"735",2041-03-01,1.04847894336446
"736",2041-04-01,1.19442949885647
"737",2041-05-01,1.33165318909055
"738",2041-06-01,1.16942744752954
"739",2041-07-01,1.31136697111511
"740",2041-08-01,1.31954273347035
"741",2041-09-01,1.14525176823297
"742",2041-10-01,1.06481860940258
"743",2041-11-01,1.17112098451136
"744",2041-12-01,1.08965390132344
"745",2042-01-01,1.09461318609342
"746",2042-02-01,1.102088783914
"747",2042-03-01,0.991235532032436
"748",2042-04-01,2.07455505019583
"749",2042-05-01,1.3728442268904
"750",2042-06-01,1.05595248232904
"751",2042-07-01,1.08383934660096
"752",2042-08-01,1.00137936411136
"753",2042-09-01,1.24179305446965
"754",2042-10-01,1.40329474995458
"755",2042-11-01,1.09326291383404
"756",2042-12-01,1.08044483728112
"757",2043-01-01,1.05769187408904
"758",2043-02-01,1.11971492838677
"759",2043-03-01,1.09240282927013
"760",2043-04-01,1.12225866929253
"761",2043-05-01,1.73389264365
"762",2043-06-01,1.35338706569707
"763",2043-07-01,1.24573751696473
"764",2043-08-01,1.30318432057488
"765",2043-09-01,1.28691188226295
"766",2043-10-01,1.45555076574777
"767",2043-11-01,1.10269202879101
"768",2043-12-01,1.0639371126338
"769",2044-01-01,1.07478680000126
"770",2044-02-01,1.17378848509189
"771",2044-03-01,1.25739280596067
"772",2044-04-01,1.46118380733958
"773",2044-05-01,1.67265162457643
"774",2044-06-01,1.27665284295903
"775",2044-07-01,1.0334878611203
