akfin_year,species_name,fmp_gear,harvest_description,conf_flag,catch_lb,catch_mt
2011,"cod, Pacific (gray)",TRW,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2011,"cod, Pacific (gray)",TRW,Rockfish Pilot Program,0,1788507,811.2524671
2011,"cod, Pacific (gray)",TRW,Test fishery - special study,0,80638,36.5767517
2012,"cod, Pacific (gray)",HAL,Federally managed (Groundfish) ,0,33932730,15391.61487
2012,"cod, Pacific (gray)",HAL,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2012,"cod, Pacific (gray)",HAL,Forfeited catch - overage,1,NA,NA
2012,"cod, Pacific (gray)",HAL,State managed groundfish,0,637285,289.0673777
2012,"cod, Pacific (gray)",HAL,Test fishery - long term stock assessment,1,NA,NA
2012,"cod, Pacific (gray)",JIG,Federally managed (Groundfish) ,0,1600103,725.79392
2012,"cod, Pacific (gray)",JIG,State managed groundfish,0,10388155,4711.984003
2012,"cod, Pacific (gray)",POT,Federally managed (Groundfish) ,0,47698015,21635.43802
2012,"cod, Pacific (gray)",POT,State managed groundfish,0,35118215,15929.34138
2012,"cod, Pacific (gray)",POT,Test fishery - special study,1,NA,NA
2012,"cod, Pacific (gray)",TRW,Federally managed (Groundfish) ,0,40700179,18461.27559
2012,"cod, Pacific (gray)",TRW,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2012,"cod, Pacific (gray)",TRW,Rockfish Pilot Program,0,2049185,929.4939225
2013,"cod, Pacific (gray)",HAL,Federally managed (Groundfish) ,0,22879042,10377.75042
2013,"cod, Pacific (gray)",HAL,Forfeited catch - bycatch overage - federally mana,0,1375,0.623689
2013,"cod, Pacific (gray)",HAL,Forfeited catch - federal bycatch overage,1,NA,NA
2013,"cod, Pacific (gray)",HAL,Forfeited catch - overage,0,85,0.03855532
2013,"cod, Pacific (gray)",HAL,State managed groundfish,0,292635,132.7368949
2013,"cod, Pacific (gray)",HAL,Test fishery - long term stock assessment,1,NA,NA
2013,"cod, Pacific (gray)",JIG,Federally managed (Groundfish) ,0,1134420,514.5638366
2013,"cod, Pacific (gray)",JIG,State managed groundfish,0,2783386,1262.521623
2013,"cod, Pacific (gray)",POT,Federally managed (Groundfish) ,0,36826471,16704.19263
2013,"cod, Pacific (gray)",POT,State managed groundfish,0,31540678,14306.59922
2013,"cod, Pacific (gray)",TRW,Exploratory (Shellfish),1,NA,NA
2013,"cod, Pacific (gray)",TRW,Federally managed (Groundfish) ,0,41909834,19009.96542
2013,"cod, Pacific (gray)",TRW,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2013,"cod, Pacific (gray)",TRW,Rockfish Pilot Program,0,1434735,650.7843181
2013,"cod, Pacific (gray)",TRW,Test fishery - special study,1,NA,NA
2014,"cod, Pacific (gray)",HAL,Federally managed (Groundfish) ,0,24813422,11255.16971
2014,"cod, Pacific (gray)",HAL,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2014,"cod, Pacific (gray)",HAL,Forfeited catch - overage,1,NA,NA
2014,"cod, Pacific (gray)",HAL,State managed groundfish,0,424617,192.6028743
2014,"cod, Pacific (gray)",HAL,Test fishery - long term stock assessment,0,287259,130.2983843
2014,"cod, Pacific (gray)",JIG,Federally managed (Groundfish) ,0,2284534,1036.246346
2014,"cod, Pacific (gray)",JIG,Forfeited catch - overage,1,NA,NA
2014,"cod, Pacific (gray)",JIG,State managed groundfish,0,6330549,2871.486382
2014,"cod, Pacific (gray)",OTH,Commissioners Permit Fishery,1,NA,NA
2014,"cod, Pacific (gray)",POT,Federally managed (Groundfish) ,0,43710187,19826.59114
2014,"cod, Pacific (gray)",POT,State managed groundfish,0,40590646,18411.5923
2014,"cod, Pacific (gray)",TRW,Exploratory (Shellfish),1,NA,NA
2014,"cod, Pacific (gray)",TRW,Federally managed (Groundfish) ,0,49793109,22585.7559
2014,"cod, Pacific (gray)",TRW,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2014,"cod, Pacific (gray)",TRW,Rockfish Pilot Program,0,3508655,1591.497839
2014,"cod, Pacific (gray)",TRW,State managed fishery,1,NA,NA
2015,"cod, Pacific (gray)",HAL,Federally managed (Groundfish) ,0,21379146,9697.409592
2015,"cod, Pacific (gray)",HAL,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2015,"cod, Pacific (gray)",HAL,Forfeited catch - bycatch overage - state managed,1,NA,NA
2015,"cod, Pacific (gray)",HAL,Test fishery - long term stock assessment,0,161143,73.09317566
2015,"cod, Pacific (gray)",JIG,Federally managed (Groundfish) ,0,900338,408.3861141
2015,"cod, Pacific (gray)",JIG,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2015,"cod, Pacific (gray)",JIG,State managed groundfish,0,6214670,2818.924595
2015,"cod, Pacific (gray)",OTH,Commissioners Permit Fishery,1,NA,NA
2015,"cod, Pacific (gray)",OTH,Federally managed (Groundfish) ,1,NA,NA
2015,"cod, Pacific (gray)",OTH,State managed fishery,1,NA,NA
2015,"cod, Pacific (gray)",OTH,Test Fishery - run Assessment,1,NA,NA
2015,"cod, Pacific (gray)",POT,Federally managed (Groundfish) ,0,44988658,20406.49536
2015,"cod, Pacific (gray)",POT,State managed fishery,1,NA,NA
2015,"cod, Pacific (gray)",POT,State managed groundfish,0,43462168,19714.09171
2015,"cod, Pacific (gray)",TRW,Federally managed (Groundfish) ,0,45590766,20679.60673
2015,"cod, Pacific (gray)",TRW,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2015,"cod, Pacific (gray)",TRW,Rockfish Pilot Program,0,2414633,1095.258212
2015,"cod, Pacific (gray)",TRW,State managed fishery,1,NA,NA
2016,"cod, Pacific (gray)",HAL,Federally managed (Groundfish) ,0,13080172,5933.061378
2016,"cod, Pacific (gray)",HAL,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2016,"cod, Pacific (gray)",HAL,Forfeited catch - overage,1,NA,NA
2016,"cod, Pacific (gray)",HAL,State managed groundfish,0,233798,106.0489024
2016,"cod, Pacific (gray)",HAL,Test fishery - long term stock assessment,0,94780,42.99144976
2016,"cod, Pacific (gray)",HAL,Test fishery - special study,1,NA,NA
2016,"cod, Pacific (gray)",JIG,Federally managed (Groundfish) ,0,704694,319.6435608
2016,"cod, Pacific (gray)",JIG,State managed groundfish,0,3814244,1730.110564
2016,"cod, Pacific (gray)",OTH,Commissioners Permit Fishery,1,NA,NA
2016,"cod, Pacific (gray)",POT,Federally managed (Groundfish) ,0,42278244,19177.07325
2016,"cod, Pacific (gray)",POT,State managed groundfish,0,40577247,18405.51462
2016,"cod, Pacific (gray)",TRW,Federally managed (Groundfish) ,0,32820726,14887.21875
2016,"cod, Pacific (gray)",TRW,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2016,"cod, Pacific (gray)",TRW,Rockfish Pilot Program,0,523869,237.6227874
2016,"cod, Pacific (gray)",TRW,Test fishery - special study,1,NA,NA
2017,"cod, Pacific (gray)",HAL,Federally managed (Groundfish) ,0,14854590,6737.923187
2017,"cod, Pacific (gray)",HAL,Forfeited catch - overage,1,NA,NA
2017,"cod, Pacific (gray)",HAL,Test fishery - long term stock assessment,0,82271,37.31746743
2017,"cod, Pacific (gray)",JIG,Federally managed (Groundfish) ,0,145987,66.2185353
2017,"cod, Pacific (gray)",JIG,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2017,"cod, Pacific (gray)",JIG,State managed groundfish,0,157745,71.55187004
2017,"cod, Pacific (gray)",OTH,State managed fishery,1,NA,NA
2017,"cod, Pacific (gray)",POT,Federally managed (Groundfish) ,0,29335958,13306.55586
2017,"cod, Pacific (gray)",POT,Forfeited catch - bycatch overage - state managed,1,NA,NA
2017,"cod, Pacific (gray)",POT,State managed groundfish,0,28769177,13049.46853
2017,"cod, Pacific (gray)",TRW,Exploratory (Shellfish),1,NA,NA
2017,"cod, Pacific (gray)",TRW,Federally managed (Groundfish) ,0,28197725,12790.26248
2017,"cod, Pacific (gray)",TRW,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2017,"cod, Pacific (gray)",TRW,Rockfish Pilot Program,0,349898,158.7109336
2017,"cod, Pacific (gray)",TRW,Test fishery - special study,1,NA,NA
2018,"cod, Pacific (gray)",HAL,Federally managed (Groundfish) ,0,5432588,2464.178456
2018,"cod, Pacific (gray)",HAL,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2018,"cod, Pacific (gray)",HAL,State managed groundfish,0,62360,28.28599712
2018,"cod, Pacific (gray)",HAL,Test fishery - long term stock assessment,0,189903,86.13848158
2018,"cod, Pacific (gray)",JIG,Federally managed (Groundfish) ,1,NA,NA
2018,"cod, Pacific (gray)",JIG,State managed groundfish,0,419802,190.4188288
2018,"cod, Pacific (gray)",POT,Commissioners Permit Fishery,1,NA,NA
2018,"cod, Pacific (gray)",POT,Federally managed (Groundfish) ,0,8948577,4059.002939
2018,"cod, Pacific (gray)",POT,State managed groundfish,0,8067870,3659.521289
2018,"cod, Pacific (gray)",TRW,Exploratory (Shellfish),0,357642,162.2235501
2018,"cod, Pacific (gray)",TRW,Federally managed (Groundfish) ,0,7148446,3242.477918
2018,"cod, Pacific (gray)",TRW,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2018,"cod, Pacific (gray)",TRW,Rockfish Pilot Program,0,545637,247.4965781
2019,"cod, Pacific (gray)",HAL,Federally managed (Groundfish) ,0,4859916,2204.419018
2019,"cod, Pacific (gray)",HAL,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2019,"cod, Pacific (gray)",HAL,Forfeited catch - overage,1,NA,NA
2019,"cod, Pacific (gray)",HAL,State managed groundfish,0,152918,69.36238146
2019,"cod, Pacific (gray)",HAL,Test fishery - long term stock assessment,0,218939,99.30897889
2019,"cod, Pacific (gray)",JIG,Federally managed (Groundfish) ,0,392264,177.9278123
2019,"cod, Pacific (gray)",JIG,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2019,"cod, Pacific (gray)",JIG,State managed groundfish,0,724960,328.8360563
2019,"cod, Pacific (gray)",POT,Commissioners Permit Fishery,1,NA,NA
2019,"cod, Pacific (gray)",POT,Federally managed (Groundfish) ,0,8126597,3686.159386
2019,"cod, Pacific (gray)",POT,State managed groundfish,0,8431228,3824.337571
2019,"cod, Pacific (gray)",TRW,Exploratory (Shellfish),0,546550,247.9107076
2019,"cod, Pacific (gray)",TRW,Federally managed (Groundfish) ,0,7894169,3580.731905
2019,"cod, Pacific (gray)",TRW,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2019,"cod, Pacific (gray)",TRW,Forfeited catch - trip limit overage,1,NA,NA
2019,"cod, Pacific (gray)",TRW,Rockfish Pilot Program,0,560191,254.0981561
2020,"cod, Pacific (gray)",HAL,Federally managed (Groundfish) ,0,164006,74.39180955
2020,"cod, Pacific (gray)",HAL,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2020,"cod, Pacific (gray)",HAL,State managed groundfish,1,NA,NA
2020,"cod, Pacific (gray)",HAL,Test fishery - long term stock assessment,0,60510,27.44685192
2020,"cod, Pacific (gray)",JIG,Federally managed (Groundfish) ,1,NA,NA
2020,"cod, Pacific (gray)",JIG,Forfeited catch - overage,1,NA,NA
2020,"cod, Pacific (gray)",JIG,State managed groundfish,0,1075466,487.8227739
2020,"cod, Pacific (gray)",POT,Federally managed (Groundfish) ,0,15423,6.995749416
2020,"cod, Pacific (gray)",POT,State managed groundfish,0,3878587,1759.296035
2020,"cod, Pacific (gray)",TRW,Amendment 80,1,NA,NA
2020,"cod, Pacific (gray)",TRW,Exploratory (Shellfish),1,NA,NA
2020,"cod, Pacific (gray)",TRW,Federally managed (Groundfish) ,0,6026294,2733.478748
2020,"cod, Pacific (gray)",TRW,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2020,"cod, Pacific (gray)",TRW,Rockfish Pilot Program,0,415833,188.6185221
2021,"cod, Pacific (gray)",HAL,Federally managed (Groundfish) ,0,7317359,3319.095504
2021,"cod, Pacific (gray)",HAL,State managed groundfish,1,NA,NA
2021,"cod, Pacific (gray)",HAL,Test fishery - long term stock assessment,0,147364,66.84313149
2021,"cod, Pacific (gray)",JIG,Federally managed (Groundfish) ,0,114506,51.93900555
2021,"cod, Pacific (gray)",JIG,Forfeited catch - overage,1,NA,NA
2021,"cod, Pacific (gray)",JIG,State managed groundfish,0,2390004,1084.086694
2021,"cod, Pacific (gray)",OTH,State managed fishery,1,NA,NA
2021,"cod, Pacific (gray)",POT,Federally managed (Groundfish) ,0,7252559,3289.702742
2021,"cod, Pacific (gray)",POT,State managed groundfish,0,9295040,4216.155784
2021,"cod, Pacific (gray)",TRW,Federally managed (Groundfish) ,0,11050752,5012.532701
2021,"cod, Pacific (gray)",TRW,Forfeited catch - bycatch overage - federally mana,0,29181,13.23626815
2021,"cod, Pacific (gray)",TRW,Rockfish Pilot Program,0,1042882,473.0429321
2022,"cod, Pacific (gray)",HAL,Federally managed (Groundfish) ,0,10406762,4720.423989
2022,"cod, Pacific (gray)",HAL,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2022,"cod, Pacific (gray)",HAL,Forfeited catch - overage,1,NA,NA
2022,"cod, Pacific (gray)",HAL,State managed groundfish,0,318725,144.5711102
2022,"cod, Pacific (gray)",HAL,Test fishery - long term stock assessment,1,NA,NA
2022,"cod, Pacific (gray)",JIG,Federally managed (Groundfish) ,0,55600,25.2197152
2022,"cod, Pacific (gray)",JIG,Forfeited catch - overage,1,NA,NA
2022,"cod, Pacific (gray)",JIG,State managed groundfish,0,2145929,973.376227
2022,"cod, Pacific (gray)",OTH,State managed fishery,1,NA,NA
2022,"cod, Pacific (gray)",POT,Federally managed (Groundfish) ,0,11031579,5003.835982
2022,"cod, Pacific (gray)",POT,"IFQ Fisheries (groundfish, crab)",1,NA,NA
2022,"cod, Pacific (gray)",POT,State managed groundfish,0,12457586,5650.661349
2022,"cod, Pacific (gray)",TRW,Federally managed (Groundfish) ,0,15979134,7248.007349
2022,"cod, Pacific (gray)",TRW,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2022,"cod, Pacific (gray)",TRW,Rockfish Pilot Program,0,1354582,614.4275585
2023,"cod, Pacific (gray)",HAL,Federally managed (Groundfish) ,0,8651274,3924.148676
2023,"cod, Pacific (gray)",HAL,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2023,"cod, Pacific (gray)",HAL,Forfeited catch - overage,1,NA,NA
2023,"cod, Pacific (gray)",HAL,"IFQ Fisheries (groundfish, crab)",1,NA,NA
2023,"cod, Pacific (gray)",HAL,State managed groundfish,1,NA,NA
2023,"cod, Pacific (gray)",HAL,Test fishery - long term stock assessment,0,158548,71.91610442
2023,"cod, Pacific (gray)",JIG,Federally managed (Groundfish) ,0,814763,369.5699787
2023,"cod, Pacific (gray)",JIG,State managed groundfish,0,3129798,1419.651334
2023,"cod, Pacific (gray)",OTH,Test Fishery - run Assessment,1,NA,NA
2023,"cod, Pacific (gray)",POT,Confiscated ,1,NA,NA
2023,"cod, Pacific (gray)",POT,Federally managed (Groundfish) ,0,8915674,4044.078401
2023,"cod, Pacific (gray)",POT,State managed groundfish,0,7949037,3605.619591
2023,"cod, Pacific (gray)",TRW,Exploratory (Shellfish),1,NA,NA
2023,"cod, Pacific (gray)",TRW,Federally managed (Groundfish) ,0,13079970,5932.969752
2023,"cod, Pacific (gray)",TRW,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2023,"cod, Pacific (gray)",TRW,Rockfish Pilot Program,0,888572,403.0491506
2000,coral,HAL,Test fishery - long term stock assessment,1,NA,NA
2001,coral,HAL,Test fishery - long term stock assessment,1,NA,NA
2002,coral,HAL,Test fishery - long term stock assessment,1,NA,NA
2003,coral,HAL,Test fishery - long term stock assessment,1,NA,NA
2004,coral,HAL,Test fishery - long term stock assessment,1,NA,NA
2005,coral,HAL,Test fishery - long term stock assessment,1,NA,NA
2006,coral,HAL,Test fishery - long term stock assessment,1,NA,NA
2007,coral,HAL,Test fishery - long term stock assessment,1,NA,NA
2007,coral,TRW,Federally managed (Groundfish) ,1,NA,NA
2008,coral,HAL,Test fishery - long term stock assessment,1,NA,NA
2009,coral,HAL,Test fishery - long term stock assessment,1,NA,NA
2010,coral,HAL,Test fishery - long term stock assessment,1,NA,NA
2010,coral,TRW,Federally managed (Groundfish) ,1,NA,NA
2011,coral,HAL,Test fishery - long term stock assessment,1,NA,NA
2011,coral,POT,Federally managed (Groundfish) ,1,NA,NA
2012,coral,HAL,Test fishery - long term stock assessment,1,NA,NA
2013,coral,HAL,Test fishery - long term stock assessment,1,NA,NA
2014,coral,TRW,Federally managed (Groundfish) ,1,NA,NA
2016,coral,HAL,Test fishery - long term stock assessment,1,NA,NA
2017,coral,HAL,Test fishery - long term stock assessment,1,NA,NA
2017,coral,TRW,Federally managed (Groundfish) ,1,NA,NA
2018,coral,HAL,Test fishery - long term stock assessment,1,NA,NA
2019,coral,HAL,Test fishery - long term stock assessment,1,NA,NA
2020,coral,HAL,Test fishery - long term stock assessment,1,NA,NA
2021,coral,HAL,Test fishery - long term stock assessment,1,NA,NA
2022,coral,HAL,Test fishery - long term stock assessment,1,NA,NA
2023,coral,TRW,Rockfish Pilot Program,1,NA,NA
1995,"crab, blue king",POT,State managed fishery,1,NA,NA
2009,"crab, blue king",TRW,Federally managed (Groundfish) ,1,NA,NA
1991,"crab, Dungeness",HAL,State managed fishery,1,NA,NA
1991,"crab, Dungeness",POT,State managed fishery,0,1495447,678.3227956
1992,"crab, Dungeness",OTH,State managed fishery,1,NA,NA
1992,"crab, Dungeness",POT,State managed fishery,0,1737427,788.0829878
1992,"crab, Dungeness",TRW,State managed fishery,1,NA,NA
1993,"crab, Dungeness",POT,State managed fishery,0,1656501,751.3756016
1994,"crab, Dungeness",POT,State managed fishery,0,1238492,561.7700633
1995,"crab, Dungeness",POT,State managed fishery,0,622959,282.5692187
1995,"crab, Dungeness",TRW,State managed fishery,1,NA,NA
1996,"crab, Dungeness",POT,State managed fishery,0,781417,354.4444999
1997,"crab, Dungeness",POT,State managed fishery,0,769678,349.1197834
1998,"crab, Dungeness",POT,State managed fishery,0,487998,221.3519888
1998,"crab, Dungeness",TRW,Federally managed (Groundfish) ,1,NA,NA
1999,"crab, Dungeness",POT,State managed fishery,0,607424,275.522667
2000,"crab, Dungeness",POT,Confiscated ,1,NA,NA
2000,"crab, Dungeness",POT,State managed fishery,1,NA,NA
2000,"crab, Dungeness",TRW,Federally managed (Groundfish) ,1,NA,NA
2001,"crab, Dungeness",POT,State managed fishery,1,NA,NA
2001,"crab, Dungeness",TRW,Federally managed (Groundfish) ,1,NA,NA
2002,"crab, Dungeness",POT,State managed fishery,0,548800,248.9312896
2002,"crab, Dungeness",TRW,Federally managed (Groundfish) ,1,NA,NA
2003,"crab, Dungeness",POT,State managed fishery,0,760562,344.9848387
2003,"crab, Dungeness",TRW,Federally managed (Groundfish) ,1,NA,NA
2004,"crab, Dungeness",POT,Federally managed (Groundfish) ,1,NA,NA
2004,"crab, Dungeness",POT,State managed fishery,0,616313,279.5546463
2005,"crab, Dungeness",POT,Federally managed (Groundfish) ,1,NA,NA
2005,"crab, Dungeness",POT,State managed fishery,0,705932,320.2051077
2006,"crab, Dungeness",POT,Federally managed (Groundfish) ,1,NA,NA
2006,"crab, Dungeness",POT,State managed fishery,0,433536,196.6484613
2007,"crab, Dungeness",POT,Federally managed (Groundfish) ,1,NA,NA
2007,"crab, Dungeness",POT,State managed fishery,0,1123997,509.8360472
2008,"crab, Dungeness",POT,State managed fishery,0,1544765,700.6930459
2008,"crab, Dungeness",TRW,Federally managed (Groundfish) ,0,327,0.148324584
2009,"crab, Dungeness",POT,Confiscated ,1,NA,NA
2009,"crab, Dungeness",POT,State managed fishery,0,1885554,855.27221
2009,"crab, Dungeness",TRW,Federally managed (Groundfish) ,1,NA,NA
2010,"crab, Dungeness",POT,State managed fishery,0,1353211,613.8056839
2010,"crab, Dungeness",TRW,Federally managed (Groundfish) ,1,NA,NA
2011,"crab, Dungeness",POT,State managed fishery,0,611379,277.3166234
2011,"crab, Dungeness",TRW,Federally managed (Groundfish) ,1,NA,NA
