"year","species_group_code","species_group_name","species_name","retained_or_discarded","agency_gear_code","conf_flag","catch_mt"
"1997","THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)","R","BTR",0,450.04
"1997","THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)","R","HAL",0,168.09
"1997","THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)","R","JIG",1,NA
"1997","THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)","R","PTR",1,NA
"1998","AMCK","Atka Mackerel","greenling, atka mackerel","D","NPT",0,164.35
"1998","AMCK","Atka Mackerel","greenling, atka mackerel","D","POT",1,NA
"1998","AMCK","Atka Mackerel","greenling, atka mackerel","D","PTR",1,NA
"1998","AMCK","Atka Mackerel","greenling, atka mackerel","R","NPT",0,152.38
"1998","AMCK","Atka Mackerel","greenling, atka mackerel","R","PTR",1,NA
"1998","ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","HAL",0,470.75
"1998","ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","NPT",0,9927.01
"1998","ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","POT",1,NA
"1998","ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","PTR",1,NA
"1998","ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","HAL",0,0.44
"1998","ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","NPT",0,1978.99
"1998","ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","PTR",1,NA
"1998","BABU","Black/Blue Rockfish","rockfish, black","R","HAL",1,NA
"1998","BABU","Black/Blue Rockfish","rockfish, black","R","JIG",1,NA
"1998","BABU","Black/Blue Rockfish","rockfish, black","R","NPT",1,NA
"1998","BABU","Black/Blue Rockfish","rockfish, black","R","POT",1,NA
"1998","BABU","Black/Blue Rockfish","rockfish, black","R","PTR",1,NA
"1998","DEM1","Demersal Shelf Rockfish","rockfish, bocaccio","R","HAL",1,NA
"1998","DEM1","Demersal Shelf Rockfish","rockfish, bocaccio","R","NPT",1,NA
"1998","DEM1","Demersal Shelf Rockfish","rockfish, canary","R","HAL",1,NA
"1998","DEM1","Demersal Shelf Rockfish","rockfish, canary","R","JIG",1,NA
"1998","DEM1","Demersal Shelf Rockfish","rockfish, china","R","HAL",1,NA
"1998","DEM1","Demersal Shelf Rockfish","rockfish, copper","R","NPT",1,NA
"1998","DEM1","Demersal Shelf Rockfish","rockfish, quillback","R","HAL",1,NA
"1998","DEM1","Demersal Shelf Rockfish","rockfish, redbanded","D","HAL",1,NA
"1998","DEM1","Demersal Shelf Rockfish","rockfish, redbanded","D","NPT",0,6.63
"1998","DEM1","Demersal Shelf Rockfish","rockfish, redbanded","R","HAL",1,NA
"1998","DEM1","Demersal Shelf Rockfish","rockfish, redbanded","R","NPT",0,6.31
"1998","DEM1","Demersal Shelf Rockfish","rockfish, rosethorn","D","NPT",1,NA
"1998","DEM1","Demersal Shelf Rockfish","rockfish, rosethorn","R","NPT",1,NA
"1998","DEM1","Demersal Shelf Rockfish","rockfish, tiger","R","HAL",1,NA
"1998","DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","D","HAL",1,NA
"1998","DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","D","NPT",0,9.06
"1998","DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","R","HAL",1,NA
"1998","DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","R","NPT",0,5.22
"1998","DEM1","Demersal Shelf Rockfish","rockfish, yelloweye (red snapper)","D","NPT",1,NA
"1998","DEM1","Demersal Shelf Rockfish","rockfish, yelloweye (red snapper)","R","HAL",1,NA
"1998","DEM1","Demersal Shelf Rockfish","rockfish, yelloweye (red snapper)","R","JIG",1,NA
"1998","DEM1","Demersal Shelf Rockfish","rockfish, yelloweye (red snapper)","R","NPT",1,NA
"1998","DEM1","Demersal Shelf Rockfish","rockfish, yelloweye (red snapper)","R","PTR",1,NA
"1998","DFL4","Deep Water Flatfish","flatfish, deep water","D","HAL",0,16.48
"1998","DFL4","Deep Water Flatfish","flatfish, deep water","D","NPT",0,73.05
"1998","DFL4","Deep Water Flatfish","flatfish, deep water","R","HAL",0,2.31
"1998","DFL4","Deep Water Flatfish","flatfish, deep water","R","NPT",0,48.31
"1998","DFL4","Deep Water Flatfish","sole, dover","D","HAL",0,2.26
"1998","DFL4","Deep Water Flatfish","sole, dover","D","NPT",0,106.8
"1998","DFL4","Deep Water Flatfish","sole, dover","R","HAL",1,NA
"1998","DFL4","Deep Water Flatfish","sole, dover","R","NPT",0,1505.3
"1998","DFL4","Deep Water Flatfish","sole, dover","R","PTR",1,NA
"1998","DFL4","Deep Water Flatfish","turbot, Greenland","D","HAL",1,NA
"1998","DFL4","Deep Water Flatfish","turbot, Greenland","R","HAL",1,NA
"1998","DFL4","Deep Water Flatfish","turbot, Greenland","R","JIG",1,NA
"1998","DFL4","Deep Water Flatfish","turbot, Greenland","R","PTR",1,NA
"1998","FSOL","Flathead Sole","sole, flathead","D","HAL",0,23.21
"1998","FSOL","Flathead Sole","sole, flathead","D","NPT",0,254.18
"1998","FSOL","Flathead Sole","sole, flathead","D","POT",1,NA
"1998","FSOL","Flathead Sole","sole, flathead","D","PTR",1,NA
"1998","FSOL","Flathead Sole","sole, flathead","R","HAL",1,NA
"1998","FSOL","Flathead Sole","sole, flathead","R","NPT",0,1315.66
"1998","FSOL","Flathead Sole","sole, flathead","R","PTR",1,NA
"1998","NORK","Northern Rockfish","rockfish, northern","D","HAL",1,NA
"1998","NORK","Northern Rockfish","rockfish, northern","D","NPT",0,550.33
"1998","NORK","Northern Rockfish","rockfish, northern","D","POT",1,NA
"1998","NORK","Northern Rockfish","rockfish, northern","D","PTR",1,NA
"1998","NORK","Northern Rockfish","rockfish, northern","R","HAL",1,NA
"1998","NORK","Northern Rockfish","rockfish, northern","R","NPT",0,2237.89
"1998","NORK","Northern Rockfish","rockfish, northern","R","PTR",1,NA
"1998","OTHR","Other","groundfish, general","D","HAL",0,930.77
"1998","OTHR","Other","groundfish, general","D","NPT",0,1663.34
"1998","OTHR","Other","groundfish, general","D","POT",1,NA
"1998","OTHR","Other","groundfish, general","D","PTR",1,NA
"1998","OTHR","Other","groundfish, general","R","HAL",1,NA
"1998","OTHR","Other","groundfish, general","R","JIG",1,NA
"1998","OTHR","Other","groundfish, general","R","NPT",1,NA
"1998","OTHR","Other","groundfish, general","R","POT",1,NA
"1998","OTHR","Other","groundfish, general","R","PTR",1,NA
"1998","OTHR","Other","squid, majestic","D","NPT",1,NA
"1998","OTHR","Other","squid, majestic","R","PTR",1,NA
"1998","PCOD","Pacific Cod","cod, Pacific (gray)","D","HAL",0,234.52
"1998","PCOD","Pacific Cod","cod, Pacific (gray)","D","NPT",0,1353.62
"1998","PCOD","Pacific Cod","cod, Pacific (gray)","D","POT",1,NA
"1998","PCOD","Pacific Cod","cod, Pacific (gray)","D","PTR",1,NA
"1998","PCOD","Pacific Cod","cod, Pacific (gray)","R","HAL",0,9310.19
"1998","PCOD","Pacific Cod","cod, Pacific (gray)","R","JIG",1,NA
"1998","PCOD","Pacific Cod","cod, Pacific (gray)","R","NPT",0,39320.62
"1998","PCOD","Pacific Cod","cod, Pacific (gray)","R","POT",1,NA
"1998","PCOD","Pacific Cod","cod, Pacific (gray)","R","PTR",1,NA
"1998","PEL7","Pelagic Shelf Rockfish","rockfish, dusky","D","NPT",0,25.46
"1998","PEL7","Pelagic Shelf Rockfish","rockfish, dusky","R","HAL",1,NA
"1998","PEL7","Pelagic Shelf Rockfish","rockfish, dusky","R","JIG",1,NA
"1998","PEL7","Pelagic Shelf Rockfish","rockfish, dusky","R","NPT",0,963.8
"1998","PEL7","Pelagic Shelf Rockfish","rockfish, dusky","R","POT",1,NA
"1998","PEL7","Pelagic Shelf Rockfish","rockfish, dusky","R","PTR",1,NA
"1998","PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","D","HAL",0,16.02
"1998","PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","D","NPT",0,105.58
"1998","PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","D","POT",1,NA
"1998","PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","D","PTR",1,NA
"1998","PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","R","HAL",1,NA
"1998","PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","R","NPT",0,1177.55
"1998","PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","R","PTR",1,NA
"1998","PEL7","Pelagic Shelf Rockfish","rockfish, widow","D","NPT",1,NA
"1998","PEL7","Pelagic Shelf Rockfish","rockfish, widow","R","HAL",1,NA
"1998","PEL7","Pelagic Shelf Rockfish","rockfish, widow","R","NPT",1,NA
"1998","PEL7","Pelagic Shelf Rockfish","rockfish, yellowtail","R","HAL",1,NA
"1998","PEL7","Pelagic Shelf Rockfish","rockfish, yellowtail","R","JIG",1,NA
"1998","PLCK","Pollock","pollock, walleye","D","HAL",0,6.66
"1998","PLCK","Pollock","pollock, walleye","D","NPT",0,545.55
"1998","PLCK","Pollock","pollock, walleye","D","POT",1,NA
"1998","PLCK","Pollock","pollock, walleye","D","PTR",0,792.13
"1998","PLCK","Pollock","pollock, walleye","R","HAL",0,58.12
"1998","PLCK","Pollock","pollock, walleye","R","JIG",1,NA
"1998","PLCK","Pollock","pollock, walleye","R","NPT",0,4025.92
"1998","PLCK","Pollock","pollock, walleye","R","POT",1,NA
"1998","PLCK","Pollock","pollock, walleye","R","PTR",1,NA
"1998","POPA","Pacific Ocean Perch","perch, Pacific ocean","D","NPT",0,1213.53
"1998","POPA","Pacific Ocean Perch","perch, Pacific ocean","D","PTR",1,NA
"1998","POPA","Pacific Ocean Perch","perch, Pacific ocean","R","HAL",1,NA
"1998","POPA","Pacific Ocean Perch","perch, Pacific ocean","R","JIG",1,NA
"1998","POPA","Pacific Ocean Perch","perch, Pacific ocean","R","NPT",0,5506.92
"1998","POPA","Pacific Ocean Perch","perch, Pacific ocean","R","PTR",1,NA
"1998","REXS","Rex Sole","sole, rex","D","HAL",1,NA
"1998","REXS","Rex Sole","sole, rex","D","NPT",0,72.34
"1998","REXS","Rex Sole","sole, rex","D","PTR",1,NA
"1998","REXS","Rex Sole","sole, rex","R","NPT",0,2551.24
"1998","REXS","Rex Sole","sole, rex","R","PTR",1,NA
"1998","SABL","Sablefish","sablefish (blackcod)","D","HAL",0,285.2
"1998","SABL","Sablefish","sablefish (blackcod)","D","NPT",0,311.71
"1998","SABL","Sablefish","sablefish (blackcod)","D","PTR",1,NA
"1998","SABL","Sablefish","sablefish (blackcod)","R","HAL",0,5772.49
"1998","SABL","Sablefish","sablefish (blackcod)","R","JIG",1,NA
"1998","SABL","Sablefish","sablefish (blackcod)","R","NPT",0,872.4
"1998","SABL","Sablefish","sablefish (blackcod)","R","PTR",1,NA
"1998","SFL1","Shallow Water Flatfish","flatfish, shallow water","D","HAL",0,6.04
"1998","SFL1","Shallow Water Flatfish","flatfish, shallow water","D","NPT",0,508.12
"1998","SFL1","Shallow Water Flatfish","flatfish, shallow water","D","POT",1,NA
"1998","SFL1","Shallow Water Flatfish","flatfish, shallow water","D","PTR",1,NA
"1998","SFL1","Shallow Water Flatfish","flatfish, shallow water","R","HAL",1,NA
"1998","SFL1","Shallow Water Flatfish","flatfish, shallow water","R","NPT",0,33.29
"1998","SFL1","Shallow Water Flatfish","flounder, Alaska plaice","D","NPT",1,NA
"1998","SFL1","Shallow Water Flatfish","flounder, Alaska plaice","R","NPT",1,NA
"1998","SFL1","Shallow Water Flatfish","flounder, Alaska plaice","R","PTR",1,NA
"1998","SFL1","Shallow Water Flatfish","flounder, general","R","NPT",1,NA
"1998","SFL1","Shallow Water Flatfish","flounder, general","R","PTR",1,NA
"1998","SFL1","Shallow Water Flatfish","flounder, starry","D","NPT",1,NA
"1998","SFL1","Shallow Water Flatfish","flounder, starry","R","NPT",1,NA
"1998","SFL1","Shallow Water Flatfish","flounder, starry","R","PTR",1,NA
"1998","SFL1","Shallow Water Flatfish","sole, English","D","NPT",0,3.95
"1998","SFL1","Shallow Water Flatfish","sole, English","R","NPT",1,NA
"1998","SFL1","Shallow Water Flatfish","sole, English","R","PTR",1,NA
"1998","SFL1","Shallow Water Flatfish","sole, butter","D","NPT",0,7.64
"1998","SFL1","Shallow Water Flatfish","sole, butter","R","NPT",0,169.96
"1998","SFL1","Shallow Water Flatfish","sole, petrale","R","HAL",1,NA
"1998","SFL1","Shallow Water Flatfish","sole, petrale","R","POT",1,NA
"1998","SFL1","Shallow Water Flatfish","sole, rock","D","HAL",1,NA
"1998","SFL1","Shallow Water Flatfish","sole, rock","D","NPT",0,35.99
"1998","SFL1","Shallow Water Flatfish","sole, rock","R","HAL",1,NA
"1998","SFL1","Shallow Water Flatfish","sole, rock","R","NPT",0,2409.32
"1998","SFL1","Shallow Water Flatfish","sole, rock","R","PTR",1,NA
"1998","SFL1","Shallow Water Flatfish","sole, sand","D","NPT",1,NA
"1998","SFL1","Shallow Water Flatfish","sole, yellowfin","D","HAL",1,NA
"1998","SFL1","Shallow Water Flatfish","sole, yellowfin","D","NPT",1,NA
"1998","SFL1","Shallow Water Flatfish","sole, yellowfin","R","NPT",1,NA
"1998","SFL1","Shallow Water Flatfish","sole, yellowfin","R","PTR",1,NA
"1998","SLR3","Other Slope Rockfish","rockfish, blackgill","R","HAL",1,NA
"1998","SLR3","Other Slope Rockfish","rockfish, darkblotched","D","NPT",1,NA
"1998","SLR3","Other Slope Rockfish","rockfish, darkblotched","R","HAL",1,NA
"1998","SLR3","Other Slope Rockfish","rockfish, greenstripe","D","NPT",1,NA
"1998","SLR3","Other Slope Rockfish","rockfish, greenstripe","R","HAL",1,NA
"1998","SLR3","Other Slope Rockfish","rockfish, harlequin","D","NPT",0,91.3
"1998","SLR3","Other Slope Rockfish","rockfish, harlequin","D","PTR",1,NA
"1998","SLR3","Other Slope Rockfish","rockfish, redstripe","D","NPT",1,NA
"1998","SLR3","Other Slope Rockfish","rockfish, redstripe","R","HAL",1,NA
"1998","SLR3","Other Slope Rockfish","rockfish, redstripe","R","PTR",1,NA
"1998","SLR3","Other Slope Rockfish","rockfish, sharpchin","D","NPT",0,148.46
"1998","SLR3","Other Slope Rockfish","rockfish, sharpchin","D","PTR",1,NA
"1998","SLR3","Other Slope Rockfish","rockfish, sharpchin","R","NPT",0,61.28
"1998","SLR3","Other Slope Rockfish","rockfish, silvergray","D","NPT",1,NA
"1998","SLR3","Other Slope Rockfish","rockfish, silvergray","R","HAL",1,NA
"1998","SLR3","Other Slope Rockfish","rockfish, silvergray","R","NPT",1,NA
"1998","SLR3","Other Slope Rockfish","rockfish, splitnose","R","HAL",1,NA
"1998","SLR3","Other Slope Rockfish","rockfish, unspecified slope","D","HAL",1,NA
"1998","SLR3","Other Slope Rockfish","rockfish, unspecified slope","D","NPT",0,211.19
"1998","SLR3","Other Slope Rockfish","rockfish, unspecified slope","D","PTR",1,NA
"1998","SLR3","Other Slope Rockfish","rockfish, unspecified slope","R","HAL",1,NA
"1998","SLR3","Other Slope Rockfish","rockfish, unspecified slope","R","NPT",0,70.33
"1998","SLR3","Other Slope Rockfish","rockfish, unspecified slope","R","PTR",1,NA
"1998","SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye","D","HAL",1,NA
"1998","SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye","D","NPT",0,28.14
"1998","SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye","R","HAL",1,NA
"1998","SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye","R","JIG",1,NA
"1998","SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye","R","NPT",0,197.21
"1998","SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye","R","POT",1,NA
"1998","SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye","R","PTR",1,NA
"1998","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker","D","HAL",0,8.69
"1998","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker","D","NPT",0,3.84
"1998","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker","R","HAL",0,18.85
"1998","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker","R","NPT",0,72.38
"1998","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker","R","PTR",1,NA
"1998","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye","D","HAL",0,158.94
"1998","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye","D","NPT",0,74.38
"1998","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye","D","PTR",1,NA
"1998","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye","R","HAL",0,37.23
"1998","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye","R","NPT",0,338.13
"1998","THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)","D","HAL",0,31.18
"1998","THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)","D","NPT",0,111.69
"1998","THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)","R","HAL",0,230.93
"1998","THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)","R","JIG",1,NA
"1998","THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)","R","NPT",0,504.19
"1998","THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)","R","PTR",1,NA
"1999","AMCK","Atka Mackerel","greenling, atka mackerel","D","HAL",0,0.03
"1999","AMCK","Atka Mackerel","greenling, atka mackerel","D","NPT",0,33.82
"1999","AMCK","Atka Mackerel","greenling, atka mackerel","D","POT",0,0.23
"1999","AMCK","Atka Mackerel","greenling, atka mackerel","D","PTR",1,NA
"1999","AMCK","Atka Mackerel","greenling, atka mackerel","R","NPT",0,109.2
"1999","AMCK","Atka Mackerel","greenling, atka mackerel","R","PTR",1,NA
"1999","ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","HAL",0,1014.34
"1999","ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","NPT",0,10118.84
"1999","ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","POT",0,9.38
"1999","ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","PTR",1,NA
"1999","ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","HAL",1,NA
"1999","ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","NPT",0,3506.67
"1999","ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","POT",1,NA
"1999","ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","PTR",1,NA
"1999","BABU","Black/Blue Rockfish","rockfish, black","D","JIG",1,NA
"1999","BABU","Black/Blue Rockfish","rockfish, black","D","NPT",1,NA
"1999","BABU","Black/Blue Rockfish","rockfish, black","D","POT",1,NA
"1999","BABU","Black/Blue Rockfish","rockfish, black","D","PTR",1,NA
"1999","BABU","Black/Blue Rockfish","rockfish, black","R","HAL",1,NA
"1999","BABU","Black/Blue Rockfish","rockfish, black","R","JIG",1,NA
"1999","BABU","Black/Blue Rockfish","rockfish, black","R","NPT",1,NA
"1999","BABU","Black/Blue Rockfish","rockfish, black","R","POT",1,NA
"1999","BABU","Black/Blue Rockfish","rockfish, black","R","PTR",1,NA
"1999","BABU","Black/Blue Rockfish","rockfish, blue","R","HAL",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, bocaccio","R","HAL",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, canary","R","HAL",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, canary","R","JIG",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, canary","R","NPT",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, china","R","HAL",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, copper","R","HAL",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, quillback","R","HAL",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, quillback","R","JIG",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, quillback","R","NPT",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, redbanded","D","HAL",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, redbanded","D","NPT",0,6.15
"1999","DEM1","Demersal Shelf Rockfish","rockfish, redbanded","D","PTR",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, redbanded","R","HAL",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, redbanded","R","NPT",0,6.8
"1999","DEM1","Demersal Shelf Rockfish","rockfish, redbanded","R","POT",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, redbanded","R","PTR",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, rosethorn","R","NPT",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, tiger","R","HAL",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","D","HAL",0,3.56
"1999","DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","D","NPT",0,13.86
"1999","DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","D","POT",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","R","HAL",0,4.38
"1999","DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","R","NPT",0,25.36
"1999","DEM1","Demersal Shelf Rockfish","rockfish, yelloweye (red snapper)","D","HAL",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, yelloweye (red snapper)","D","NPT",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, yelloweye (red snapper)","R","HAL",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, yelloweye (red snapper)","R","JIG",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, yelloweye (red snapper)","R","NPT",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, yelloweye (red snapper)","R","POT",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, yelloweye (red snapper)","R","PTR",1,NA
"1999","DFL4","Deep Water Flatfish","flatfish, deep water","D","HAL",0,14.64
"1999","DFL4","Deep Water Flatfish","flatfish, deep water","D","NPT",0,309.84
"1999","DFL4","Deep Water Flatfish","flatfish, deep water","D","PTR",1,NA
"1999","DFL4","Deep Water Flatfish","flatfish, deep water","R","HAL",0,0.34
"1999","DFL4","Deep Water Flatfish","flatfish, deep water","R","NPT",0,106.22
"1999","DFL4","Deep Water Flatfish","sole, dover","D","HAL",0,0.67
"1999","DFL4","Deep Water Flatfish","sole, dover","D","NPT",0,117.87
"1999","DFL4","Deep Water Flatfish","sole, dover","R","NPT",0,1328.19
"1999","DFL4","Deep Water Flatfish","sole, dover","R","POT",1,NA
"1999","DFL4","Deep Water Flatfish","sole, dover","R","PTR",1,NA
"1999","DFL4","Deep Water Flatfish","turbot, Greenland","R","HAL",0,5.69
"1999","DFL4","Deep Water Flatfish","turbot, Greenland","R","NPT",1,NA
"1999","DFL4","Deep Water Flatfish","turbot, Greenland","R","POT",1,NA
"1999","DFL4","Deep Water Flatfish","turbot, Greenland","R","PTR",1,NA
"1999","FSOL","Flathead Sole","sole, flathead","D","HAL",0,27.57
"1999","FSOL","Flathead Sole","sole, flathead","D","NPT",0,278.63
"1999","FSOL","Flathead Sole","sole, flathead","D","POT",1,NA
"1999","FSOL","Flathead Sole","sole, flathead","D","PTR",1,NA
"1999","FSOL","Flathead Sole","sole, flathead","R","HAL",1,NA
"1999","FSOL","Flathead Sole","sole, flathead","R","NPT",0,495.21
"1999","FSOL","Flathead Sole","sole, flathead","R","POT",1,NA
"1999","FSOL","Flathead Sole","sole, flathead","R","PTR",1,NA
"1999","NONQ","Non TAC Species","Pacific sand fish","R","PTR",1,NA
"1999","NONQ","Non TAC Species","Pacific sleeper shark","D","HAL",1,NA
"1999","NONQ","Non TAC Species","Pacific sleeper shark","D","NPT",1,NA
"1999","NONQ","Non TAC Species","clam, Washington butter","R","POT",1,NA
"1999","NONQ","Non TAC Species","crab, Dungeness","R","POT",1,NA
"1999","NONQ","Non TAC Species","crab,box","D","NPT",1,NA
"1999","NONQ","Non TAC Species","eels or eel-like fish","D","NPT",1,NA
"1999","NONQ","Non TAC Species","eels or eel-like fish","D","POT",1,NA
"1999","NONQ","Non TAC Species","eels or eel-like fish","R","NPT",1,NA
"1999","NONQ","Non TAC Species","eels or eel-like fish","R","POT",1,NA
"1999","NONQ","Non TAC Species","eels or eel-like fish","R","PTR",1,NA
"1999","NONQ","Non TAC Species","greenling, rock","R","NPT",1,NA
"1999","NONQ","Non TAC Species","greenling, rock","R","PTR",1,NA
"1999","NONQ","Non TAC Species","greenling, whitespot","D","NPT",1,NA
"1999","NONQ","Non TAC Species","grenadier (rattail)","D","HAL",0,972.99
"1999","NONQ","Non TAC Species","grenadier (rattail)","D","NPT",1,NA
"1999","NONQ","Non TAC Species","grenadier (rattail)","R","NPT",1,NA
"1999","NONQ","Non TAC Species","grenadier (rattail)","R","PTR",1,NA
"1999","NONQ","Non TAC Species","grenadier, giant","D","HAL",0,180.34
"1999","NONQ","Non TAC Species","lingcod","D","HAL",1,NA
"1999","NONQ","Non TAC Species","lingcod","D","NPT",1,NA
"1999","NONQ","Non TAC Species","lingcod","D","POT",1,NA
"1999","NONQ","Non TAC Species","lingcod","R","HAL",1,NA
"1999","NONQ","Non TAC Species","lingcod","R","JIG",1,NA
"1999","NONQ","Non TAC Species","lingcod","R","NPT",1,NA
"1999","NONQ","Non TAC Species","lingcod","R","POT",1,NA
"1999","NONQ","Non TAC Species","lingcod","R","PTR",1,NA
"1999","NONQ","Non TAC Species","sea urchin","D","NPT",1,NA
"1999","NONQ","Non TAC Species","shark, salmon","D","NPT",1,NA
"1999","NONQ","Non TAC Species","shark, salmon","R","PTR",1,NA
"1999","NONQ","Non TAC Species","shark, spiny dogfish","D","HAL",1,NA
"1999","NONQ","Non TAC Species","shark, spiny dogfish","D","NPT",1,NA
"1999","NONQ","Non TAC Species","shark, spiny dogfish","R","PTR",1,NA
"1999","NONQ","Non TAC Species","shrimp, northern (pink)","R","NPT",1,NA
"1999","NONQ","Non TAC Species","snails","D","NPT",1,NA
"1999","NORK","Northern Rockfish","rockfish, northern","D","HAL",0,1
"1999","NORK","Northern Rockfish","rockfish, northern","D","NPT",0,556.65
"1999","NORK","Northern Rockfish","rockfish, northern","D","POT",0,0.31
"1999","NORK","Northern Rockfish","rockfish, northern","D","PTR",1,NA
"1999","NORK","Northern Rockfish","rockfish, northern","R","HAL",1,NA
"1999","NORK","Northern Rockfish","rockfish, northern","R","NPT",0,4689.33
"1999","NORK","Northern Rockfish","rockfish, northern","R","PTR",1,NA
"1999","OTHR","Other","groundfish, general","D","HAL",0,1231.3
"1999","OTHR","Other","groundfish, general","D","NPT",0,1377.36
"1999","OTHR","Other","groundfish, general","D","POT",0,120.37
"1999","OTHR","Other","groundfish, general","D","PTR",1,NA
"1999","OTHR","Other","groundfish, general","R","HAL",0,28.63
"1999","OTHR","Other","groundfish, general","R","NPT",0,310.36
"1999","OTHR","Other","groundfish, general","R","POT",0,129.62
"1999","OTHR","Other","groundfish, general","R","PTR",1,NA
"1999","OTHR","Other","sculpin, general","D","NPT",1,NA
"1999","OTHR","Other","squid, majestic","D","HAL",1,NA
"1999","OTHR","Other","squid, majestic","D","NPT",1,NA
"1999","OTHR","Other","squid, majestic","R","NPT",1,NA
"1999","OTHR","Other","squid, majestic","R","POT",1,NA
"1999","OTHR","Other","squid, majestic","R","PTR",1,NA
"1999","PCOD","Pacific Cod","cod, Pacific (gray)","D","HAL",0,250.69
