"year","species_group_code","species_group_name","species_name","retained_or_discarded","agency_gear_code","conf_flag","catch_mt"
"2007","SFL1","GOA Shallow Water Flatfish","sole, rock","D","HAL",0,1.952
"2007","SFL1","GOA Shallow Water Flatfish","sole, rock","D","NPT",0,198.924
"2007","SFL1","GOA Shallow Water Flatfish","sole, rock","D","PTR",0,0.861
"2007","SFL1","GOA Shallow Water Flatfish","sole, rock","R","HAL",1,NA
"2007","SFL1","GOA Shallow Water Flatfish","sole, rock","R","JIG",1,NA
"2007","SFL1","GOA Shallow Water Flatfish","sole, rock","R","NPT",0,6460.228
"2007","SFL1","GOA Shallow Water Flatfish","sole, rock","R","POT",1,NA
"2007","SFL1","GOA Shallow Water Flatfish","sole, rock","R","PTR",0,64.896
"2007","SFL1","GOA Shallow Water Flatfish","sole, sand","D","NPT",1,NA
"2007","SFL1","GOA Shallow Water Flatfish","sole, sand","R","NPT",1,NA
"2007","SFL1","GOA Shallow Water Flatfish","sole, yellowfin","D","NPT",0,11.385
"2007","SFL1","GOA Shallow Water Flatfish","sole, yellowfin","R","POT",1,NA
"2007","SFL1","GOA Shallow Water Flatfish","sole, yellowfin","R","PTR",1,NA
"2007","SFL1","GOA Shallow Water Flatfish",NA,"D","HAL",0,13.617
"2007","SFL1","GOA Shallow Water Flatfish",NA,"D","NPT",0,287.815
"2007","SFL1","GOA Shallow Water Flatfish",NA,"D","POT",0,3.961
"2007","SRKR","Shortraker Rockfish","rockfish, shortraker","D","HAL",0,36.065
"2007","SRKR","Shortraker Rockfish","rockfish, shortraker","D","NPT",0,17.725
"2007","SRKR","Shortraker Rockfish","rockfish, shortraker","D","PTR",0,0.509
"2007","SRKR","Shortraker Rockfish","rockfish, shortraker","R","HAL",0,65.082
"2007","SRKR","Shortraker Rockfish","rockfish, shortraker","R","NPT",0,236.967
"2007","SRKR","Shortraker Rockfish","rockfish, shortraker","R","PTR",0,52.067
"2007","THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)","D","HAL",0,21.606
"2007","THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)","D","NPT",0,10.826
"2007","THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)","D","PTR",0,0.024
"2007","THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)","R","HAL",0,222.811
"2007","THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)","R","NPT",0,337.912
"2007","THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)","R","PTR",0,7.221
"2007","USKT","GOA Skate, Other","skate, other","D","HAL",0,683.126
"2007","USKT","GOA Skate, Other","skate, other","D","NPT",0,240.384
"2007","USKT","GOA Skate, Other","skate, other","D","PTR",0,0.914
"2007","USKT","GOA Skate, Other","skate, other","R","HAL",0,109.962
"2007","USKT","GOA Skate, Other","skate, other","R","NPT",0,133.28
"2007","USKT","GOA Skate, Other","skate, other","R","PTR",0,1.785
"2008","AMCK","Atka Mackerel","greenling, atka mackerel","D","HAL",0,3.391
"2008","AMCK","Atka Mackerel","greenling, atka mackerel","D","NPT",0,1300.439
"2008","AMCK","Atka Mackerel","greenling, atka mackerel","D","POT",0,21.809
"2008","AMCK","Atka Mackerel","greenling, atka mackerel","R","HAL",1,NA
"2008","AMCK","Atka Mackerel","greenling, atka mackerel","R","NPT",0,785.812
"2008","AMCK","Atka Mackerel","greenling, atka mackerel","R","POT",1,NA
"2008","AMCK","Atka Mackerel","greenling, atka mackerel","R","PTR",0,0.109
"2008","ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","HAL",0,502.548
"2008","ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","NPT",0,8141.446
"2008","ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","POT",0,3.524
"2008","ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","PTR",0,50.133
"2008","ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","HAL",0,53.725
"2008","ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","JIG",1,NA
"2008","ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","NPT",0,19480.001
"2008","ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","POT",1,NA
"2008","ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","PTR",0,974.563
"2008","BSKT","GOA Skate, Big","skate, big","D","HAL",0,91.499
"2008","BSKT","GOA Skate, Big","skate, big","D","NPT",0,334.017
"2008","BSKT","GOA Skate, Big","skate, big","D","PTR",0,0.17
"2008","BSKT","GOA Skate, Big","skate, big","R","HAL",0,294.45
"2008","BSKT","GOA Skate, Big","skate, big","R","JIG",0,0.612
"2008","BSKT","GOA Skate, Big","skate, big","R","NPT",0,649.1
"2008","BSKT","GOA Skate, Big","skate, big","R","PTR",0,2.937
"2008","DFL4","GOA Deep Water Flatfish","sole, dover","D","HAL",0,0.56
"2008","DFL4","GOA Deep Water Flatfish","sole, dover","D","NPT",0,308.119
"2008","DFL4","GOA Deep Water Flatfish","sole, dover","R","NPT",0,204.116
"2008","DFL4","GOA Deep Water Flatfish","sole, dover","R","PTR",0,1.847
"2008","DFL4","GOA Deep Water Flatfish","turbot, Greenland","D","NPT",1,NA
"2008","DFL4","GOA Deep Water Flatfish","turbot, Greenland","R","HAL",0,0.494
"2008","DFL4","GOA Deep Water Flatfish","turbot, Greenland","R","PTR",1,NA
"2008","DFL4","GOA Deep Water Flatfish",NA,"D","HAL",0,10.088
"2008","DFL4","GOA Deep Water Flatfish",NA,"D","NPT",0,39.646
"2008","DFL4","GOA Deep Water Flatfish",NA,"D","POT",0,0.016
"2008","FSOL","Flathead Sole","sole, flathead","D","HAL",0,4.131
"2008","FSOL","Flathead Sole","sole, flathead","D","NPT",0,216.28
"2008","FSOL","Flathead Sole","sole, flathead","D","PTR",0,1.714
"2008","FSOL","Flathead Sole","sole, flathead","R","HAL",0,0.956
"2008","FSOL","Flathead Sole","sole, flathead","R","NPT",0,2829.332
"2008","FSOL","Flathead Sole","sole, flathead","R","POT",1,NA
"2008","FSOL","Flathead Sole","sole, flathead","R","PTR",0,252.487
"2008","FSOL","Flathead Sole",NA,"D","HAL",0,6.146
"2008","FSOL","Flathead Sole",NA,"D","NPT",0,115.574
"2008","FSOL","Flathead Sole",NA,"D","POT",0,0.235
"2008","FSOL","Flathead Sole",NA,"D","PTR",0,19.133
"2008","LSKT","GOA Skate, Longnose","skate, longnose","D","HAL",0,238.42
"2008","LSKT","GOA Skate, Longnose","skate, longnose","D","NPT",0,132.8
"2008","LSKT","GOA Skate, Longnose","skate, longnose","R","HAL",0,182.389
"2008","LSKT","GOA Skate, Longnose","skate, longnose","R","JIG",0,0.131
"2008","LSKT","GOA Skate, Longnose","skate, longnose","R","NPT",0,442.768
"2008","LSKT","GOA Skate, Longnose","skate, longnose","R","PTR",0,2.523
"2008","NORK","Northern Rockfish","rockfish, northern","D","HAL",0,5.707
"2008","NORK","Northern Rockfish","rockfish, northern","D","NPT",0,191.859
"2008","NORK","Northern Rockfish","rockfish, northern","D","POT",0,0.662
"2008","NORK","Northern Rockfish","rockfish, northern","R","HAL",0,0.484
"2008","NORK","Northern Rockfish","rockfish, northern","R","NPT",0,3725.469
"2008","NORK","Northern Rockfish","rockfish, northern","R","PTR",0,127.909
"2008","OTHR","Other Species","Pacific sleeper shark","D","HAL",0,5.646
"2008","OTHR","Other Species","Pacific sleeper shark","D","NPT",0,11.613
"2008","OTHR","Other Species","Pacific sleeper shark","D","PTR",0,46.371
"2008","OTHR","Other Species","Pacific sleeper shark","R","NPT",1,NA
"2008","OTHR","Other Species","Pacific sleeper shark","R","PTR",0,1.089
"2008","OTHR","Other Species","octopus, North Pacific","D","HAL",0,7.672
"2008","OTHR","Other Species","octopus, North Pacific","D","NPT",0,11.872
"2008","OTHR","Other Species","octopus, North Pacific","D","POT",0,41.522
"2008","OTHR","Other Species","octopus, North Pacific","R","HAL",0,3.324
"2008","OTHR","Other Species","octopus, North Pacific","R","JIG",1,NA
"2008","OTHR","Other Species","octopus, North Pacific","R","NPT",0,2.855
"2008","OTHR","Other Species","octopus, North Pacific","R","POT",0,271.847
"2008","OTHR","Other Species","octopus, North Pacific","R","PTR",1,NA
"2008","OTHR","Other Species","sculpin, general","D","HAL",0,193.188
"2008","OTHR","Other Species","sculpin, general","D","NPT",0,812.575
"2008","OTHR","Other Species","sculpin, general","D","POT",0,143.619
"2008","OTHR","Other Species","sculpin, general","D","PTR",0,0.219
"2008","OTHR","Other Species","sculpin, general","R","HAL",0,0.575
"2008","OTHR","Other Species","sculpin, general","R","NPT",0,249.153
"2008","OTHR","Other Species","sculpin, general","R","POT",0,0.515
"2008","OTHR","Other Species","sculpin, general","R","PTR",0,0.768
"2008","OTHR","Other Species","shark, other","D","HAL",0,0.128
"2008","OTHR","Other Species","shark, other","D","NPT",0,3.889
"2008","OTHR","Other Species","shark, other","D","POT",0,0.208
"2008","OTHR","Other Species","shark, other","D","PTR",1,NA
"2008","OTHR","Other Species","shark, other","R","NPT",1,NA
"2008","OTHR","Other Species","shark, other","R","PTR",0,3.678
"2008","OTHR","Other Species","shark, salmon","D","NPT",0,0.735
"2008","OTHR","Other Species","shark, salmon","D","PTR",0,6.077
"2008","OTHR","Other Species","shark, salmon","R","PTR",0,0.4
"2008","OTHR","Other Species","shark, spiny dogfish","D","HAL",0,270.004
"2008","OTHR","Other Species","shark, spiny dogfish","D","NPT",0,152.036
"2008","OTHR","Other Species","shark, spiny dogfish","D","POT",0,0.732
"2008","OTHR","Other Species","shark, spiny dogfish","D","PTR",0,0.209
"2008","OTHR","Other Species","shark, spiny dogfish","R","HAL",1,NA
"2008","OTHR","Other Species","shark, spiny dogfish","R","NPT",0,6.22
"2008","OTHR","Other Species","shark, spiny dogfish","R","PTR",0,26.561
"2008","OTHR","Other Species","squid, majestic","D","NPT",0,6.451
"2008","OTHR","Other Species","squid, majestic","D","PTR",0,2.073
"2008","OTHR","Other Species","squid, majestic","R","NPT",0,0.177
"2008","OTHR","Other Species","squid, majestic","R","POT",1,NA
"2008","OTHR","Other Species","squid, majestic","R","PTR",0,74.958
"2008","PCOD","Pacific Cod","cod, Pacific (gray)","D","HAL",0,297.559
"2008","PCOD","Pacific Cod","cod, Pacific (gray)","D","JIG",1,NA
"2008","PCOD","Pacific Cod","cod, Pacific (gray)","D","NPT",0,2980.909
"2008","PCOD","Pacific Cod","cod, Pacific (gray)","D","POT",0,17.38
"2008","PCOD","Pacific Cod","cod, Pacific (gray)","D","PTR",0,0.851
"2008","PCOD","Pacific Cod","cod, Pacific (gray)","R","HAL",0,11501.718
"2008","PCOD","Pacific Cod","cod, Pacific (gray)","R","JIG",0,1626.568
"2008","PCOD","Pacific Cod","cod, Pacific (gray)","R","NPT",0,16932.708
"2008","PCOD","Pacific Cod","cod, Pacific (gray)","R","POT",0,24649.775
"2008","PCOD","Pacific Cod","cod, Pacific (gray)","R","PTR",0,378.916
"2008","PEL7","GOA Pelagic Shelf Rockfish","rockfish, dusky","D","HAL",0,9.634
"2008","PEL7","GOA Pelagic Shelf Rockfish","rockfish, dusky","D","NPT",0,16.374
"2008","PEL7","GOA Pelagic Shelf Rockfish","rockfish, dusky","D","POT",1,NA
"2008","PEL7","GOA Pelagic Shelf Rockfish","rockfish, dusky","D","PTR",1,NA
"2008","PEL7","GOA Pelagic Shelf Rockfish","rockfish, dusky","R","HAL",0,1.062
"2008","PEL7","GOA Pelagic Shelf Rockfish","rockfish, dusky","R","JIG",0,14.193
"2008","PEL7","GOA Pelagic Shelf Rockfish","rockfish, dusky","R","NPT",0,2942.457
"2008","PEL7","GOA Pelagic Shelf Rockfish","rockfish, dusky","R","POT",0,0.062
"2008","PEL7","GOA Pelagic Shelf Rockfish","rockfish, dusky","R","PTR",0,429.463
"2008","PEL7","GOA Pelagic Shelf Rockfish","rockfish, widow","D","NPT",1,NA
"2008","PEL7","GOA Pelagic Shelf Rockfish","rockfish, widow","R","NPT",1,NA
"2008","PEL7","GOA Pelagic Shelf Rockfish","rockfish, widow","R","PTR",1,NA
"2008","PEL7","GOA Pelagic Shelf Rockfish","rockfish, yellowtail","D","JIG",1,NA
"2008","PEL7","GOA Pelagic Shelf Rockfish","rockfish, yellowtail","R","HAL",1,NA
"2008","PEL7","GOA Pelagic Shelf Rockfish","rockfish, yellowtail","R","JIG",0,0.099
"2008","PEL7","GOA Pelagic Shelf Rockfish","rockfish, yellowtail","R","NPT",1,NA
"2008","PEL7","GOA Pelagic Shelf Rockfish",NA,"D","HAL",0,1.734
"2008","PEL7","GOA Pelagic Shelf Rockfish",NA,"D","NPT",0,25.813
"2008","PEL7","GOA Pelagic Shelf Rockfish",NA,"D","POT",0,2.141
"2008","PLCK","Pollock","pollock, walleye","D","HAL",0,58.678
"2008","PLCK","Pollock","pollock, walleye","D","NPT",0,2926.159
"2008","PLCK","Pollock","pollock, walleye","D","POT",0,2.92
"2008","PLCK","Pollock","pollock, walleye","D","PTR",0,671.464
"2008","PLCK","Pollock","pollock, walleye","R","HAL",0,137.433
"2008","PLCK","Pollock","pollock, walleye","R","JIG",0,1.707
"2008","PLCK","Pollock","pollock, walleye","R","NPT",0,4281.865
"2008","PLCK","Pollock","pollock, walleye","R","POT",0,11.642
"2008","PLCK","Pollock","pollock, walleye","R","PTR",0,42694.338
"2008","POPA","Pacific Ocean Perch","perch, Pacific ocean","D","HAL",0,0.079
"2008","POPA","Pacific Ocean Perch","perch, Pacific ocean","D","NPT",0,511.4
"2008","POPA","Pacific Ocean Perch","perch, Pacific ocean","D","POT",0,0.18
"2008","POPA","Pacific Ocean Perch","perch, Pacific ocean","D","PTR",0,0.941
"2008","POPA","Pacific Ocean Perch","perch, Pacific ocean","R","HAL",1,NA
"2008","POPA","Pacific Ocean Perch","perch, Pacific ocean","R","NPT",0,8015.723
"2008","POPA","Pacific Ocean Perch","perch, Pacific ocean","R","POT",1,NA
"2008","POPA","Pacific Ocean Perch","perch, Pacific ocean","R","PTR",0,2832.437
"2008","REXS","GOA Rex Sole","sole, rex","D","HAL",0,0.044
"2008","REXS","GOA Rex Sole","sole, rex","D","NPT",0,89.951
"2008","REXS","GOA Rex Sole","sole, rex","D","PTR",0,1.676
"2008","REXS","GOA Rex Sole","sole, rex","R","NPT",0,2588.215
"2008","REXS","GOA Rex Sole","sole, rex","R","PTR",0,27.145
"2008","REYE","Rougheye Rockfish","rockfish, rougheye","D","HAL",0,11.908
"2008","REYE","Rougheye Rockfish","rockfish, rougheye","D","NPT",0,72.213
"2008","REYE","Rougheye Rockfish","rockfish, rougheye","D","POT",0,0.293
"2008","REYE","Rougheye Rockfish","rockfish, rougheye","D","PTR",0,0.824
"2008","REYE","Rougheye Rockfish","rockfish, rougheye","R","HAL",0,50.315
"2008","REYE","Rougheye Rockfish","rockfish, rougheye","R","JIG",1,NA
"2008","REYE","Rougheye Rockfish","rockfish, rougheye","R","NPT",0,92.475
"2008","REYE","Rougheye Rockfish","rockfish, rougheye","R","PTR",0,36.851
"2008","ROCK","Other Rockfish","rockfish, aurora","R","HAL",1,NA
"2008","ROCK","Other Rockfish","rockfish, blackgill","R","HAL",1,NA
"2008","ROCK","Other Rockfish","rockfish, canary","D","NPT",1,NA
"2008","ROCK","Other Rockfish","rockfish, canary","R","HAL",0,0.08
"2008","ROCK","Other Rockfish","rockfish, canary","R","JIG",1,NA
"2008","ROCK","Other Rockfish","rockfish, canary","R","NPT",1,NA
"2008","ROCK","Other Rockfish","rockfish, canary","R","PTR",1,NA
"2008","ROCK","Other Rockfish","rockfish, chilipepper","R","HAL",1,NA
"2008","ROCK","Other Rockfish","rockfish, china","D","HAL",1,NA
"2008","ROCK","Other Rockfish","rockfish, china","R","HAL",0,0.01
"2008","ROCK","Other Rockfish","rockfish, copper","R","HAL",1,NA
"2008","ROCK","Other Rockfish","rockfish, darkblotched","D","NPT",1,NA
"2008","ROCK","Other Rockfish","rockfish, darkblotched","R","NPT",1,NA
"2008","ROCK","Other Rockfish","rockfish, darkblotched","R","PTR",1,NA
"2008","ROCK","Other Rockfish","rockfish, greenstripe","R","HAL",1,NA
"2008","ROCK","Other Rockfish","rockfish, harlequin","D","HAL",1,NA
"2008","ROCK","Other Rockfish","rockfish, harlequin","D","NPT",0,279.647
"2008","ROCK","Other Rockfish","rockfish, harlequin","D","PTR",1,NA
"2008","ROCK","Other Rockfish","rockfish, harlequin","R","HAL",1,NA
"2008","ROCK","Other Rockfish","rockfish, harlequin","R","NPT",0,89.734
"2008","ROCK","Other Rockfish","rockfish, harlequin","R","PTR",0,4.732
"2008","ROCK","Other Rockfish","rockfish, other","D","HAL",0,0.236
"2008","ROCK","Other Rockfish","rockfish, other","D","NPT",0,5.961
"2008","ROCK","Other Rockfish","rockfish, other","R","HAL",1,NA
"2008","ROCK","Other Rockfish","rockfish, other","R","NPT",0,49.883
"2008","ROCK","Other Rockfish","rockfish, quillback","R","HAL",0,0.765
"2008","ROCK","Other Rockfish","rockfish, quillback","R","JIG",1,NA
"2008","ROCK","Other Rockfish","rockfish, redbanded","D","HAL",0,0.269
"2008","ROCK","Other Rockfish","rockfish, redbanded","D","NPT",0,19.754
"2008","ROCK","Other Rockfish","rockfish, redbanded","R","HAL",0,4.567
"2008","ROCK","Other Rockfish","rockfish, redbanded","R","NPT",0,5.834
"2008","ROCK","Other Rockfish","rockfish, redbanded","R","PTR",1,NA
"2008","ROCK","Other Rockfish","rockfish, redstripe","D","NPT",0,12.76
"2008","ROCK","Other Rockfish","rockfish, redstripe","R","HAL",0,0.301
"2008","ROCK","Other Rockfish","rockfish, redstripe","R","NPT",0,10.49
"2008","ROCK","Other Rockfish","rockfish, redstripe","R","PTR",1,NA
"2008","ROCK","Other Rockfish","rockfish, rosethorn","D","NPT",0,0.236
"2008","ROCK","Other Rockfish","rockfish, rosethorn","R","NPT",1,NA
"2008","ROCK","Other Rockfish","rockfish, rosethorn","R","PTR",1,NA
"2008","ROCK","Other Rockfish","rockfish, sharpchin","D","NPT",0,63.66
"2008","ROCK","Other Rockfish","rockfish, sharpchin","R","HAL",1,NA
"2008","ROCK","Other Rockfish","rockfish, sharpchin","R","NPT",0,15.867
"2008","ROCK","Other Rockfish","rockfish, sharpchin","R","PTR",1,NA
"2008","ROCK","Other Rockfish","rockfish, silvergray","D","HAL",1,NA
"2008","ROCK","Other Rockfish","rockfish, silvergray","D","JIG",1,NA
"2008","ROCK","Other Rockfish","rockfish, silvergray","D","NPT",0,1.2
"2008","ROCK","Other Rockfish","rockfish, silvergray","R","HAL",0,0.073
"2008","ROCK","Other Rockfish","rockfish, silvergray","R","JIG",1,NA
"2008","ROCK","Other Rockfish","rockfish, silvergray","R","NPT",0,1.55
"2008","ROCK","Other Rockfish","rockfish, silvergray","R","PTR",1,NA
"2008","ROCK","Other Rockfish","rockfish, tiger","D","HAL",0,0.032
"2008","ROCK","Other Rockfish","rockfish, tiger","D","NPT",0,1.303
"2008","ROCK","Other Rockfish","rockfish, tiger","R","HAL",0,0.074
"2008","ROCK","Other Rockfish","rockfish, tiger","R","NPT",0,0.352
"2008","ROCK","Other Rockfish","rockfish, tiger","R","PTR",1,NA
"2008","ROCK","Other Rockfish","rockfish, vermilion","R","HAL",1,NA
"2008","ROCK","Other Rockfish","rockfish, yelloweye (red snapper)","D","HAL",0,4.535
"2008","ROCK","Other Rockfish","rockfish, yelloweye (red snapper)","D","NPT",0,11.659
"2008","ROCK","Other Rockfish","rockfish, yelloweye (red snapper)","R","HAL",0,80.502
"2008","ROCK","Other Rockfish","rockfish, yelloweye (red snapper)","R","JIG",0,1.71
"2008","ROCK","Other Rockfish","rockfish, yelloweye (red snapper)","R","NPT",0,39.937
"2008","ROCK","Other Rockfish","rockfish, yelloweye (red snapper)","R","POT",1,NA
"2008","ROCK","Other Rockfish","rockfish, yelloweye (red snapper)","R","PTR",0,1.493
"2008","ROCK","Other Rockfish","rockfish, yellowmouth","R","HAL",1,NA
"2008","ROCK","Other Rockfish",NA,"D","HAL",0,8.215
"2008","ROCK","Other Rockfish",NA,"D","NPT",0,10.872
"2008","ROCK","Other Rockfish",NA,"D","POT",0,2.558
"2008","ROCK","Other Rockfish",NA,"D","PTR",0,3.152
"2008","SABL","Sablefish","sablefish (blackcod)","D","HAL",0,504.818
"2008","SABL","Sablefish","sablefish (blackcod)","D","NPT",0,32.543
"2008","SABL","Sablefish","sablefish (blackcod)","D","POT",0,8.739
"2008","SABL","Sablefish","sablefish (blackcod)","D","PTR",1,NA
"2008","SABL","Sablefish","sablefish (blackcod)","R","HAL",0,5887.198
"2008","SABL","Sablefish","sablefish (blackcod)","R","NPT",0,734.259
"2008","SABL","Sablefish","sablefish (blackcod)","R","POT",1,NA
"2008","SABL","Sablefish","sablefish (blackcod)","R","PTR",0,6.735
"2008","SFL1","GOA Shallow Water Flatfish","flounder, Alaska plaice","D","NPT",1,NA
"2008","SFL1","GOA Shallow Water Flatfish","flounder, Alaska plaice","R","NPT",1,NA
"2008","SFL1","GOA Shallow Water Flatfish","flounder, Alaska plaice","R","PTR",1,NA
"2008","SFL1","GOA Shallow Water Flatfish","flounder, general","D","HAL",0,9.822
"2008","SFL1","GOA Shallow Water Flatfish","flounder, general","D","NPT",1,NA
"2008","SFL1","GOA Shallow Water Flatfish","flounder, general","R","HAL",1,NA
"2008","SFL1","GOA Shallow Water Flatfish","flounder, general","R","NPT",0,5.321
"2008","SFL1","GOA Shallow Water Flatfish","flounder, starry","D","NPT",0,4.702
"2008","SFL1","GOA Shallow Water Flatfish","flounder, starry","D","PTR",1,NA
"2008","SFL1","GOA Shallow Water Flatfish","flounder, starry","R","NPT",0,125.194
"2008","SFL1","GOA Shallow Water Flatfish","flounder, starry","R","PTR",0,0.374
"2008","SFL1","GOA Shallow Water Flatfish","groundfish, general","D","HAL",0,0.875
"2008","SFL1","GOA Shallow Water Flatfish","groundfish, general","D","NPT",1,NA
"2008","SFL1","GOA Shallow Water Flatfish","groundfish, general","R","HAL",1,NA
"2008","SFL1","GOA Shallow Water Flatfish","groundfish, general","R","NPT",1,NA
"2008","SFL1","GOA Shallow Water Flatfish","sole, English","D","NPT",0,2.615
"2008","SFL1","GOA Shallow Water Flatfish","sole, English","R","NPT",0,22.991
"2008","SFL1","GOA Shallow Water Flatfish","sole, English","R","PTR",1,NA
"2008","SFL1","GOA Shallow Water Flatfish","sole, butter","D","HAL",1,NA
"2008","SFL1","GOA Shallow Water Flatfish","sole, butter","D","NPT",0,71.285
"2008","SFL1","GOA Shallow Water Flatfish","sole, butter","R","NPT",0,1344.261
"2008","SFL1","GOA Shallow Water Flatfish","sole, butter","R","PTR",0,2.971
"2008","SFL1","GOA Shallow Water Flatfish","sole, petrale","D","HAL",1,NA
"2008","SFL1","GOA Shallow Water Flatfish","sole, petrale","D","NPT",1,NA
"2008","SFL1","GOA Shallow Water Flatfish","sole, rock","D","HAL",0,4.017
"2008","SFL1","GOA Shallow Water Flatfish","sole, rock","D","NPT",0,231.236
"2008","SFL1","GOA Shallow Water Flatfish","sole, rock","D","PTR",1,NA
"2008","SFL1","GOA Shallow Water Flatfish","sole, rock","R","HAL",1,NA
"2008","SFL1","GOA Shallow Water Flatfish","sole, rock","R","JIG",0,0.14
"2008","SFL1","GOA Shallow Water Flatfish","sole, rock","R","NPT",0,7015.815
"2008","SFL1","GOA Shallow Water Flatfish","sole, rock","R","POT",1,NA
"2008","SFL1","GOA Shallow Water Flatfish","sole, rock","R","PTR",0,17.589
"2008","SFL1","GOA Shallow Water Flatfish","sole, sand","R","NPT",1,NA
"2008","SFL1","GOA Shallow Water Flatfish","sole, yellowfin","D","HAL",1,NA
"2008","SFL1","GOA Shallow Water Flatfish","sole, yellowfin","D","NPT",1,NA
"2008","SFL1","GOA Shallow Water Flatfish","sole, yellowfin","R","POT",1,NA
"2008","SFL1","GOA Shallow Water Flatfish","sole, yellowfin","R","PTR",0,0.896
"2008","SFL1","GOA Shallow Water Flatfish",NA,"D","HAL",0,3.696
"2008","SFL1","GOA Shallow Water Flatfish",NA,"D","NPT",0,841.237
"2008","SFL1","GOA Shallow Water Flatfish",NA,"D","POT",0,1.163
"2008","SFL1","GOA Shallow Water Flatfish",NA,"D","PTR",0,0.044
"2008","SRKR","Shortraker Rockfish","rockfish, shortraker","D","HAL",0,30.34
"2008","SRKR","Shortraker Rockfish","rockfish, shortraker","D","NPT",0,29.643
"2008","SRKR","Shortraker Rockfish","rockfish, shortraker","D","PTR",0,2.537
"2008","SRKR","Shortraker Rockfish","rockfish, shortraker","R","HAL",0,100.301
"2008","SRKR","Shortraker Rockfish","rockfish, shortraker","R","JIG",1,NA
"2008","SRKR","Shortraker Rockfish","rockfish, shortraker","R","NPT",0,164.017
"2008","SRKR","Shortraker Rockfish","rockfish, shortraker","R","PTR",0,45.076
"2008","THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)","D","HAL",0,33.637
"2008","THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)","D","NPT",0,28.703
"2008","THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)","R","HAL",0,196.229
"2008","THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)","R","NPT",0,308.48
"2008","THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)","R","PTR",0,2.711
"2008","USKT","GOA Skate, Other","skate, other","D","HAL",0,907.777
"2008","USKT","GOA Skate, Other","skate, other","D","NPT",0,200.915
"2008","USKT","GOA Skate, Other","skate, other","R","HAL",0,112.015
"2008","USKT","GOA Skate, Other","skate, other","R","NPT",0,83.034
"2008","USKT","GOA Skate, Other","skate, other","R","POT",1,NA
"2008","USKT","GOA Skate, Other","skate, other","R","PTR",0,1.322
"2009","AMCK","Atka Mackerel","greenling, atka mackerel","D","HAL",0,1.423
"2009","AMCK","Atka Mackerel","greenling, atka mackerel","D","NPT",0,899.415
"2009","AMCK","Atka Mackerel","greenling, atka mackerel","D","POT",0,20.123
"2009","AMCK","Atka Mackerel","greenling, atka mackerel","R","NPT",0,1302.488
"2009","AMCK","Atka Mackerel","greenling, atka mackerel","R","POT",0,0.03
"2009","AMCK","Atka Mackerel","greenling, atka mackerel","R","PTR",0,0.042
"2009","ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","HAL",0,180.426
"2009","ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","NPT",0,11807.767
"2009","ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","POT",0,3.506
"2009","ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","PTR",0,5.126
"2009","ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","HAL",0,31.287
"2009","ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","NPT",0,12364.801
"2009","ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","POT",1,NA
"2009","ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","PTR",0,438.829
"2009","BSKT","GOA Skate, Big","skate, big","D","HAL",0,318.662
"2009","BSKT","GOA Skate, Big","skate, big","D","NPT",0,289.168
"2009","BSKT","GOA Skate, Big","skate, big","D","PTR",0,3.701
"2009","BSKT","GOA Skate, Big","skate, big","R","HAL",0,282.184
"2009","BSKT","GOA Skate, Big","skate, big","R","JIG",0,0.739
"2009","BSKT","GOA Skate, Big","skate, big","R","NPT",0,1087.348
"2009","BSKT","GOA Skate, Big","skate, big","R","POT",1,NA
"2009","BSKT","GOA Skate, Big","skate, big","R","PTR",0,0.265
"2009","DFL4","GOA Deep Water Flatfish","sole, dover","D","HAL",0,0.916
"2009","DFL4","GOA Deep Water Flatfish","sole, dover","D","NPT",0,326.638
"2009","DFL4","GOA Deep Water Flatfish","sole, dover","R","HAL",1,NA
