"year","species_group_code","species_group_name","species_name","retained_or_discarded","conf_flag","catch_mt"
"2008","OTHR","Other Species","shark, spiny dogfish","R",0,32.879
"2008","OTHR","Other Species","squid, majestic","D",0,8.524
"2008","OTHR","Other Species","squid, majestic","R",0,75.147
"2008","PCOD","Pacific Cod","cod, Pacific (gray)","D",0,3297.287
"2008","PCOD","Pacific Cod","cod, Pacific (gray)","R",0,55089.685
"2008","PEL7","GOA Pelagic Shelf Rockfish","rockfish, dusky","D",0,26.377
"2008","PEL7","GOA Pelagic Shelf Rockfish","rockfish, dusky","R",0,3387.237
"2008","PEL7","GOA Pelagic Shelf Rockfish","rockfish, widow","D",1,NA
"2008","PEL7","GOA Pelagic Shelf Rockfish","rockfish, widow","R",1,NA
"2008","PEL7","GOA Pelagic Shelf Rockfish","rockfish, yellowtail","D",1,NA
"2008","PEL7","GOA Pelagic Shelf Rockfish","rockfish, yellowtail","R",0,0.71
"2008","PEL7","GOA Pelagic Shelf Rockfish",NA,"D",0,29.688
"2008","PLCK","Pollock","pollock, walleye","D",0,3659.221
"2008","PLCK","Pollock","pollock, walleye","R",0,47126.985
"2008","POPA","Pacific Ocean Perch","perch, Pacific ocean","D",0,512.6
"2008","POPA","Pacific Ocean Perch","perch, Pacific ocean","R",0,10848.201
"2008","REXS","GOA Rex Sole","sole, rex","D",0,91.671
"2008","REXS","GOA Rex Sole","sole, rex","R",0,2615.36
"2008","REYE","Rougheye Rockfish","rockfish, rougheye","D",0,85.238
"2008","REYE","Rougheye Rockfish","rockfish, rougheye","R",0,179.643
"2008","ROCK","Other Rockfish","rockfish, aurora","R",1,NA
"2008","ROCK","Other Rockfish","rockfish, blackgill","R",1,NA
"2008","ROCK","Other Rockfish","rockfish, canary","D",1,NA
"2008","ROCK","Other Rockfish","rockfish, canary","R",0,0.122
"2008","ROCK","Other Rockfish","rockfish, chilipepper","R",1,NA
"2008","ROCK","Other Rockfish","rockfish, china","D",1,NA
"2008","ROCK","Other Rockfish","rockfish, china","R",0,0.01
"2008","ROCK","Other Rockfish","rockfish, copper","R",1,NA
"2008","ROCK","Other Rockfish","rockfish, darkblotched","D",1,NA
"2008","ROCK","Other Rockfish","rockfish, darkblotched","R",0,0.836
"2008","ROCK","Other Rockfish","rockfish, greenstripe","R",1,NA
"2008","ROCK","Other Rockfish","rockfish, harlequin","D",0,279.75
"2008","ROCK","Other Rockfish","rockfish, harlequin","R",0,94.563
"2008","ROCK","Other Rockfish","rockfish, other","D",0,6.197
"2008","ROCK","Other Rockfish","rockfish, other","R",0,50.014
"2008","ROCK","Other Rockfish","rockfish, quillback","R",0,0.766
"2008","ROCK","Other Rockfish","rockfish, redbanded","D",0,20.023
"2008","ROCK","Other Rockfish","rockfish, redbanded","R",0,10.429
"2008","ROCK","Other Rockfish","rockfish, redstripe","D",0,12.76
"2008","ROCK","Other Rockfish","rockfish, redstripe","R",0,11.479
"2008","ROCK","Other Rockfish","rockfish, rosethorn","D",0,0.236
"2008","ROCK","Other Rockfish","rockfish, rosethorn","R",1,NA
"2008","ROCK","Other Rockfish","rockfish, sharpchin","D",0,63.66
"2008","ROCK","Other Rockfish","rockfish, sharpchin","R",0,16.259
"2008","ROCK","Other Rockfish","rockfish, silvergray","D",0,1.225
"2008","ROCK","Other Rockfish","rockfish, silvergray","R",0,1.757
"2008","ROCK","Other Rockfish","rockfish, tiger","D",0,1.335
"2008","ROCK","Other Rockfish","rockfish, tiger","R",0,0.429
"2008","ROCK","Other Rockfish","rockfish, vermilion","R",1,NA
"2008","ROCK","Other Rockfish","rockfish, yelloweye (red snapper)","D",0,16.194
"2008","ROCK","Other Rockfish","rockfish, yelloweye (red snapper)","R",0,123.643
"2008","ROCK","Other Rockfish","rockfish, yellowmouth","R",1,NA
"2008","ROCK","Other Rockfish",NA,"D",0,24.797
"2008","SABL","Sablefish","sablefish (blackcod)","D",0,546.135
"2008","SABL","Sablefish","sablefish (blackcod)","R",0,6628.193
"2008","SFL1","GOA Shallow Water Flatfish","flounder, Alaska plaice","D",1,NA
"2008","SFL1","GOA Shallow Water Flatfish","flounder, Alaska plaice","R",1,NA
"2008","SFL1","GOA Shallow Water Flatfish","flounder, general","D",0,9.864
"2008","SFL1","GOA Shallow Water Flatfish","flounder, general","R",0,5.518
"2008","SFL1","GOA Shallow Water Flatfish","flounder, starry","D",0,4.761
"2008","SFL1","GOA Shallow Water Flatfish","flounder, starry","R",0,125.568
"2008","SFL1","GOA Shallow Water Flatfish","groundfish, general","D",0,0.879
"2008","SFL1","GOA Shallow Water Flatfish","groundfish, general","R",0,6.19
"2008","SFL1","GOA Shallow Water Flatfish","sole, English","D",0,2.615
"2008","SFL1","GOA Shallow Water Flatfish","sole, English","R",0,23.038
"2008","SFL1","GOA Shallow Water Flatfish","sole, butter","D",0,71.905
"2008","SFL1","GOA Shallow Water Flatfish","sole, butter","R",0,1347.232
"2008","SFL1","GOA Shallow Water Flatfish","sole, petrale","D",1,NA
"2008","SFL1","GOA Shallow Water Flatfish","sole, rock","D",0,235.514
"2008","SFL1","GOA Shallow Water Flatfish","sole, rock","R",0,7033.574
"2008","SFL1","GOA Shallow Water Flatfish","sole, sand","R",1,NA
"2008","SFL1","GOA Shallow Water Flatfish","sole, yellowfin","D",0,0.178
"2008","SFL1","GOA Shallow Water Flatfish","sole, yellowfin","R",0,0.968
"2008","SFL1","GOA Shallow Water Flatfish",NA,"D",0,846.14
"2008","SRKR","Shortraker Rockfish","rockfish, shortraker","D",0,62.52
"2008","SRKR","Shortraker Rockfish","rockfish, shortraker","R",0,309.399
"2008","THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)","D",0,62.34
"2008","THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)","R",0,507.42
"2008","USKT","GOA Skate, Other","skate, other","D",0,1108.692
"2008","USKT","GOA Skate, Other","skate, other","R",0,196.376
"2009","AMCK","Atka Mackerel","greenling, atka mackerel","D",0,920.961
"2009","AMCK","Atka Mackerel","greenling, atka mackerel","R",0,1302.56
"2009","ARTH","Arrowtooth Flounder","flounder, arrowtooth","D",0,11996.825
"2009","ARTH","Arrowtooth Flounder","flounder, arrowtooth","R",0,12834.936
"2009","BSKT","GOA Skate, Big","skate, big","D",0,611.531
"2009","BSKT","GOA Skate, Big","skate, big","R",0,1370.692
"2009","DFL4","GOA Deep Water Flatfish","sole, dover","D",0,327.554
"2009","DFL4","GOA Deep Water Flatfish","sole, dover","R",0,105.155
"2009","DFL4","GOA Deep Water Flatfish","turbot, Greenland","D",0,0.068
"2009","DFL4","GOA Deep Water Flatfish",NA,"D",0,36.655
"2009","FSOL","Flathead Sole","Bering flounder","D",1,NA
"2009","FSOL","Flathead Sole","sole, flathead","D",0,79.208
"2009","FSOL","Flathead Sole","sole, flathead","R",0,3544.792
"2009","FSOL","Flathead Sole",NA,"D",0,38.065
"2009","LSKT","GOA Skate, Longnose","skate, longnose","D",0,575.235
"2009","LSKT","GOA Skate, Longnose","skate, longnose","R",0,599.887
"2009","NORK","Northern Rockfish","rockfish, northern","D",0,121.72
"2009","NORK","Northern Rockfish","rockfish, northern","R",0,3829.933
"2009","OTHR","Other Species","Pacific sleeper shark","D",0,54.191
"2009","OTHR","Other Species","Pacific sleeper shark","R",0,1.027
"2009","OTHR","Other Species","octopus, North Pacific","D",0,53.014
"2009","OTHR","Other Species","octopus, North Pacific","R",0,267.124
"2009","OTHR","Other Species","sculpin, general","D",0,711.943
"2009","OTHR","Other Species","sculpin, general","R",0,337.937
"2009","OTHR","Other Species","shark, other","D",0,1.639
"2009","OTHR","Other Species","shark, other","R",0,12.295
"2009","OTHR","Other Species","shark, salmon","D",0,9.114
"2009","OTHR","Other Species","shark, salmon","R",1,NA
"2009","OTHR","Other Species","shark, spiny dogfish","D",0,1305.75
"2009","OTHR","Other Species","shark, spiny dogfish","R",0,21.825
"2009","OTHR","Other Species","squid, majestic","D",0,43.65
"2009","OTHR","Other Species","squid, majestic","R",0,292.523
"2009","PCOD","Pacific Cod","cod, Pacific (gray)","D",0,3716.486
"2009","PCOD","Pacific Cod","cod, Pacific (gray)","R",0,48072.494
"2009","PEL7","GOA Pelagic Shelf Rockfish","rockfish, dusky","D",0,44.647
"2009","PEL7","GOA Pelagic Shelf Rockfish","rockfish, dusky","R",0,2819.604
"2009","PEL7","GOA Pelagic Shelf Rockfish","rockfish, widow","D",0,0.251
"2009","PEL7","GOA Pelagic Shelf Rockfish","rockfish, widow","R",0,3.444
"2009","PEL7","GOA Pelagic Shelf Rockfish","rockfish, yellowtail","R",1,NA
"2009","PEL7","GOA Pelagic Shelf Rockfish",NA,"D",0,24.751
"2009","PLCK","Pollock","pollock, walleye","D",0,2521.773
"2009","PLCK","Pollock","pollock, walleye","R",0,39027.73
"2009","POPA","Pacific Ocean Perch","perch, Pacific ocean","D",0,844.937
"2009","POPA","Pacific Ocean Perch","perch, Pacific ocean","R",0,10993.155
"2009","REXS","GOA Rex Sole","sole, rex","D",0,43.879
"2009","REXS","GOA Rex Sole","sole, rex","R",0,4707.819
"2009","REYE","Rougheye Rockfish","rockfish, rougheye","D",0,32.999
"2009","REYE","Rougheye Rockfish","rockfish, rougheye","R",0,141.75
"2009","ROCK","Other Rockfish","rockfish, blackgill","R",1,NA
"2009","ROCK","Other Rockfish","rockfish, canary","R",0,0.152
"2009","ROCK","Other Rockfish","rockfish, china","D",1,NA
"2009","ROCK","Other Rockfish","rockfish, china","R",1,NA
"2009","ROCK","Other Rockfish","rockfish, copper","D",1,NA
"2009","ROCK","Other Rockfish","rockfish, copper","R",1,NA
"2009","ROCK","Other Rockfish","rockfish, darkblotched","D",1,NA
"2009","ROCK","Other Rockfish","rockfish, darkblotched","R",1,NA
"2009","ROCK","Other Rockfish","rockfish, harlequin","D",0,337.93
"2009","ROCK","Other Rockfish","rockfish, harlequin","R",0,172.849
"2009","ROCK","Other Rockfish","rockfish, other","D",0,3.701
"2009","ROCK","Other Rockfish","rockfish, other","R",1,NA
"2009","ROCK","Other Rockfish","rockfish, quillback","D",1,NA
"2009","ROCK","Other Rockfish","rockfish, quillback","R",0,1.547
"2009","ROCK","Other Rockfish","rockfish, redbanded","D",0,5.902
"2009","ROCK","Other Rockfish","rockfish, redbanded","R",0,19.043
"2009","ROCK","Other Rockfish","rockfish, redstripe","D",0,10.283
"2009","ROCK","Other Rockfish","rockfish, redstripe","R",0,8.314
"2009","ROCK","Other Rockfish","rockfish, rosethorn","D",1,NA
"2009","ROCK","Other Rockfish","rockfish, rosethorn","R",0,0.206
"2009","ROCK","Other Rockfish","rockfish, sharpchin","D",0,10.436
"2009","ROCK","Other Rockfish","rockfish, sharpchin","R",0,45.349
"2009","ROCK","Other Rockfish","rockfish, silvergray","D",0,1.664
"2009","ROCK","Other Rockfish","rockfish, silvergray","R",0,2.278
"2009","ROCK","Other Rockfish","rockfish, stripetail","D",1,NA
"2009","ROCK","Other Rockfish","rockfish, tiger","D",0,0.352
"2009","ROCK","Other Rockfish","rockfish, tiger","R",0,0.306
"2009","ROCK","Other Rockfish","rockfish, vermilion","R",1,NA
"2009","ROCK","Other Rockfish","rockfish, yelloweye (red snapper)","D",0,13.146
"2009","ROCK","Other Rockfish","rockfish, yelloweye (red snapper)","R",0,106.318
"2009","ROCK","Other Rockfish","rockfish, yellowmouth","R",1,NA
"2009","ROCK","Other Rockfish",NA,"D",0,29.485
"2009","SABL","Sablefish","sablefish (blackcod)","D",0,454.355
"2009","SABL","Sablefish","sablefish (blackcod)","R",0,5935.559
"2009","SFL1","GOA Shallow Water Flatfish","flounder, Alaska plaice","D",1,NA
"2009","SFL1","GOA Shallow Water Flatfish","flounder, Alaska plaice","R",0,7.482
"2009","SFL1","GOA Shallow Water Flatfish","flounder, general","D",0,3.807
"2009","SFL1","GOA Shallow Water Flatfish","flounder, general","R",1,NA
"2009","SFL1","GOA Shallow Water Flatfish","flounder, starry","D",1,NA
"2009","SFL1","GOA Shallow Water Flatfish","flounder, starry","R",0,114.805
"2009","SFL1","GOA Shallow Water Flatfish","groundfish, general","D",0,0.086
"2009","SFL1","GOA Shallow Water Flatfish","sole, English","D",0,4.973
"2009","SFL1","GOA Shallow Water Flatfish","sole, English","R",0,22.658
"2009","SFL1","GOA Shallow Water Flatfish","sole, butter","D",0,3.66
"2009","SFL1","GOA Shallow Water Flatfish","sole, butter","R",0,1694.41
"2009","SFL1","GOA Shallow Water Flatfish","sole, rock","D",0,39.799
"2009","SFL1","GOA Shallow Water Flatfish","sole, rock","R",0,6498.887
"2009","SFL1","GOA Shallow Water Flatfish","sole, sand","R",0,2.352
"2009","SFL1","GOA Shallow Water Flatfish","sole, yellowfin","D",1,NA
"2009","SFL1","GOA Shallow Water Flatfish","sole, yellowfin","R",0,0.009
"2009","SFL1","GOA Shallow Water Flatfish",NA,"D",0,87.755
"2009","SRKR","Shortraker Rockfish","rockfish, shortraker","D",0,105.881
"2009","SRKR","Shortraker Rockfish","rockfish, shortraker","R",0,235.302
"2009","THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)","D",0,66.529
"2009","THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)","R",0,444.375
"2009","USKT","GOA Skate, Other","skate, other","D",0,1236.573
"2009","USKT","GOA Skate, Other","skate, other","R",0,198.495
"2010","AMCK","Atka Mackerel","greenling, atka mackerel","D",0,1224.370002313
"2010","AMCK","Atka Mackerel","greenling, atka mackerel","R",0,1193.2391357389
"2010","ARTH","Arrowtooth Flounder","flounder, arrowtooth","D",0,9850.696818505
"2010","ARTH","Arrowtooth Flounder","flounder, arrowtooth","R",0,14488.9223773259
"2010","BSKT","GOA Skate, Big","skate, big","D",0,702.0791266712
"2010","BSKT","GOA Skate, Big","skate, big","R",0,1681.7185535817
"2010","DFL4","GOA Deep Water Flatfish","sole, dover","D",0,203.5063074812
"2010","DFL4","GOA Deep Water Flatfish","sole, dover","R",0,335.7088069378
"2010","DFL4","GOA Deep Water Flatfish","turbot, Greenland","R",1,NA
"2010","FSOL","Flathead Sole","sole, flathead","D",0,194.7627604078
"2010","FSOL","Flathead Sole","sole, flathead","R",0,3708.1362095614
"2010","LSKT","GOA Skate, Longnose","skate, longnose","D",0,314.2652669362
"2010","LSKT","GOA Skate, Longnose","skate, longnose","R",0,659.864265161
"2010","NORK","Northern Rockfish","rockfish, northern","D",0,59.8923382815
"2010","NORK","Northern Rockfish","rockfish, northern","R",0,3842.4707288518
"2010","OTHR","Other Species","Pacific sleeper shark","D",0,153.4247871236
"2010","OTHR","Other Species","Pacific sleeper shark","R",0,8.4522402222
"2010","OTHR","Other Species","octopus, North Pacific","D",0,62.5165314853
"2010","OTHR","Other Species","octopus, North Pacific","R",0,276.0486450793
"2010","OTHR","Other Species","sculpin, bigmouth","D",0,41.387021645
"2010","OTHR","Other Species","sculpin, general","D",0,42.7714041918
"2010","OTHR","Other Species","sculpin, general","R",0,145.0797051729
"2010","OTHR","Other Species","sculpin, great","D",0,83.9744138195
"2010","OTHR","Other Species","sculpin, other large","D",0,66.3921259203
"2010","OTHR","Other Species","sculpin, other large","R",1,NA
"2010","OTHR","Other Species","sculpin, plain","D",0,0.4840217885
"2010","OTHR","Other Species","sculpin, warty","D",0,0.6503869929
"2010","OTHR","Other Species","sculpin, yellow irish lord","D",0,353.2024653199
"2010","OTHR","Other Species","shark, other","D",0,2.1829370385
"2010","OTHR","Other Species","shark, other","R",0,6.7612478664
"2010","OTHR","Other Species","shark, salmon","D",0,105.7879192575
"2010","OTHR","Other Species","shark, salmon","R",0,1.9427361204
"2010","OTHR","Other Species","shark, spiny dogfish","D",0,330.9673929814
"2010","OTHR","Other Species","shark, spiny dogfish","R",0,20.8177436999
"2010","OTHR","Other Species","squid, majestic","D",0,9.2605264877
"2010","OTHR","Other Species","squid, majestic","R",0,119.8605687447
"2010","PCOD","Pacific Cod","cod, Pacific (gray)","D",0,3030.1398486611
"2010","PCOD","Pacific Cod","cod, Pacific (gray)","R",0,73924.0146514234
"2010","PEL7","GOA Pelagic Shelf Rockfish","rockfish, dusky","D",0,30.0885399307
"2010","PEL7","GOA Pelagic Shelf Rockfish","rockfish, dusky","R",0,2920.6845942603
"2010","PEL7","GOA Pelagic Shelf Rockfish","rockfish, widow","D",1,NA
"2010","PEL7","GOA Pelagic Shelf Rockfish","rockfish, widow","R",0,9.8904578736
"2010","PEL7","GOA Pelagic Shelf Rockfish","rockfish, yellowtail","R",0,0.2456619248
"2010","PEL7","GOA Pelagic Shelf Rockfish",NA,"D",0,87.0860776223
"2010","PLCK","Pollock","pollock, walleye","D",0,1037.3291418665
"2010","PLCK","Pollock","pollock, walleye","R",0,72406.0551589454
"2010","POPA","Pacific Ocean Perch","perch, Pacific ocean","D",0,631.0025624786
"2010","POPA","Pacific Ocean Perch","perch, Pacific ocean","R",0,13058.7671952753
"2010","REXS","GOA Rex Sole","sole, rex","D",0,107.9689756001
"2010","REXS","GOA Rex Sole","sole, rex","R",0,3559.8970629754
"2010","REYE","Rougheye Rockfish","rockfish, rougheye","D",0,55.122234832
"2010","REYE","Rougheye Rockfish","rockfish, rougheye","R",0,244.4529480573
"2010","ROCK","Other Rockfish","rockfish, aurora","R",1,NA
"2010","ROCK","Other Rockfish","rockfish, blackgill","R",1,NA
"2010","ROCK","Other Rockfish","rockfish, bocaccio","R",1,NA
"2010","ROCK","Other Rockfish","rockfish, canary","D",1,NA
"2010","ROCK","Other Rockfish","rockfish, canary","R",0,0.1304405711
"2010","ROCK","Other Rockfish","rockfish, china","R",0,0.1074121882
"2010","ROCK","Other Rockfish","rockfish, copper","R",0,0.0853957065
"2010","ROCK","Other Rockfish","rockfish, darkblotched","D",0,1.4485761216
"2010","ROCK","Other Rockfish","rockfish, harlequin","D",0,335.1491910002
"2010","ROCK","Other Rockfish","rockfish, harlequin","R",0,96.9865556206
"2010","ROCK","Other Rockfish","rockfish, other","D",0,5.4371297397
"2010","ROCK","Other Rockfish","rockfish, other","R",1,NA
"2010","ROCK","Other Rockfish","rockfish, pygmy","R",1,NA
"2010","ROCK","Other Rockfish","rockfish, quillback","D",0,0.082612455
"2010","ROCK","Other Rockfish","rockfish, quillback","R",0,1.0435205943
"2010","ROCK","Other Rockfish","rockfish, redbanded","D",0,12.021186841
"2010","ROCK","Other Rockfish","rockfish, redbanded","R",0,11.0844333114
"2010","ROCK","Other Rockfish","rockfish, redstripe","D",0,14.4349225983
"2010","ROCK","Other Rockfish","rockfish, redstripe","R",0,39.1444803139
"2010","ROCK","Other Rockfish","rockfish, rosethorn","D",1,NA
"2010","ROCK","Other Rockfish","rockfish, rosethorn","R",1,NA
"2010","ROCK","Other Rockfish","rockfish, sharpchin","D",0,47.9131823798
"2010","ROCK","Other Rockfish","rockfish, sharpchin","R",0,38.721553437
"2010","ROCK","Other Rockfish","rockfish, silvergray","D",0,3.1837508297
"2010","ROCK","Other Rockfish","rockfish, silvergray","R",0,3.5723172749
"2010","ROCK","Other Rockfish","rockfish, tiger","D",0,1.4903360652
"2010","ROCK","Other Rockfish","rockfish, tiger","R",0,3.0898022424
"2010","ROCK","Other Rockfish","rockfish, vermilion","R",1,NA
"2010","ROCK","Other Rockfish","rockfish, yelloweye (red snapper)","D",0,58.6480005589
"2010","ROCK","Other Rockfish","rockfish, yelloweye (red snapper)","R",0,115.1659514969
"2010","SABL","Sablefish","sablefish (blackcod)","D",0,259.2994228227
"2010","SABL","Sablefish","sablefish (blackcod)","R",0,5606.6860227576
"2010","SFL1","GOA Shallow Water Flatfish","flounder, Alaska plaice","D",0,1.5777698472
"2010","SFL1","GOA Shallow Water Flatfish","flounder, Alaska plaice","R",0,20.9455348695
"2010","SFL1","GOA Shallow Water Flatfish","flounder, general","D",0,1.2397335931
"2010","SFL1","GOA Shallow Water Flatfish","flounder, general","R",1,NA
"2010","SFL1","GOA Shallow Water Flatfish","flounder, starry","D",0,33.8691800206
"2010","SFL1","GOA Shallow Water Flatfish","flounder, starry","R",0,124.1432421521
"2010","SFL1","GOA Shallow Water Flatfish","groundfish, general","D",0,1.2815681426
"2010","SFL1","GOA Shallow Water Flatfish","sole, English","D",0,5.0738082472
"2010","SFL1","GOA Shallow Water Flatfish","sole, English","R",0,31.8907842126
"2010","SFL1","GOA Shallow Water Flatfish","sole, butter","D",0,202.0331400989
"2010","SFL1","GOA Shallow Water Flatfish","sole, butter","R",0,1832.5188791849
"2010","SFL1","GOA Shallow Water Flatfish","sole, rock","D",0,302.8858833533
"2010","SFL1","GOA Shallow Water Flatfish","sole, rock","R",0,3267.3594952324
"2010","SFL1","GOA Shallow Water Flatfish","sole, sand","D",0,0.1998946882
"2010","SFL1","GOA Shallow Water Flatfish","sole, sand","R",0,0.8386922922
"2010","SFL1","GOA Shallow Water Flatfish","sole, yellowfin","D",1,NA
"2010","SFL1","GOA Shallow Water Flatfish","sole, yellowfin","R",0,0.3664936028
"2010","SRKR","Shortraker Rockfish","rockfish, shortraker","D",0,66.4960414002
"2010","SRKR","Shortraker Rockfish","rockfish, shortraker","R",0,136.4824253106
"2010","THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)","D",0,49.4919718764
"2010","THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)","R",0,367.936513009
"2010","USKT","GOA Skate, Other","skate, Alaskan","R",0,11.8382711573
"2010","USKT","GOA Skate, Other","skate, other","D",0,1194.8178530593
"2010","USKT","GOA Skate, Other","skate, other","R",0,205.9833111409
"2011","AMCK","Atka Mackerel","greenling, atka mackerel","D",0,586.2537215062
"2011","AMCK","Atka Mackerel","greenling, atka mackerel","R",0,1028.2924198926
"2011","ARTH","Arrowtooth Flounder","flounder, arrowtooth","D",0,6591.9109178313
"2011","ARTH","Arrowtooth Flounder","flounder, arrowtooth","R",0,24320.3714093477
"2011","BSKT","GOA Skate, Big","skate, big","D",0,460.058202207
"2011","BSKT","GOA Skate, Big","skate, big","R",0,1759.2563352623
"2011","DFL4","GOA Deep Water Flatfish","Kamchatka flounder","D",0,6.6715169842
"2011","DFL4","GOA Deep Water Flatfish","Kamchatka flounder","R",0,6.3884245
"2011","DFL4","GOA Deep Water Flatfish","sole, dover","D",0,221.4913139116
"2011","DFL4","GOA Deep Water Flatfish","sole, dover","R",0,223.2068258002
"2011","DFL4","GOA Deep Water Flatfish","turbot, Greenland","D",0,1.4966726687
"2011","FSOL","Flathead Sole","sole, flathead","D",0,78.2299140705
"2011","FSOL","Flathead Sole","sole, flathead","R",0,2653.0490593861
"2011","LSKT","GOA Skate, Longnose","skate, longnose","D",0,357.394569868
"2011","LSKT","GOA Skate, Longnose","skate, longnose","R",0,610.7427586126
"2011","NORK","Northern Rockfish","rockfish, northern","D",0,134.5215570789
"2011","NORK","Northern Rockfish","rockfish, northern","R",0,3309.407160787
"2011","OCTP","Octopus","octopus, North Pacific","D",0,556.4450582257
"2011","OCTP","Octopus","octopus, North Pacific","R",0,392.5258797617
"2011","PCOD","Pacific Cod","cod, Pacific (gray)","D",0,2021.6035068409
"2011","PCOD","Pacific Cod","cod, Pacific (gray)","R",0,81688.8719645663
"2011","PEL7","GOA Pelagic Shelf Rockfish","rockfish, dusky","D",0,43.6894462283
"2011","PEL7","GOA Pelagic Shelf Rockfish","rockfish, dusky","R",0,2399.9126706542
"2011","PEL7","GOA Pelagic Shelf Rockfish","rockfish, widow","D",1,NA
"2011","PEL7","GOA Pelagic Shelf Rockfish","rockfish, widow","R",0,6.9761569226
"2011","PEL7","GOA Pelagic Shelf Rockfish","rockfish, yellowtail","R",0,0.0651877033
"2011","PEL7","GOA Pelagic Shelf Rockfish",NA,"D",0,29.0728072929
"2011","PLCK","Pollock","pollock, walleye","D",0,1812.4325553114
"2011","PLCK","Pollock","pollock, walleye","R",0,75882.0470768424
"2011","POPA","Pacific Ocean Perch","perch, Pacific ocean","D",0,894.7103778801
"2011","POPA","Pacific Ocean Perch","perch, Pacific ocean","R",0,11457.2589966561
"2011","REXS","GOA Rex Sole","sole, rex","D",0,78.071938576
"2011","REXS","GOA Rex Sole","sole, rex","R",0,2798.4250990419
"2011","REYE","Rougheye Rockfish","rockfish, rougheye","D",0,43.3425276399
"2011","REYE","Rougheye Rockfish","rockfish, rougheye","R",0,353.9578393283
"2011","ROCK","Other Rockfish","rockfish, aurora","R",1,NA
"2011","ROCK","Other Rockfish","rockfish, bocaccio","R",1,NA
"2011","ROCK","Other Rockfish","rockfish, canary","R",0,0.1642652367
"2011","ROCK","Other Rockfish","rockfish, china","R",0,0.0510156768
"2011","ROCK","Other Rockfish","rockfish, copper","R",0,0.0630447108
"2011","ROCK","Other Rockfish","rockfish, darkblotched","D",1,NA
"2011","ROCK","Other Rockfish","rockfish, greenstripe","R",1,NA
"2011","ROCK","Other Rockfish","rockfish, harlequin","D",0,217.0068222173
"2011","ROCK","Other Rockfish","rockfish, harlequin","R",0,129.3619007775
"2011","ROCK","Other Rockfish","rockfish, other","D",0,6.1023733991
"2011","ROCK","Other Rockfish","rockfish, other","R",0,1.8927570825
"2011","ROCK","Other Rockfish","rockfish, quillback","D",0,0.0320750486
"2011","ROCK","Other Rockfish","rockfish, quillback","R",0,3.6863637044
"2011","ROCK","Other Rockfish","rockfish, redbanded","D",0,17.8503953478
"2011","ROCK","Other Rockfish","rockfish, redbanded","R",0,21.0107984335
"2011","ROCK","Other Rockfish","rockfish, redstripe","D",0,15.9482919254
"2011","ROCK","Other Rockfish","rockfish, redstripe","R",0,27.5779974108
"2011","ROCK","Other Rockfish","rockfish, rosethorn","D",1,NA
"2011","ROCK","Other Rockfish","rockfish, rosethorn","R",0,0.0054708794
"2011","ROCK","Other Rockfish","rockfish, sharpchin","D",0,19.2575159867
"2011","ROCK","Other Rockfish","rockfish, sharpchin","R",0,17.2763589597
"2011","ROCK","Other Rockfish","rockfish, silvergray","D",0,4.3870705626
"2011","ROCK","Other Rockfish","rockfish, silvergray","R",0,14.4695184135
"2011","ROCK","Other Rockfish","rockfish, tiger","D",0,1.3571109627
"2011","ROCK","Other Rockfish","rockfish, tiger","R",0,1.1601024253
"2011","ROCK","Other Rockfish","rockfish, vermilion","R",1,NA
"2011","ROCK","Other Rockfish","rockfish, yelloweye (red snapper)","D",0,85.2457078695
"2011","ROCK","Other Rockfish","rockfish, yelloweye (red snapper)","R",0,109.1756551576
"2011","SABL","Sablefish","sablefish (blackcod)","D",0,411.8036759748
"2011","SABL","Sablefish","sablefish (blackcod)","R",0,5904.6845500652
"2011","SCLP","Sculpin","sculpin, bigmouth","D",0,44.7218730092
"2011","SCLP","Sculpin","sculpin, bigmouth","R",1,NA
"2011","SCLP","Sculpin","sculpin, general","D",0,33.8089017028
"2011","SCLP","Sculpin","sculpin, general","R",0,93.3281144818
"2011","SCLP","Sculpin","sculpin, great","D",0,109.3568204872
"2011","SCLP","Sculpin","sculpin, other large","D",0,92.3137568738
"2011","SCLP","Sculpin","sculpin, other large","R",1,NA
"2011","SCLP","Sculpin","sculpin, plain","D",0,4.6768446787
"2011","SCLP","Sculpin","sculpin, yellow irish lord","D",0,379.4853241228
"2011","SCLP","Sculpin","sculpin, yellow irish lord","R",1,NA
"2011","SFL1","GOA Shallow Water Flatfish","flounder, Alaska plaice","D",0,0.0043475894
"2011","SFL1","GOA Shallow Water Flatfish","flounder, Alaska plaice","R",0,9.9686055969
"2011","SFL1","GOA Shallow Water Flatfish","flounder, general","D",0,1.6216003574
"2011","SFL1","GOA Shallow Water Flatfish","flounder, general","R",1,NA
"2011","SFL1","GOA Shallow Water Flatfish","flounder, starry","D",0,12.7043230754
"2011","SFL1","GOA Shallow Water Flatfish","flounder, starry","R",0,99.7045924413
"2011","SFL1","GOA Shallow Water Flatfish","groundfish, general","D",0,2.6955771995
