"year","species_group_code","species_group_name","species_name","retained_or_discarded","conf_flag","catch_mt"
"2000","DEM1","Demersal Shelf Rockfish","rockfish, tiger","D",1,NA
"2000","DEM1","Demersal Shelf Rockfish","rockfish, tiger","R",1,NA
"2000","DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","D",0,7.96
"2000","DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","R",0,3.22
"2000","DEM1","Demersal Shelf Rockfish","rockfish, yelloweye (red snapper)","D",1,NA
"2000","DEM1","Demersal Shelf Rockfish","rockfish, yelloweye (red snapper)","R",1,NA
"2000","DFL4","Deep Water Flatfish","flatfish, deep water","D",0,136.69
"2000","DFL4","Deep Water Flatfish","flatfish, deep water","R",0,2.38
"2000","DFL4","Deep Water Flatfish","sole, dover","D",0,116.2
"2000","DFL4","Deep Water Flatfish","sole, dover","R",0,583.7
"2000","DFL4","Deep Water Flatfish","turbot, Greenland","D",1,NA
"2000","DFL4","Deep Water Flatfish","turbot, Greenland","R",0,2.11
"2000","FSOL","Flathead Sole","sole, flathead","D",0,239.37
"2000","FSOL","Flathead Sole","sole, flathead","R",0,1293.12
"2000","NONQ","Non TAC Species","Pacific sand fish","R",1,NA
"2000","NONQ","Non TAC Species","abalone, northern (pinto)","D",1,NA
"2000","NONQ","Non TAC Species","clam, cockle","R",1,NA
"2000","NONQ","Non TAC Species","crab, Tanner, grooved (tanneri)","D",1,NA
"2000","NONQ","Non TAC Species","deep-sea smelts","R",1,NA
"2000","NONQ","Non TAC Species","eels or eel-like fish","R",1,NA
"2000","NONQ","Non TAC Species","greenling, kelp","R",1,NA
"2000","NONQ","Non TAC Species","greenling, rock","R",1,NA
"2000","NONQ","Non TAC Species","grenadier (rattail)","D",0,806.31
"2000","NONQ","Non TAC Species","grenadier (rattail)","R",1,NA
"2000","NONQ","Non TAC Species","grenadier, giant","D",0,877.93
"2000","NONQ","Non TAC Species","grenadier, giant","R",1,NA
"2000","NONQ","Non TAC Species","lingcod","D",1,NA
"2000","NONQ","Non TAC Species","lingcod","R",1,NA
"2000","NONQ","Non TAC Species","lumpsucker, smooth","R",1,NA
"2000","NONQ","Non TAC Species","prowfish","D",1,NA
"2000","NONQ","Non TAC Species","prowfish","R",1,NA
"2000","NONQ","Non TAC Species","sea urchin","D",1,NA
"2000","NONQ","Non TAC Species","shrimp, northern (pink)","R",1,NA
"2000","NONQ","Non TAC Species","shrimp, spot","R",1,NA
"2000","NONQ","Non TAC Species","snails","D",1,NA
"2000","NORK","Northern Rockfish","rockfish, northern","D",0,326.05
"2000","NORK","Northern Rockfish","rockfish, northern","R",0,2999.1
"2000","OTHR","Other","Pacific sleeper shark","D",1,NA
"2000","OTHR","Other","groundfish, general","D",0,4315.34
"2000","OTHR","Other","groundfish, general","R",0,748.14
"2000","OTHR","Other","shark, salmon","D",1,NA
"2000","OTHR","Other","shark, salmon","R",1,NA
"2000","OTHR","Other","shark, spiny dogfish","D",0,3.25
"2000","OTHR","Other","shark, spiny dogfish","R",1,NA
"2000","OTHR","Other","squid, majestic","D",1,NA
"2000","OTHR","Other","squid, majestic","R",1,NA
"2000","PCOD","Pacific Cod","cod, Pacific (gray)","D",0,1325.27
"2000","PCOD","Pacific Cod","cod, Pacific (gray)","R",0,52730.37
"2000","PEL7","Pelagic Shelf Rockfish","rockfish, dusky","D",0,21.09
"2000","PEL7","Pelagic Shelf Rockfish","rockfish, dusky","R",0,2427.16
"2000","PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","D",0,117.9
"2000","PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","R",0,696.86
"2000","PEL7","Pelagic Shelf Rockfish","rockfish, widow","R",1,NA
"2000","PLCK","Pollock","pollock, walleye","D",0,1991.84
"2000","PLCK","Pollock","pollock, walleye","R",0,67772.53
"2000","POPA","Pacific Ocean Perch","perch, Pacific ocean","D",0,1126.9
"2000","POPA","Pacific Ocean Perch","perch, Pacific ocean","R",0,8412.19
"2000","REXS","Rex Sole","sole, rex","D",0,101.98
"2000","REXS","Rex Sole","sole, rex","R",0,3483.08
"2000","SABL","Sablefish","sablefish (blackcod)","D",0,870.91
"2000","SABL","Sablefish","sablefish (blackcod)","R",0,6889.25
"2000","SFL1","Shallow Water Flatfish","flatfish, shallow water","D",0,469.5
"2000","SFL1","Shallow Water Flatfish","flatfish, shallow water","R",0,34.73
"2000","SFL1","Shallow Water Flatfish","flounder, Alaska plaice","D",1,NA
"2000","SFL1","Shallow Water Flatfish","flounder, Alaska plaice","R",1,NA
"2000","SFL1","Shallow Water Flatfish","flounder, general","D",1,NA
"2000","SFL1","Shallow Water Flatfish","flounder, general","R",1,NA
"2000","SFL1","Shallow Water Flatfish","flounder, starry","D",0,5.28
"2000","SFL1","Shallow Water Flatfish","flounder, starry","R",1,NA
"2000","SFL1","Shallow Water Flatfish","sole, English","D",0,8.17
"2000","SFL1","Shallow Water Flatfish","sole, English","R",1,NA
"2000","SFL1","Shallow Water Flatfish","sole, butter","D",0,42.38
"2000","SFL1","Shallow Water Flatfish","sole, butter","R",1,NA
"2000","SFL1","Shallow Water Flatfish","sole, rock","D",0,223.73
"2000","SFL1","Shallow Water Flatfish","sole, rock","R",0,5119.11
"2000","SFL1","Shallow Water Flatfish","sole, sand","D",1,NA
"2000","SFL1","Shallow Water Flatfish","sole, sand","R",1,NA
"2000","SFL1","Shallow Water Flatfish","sole, yellowfin","D",1,NA
"2000","SFL1","Shallow Water Flatfish","sole, yellowfin","R",1,NA
"2000","SLR3","Other Slope Rockfish","rockfish, bocaccio","R",1,NA
"2000","SLR3","Other Slope Rockfish","rockfish, darkblotched","R",1,NA
"2000","SLR3","Other Slope Rockfish","rockfish, greenstripe","R",1,NA
"2000","SLR3","Other Slope Rockfish","rockfish, harlequin","D",0,31
"2000","SLR3","Other Slope Rockfish","rockfish, harlequin","R",1,NA
"2000","SLR3","Other Slope Rockfish","rockfish, redbanded","D",0,7.62
"2000","SLR3","Other Slope Rockfish","rockfish, redbanded","R",0,6.15
"2000","SLR3","Other Slope Rockfish","rockfish, redstripe","D",1,NA
"2000","SLR3","Other Slope Rockfish","rockfish, redstripe","R",1,NA
"2000","SLR3","Other Slope Rockfish","rockfish, sharpchin","D",0,146.38
"2000","SLR3","Other Slope Rockfish","rockfish, sharpchin","R",1,NA
"2000","SLR3","Other Slope Rockfish","rockfish, silvergray","D",1,NA
"2000","SLR3","Other Slope Rockfish","rockfish, silvergray","R",1,NA
"2000","SLR3","Other Slope Rockfish","rockfish, unspecified slope","D",0,64.49
"2000","SLR3","Other Slope Rockfish","rockfish, unspecified slope","R",0,17.84
"2000","SLR3","Other Slope Rockfish","rockfish, yellowmouth","R",1,NA
"2000","SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye","D",0,9.29
"2000","SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye","R",0,122.19
"2000","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker","D",0,11.08
"2000","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker","R",0,161.72
"2000","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye","D",0,229.7
"2000","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye","R",0,490.61
"2000","THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)","D",0,137.81
"2000","THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)","R",0,752.98
"2000",NA,NA,"rockfish, unspecified pelagic","D",1,NA
"2000",NA,NA,"rockfish, unspecified pelagic","R",1,NA
"2001","AMCK","Atka Mackerel","greenling, atka mackerel","D",0,17.87
"2001","AMCK","Atka Mackerel","greenling, atka mackerel","R",0,58.23
"2001","ARTH","Arrowtooth Flounder","flounder, arrowtooth","D",0,12947.89
"2001","ARTH","Arrowtooth Flounder","flounder, arrowtooth","R",0,6613.57
"2001","BABU","Black/Blue Rockfish","rockfish, black","D",0,10.75
"2001","BABU","Black/Blue Rockfish","rockfish, black","R",1,NA
"2001","DEM1","Demersal Shelf Rockfish","rockfish, canary","R",1,NA
"2001","DEM1","Demersal Shelf Rockfish","rockfish, china","R",1,NA
"2001","DEM1","Demersal Shelf Rockfish","rockfish, copper","R",1,NA
"2001","DEM1","Demersal Shelf Rockfish","rockfish, quillback","R",1,NA
"2001","DEM1","Demersal Shelf Rockfish","rockfish, rosethorn","R",1,NA
"2001","DEM1","Demersal Shelf Rockfish","rockfish, tiger","R",1,NA
"2001","DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","D",0,19.82
"2001","DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","R",0,4.38
"2001","DEM1","Demersal Shelf Rockfish","rockfish, yelloweye (red snapper)","D",0,0.53
"2001","DEM1","Demersal Shelf Rockfish","rockfish, yelloweye (red snapper)","R",1,NA
"2001","DFL4","Deep Water Flatfish","flatfish, deep water","D",0,134.54
"2001","DFL4","Deep Water Flatfish","flatfish, deep water","R",0,6.4
"2001","DFL4","Deep Water Flatfish","sole, dover","D",0,57.27
"2001","DFL4","Deep Water Flatfish","sole, dover","R",1,NA
"2001","DFL4","Deep Water Flatfish","turbot, Greenland","R",0,3.76
"2001","FSOL","Flathead Sole","sole, flathead","D",0,257.32
"2001","FSOL","Flathead Sole","sole, flathead","R",0,1653.94
"2001","NONQ","Non TAC Species","clam, Pacific geoduck","R",1,NA
"2001","NONQ","Non TAC Species","deep-sea smelts","R",1,NA
"2001","NONQ","Non TAC Species","eels or eel-like fish","R",1,NA
"2001","NONQ","Non TAC Species","greenling, rock","R",1,NA
"2001","NONQ","Non TAC Species","grenadier (rattail)","D",0,162.61
"2001","NONQ","Non TAC Species","grenadier (rattail)","R",1,NA
"2001","NONQ","Non TAC Species","grenadier, giant","D",0,518.45
"2001","NONQ","Non TAC Species","grenadier, giant","R",1,NA
"2001","NONQ","Non TAC Species","gunnels","D",1,NA
"2001","NONQ","Non TAC Species","gunnels","R",1,NA
"2001","NONQ","Non TAC Species","lingcod","D",1,NA
"2001","NONQ","Non TAC Species","lingcod","R",1,NA
"2001","NONQ","Non TAC Species","lumpsucker, smooth","R",1,NA
"2001","NONQ","Non TAC Species","prowfish","R",1,NA
"2001","NONQ","Non TAC Species","ratfish, spotted","R",1,NA
"2001","NONQ","Non TAC Species","scallop, weathervane","R",1,NA
"2001","NONQ","Non TAC Species","sea urchin","R",1,NA
"2001","NONQ","Non TAC Species","shrimp, coonstriped","R",1,NA
"2001","NONQ","Non TAC Species","smelt, surf","R",1,NA
"2001","NORK","Northern Rockfish","rockfish, northern","D",0,551.52
"2001","NORK","Northern Rockfish","rockfish, northern","R",0,2576.11
"2001","OTHR","Other","Pacific sleeper shark","D",0,10.02
"2001","OTHR","Other","Pacific sleeper shark","R",1,NA
"2001","OTHR","Other","groundfish, general","D",0,3405.11
"2001","OTHR","Other","groundfish, general","R",0,906.13
"2001","OTHR","Other","shark, salmon","R",1,NA
"2001","OTHR","Other","shark, spiny dogfish","D",0,20.65
"2001","OTHR","Other","shark, spiny dogfish","R",1,NA
"2001","OTHR","Other","skate, longnose","R",1,NA
"2001","OTHR","Other","squid, majestic","D",1,NA
"2001","OTHR","Other","squid, majestic","R",1,NA
"2001","PCOD","Pacific Cod","cod, Pacific (gray)","D",0,1879.38
"2001","PCOD","Pacific Cod","cod, Pacific (gray)","R",0,39606.4
"2001","PEL7","Pelagic Shelf Rockfish","rockfish, dusky","D",0,35.21
"2001","PEL7","Pelagic Shelf Rockfish","rockfish, dusky","R",0,1652.54
"2001","PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","D",0,90.18
"2001","PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","R",0,753.98
"2001","PEL7","Pelagic Shelf Rockfish","rockfish, widow","R",1,NA
"2001","PEL7","Pelagic Shelf Rockfish","rockfish, yellowtail","R",1,NA
"2001","PLCK","Pollock","pollock, walleye","D",0,708.02
"2001","PLCK","Pollock","pollock, walleye","R",0,67426.87
"2001","POPA","Pacific Ocean Perch","perch, Pacific ocean","D",0,924.07
"2001","POPA","Pacific Ocean Perch","perch, Pacific ocean","R",0,9269.54
"2001","REXS","Rex Sole","sole, rex","D",0,157.97
"2001","REXS","Rex Sole","sole, rex","R",0,2783.73
"2001","SABL","Sablefish","sablefish (blackcod)","D",0,667.94
"2001","SABL","Sablefish","sablefish (blackcod)","R",0,6438.17
"2001","SFL1","Shallow Water Flatfish","flatfish, shallow water","D",0,483.5
"2001","SFL1","Shallow Water Flatfish","flatfish, shallow water","R",0,155.49
"2001","SFL1","Shallow Water Flatfish","flounder, Alaska plaice","D",1,NA
"2001","SFL1","Shallow Water Flatfish","flounder, Alaska plaice","R",1,NA
"2001","SFL1","Shallow Water Flatfish","flounder, general","D",1,NA
"2001","SFL1","Shallow Water Flatfish","flounder, general","R",1,NA
"2001","SFL1","Shallow Water Flatfish","flounder, starry","D",1,NA
"2001","SFL1","Shallow Water Flatfish","flounder, starry","R",1,NA
"2001","SFL1","Shallow Water Flatfish","sole, English","D",1,NA
"2001","SFL1","Shallow Water Flatfish","sole, English","R",1,NA
"2001","SFL1","Shallow Water Flatfish","sole, butter","D",1,NA
"2001","SFL1","Shallow Water Flatfish","sole, butter","R",1,NA
"2001","SFL1","Shallow Water Flatfish","sole, petrale","D",1,NA
"2001","SFL1","Shallow Water Flatfish","sole, rock","D",0,20.17
"2001","SFL1","Shallow Water Flatfish","sole, rock","R",0,4751.43
"2001","SFL1","Shallow Water Flatfish","sole, sand","D",1,NA
"2001","SFL1","Shallow Water Flatfish","sole, sand","R",1,NA
"2001","SLR3","Other Slope Rockfish","rockfish, blackgill","D",1,NA
"2001","SLR3","Other Slope Rockfish","rockfish, darkblotched","D",1,NA
"2001","SLR3","Other Slope Rockfish","rockfish, darkblotched","R",1,NA
"2001","SLR3","Other Slope Rockfish","rockfish, harlequin","D",1,NA
"2001","SLR3","Other Slope Rockfish","rockfish, redbanded","D",0,15.23
"2001","SLR3","Other Slope Rockfish","rockfish, redbanded","R",0,4.94
"2001","SLR3","Other Slope Rockfish","rockfish, redstripe","D",1,NA
"2001","SLR3","Other Slope Rockfish","rockfish, redstripe","R",1,NA
"2001","SLR3","Other Slope Rockfish","rockfish, sharpchin","D",0,66.7
"2001","SLR3","Other Slope Rockfish","rockfish, sharpchin","R",0,25.5
"2001","SLR3","Other Slope Rockfish","rockfish, silvergray","D",1,NA
"2001","SLR3","Other Slope Rockfish","rockfish, silvergray","R",1,NA
"2001","SLR3","Other Slope Rockfish","rockfish, stripetail","R",1,NA
"2001","SLR3","Other Slope Rockfish","rockfish, unspecified slope","D",0,61.08
"2001","SLR3","Other Slope Rockfish","rockfish, unspecified slope","R",0,24.03
"2001","SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye","D",0,7.2
"2001","SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye","R",0,151.52
"2001","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker","D",0,9.93
"2001","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker","R",0,153.53
"2001","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye","D",0,398.03
"2001","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye","R",0,403.72
"2001","THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)","D",0,70.61
"2001","THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)","R",0,728.86
"2001",NA,NA,"rockfish, unspecified pelagic","D",1,NA
"2002","AMCK","Atka Mackerel","greenling, atka mackerel","D",0,51.9
"2002","AMCK","Atka Mackerel","greenling, atka mackerel","R",0,33.05
"2002","ARTH","Arrowtooth Flounder","flounder, arrowtooth","D",0,10505.46
"2002","ARTH","Arrowtooth Flounder","flounder, arrowtooth","R",0,10544.99
"2002","BABU","Black/Blue Rockfish","rockfish, black","D",0,2.34
"2002","BABU","Black/Blue Rockfish","rockfish, black","R",1,NA
"2002","DEM1","Demersal Shelf Rockfish","rockfish, canary","R",1,NA
"2002","DEM1","Demersal Shelf Rockfish","rockfish, china","R",1,NA
"2002","DEM1","Demersal Shelf Rockfish","rockfish, quillback","R",1,NA
"2002","DEM1","Demersal Shelf Rockfish","rockfish, rosethorn","R",1,NA
"2002","DEM1","Demersal Shelf Rockfish","rockfish, tiger","R",1,NA
"2002","DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","D",0,12.02
"2002","DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","R",0,3.46
"2002","DEM1","Demersal Shelf Rockfish","rockfish, yelloweye (red snapper)","R",1,NA
"2002","DFL4","Deep Water Flatfish","flatfish, deep water","D",0,127.52
"2002","DFL4","Deep Water Flatfish","flatfish, deep water","R",0,9.3
"2002","DFL4","Deep Water Flatfish","sole, dover","D",0,65.51
"2002","DFL4","Deep Water Flatfish","sole, dover","R",1,NA
"2002","DFL4","Deep Water Flatfish","turbot, Greenland","D",1,NA
"2002","DFL4","Deep Water Flatfish","turbot, Greenland","R",0,2.81
"2002","FSOL","Flathead Sole","sole, flathead","D",0,283.46
"2002","FSOL","Flathead Sole","sole, flathead","R",0,1862.12
"2002","NONQ","Non TAC Species","Pacific sand fish","R",1,NA
"2002","NONQ","Non TAC Species","crab, Tanner, grooved (tanneri)","D",1,NA
"2002","NONQ","Non TAC Species","eels or eel-like fish","R",1,NA
"2002","NONQ","Non TAC Species","greenling, rock","R",1,NA
"2002","NONQ","Non TAC Species","greenling, whitespot","R",1,NA
"2002","NONQ","Non TAC Species","grenadier (rattail)","D",0,118.9
"2002","NONQ","Non TAC Species","grenadier (rattail)","R",1,NA
"2002","NONQ","Non TAC Species","grenadier, giant","D",0,497.16
"2002","NONQ","Non TAC Species","grenadier, giant","R",1,NA
"2002","NONQ","Non TAC Species","lingcod","D",1,NA
"2002","NONQ","Non TAC Species","lingcod","R",1,NA
"2002","NONQ","Non TAC Species","lumpsucker, smooth","R",1,NA
"2002","NONQ","Non TAC Species","prowfish","R",1,NA
"2002","NONQ","Non TAC Species","ratfish, spotted","D",1,NA
"2002","NONQ","Non TAC Species","rockfish, black","D",0,0.59
"2002","NONQ","Non TAC Species","rockfish, black","R",1,NA
"2002","NONQ","Non TAC Species","shrimp, northern (pink)","R",1,NA
"2002","NONQ","Non TAC Species","shrimp, sidestriped","R",1,NA
"2002","NONQ","Non TAC Species","shrimp, spot","R",1,NA
"2002","NONQ","Non TAC Species","smelt, capelin","R",1,NA
"2002","NONQ","Non TAC Species","smelt, eulachon","R",1,NA
"2002","NONQ","Non TAC Species","smelt, surf","R",1,NA
"2002","NORK","Northern Rockfish","rockfish, northern","D",0,330.15
"2002","NORK","Northern Rockfish","rockfish, northern","R",0,3006.93
"2002","OTHR","Other","Pacific sleeper shark","D",0,47.26
"2002","OTHR","Other","Pacific sleeper shark","R",1,NA
"2002","OTHR","Other","groundfish, general","D",0,2407.82
"2002","OTHR","Other","groundfish, general","R",0,101.02
"2002","OTHR","Other","octopus, North Pacific","D",0,10.94
"2002","OTHR","Other","octopus, North Pacific","R",1,NA
"2002","OTHR","Other","sculpin, general","D",0,64.35
"2002","OTHR","Other","sculpin, general","R",1,NA
"2002","OTHR","Other","shark, other","D",0,13.78
"2002","OTHR","Other","shark, other","R",1,NA
"2002","OTHR","Other","shark, salmon","D",1,NA
"2002","OTHR","Other","shark, salmon","R",1,NA
"2002","OTHR","Other","shark, spiny dogfish","D",0,2.31
"2002","OTHR","Other","shark, spiny dogfish","R",1,NA
"2002","OTHR","Other","skate, longnose","R",1,NA
"2002","OTHR","Other","skate, other","D",0,272.13
"2002","OTHR","Other","skate, other","R",0,684.73
"2002","OTHR","Other","squid, majestic","D",1,NA
"2002","OTHR","Other","squid, majestic","R",1,NA
"2002","PCOD","Pacific Cod","cod, Pacific (gray)","D",0,3703.54
"2002","PCOD","Pacific Cod","cod, Pacific (gray)","R",0,38522.18
"2002","PEL7","Pelagic Shelf Rockfish","rockfish, dusky","D",0,86.41
"2002","PEL7","Pelagic Shelf Rockfish","rockfish, dusky","R",0,1760.74
"2002","PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","D",0,79.27
"2002","PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","R",0,937.75
"2002","PEL7","Pelagic Shelf Rockfish","rockfish, widow","R",1,NA
"2002","PLCK","Pollock","pollock, walleye","D",0,1130.99
"2002","PLCK","Pollock","pollock, walleye","R",0,47761.33
"2002","POPA","Pacific Ocean Perch","perch, Pacific ocean","D",0,849.36
"2002","POPA","Pacific Ocean Perch","perch, Pacific ocean","R",0,10135.8
"2002","REXS","Rex Sole","sole, rex","D",0,143.57
"2002","REXS","Rex Sole","sole, rex","R",0,2873.19
"2002","ROCK","Other Rockfish","rockfish, bocaccio","R",1,NA
"2002","ROCK","Other Rockfish","rockfish, canary","D",1,NA
"2002","ROCK","Other Rockfish","rockfish, china","R",1,NA
"2002","ROCK","Other Rockfish","rockfish, harlequin","D",0,16.96
"2002","ROCK","Other Rockfish","rockfish, quillback","R",1,NA
"2002","ROCK","Other Rockfish","rockfish, redbanded","D",1,NA
"2002","ROCK","Other Rockfish","rockfish, redbanded","R",1,NA
"2002","ROCK","Other Rockfish","rockfish, redstripe","R",1,NA
"2002","ROCK","Other Rockfish","rockfish, sharpchin","D",1,NA
"2002","ROCK","Other Rockfish","rockfish, sharpchin","R",1,NA
"2002","ROCK","Other Rockfish","rockfish, tiger","R",1,NA
"2002","ROCK","Other Rockfish","rockfish, unspecified demersal","D",1,NA
"2002","ROCK","Other Rockfish","rockfish, unspecified demersal","R",1,NA
"2002","ROCK","Other Rockfish","rockfish, unspecified slope","R",1,NA
"2002","ROCK","Other Rockfish","rockfish, yelloweye (red snapper)","D",0,1.21
"2002","ROCK","Other Rockfish","rockfish, yelloweye (red snapper)","R",1,NA
"2002","SABL","Sablefish","sablefish (blackcod)","D",0,848.29
"2002","SABL","Sablefish","sablefish (blackcod)","R",0,7196.64
"2002","SFL1","Shallow Water Flatfish","flatfish, shallow water","D",0,399.3
"2002","SFL1","Shallow Water Flatfish","flatfish, shallow water","R",0,81.17
"2002","SFL1","Shallow Water Flatfish","flounder, Alaska plaice","D",1,NA
"2002","SFL1","Shallow Water Flatfish","flounder, Alaska plaice","R",1,NA
"2002","SFL1","Shallow Water Flatfish","flounder, general","D",0,29.23
"2002","SFL1","Shallow Water Flatfish","flounder, general","R",1,NA
"2002","SFL1","Shallow Water Flatfish","flounder, starry","D",0,6.45
"2002","SFL1","Shallow Water Flatfish","flounder, starry","R",1,NA
"2002","SFL1","Shallow Water Flatfish","sole, English","D",1,NA
"2002","SFL1","Shallow Water Flatfish","sole, English","R",1,NA
"2002","SFL1","Shallow Water Flatfish","sole, butter","D",0,68.66
"2002","SFL1","Shallow Water Flatfish","sole, butter","R",1,NA
"2002","SFL1","Shallow Water Flatfish","sole, rock","D",0,105.61
"2002","SFL1","Shallow Water Flatfish","sole, rock","R",0,5456.64
"2002","SFL1","Shallow Water Flatfish","sole, sand","D",1,NA
"2002","SFL1","Shallow Water Flatfish","sole, sand","R",1,NA
"2002","SFL1","Shallow Water Flatfish","sole, yellowfin","D",1,NA
"2002","SFL1","Shallow Water Flatfish","sole, yellowfin","R",1,NA
"2002","SLR3","Other Slope Rockfish","rockfish, harlequin","R",1,NA
"2002","SLR3","Other Slope Rockfish","rockfish, redbanded","D",0,15.85
"2002","SLR3","Other Slope Rockfish","rockfish, redbanded","R",0,9.04
"2002","SLR3","Other Slope Rockfish","rockfish, redstripe","R",1,NA
"2002","SLR3","Other Slope Rockfish","rockfish, sharpchin","D",0,83.94
"2002","SLR3","Other Slope Rockfish","rockfish, sharpchin","R",0,113.25
"2002","SLR3","Other Slope Rockfish","rockfish, silvergray","R",1,NA
"2002","SLR3","Other Slope Rockfish","rockfish, unspecified slope","D",0,260.46
"2002","SLR3","Other Slope Rockfish","rockfish, unspecified slope","R",0,91.63
"2002","SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye","D",0,3.36
"2002","SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye","R",0,103.21
"2002","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker","D",0,2.34
"2002","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker","R",0,185.11
"2002","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye","D",0,183.35
"2002","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye","R",0,416.93
"2002","THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)","D",0,118.52
"2002","THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)","R",0,758.65
"2003","AMCK","Atka Mackerel","greenling, atka mackerel","D",0,252.618
"2003","AMCK","Atka Mackerel","greenling, atka mackerel","R",0,328.648
"2003","ARTH","Arrowtooth Flounder","flounder, arrowtooth","D",0,17120.279
"2003","ARTH","Arrowtooth Flounder","flounder, arrowtooth","R",0,13049.499
"2003","DFL4","GOA Deep Water Flatfish","sole, dover","D",0,424.109
"2003","DFL4","GOA Deep Water Flatfish","sole, dover","R",0,473.23
"2003","DFL4","GOA Deep Water Flatfish","turbot, Greenland","D",1,NA
"2003","DFL4","GOA Deep Water Flatfish","turbot, Greenland","R",0,2.452
"2003","DFL4","GOA Deep Water Flatfish",NA,"D",0,46.465
"2003","FSOL","Flathead Sole","sole, flathead","D",0,246.585
"2003","FSOL","Flathead Sole","sole, flathead","R",0,2145.321
"2003","FSOL","Flathead Sole",NA,"D",0,67.462
"2003","NORK","Northern Rockfish","rockfish, northern","D",0,491.803
"2003","NORK","Northern Rockfish","rockfish, northern","R",0,4764.269
"2003","OTHR","Other Species","Pacific sleeper shark","D",0,262.022
"2003","OTHR","Other Species","Pacific sleeper shark","R",1,NA
"2003","OTHR","Other Species","octopus, North Pacific","D",0,166.206
"2003","OTHR","Other Species","octopus, North Pacific","R",0,43.879
"2003","OTHR","Other Species","sculpin, general","D",0,657.068
"2003","OTHR","Other Species","sculpin, general","R",0,54.175
"2003","OTHR","Other Species","shark, other","D",0,46.536
"2003","OTHR","Other Species","shark, other","R",1,NA
"2003","OTHR","Other Species","shark, salmon","D",0,34.456
"2003","OTHR","Other Species","shark, salmon","R",1,NA
"2003","OTHR","Other Species","shark, spiny dogfish","D",0,298.792
"2003","OTHR","Other Species","shark, spiny dogfish","R",0,4.924
"2003","OTHR","Other Species","skate, longnose","D",0,23.942
"2003","OTHR","Other Species","skate, longnose","R",0,18.007
"2003","OTHR","Other Species","skate, other","D",0,977.674
"2003","OTHR","Other Species","skate, other","R",0,3394.593
"2003","OTHR","Other Species","squid, majestic","D",0,35.019
"2003","OTHR","Other Species","squid, majestic","R",0,39.506
"2003","PCOD","Pacific Cod","cod, Pacific (gray)","D",0,2368.748
"2003","PCOD","Pacific Cod","cod, Pacific (gray)","R",0,50005.322
"2003","PEL7","GOA Pelagic Shelf Rockfish","rockfish, dusky","D",0,49.451
"2003","PEL7","GOA Pelagic Shelf Rockfish","rockfish, dusky","R",0,2358.667
"2003","PEL7","GOA Pelagic Shelf Rockfish","rockfish, unspecified pelagic","D",1,NA
"2003","PEL7","GOA Pelagic Shelf Rockfish","rockfish, widow","D",1,NA
"2003","PEL7","GOA Pelagic Shelf Rockfish","rockfish, widow","R",0,6.228
"2003","PEL7","GOA Pelagic Shelf Rockfish","rockfish, yellowtail","R",1,NA
"2003","PEL7","GOA Pelagic Shelf Rockfish",NA,"D",0,16.82
"2003","PLCK","Pollock","pollock, walleye","D",0,1047.92
"2003","PLCK","Pollock","pollock, walleye","R",0,47542.166
"2003","POPA","Pacific Ocean Perch","perch, Pacific ocean","D",0,1633.123
