"date","PP_L"
1980-01-01,1.25128793768045
1980-02-01,1.18336860451236
1980-03-01,1.33025192078859
1980-04-01,2.94761064403207
1980-05-01,2.16586534733827
1980-06-01,1.33870624920095
1980-07-01,1.44278488292996
1980-08-01,1.16912174071774
1980-09-01,1.15444979071003
1980-10-01,1.12589575681966
1980-11-01,1.0164341140924
1980-12-01,1.05689094748743
1981-01-01,1.08849267407379
1981-02-01,0.978433123820741
1981-03-01,0.779107709020766
1981-04-01,1.26578250819001
1981-05-01,0.822093598921129
1981-06-01,0.727219605496517
1981-07-01,0.48621760050127
1981-08-01,0.730042867235108
1981-09-01,0.626776901914979
1981-10-01,0.765669060819193
1981-11-01,0.945518831658679
1981-12-01,1.02703922918012
1982-01-01,1.05431012387345
1982-02-01,0.977503660548077
1982-03-01,0.797199467036174
1982-04-01,0.308618639498826
1982-05-01,0.980284128325748
1982-06-01,1.03918475140304
1982-07-01,0.621502402968985
1982-08-01,0.745700980312664
1982-09-01,0.695615762525432
1982-10-01,0.989833182383496
1982-11-01,0.962944627565821
1982-12-01,1.02724647741761
1983-01-01,1.0511984250122
1983-02-01,0.974969756039088
1983-03-01,0.974742856144703
1983-04-01,0.56346665965612
1983-05-01,0.502268918471712
1983-06-01,0.690658305155209
1983-07-01,0.859719223681778
1983-08-01,0.96682545156714
1983-09-01,0.772051006334839
1983-10-01,0.950508879370093
1983-11-01,0.999349112773934
1983-12-01,1.05677682662562
1984-01-01,1.04892146539995
1984-02-01,1.04964270171862
1984-03-01,0.912135423345628
1984-04-01,0.281020021904237
1984-05-01,1.91142405929634
1984-06-01,1.05291438264875
1984-07-01,0.795914708709586
1984-08-01,0.861872438824357
1984-09-01,1.11401526026996
1984-10-01,1.04359914053451
1984-11-01,0.978576482950354
1984-12-01,1.05324385165425
1985-01-01,1.08167386791914
1985-02-01,1.13319434666157
1985-03-01,0.808722436962881
1985-04-01,1.18312843149817
1985-05-01,0.939903912119447
1985-06-01,0.8706008618802
1985-07-01,1.16518744857091
1985-08-01,1.02368386491054
1985-09-01,0.892541952919988
1985-10-01,0.907848722846743
1985-11-01,1.00576316763501
1985-12-01,1.06493336431277
1986-01-01,1.08154512607416
1986-02-01,1.03665576471412
1986-03-01,0.821530639359336
1986-04-01,0.770398449000822
1986-05-01,1.41404324290082
1986-06-01,0.517374649887042
1986-07-01,0.801909393738488
1986-08-01,0.692697112373245
1986-09-01,0.871801935590126
1986-10-01,0.705334385411089
1986-11-01,1.08468190251961
1986-12-01,1.069287710778
1987-01-01,1.08611424020474
1987-02-01,1.03359896823161
1987-03-01,0.798003256707792
1987-04-01,1.04715131192934
1987-05-01,0.661223652380064
1987-06-01,0.898534493006989
1987-07-01,0.944570381310378
1987-08-01,0.939833895746635
1987-09-01,1.15992962652291
1987-10-01,1.13545325988181
1987-11-01,1.06928991772525
1987-12-01,1.07321289803613
1988-01-01,1.04209994229356
1988-02-01,0.995142893496279
1988-03-01,0.923057225268826
1988-04-01,0.974364676526914
1988-05-01,0.682815035378988
1988-06-01,0.854719441816065
1988-07-01,0.858994120259173
1988-08-01,0.781195034915142
1988-09-01,0.66116395388993
1988-10-01,0.868856174286835
1988-11-01,1.061077494492
1988-12-01,1.03716371703339
1989-01-01,1.04364994291671
1989-02-01,1.11837338683402
1989-03-01,0.998585943096613
1989-04-01,0.884764803106547
1989-05-01,0.917024462181391
1989-06-01,0.628473428690119
1989-07-01,0.539750106103386
1989-08-01,0.609968564279763
1989-09-01,0.845601482605876
1989-10-01,0.914081154133953
1989-11-01,1.07676844262519
1989-12-01,1.07823663414226
1990-01-01,1.06155213906063
1990-02-01,1.06344771847179
1990-03-01,1.00828131136256
1990-04-01,0.638907157517548
1990-05-01,0.623937244901593
1990-06-01,0.636891545466003
1990-07-01,0.833122075802501
1990-08-01,1.09874254447272
1990-09-01,0.933045864276955
1990-10-01,1.19291873070947
1990-11-01,1.10802149160601
1990-12-01,1.09222008812654
1991-01-01,1.05690310221054
1991-02-01,1.04296438572742
1991-03-01,1.1091665848493
1991-04-01,1.19582144514225
1991-05-01,1.14332441384648
1991-06-01,1.20549535997748
1991-07-01,1.51988241128416
1991-08-01,1.04696704694393
1991-09-01,1.0153369845003
1991-10-01,1.29805466366515
1991-11-01,1.05580577974698
1991-12-01,1.0876866335898
1992-01-01,1.06388636423837
1992-02-01,1.10007299573943
1992-03-01,1.01359877854406
1992-04-01,1.14495612992899
1992-05-01,1.50623741751221
1992-06-01,0.910352657696419
1992-07-01,0.856081067024549
1992-08-01,0.867410646042215
1992-09-01,0.9588609910924
1992-10-01,1.0096659493718
1992-11-01,1.07129475887391
1992-12-01,1.06425453721685
1993-01-01,1.06905412644674
1993-02-01,1.04145142706022
1993-03-01,1.01173249582026
1993-04-01,1.44734011464973
1993-05-01,1.34819037301099
1993-06-01,1.42290047951138
1993-07-01,1.26058402955016
1993-08-01,1.14426055721101
1993-09-01,1.38916793357131
1993-10-01,1.37885925926189
1993-11-01,1.18724660653655
1993-12-01,1.08946349609154
1994-01-01,1.06788466842553
1994-02-01,1.15583438057222
1994-03-01,0.938585464276504
1994-04-01,1.24148964904834
1994-05-01,1.68800068011164
1994-06-01,1.600284919233
1994-07-01,1.18730470474399
1994-08-01,1.19055606538975
1994-09-01,1.1393375493042
1994-10-01,1.03819670366582
1994-11-01,1.01556024212519
1994-12-01,1.06513401778164
1995-01-01,1.07584883489716
1995-02-01,1.02779566603057
1995-03-01,0.908889321688027
1995-04-01,0.901908838404189
1995-05-01,1.09507917574603
1995-06-01,1.18920041418768
