"date","PP_S"
1980-01-01,1.18902695426925
1980-02-01,1.00411764338939
1980-03-01,1.10851145263809
1980-04-01,1.16363470294324
1980-05-01,0.99628604735915
1980-06-01,0.790815413160141
1980-07-01,0.867212876946186
1980-08-01,0.927859692405992
1980-09-01,1.03520468169451
1980-10-01,1.07564354249506
1980-11-01,0.95388580444835
1980-12-01,1.00958701951722
1981-01-01,1.05577076516785
1981-02-01,0.943099064663084
1981-03-01,0.878556066083534
1981-04-01,1.08719568730755
1981-05-01,1.00945242049188
1981-06-01,0.998546361198699
1981-07-01,0.911692844316642
1981-08-01,1.04326115024197
1981-09-01,0.921832396007754
1981-10-01,0.990766994300849
1981-11-01,0.959146686809396
1981-12-01,0.993484223188998
1982-01-01,1.0386668071348
1982-02-01,0.989140037860249
1982-03-01,0.913199799651953
1982-04-01,0.972593511053401
1982-05-01,1.11000230978659
1982-06-01,1.11840966948625
1982-07-01,0.911495577261372
1982-08-01,1.00360093621376
1982-09-01,0.927498054644657
1982-10-01,1.06953360268097
1982-11-01,0.951131374700523
1982-12-01,0.988439697470503
1983-01-01,1.02839132303575
1983-02-01,0.949722691423236
1983-03-01,0.945708000146171
1983-04-01,0.932401878767376
1983-05-01,0.944578760927768
1983-06-01,0.974836029591582
1983-07-01,1.02009227795445
1983-08-01,1.07044113778824
1983-09-01,0.939001497933696
1983-10-01,1.06265681492624
1983-11-01,1.01527848778043
1983-12-01,1.02526552972181
1984-01-01,1.02062017250586
1984-02-01,1.05123056054552
1984-03-01,1.02783300657289
1984-04-01,0.897201267206218
1984-05-01,1.23881374665341
1984-06-01,1.00946564807242
1984-07-01,0.89073628297614
1984-08-01,0.962323626655467
1984-09-01,1.14756752612779
1984-10-01,1.09083689513968
1984-11-01,0.978284033732665
1984-12-01,1.01343394030327
1985-01-01,1.05356073795982
1985-02-01,1.16204131850396
1985-03-01,0.935438460037674
1985-04-01,1.05825632363322
1985-05-01,0.966301835867465
1985-06-01,0.991077021288684
1985-07-01,1.05774711762642
1985-08-01,1.03177999151539
1985-09-01,0.990808469106027
1985-10-01,0.976661506129709
1985-11-01,0.976277769314925
1985-12-01,1.03046546349018
1986-01-01,1.05372344545383
1986-02-01,1.01571959565643
1986-03-01,0.903954305027045
1986-04-01,0.974976474657669
1986-05-01,1.24426519108503
1986-06-01,0.869374358754314
1986-07-01,1.01364088478506
1986-08-01,0.816690900511019
1986-09-01,0.967336283817042
1986-10-01,0.879324472756007
1986-11-01,1.08528418891088
1986-12-01,1.02720626978596
1987-01-01,1.06424033500403
1987-02-01,1.0257120888043
1987-03-01,0.844410944228794
1987-04-01,0.838698138468019
1987-05-01,0.882233507845792
1987-06-01,1.01649850348902
1987-07-01,1.08335707478421
1987-08-01,0.946107576950534
1987-09-01,1.1071063995245
1987-10-01,1.07854042349768
1987-11-01,1.03290380376294
1987-12-01,1.04010140643924
1988-01-01,0.996681314271991
1988-02-01,0.967495974931672
1988-03-01,0.97330485077701
1988-04-01,0.845528331447426
1988-05-01,0.882677505197125
1988-06-01,0.998567575317068
1988-07-01,0.97309885729145
1988-08-01,0.88021849885821
1988-09-01,0.831424455506666
1988-10-01,0.948680377221884
1988-11-01,1.00500243171678
1988-12-01,0.984194977714342
1989-01-01,0.998415215947852
1989-02-01,1.09852726619957
1989-03-01,1.07858315917825
1989-04-01,0.883137812255403
1989-05-01,0.981001388282994
1989-06-01,0.875591457733857
1989-07-01,0.779673059256771
1989-08-01,0.769225118714289
1989-09-01,0.967215995611751
1989-10-01,0.950827347435955
1989-11-01,1.04058671567717
1989-12-01,1.03839298811322
1990-01-01,1.01860210787736
1990-02-01,1.04296573449368
1990-03-01,0.980199044903209
1990-04-01,0.988174841969658
1990-05-01,0.866280419021571
1990-06-01,0.889818325725118
1990-07-01,0.866194252446394
1990-08-01,0.984529772601327
1990-09-01,0.905874444056297
1990-10-01,1.08109278669129
1990-11-01,1.06521720683318
1990-12-01,1.0564450789729
1991-01-01,1.01075316145677
1991-02-01,0.979011766858924
1991-03-01,1.06861287739689
1991-04-01,1.10935760588894
1991-05-01,0.97465089876075
1991-06-01,0.904414814173874
1991-07-01,0.933718947604543
1991-08-01,0.796051844586858
1991-09-01,0.855044673747828
1991-10-01,1.03474963643109
1991-11-01,0.995664789845855
1991-12-01,1.03278022206753
1992-01-01,1.01605339099794
1992-02-01,1.06762593772377
1992-03-01,0.982849323620264
1992-04-01,1.15709741202192
1992-05-01,1.08273100559969
1992-06-01,0.957015547097784
1992-07-01,0.807203021331266
1992-08-01,0.82192265275835
1992-09-01,0.887606421273511
1992-10-01,0.918487662956952
1992-11-01,1.00794646672006
1992-12-01,1.01439170092566
1993-01-01,1.02473593377613
1993-02-01,0.991893865506394
1993-03-01,0.954478360680941
1993-04-01,1.11601414368569
1993-05-01,0.956766527321297
1993-06-01,1.03017966642691
1993-07-01,0.968378978601356
1993-08-01,0.862564789903588
1993-09-01,0.942799983132519
1993-10-01,1.08575352321873
1993-11-01,1.10256701974899
1993-12-01,1.04566727484118
1994-01-01,1.02484040841096
1994-02-01,1.07952864330026
1994-03-01,0.908049636537846
1994-04-01,0.992639990234259
1994-05-01,0.908738446776039
1994-06-01,1.08884935490833
1994-07-01,0.936071567562972
1994-08-01,1.0028418754695
1994-09-01,1.02753170310577
1994-10-01,0.975994231126078
1994-11-01,0.960675763907987
1994-12-01,1.0231519719664
1995-01-01,1.04049782155473
1995-02-01,0.988403341134452
1995-03-01,0.947078994527319
1995-04-01,0.933486201557101
1995-05-01,0.817579518623765
1995-06-01,1.07468253664623
