"year","species_group_code","species_group_name","species_name","retained_or_discarded","agency_gear_code","conf_flag","catch_mt","assigned_group"
2000,"POPA","Pacific Ocean Perch","perch, Pacific ocean","R","NPT",0,8267.11,"Pacific ocean perch"
2000,"REXS","Rex Sole","sole, rex","D","NPT",0,100.5,"Rex sole"
2000,"REXS","Rex Sole","sole, rex","R","NPT",0,3471.31,"Rex sole"
2000,"SABL","Sablefish","sablefish (blackcod)","D","HAL",0,262.25,"Sablefish"
2000,"SABL","Sablefish","sablefish (blackcod)","D","NPT",0,586.43,"Sablefish"
2000,"SABL","Sablefish","sablefish (blackcod)","R","HAL",0,5859.72,"Sablefish"
2000,"SABL","Sablefish","sablefish (blackcod)","R","NPT",0,1000.45,"Sablefish"
2000,"SFL1","Shallow Water Flatfish","flatfish, shallow water","D","HAL",0,6.87,"Shallow-water flatfish"
2000,"SFL1","Shallow Water Flatfish","flatfish, shallow water","D","NPT",0,461.39,"Shallow-water flatfish"
2000,"SFL1","Shallow Water Flatfish","flatfish, shallow water","R","NPT",0,34.12,"Shallow-water flatfish"
2000,"SFL1","Shallow Water Flatfish","flounder, starry","D","NPT",0,5.28,"Shallow-water flatfish"
2000,"SFL1","Shallow Water Flatfish","sole, English","D","NPT",0,8.17,"Shallow-water flatfish"
2000,"SFL1","Shallow Water Flatfish","sole, butter","D","NPT",0,42.38,"Shallow-water flatfish"
2000,"SFL1","Shallow Water Flatfish","sole, rock","D","NPT",0,222.88,"Shallow-water flatfish"
2000,"SFL1","Shallow Water Flatfish","sole, rock","R","NPT",0,5025.02,"Shallow-water flatfish"
2000,"SLR3","Other Slope Rockfish","rockfish, harlequin","D","NPT",0,31,"Slope rockfish"
2000,"SLR3","Other Slope Rockfish","rockfish, redbanded","D","NPT",0,4.8,"Slope rockfish"
2000,"SLR3","Other Slope Rockfish","rockfish, redbanded","R","NPT",0,5.8,"Slope rockfish"
2000,"SLR3","Other Slope Rockfish","rockfish, sharpchin","D","NPT",0,146.38,"Slope rockfish"
2000,"SLR3","Other Slope Rockfish","rockfish, unspecified slope","D","NPT",0,63.78,"Slope rockfish"
2000,"SLR3","Other Slope Rockfish","rockfish, unspecified slope","R","NPT",0,16.9,"Slope rockfish"
2000,"SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye","D","HAL",0,5.01,"Slope rockfish"
2000,"SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye","R","HAL",0,45.34,"Slope rockfish"
2000,"SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye","R","NPT",0,73.59,"Slope rockfish"
2000,"SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker","D","HAL",0,9.08,"Slope rockfish"
2000,"SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker","R","HAL",0,34.06,"Slope rockfish"
2000,"SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker","R","NPT",0,126.56,"Slope rockfish"
2000,"SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye","D","HAL",0,109.69,"Slope rockfish"
2000,"SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye","D","NPT",0,119.54,"Slope rockfish"
2000,"SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye","R","HAL",0,25.85,"Slope rockfish"
2000,"SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye","R","NPT",0,464.76,"Slope rockfish"
2000,"THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)","D","HAL",0,51.75,"Thornyheads"
2000,"THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)","D","NPT",0,86.06,"Thornyheads"
2000,"THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)","R","HAL",0,231.57,"Thornyheads"
2000,"THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)","R","NPT",0,518.76,"Thornyheads"
2001,"AMCK","Atka Mackerel","greenling, atka mackerel","D","HAL",0,0.18,"Atka mackerel"
2001,"AMCK","Atka Mackerel","greenling, atka mackerel","D","NPT",0,16.95,"Atka mackerel"
2001,"AMCK","Atka Mackerel","greenling, atka mackerel","R","NPT",0,58.16,"Atka mackerel"
2001,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","HAL",0,540.38,"Arrowtooth flounder"
2001,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","NPT",0,11974.54,"Arrowtooth flounder"
2001,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","POT",0,4.06,"Arrowtooth flounder"
2001,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","HAL",0,32.25,"Arrowtooth flounder"
2001,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","NPT",0,4864.97,"Arrowtooth flounder"
2001,"DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","D","HAL",0,13.94,"Demersal shelf rockfish"
2001,"DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","D","NPT",0,5.75,"Demersal shelf rockfish"
2001,"DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","R","HAL",0,2.53,"Demersal shelf rockfish"
2001,"DFL4","Deep Water Flatfish","flatfish, deep water","D","HAL",0,8.01,"Deep-water flatfish"
2001,"DFL4","Deep Water Flatfish","flatfish, deep water","D","NPT",0,126.35,"Deep-water flatfish"
2001,"DFL4","Deep Water Flatfish","flatfish, deep water","R","HAL",0,0.4,"Deep-water flatfish"
2001,"DFL4","Deep Water Flatfish","flatfish, deep water","R","NPT",0,6,"Deep-water flatfish"
2001,"DFL4","Deep Water Flatfish","sole, dover","D","NPT",0,57.27,"Deep-water flatfish"
2001,"DFL4","Deep Water Flatfish","turbot, Greenland","R","HAL",0,3.76,"Deep-water flatfish"
2001,"FSOL","Flathead Sole","sole, flathead","D","HAL",0,6.35,"Flathead sole"
2001,"FSOL","Flathead Sole","sole, flathead","D","NPT",0,199.08,"Flathead sole"
2001,"FSOL","Flathead Sole","sole, flathead","R","NPT",0,1403.07,"Flathead sole"
2001,"NONQ","Non TAC Species","grenadier (rattail)","D","NPT",0,81.82,"Slope demersal fish"
2001,"NONQ","Non TAC Species","grenadier, giant","D","HAL",0,484.08,"Slope demersal fish"
2001,"NONQ","Non TAC Species","grenadier, giant","D","NPT",0,34.37,"Slope demersal fish"
2001,"NORK","Northern Rockfish","rockfish, northern","D","HAL",0,0.83,"Slope rockfish"
2001,"NORK","Northern Rockfish","rockfish, northern","D","NPT",0,545.67,"Slope rockfish"
2001,"NORK","Northern Rockfish","rockfish, northern","R","NPT",0,2574.74,"Slope rockfish"
2001,"OTHR","Other","shark, spiny dogfish","D","HAL",0,1.32,"Pacific dogfish"
2001,"OTHR","Other","shark, spiny dogfish","D","NPT",0,19.33,"Pacific dogfish"
2001,"PCOD","Pacific Cod","cod, Pacific (gray)","D","HAL",0,184.65,"Pacific cod"
2001,"PCOD","Pacific Cod","cod, Pacific (gray)","D","NPT",0,1567.17,"Pacific cod"
2001,"PCOD","Pacific Cod","cod, Pacific (gray)","R","HAL",0,9608.87,"Pacific cod"
2001,"PCOD","Pacific Cod","cod, Pacific (gray)","R","NPT",0,22116.91,"Pacific cod"
2001,"PCOD","Pacific Cod","cod, Pacific (gray)","R","POT",0,7039.81,"Pacific cod"
2001,"PEL7","Pelagic Shelf Rockfish","rockfish, dusky","D","NPT",0,35.2,"Pelagic shelf rockfish"
2001,"PEL7","Pelagic Shelf Rockfish","rockfish, dusky","R","NPT",0,1642.24,"Pelagic shelf rockfish"
2001,"PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","D","HAL",0,2.72,"Pelagic shelf rockfish"
2001,"PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","D","NPT",0,85.05,"Pelagic shelf rockfish"
2001,"PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","R","NPT",0,753.89,"Pelagic shelf rockfish"
2001,"PLCK","Pollock","pollock, walleye","D","HAL",0,6.57,"Walleye pollock"
2001,"PLCK","Pollock","pollock, walleye","D","NPT",0,430.36,"Walleye pollock"
2001,"PLCK","Pollock","pollock, walleye","R","HAL",0,96.92,"Walleye pollock"
2001,"PLCK","Pollock","pollock, walleye","R","NPT",0,2918.45,"Walleye pollock"
2001,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","NPT",0,922.99,"Pacific ocean perch"
2001,"POPA","Pacific Ocean Perch","perch, Pacific ocean","R","NPT",0,9268.1,"Pacific ocean perch"
2001,"REXS","Rex Sole","sole, rex","D","NPT",0,148.67,"Rex sole"
2001,"REXS","Rex Sole","sole, rex","R","NPT",0,2744.08,"Rex sole"
2001,"SABL","Sablefish","sablefish (blackcod)","D","HAL",0,176.91,"Sablefish"
2001,"SABL","Sablefish","sablefish (blackcod)","D","NPT",0,486.68,"Sablefish"
2001,"SABL","Sablefish","sablefish (blackcod)","R","HAL",0,5697.63,"Sablefish"
2001,"SABL","Sablefish","sablefish (blackcod)","R","NPT",0,731.91,"Sablefish"
2001,"SFL1","Shallow Water Flatfish","flatfish, shallow water","D","HAL",0,7.69,"Shallow-water flatfish"
2001,"SFL1","Shallow Water Flatfish","flatfish, shallow water","D","NPT",0,469.78,"Shallow-water flatfish"
2001,"SFL1","Shallow Water Flatfish","flatfish, shallow water","R","NPT",0,155.49,"Shallow-water flatfish"
2001,"SFL1","Shallow Water Flatfish","sole, rock","D","NPT",0,20.17,"Shallow-water flatfish"
2001,"SFL1","Shallow Water Flatfish","sole, rock","R","NPT",0,4716.25,"Shallow-water flatfish"
2001,"SLR3","Other Slope Rockfish","rockfish, redbanded","D","NPT",0,11.62,"Slope rockfish"
2001,"SLR3","Other Slope Rockfish","rockfish, redbanded","R","HAL",0,0.88,"Slope rockfish"
2001,"SLR3","Other Slope Rockfish","rockfish, sharpchin","D","NPT",0,66.7,"Slope rockfish"
2001,"SLR3","Other Slope Rockfish","rockfish, sharpchin","R","NPT",0,25.5,"Slope rockfish"
2001,"SLR3","Other Slope Rockfish","rockfish, unspecified slope","D","NPT",0,61.05,"Slope rockfish"
2001,"SLR3","Other Slope Rockfish","rockfish, unspecified slope","R","NPT",0,23.7,"Slope rockfish"
2001,"SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye","D","HAL",0,0.91,"Slope rockfish"
2001,"SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye","D","NPT",0,6.29,"Slope rockfish"
2001,"SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye","R","HAL",0,53.79,"Slope rockfish"
2001,"SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye","R","NPT",0,94.97,"Slope rockfish"
2001,"SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker","D","HAL",0,1.56,"Slope rockfish"
2001,"SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker","R","HAL",0,32.51,"Slope rockfish"
2001,"SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker","R","NPT",0,120.23,"Slope rockfish"
2001,"SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye","D","HAL",0,329.74,"Slope rockfish"
2001,"SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye","D","NPT",0,47.88,"Slope rockfish"
2001,"SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye","R","HAL",0,26.57,"Slope rockfish"
2001,"SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye","R","NPT",0,377.15,"Slope rockfish"
2001,"THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)","D","HAL",0,20.71,"Thornyheads"
2001,"THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)","D","NPT",0,49.9,"Thornyheads"
2001,"THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)","R","HAL",0,262.18,"Thornyheads"
2001,"THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)","R","NPT",0,461.87,"Thornyheads"
2002,"AMCK","Atka Mackerel","greenling, atka mackerel","D","HAL",0,0.9,"Atka mackerel"
2002,"AMCK","Atka Mackerel","greenling, atka mackerel","D","NPT",0,49.75,"Atka mackerel"
2002,"AMCK","Atka Mackerel","greenling, atka mackerel","R","NPT",0,32.43,"Atka mackerel"
2002,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","HAL",0,440.84,"Arrowtooth flounder"
2002,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","NPT",0,9810.6,"Arrowtooth flounder"
2002,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","HAL",0,19.43,"Arrowtooth flounder"
2002,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","NPT",0,9902.69,"Arrowtooth flounder"
2002,"DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","D","HAL",0,5.1,"Demersal shelf rockfish"
2002,"DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","D","NPT",0,6.37,"Demersal shelf rockfish"
2002,"DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","R","HAL",0,1.92,"Demersal shelf rockfish"
2002,"DFL4","Deep Water Flatfish","flatfish, deep water","D","HAL",0,10.76,"Deep-water flatfish"
2002,"DFL4","Deep Water Flatfish","flatfish, deep water","D","NPT",0,113.08,"Deep-water flatfish"
2002,"DFL4","Deep Water Flatfish","flatfish, deep water","R","HAL",0,0.99,"Deep-water flatfish"
2002,"DFL4","Deep Water Flatfish","flatfish, deep water","R","NPT",0,7.81,"Deep-water flatfish"
2002,"DFL4","Deep Water Flatfish","sole, dover","D","NPT",0,65.28,"Deep-water flatfish"
2002,"DFL4","Deep Water Flatfish","turbot, Greenland","R","HAL",0,2.81,"Deep-water flatfish"
2002,"FSOL","Flathead Sole","sole, flathead","D","HAL",0,6.05,"Flathead sole"
2002,"FSOL","Flathead Sole","sole, flathead","D","NPT",0,223.84,"Flathead sole"
2002,"FSOL","Flathead Sole","sole, flathead","R","NPT",0,1696.82,"Flathead sole"
2002,"NONQ","Non TAC Species","grenadier (rattail)","D","HAL",0,54.47,"Slope demersal fish"
2002,"NONQ","Non TAC Species","grenadier (rattail)","D","NPT",0,64.43,"Slope demersal fish"
2002,"NONQ","Non TAC Species","grenadier, giant","D","HAL",0,497.16,"Slope demersal fish"
2002,"NORK","Northern Rockfish","rockfish, northern","D","HAL",0,0.9,"Slope rockfish"
2002,"NORK","Northern Rockfish","rockfish, northern","D","NPT",0,328.32,"Slope rockfish"
2002,"NORK","Northern Rockfish","rockfish, northern","R","NPT",0,3006.13,"Slope rockfish"
2002,"OTHR","Other","Pacific sleeper shark","D","HAL",0,2.16,"Pacific sleeper shark"
2002,"OTHR","Other","octopus, North Pacific","D","NPT",0,1.31,"Octopus"
2002,"OTHR","Other","sculpin, general","D","HAL",0,22.86,"Shelf demersal fish"
2002,"OTHR","Other","sculpin, general","D","NPT",0,41.06,"Shelf demersal fish"
2002,"OTHR","Other","shark, spiny dogfish","D","HAL",0,0.56,"Pacific dogfish"
2002,"OTHR","Other","skate, other","D","HAL",0,69.04,"Other skates"
2002,"OTHR","Other","skate, other","D","NPT",0,203.09,"Other skates"
2002,"OTHR","Other","skate, other","R","HAL",0,118.99,"Other skates"
2002,"OTHR","Other","skate, other","R","NPT",0,564.74,"Other skates"
2002,"PCOD","Pacific Cod","cod, Pacific (gray)","D","HAL",0,114.56,"Pacific cod"
2002,"PCOD","Pacific Cod","cod, Pacific (gray)","D","NPT",0,3479.6,"Pacific cod"
2002,"PCOD","Pacific Cod","cod, Pacific (gray)","R","HAL",0,14480.65,"Pacific cod"
2002,"PCOD","Pacific Cod","cod, Pacific (gray)","R","NPT",0,15928.62,"Pacific cod"
2002,"PCOD","Pacific Cod","cod, Pacific (gray)","R","POT",0,7564.56,"Pacific cod"
2002,"PEL7","Pelagic Shelf Rockfish","rockfish, dusky","D","NPT",0,86.31,"Pelagic shelf rockfish"
2002,"PEL7","Pelagic Shelf Rockfish","rockfish, dusky","R","NPT",0,1743.58,"Pelagic shelf rockfish"
2002,"PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","D","HAL",0,8.08,"Pelagic shelf rockfish"
2002,"PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","D","NPT",0,66.11,"Pelagic shelf rockfish"
2002,"PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","R","NPT",0,937.62,"Pelagic shelf rockfish"
2002,"PLCK","Pollock","pollock, walleye","D","HAL",0,12.12,"Walleye pollock"
2002,"PLCK","Pollock","pollock, walleye","D","NPT",0,827.76,"Walleye pollock"
2002,"PLCK","Pollock","pollock, walleye","R","HAL",0,82.06,"Walleye pollock"
2002,"PLCK","Pollock","pollock, walleye","R","NPT",0,776.09,"Walleye pollock"
2002,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","NPT",0,846.03,"Pacific ocean perch"
2002,"POPA","Pacific Ocean Perch","perch, Pacific ocean","R","NPT",0,9921.09,"Pacific ocean perch"
2002,"REXS","Rex Sole","sole, rex","D","NPT",0,142.69,"Rex sole"
2002,"REXS","Rex Sole","sole, rex","R","NPT",0,2839.6,"Rex sole"
2002,"ROCK","Other Rockfish","rockfish, harlequin","D","NPT",0,16.96,"Slope rockfish"
2002,"SABL","Sablefish","sablefish (blackcod)","D","HAL",0,175.14,"Sablefish"
2002,"SABL","Sablefish","sablefish (blackcod)","D","NPT",0,666.17,"Sablefish"
2002,"SABL","Sablefish","sablefish (blackcod)","R","HAL",0,6062.72,"Sablefish"
2002,"SABL","Sablefish","sablefish (blackcod)","R","NPT",0,1098.17,"Sablefish"
2002,"SFL1","Shallow Water Flatfish","flatfish, shallow water","D","HAL",0,15.23,"Shallow-water flatfish"
2002,"SFL1","Shallow Water Flatfish","flatfish, shallow water","D","NPT",0,363.3,"Shallow-water flatfish"
2002,"SFL1","Shallow Water Flatfish","flatfish, shallow water","R","NPT",0,79.99,"Shallow-water flatfish"
2002,"SFL1","Shallow Water Flatfish","flounder, general","D","HAL",0,29.23,"Shallow-water flatfish"
2002,"SFL1","Shallow Water Flatfish","sole, butter","D","NPT",0,68.66,"Shallow-water flatfish"
2002,"SFL1","Shallow Water Flatfish","sole, rock","D","HAL",0,2.34,"Shallow-water flatfish"
2002,"SFL1","Shallow Water Flatfish","sole, rock","D","NPT",0,103.27,"Shallow-water flatfish"
2002,"SFL1","Shallow Water Flatfish","sole, rock","R","NPT",0,5382.36,"Shallow-water flatfish"
2002,"SLR3","Other Slope Rockfish","rockfish, redbanded","D","HAL",0,3.02,"Slope rockfish"
2002,"SLR3","Other Slope Rockfish","rockfish, redbanded","D","NPT",0,12.83,"Slope rockfish"
2002,"SLR3","Other Slope Rockfish","rockfish, redbanded","R","NPT",0,6.38,"Slope rockfish"
2002,"SLR3","Other Slope Rockfish","rockfish, sharpchin","D","NPT",0,83.94,"Slope rockfish"
2002,"SLR3","Other Slope Rockfish","rockfish, sharpchin","R","NPT",0,113.25,"Slope rockfish"
2002,"SLR3","Other Slope Rockfish","rockfish, unspecified slope","D","NPT",0,260.3,"Slope rockfish"
2002,"SLR3","Other Slope Rockfish","rockfish, unspecified slope","R","NPT",0,91.36,"Slope rockfish"
2002,"SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye","D","HAL",0,2.29,"Slope rockfish"
2002,"SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye","D","NPT",0,1.07,"Slope rockfish"
2002,"SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye","R","HAL",0,45.93,"Slope rockfish"
2002,"SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye","R","NPT",0,50.26,"Slope rockfish"
2002,"SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker","R","HAL",0,44.7,"Slope rockfish"
2002,"SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker","R","NPT",0,131.97,"Slope rockfish"
2002,"SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye","D","HAL",0,122.16,"Slope rockfish"
2002,"SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye","D","NPT",0,57.97,"Slope rockfish"
2002,"SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye","R","HAL",0,19.57,"Slope rockfish"
2002,"SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye","R","NPT",0,397.35,"Slope rockfish"
2002,"THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)","D","HAL",0,30.18,"Thornyheads"
2002,"THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)","D","NPT",0,88.34,"Thornyheads"
2002,"THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)","R","HAL",0,256.64,"Thornyheads"
2002,"THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)","R","NPT",0,495.18,"Thornyheads"
2003,"AMCK","Atka Mackerel","greenling, atka mackerel","D","HAL",0,1.247,"Atka mackerel"
2003,"AMCK","Atka Mackerel","greenling, atka mackerel","D","NPT",0,244.964,"Atka mackerel"
2003,"AMCK","Atka Mackerel","greenling, atka mackerel","D","POT",0,6.407,"Atka mackerel"
2003,"AMCK","Atka Mackerel","greenling, atka mackerel","R","NPT",0,328.531,"Atka mackerel"
2003,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","HAL",0,221.481,"Arrowtooth flounder"
2003,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","NPT",0,16791.155,"Arrowtooth flounder"
2003,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","POT",0,1.813,"Arrowtooth flounder"
2003,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","PTR",0,105.824,"Arrowtooth flounder"
2003,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","HAL",0,42.458,"Arrowtooth flounder"
2003,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","NPT",0,12583.177,"Arrowtooth flounder"
2003,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","POT",0,0.02,"Arrowtooth flounder"
2003,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","PTR",0,423.844,"Arrowtooth flounder"
2003,"DFL4","GOA Deep Water Flatfish","sole, dover","D","HAL",0,3.699,"Deep-water flatfish"
2003,"DFL4","GOA Deep Water Flatfish","sole, dover","D","NPT",0,420.406,"Deep-water flatfish"
2003,"DFL4","GOA Deep Water Flatfish","sole, dover","R","NPT",0,473.042,"Deep-water flatfish"
2003,"DFL4","GOA Deep Water Flatfish","turbot, Greenland","R","HAL",0,2.069,"Deep-water flatfish"
2003,"FSOL","Flathead Sole","sole, flathead","D","HAL",0,1.31,"Flathead sole"
2003,"FSOL","Flathead Sole","sole, flathead","D","NPT",0,212.89,"Flathead sole"
2003,"FSOL","Flathead Sole","sole, flathead","D","PTR",0,32.385,"Flathead sole"
2003,"FSOL","Flathead Sole","sole, flathead","R","HAL",0,0.995,"Flathead sole"
2003,"FSOL","Flathead Sole","sole, flathead","R","NPT",0,2012.45,"Flathead sole"
2003,"FSOL","Flathead Sole","sole, flathead","R","PTR",0,131.872,"Flathead sole"
2003,"NORK","Northern Rockfish","rockfish, northern","D","HAL",0,2.103,"Slope rockfish"
2003,"NORK","Northern Rockfish","rockfish, northern","D","NPT",0,489.135,"Slope rockfish"
2003,"NORK","Northern Rockfish","rockfish, northern","D","POT",0,0.55,"Slope rockfish"
2003,"NORK","Northern Rockfish","rockfish, northern","R","NPT",0,4764.025,"Slope rockfish"
2003,"NORK","Northern Rockfish","rockfish, northern","R","PTR",0,0.093,"Slope rockfish"
2003,"OTHR","Other Species","Pacific sleeper shark","D","HAL",0,118.36,"Pacific sleeper shark"
2003,"OTHR","Other Species","Pacific sleeper shark","D","NPT",0,95.707,"Pacific sleeper shark"
2003,"OTHR","Other Species","Pacific sleeper shark","D","PTR",0,47.955,"Pacific sleeper shark"
2003,"OTHR","Other Species","octopus, North Pacific","D","HAL",0,11.5,"Octopus"
2003,"OTHR","Other Species","octopus, North Pacific","D","NPT",0,6.705,"Octopus"
2003,"OTHR","Other Species","octopus, North Pacific","D","POT",0,148.001,"Octopus"
2003,"OTHR","Other Species","octopus, North Pacific","R","HAL",0,1.086,"Octopus"
2003,"OTHR","Other Species","octopus, North Pacific","R","NPT",0,1.219,"Octopus"
2003,"OTHR","Other Species","octopus, North Pacific","R","POT",0,41.407,"Octopus"
2003,"OTHR","Other Species","sculpin, general","D","HAL",0,172.717,"Shelf demersal fish"
2003,"OTHR","Other Species","sculpin, general","D","NPT",0,252.974,"Shelf demersal fish"
2003,"OTHR","Other Species","sculpin, general","D","POT",0,231.184,"Shelf demersal fish"
2003,"OTHR","Other Species","sculpin, general","D","PTR",0,0.193,"Shelf demersal fish"
2003,"OTHR","Other Species","sculpin, general","R","NPT",0,46.18,"Shelf demersal fish"
2003,"OTHR","Other Species","sculpin, general","R","POT",0,0.075,"Shelf demersal fish"
2003,"OTHR","Other Species","sculpin, general","R","PTR",0,7.92,"Shelf demersal fish"
2003,"OTHR","Other Species","shark, salmon","D","NPT",0,0.573,"Salmon shark"
2003,"OTHR","Other Species","shark, salmon","D","PTR",0,33.883,"Salmon shark"
2003,"OTHR","Other Species","shark, spiny dogfish","D","HAL",0,28.784,"Pacific dogfish"
2003,"OTHR","Other Species","shark, spiny dogfish","D","NPT",0,267.186,"Pacific dogfish"
2003,"OTHR","Other Species","shark, spiny dogfish","D","POT",0,2.435,"Pacific dogfish"
2003,"OTHR","Other Species","shark, spiny dogfish","D","PTR",0,0.387,"Pacific dogfish"
2003,"OTHR","Other Species","shark, spiny dogfish","R","NPT",0,2.991,"Pacific dogfish"
2003,"OTHR","Other Species","skate, longnose","D","HAL",0,5.021,"Longnose skate"
2003,"OTHR","Other Species","skate, longnose","D","NPT",0,18.921,"Longnose skate"
2003,"OTHR","Other Species","skate, other","D","HAL",0,529.977,"Other skates"
2003,"OTHR","Other Species","skate, other","D","NPT",0,446.337,"Other skates"
2003,"OTHR","Other Species","skate, other","D","PTR",0,1.36,"Other skates"
2003,"OTHR","Other Species","skate, other","R","HAL",0,1573.363,"Other skates"
2003,"OTHR","Other Species","skate, other","R","NPT",0,1771.946,"Other skates"
2003,"OTHR","Other Species","skate, other","R","PTR",0,32.931,"Other skates"
2003,"OTHR","Other Species","squid, majestic","D","NPT",0,16.546,"Squid"
2003,"OTHR","Other Species","squid, majestic","D","PTR",0,8.818,"Squid"
2003,"OTHR","Other Species","squid, majestic","R","NPT",0,0.582,"Squid"
2003,"OTHR","Other Species","squid, majestic","R","PTR",0,38.109,"Squid"
2003,"PCOD","Pacific Cod","cod, Pacific (gray)","D","HAL",0,309.221,"Pacific cod"
2003,"PCOD","Pacific Cod","cod, Pacific (gray)","D","NPT",0,2013.798,"Pacific cod"
2003,"PCOD","Pacific Cod","cod, Pacific (gray)","D","POT",0,26.579,"Pacific cod"
2003,"PCOD","Pacific Cod","cod, Pacific (gray)","D","PTR",0,12.148,"Pacific cod"
2003,"PCOD","Pacific Cod","cod, Pacific (gray)","R","HAL",0,9073.904,"Pacific cod"
2003,"PCOD","Pacific Cod","cod, Pacific (gray)","R","JIG",0,3394.502,"Pacific cod"
2003,"PCOD","Pacific Cod","cod, Pacific (gray)","R","NPT",0,16459.273,"Pacific cod"
2003,"PCOD","Pacific Cod","cod, Pacific (gray)","R","POT",0,20677.869,"Pacific cod"
2003,"PCOD","Pacific Cod","cod, Pacific (gray)","R","PTR",0,398.461,"Pacific cod"
2003,"PEL7","GOA Pelagic Shelf Rockfish","rockfish, dusky","D","HAL",0,4.073,"Pelagic shelf rockfish"
2003,"PEL7","GOA Pelagic Shelf Rockfish","rockfish, dusky","D","NPT",0,45.349,"Pelagic shelf rockfish"
