"year","species_group_code","species_group_name","species_name","retained_or_discarded","agency_gear_code","conf_flag","catch_mt","assigned_group"
2012,"SCLP","Sculpin","sculpin, yellow irish lord","D","NPT",0,264.2914255228,"Large sculpins"
2012,"SCLP","Sculpin","sculpin, yellow irish lord","D","POT",0,103.219027267,"Large sculpins"
2012,"SFL1","GOA Shallow Water Flatfish","flounder, Alaska plaice","D","NPT",0,2.3307528255,"Shallow-water flatfish"
2012,"SFL1","GOA Shallow Water Flatfish","flounder, Alaska plaice","R","NPT",0,4.6221062502,"Shallow-water flatfish"
2012,"SFL1","GOA Shallow Water Flatfish","flounder, general","D","NPT",0,0.3162054368,"Shallow-water flatfish"
2012,"SFL1","GOA Shallow Water Flatfish","flounder, starry","D","NPT",0,41.7235549089,"Shallow-water flatfish"
2012,"SFL1","GOA Shallow Water Flatfish","flounder, starry","R","NPT",0,163.5770552125,"Shallow-water flatfish"
2012,"SFL1","GOA Shallow Water Flatfish","flounder, starry","R","PTR",0,2.7723565657,"Shallow-water flatfish"
2012,"SFL1","GOA Shallow Water Flatfish","groundfish, general","D","HAL",0,2.3833486643,"Shallow-water flatfish"
2012,"SFL1","GOA Shallow Water Flatfish","groundfish, general","D","POT",0,0.0712569164,"Shallow-water flatfish"
2012,"SFL1","GOA Shallow Water Flatfish","sole, English","D","NPT",0,21.4763822556,"Shallow-water flatfish"
2012,"SFL1","GOA Shallow Water Flatfish","sole, English","R","NPT",0,18.1843317026,"Shallow-water flatfish"
2012,"SFL1","GOA Shallow Water Flatfish","sole, English","R","PTR",0,0.0793786648,"Shallow-water flatfish"
2012,"SFL1","GOA Shallow Water Flatfish","sole, butter","D","HAL",0,1.1697755957,"Shallow-water flatfish"
2012,"SFL1","GOA Shallow Water Flatfish","sole, butter","D","NPT",0,33.5430163445,"Shallow-water flatfish"
2012,"SFL1","GOA Shallow Water Flatfish","sole, butter","R","NPT",0,793.4493553672,"Shallow-water flatfish"
2012,"SFL1","GOA Shallow Water Flatfish","sole, butter","R","PTR",0,3.2590611784,"Shallow-water flatfish"
2012,"SFL1","GOA Shallow Water Flatfish","sole, rock","D","HAL",0,2.2454075863,"Shallow-water flatfish"
2012,"SFL1","GOA Shallow Water Flatfish","sole, rock","D","NPT",0,99.4348092227,"Shallow-water flatfish"
2012,"SFL1","GOA Shallow Water Flatfish","sole, rock","D","POT",0,0.3336692326,"Shallow-water flatfish"
2012,"SFL1","GOA Shallow Water Flatfish","sole, rock","R","JIG",0,0.1356241186,"Shallow-water flatfish"
2012,"SFL1","GOA Shallow Water Flatfish","sole, rock","R","NPT",0,2776.1465972197,"Shallow-water flatfish"
2012,"SFL1","GOA Shallow Water Flatfish","sole, rock","R","POT",0,0.0094392573,"Shallow-water flatfish"
2012,"SFL1","GOA Shallow Water Flatfish","sole, rock","R","PTR",0,44.4488771128,"Shallow-water flatfish"
2012,"SFL1","GOA Shallow Water Flatfish","sole, sand","D","NPT",0,0.1493618305,"Shallow-water flatfish"
2012,"SFL1","GOA Shallow Water Flatfish","sole, sand","D","POT",0,0.0092305743,"Shallow-water flatfish"
2012,"SFL1","GOA Shallow Water Flatfish","sole, yellowfin","D","POT",0,0.1410369878,"Shallow-water flatfish"
2012,"SQID","Squid","squid, majestic","D","NPT",0,13.5958932184,"Squid"
2012,"SQID","Squid","squid, majestic","D","PTR",0,0.424169276,"Squid"
2012,"SQID","Squid","squid, majestic","R","NPT",0,0.1616481567,"Squid"
2012,"SQID","Squid","squid, majestic","R","PTR",0,2.2920022452,"Squid"
2012,"SRKR","Shortraker Rockfish","rockfish, shortraker","D","HAL",0,83.2490389352,"Slope rockfish"
2012,"SRKR","Shortraker Rockfish","rockfish, shortraker","D","NPT",0,32.9852158832,"Slope rockfish"
2012,"SRKR","Shortraker Rockfish","rockfish, shortraker","D","PTR",0,0.5467872523,"Slope rockfish"
2012,"SRKR","Shortraker Rockfish","rockfish, shortraker","R","HAL",0,80.1891818375,"Slope rockfish"
2012,"SRKR","Shortraker Rockfish","rockfish, shortraker","R","NPT",0,234.1530536696,"Slope rockfish"
2012,"SRKR","Shortraker Rockfish","rockfish, shortraker","R","PTR",0,0.5134665627,"Slope rockfish"
2012,"THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)","D","HAL",0,64.9945496757,"Thornyheads"
2012,"THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)","D","NPT",0,56.6606133204,"Thornyheads"
2012,"THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)","R","HAL",0,266.3154653819,"Thornyheads"
2012,"THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)","R","NPT",0,128.2465819058,"Thornyheads"
2012,"THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)","R","PTR",0,0.7130472056,"Thornyheads"
2012,"USKT","BSAI Skate and GOA Skate, Other","skate, Alaskan","R","NPT",0,4.8341276106,"Other skates"
2012,"USKT","BSAI Skate and GOA Skate, Other","skate, Aleutian","R","NPT",0,19.5855052189,"Other skates"
2012,"USKT","BSAI Skate and GOA Skate, Other","skate, other","D","HAL",0,683.6693375078,"Other skates"
2012,"USKT","BSAI Skate and GOA Skate, Other","skate, other","D","NPT",0,261.722658258,"Other skates"
2012,"USKT","BSAI Skate and GOA Skate, Other","skate, other","R","HAL",0,120.4080558306,"Other skates"
2012,"USKT","BSAI Skate and GOA Skate, Other","skate, other","R","NPT",0,6.4519536429,"Other skates"
2012,"USKT","BSAI Skate and GOA Skate, Other","skate, other","R","PTR",0,2.6154136046,"Other skates"
2012,"USRK","Shark","Pacific sleeper shark","D","HAL",0,6.7718414677,"Pacific sleeper shark"
2012,"USRK","Shark","Pacific sleeper shark","D","NPT",0,133.3769418603,"Pacific sleeper shark"
2012,"USRK","Shark","Pacific sleeper shark","D","PTR",0,3.2371141604,"Pacific sleeper shark"
2012,"USRK","Shark","shark, salmon","D","NPT",0,0.7871127148,"Salmon shark"
2012,"USRK","Shark","shark, salmon","D","PTR",0,49.0237146714,"Salmon shark"
2012,"USRK","Shark","shark, spiny dogfish","D","HAL",0,79.1927624729,"Pacific dogfish"
2012,"USRK","Shark","shark, spiny dogfish","D","NPT",0,120.5333632697,"Pacific dogfish"
2012,"USRK","Shark","shark, spiny dogfish","D","POT",0,0.2364579924,"Pacific dogfish"
2012,"USRK","Shark","shark, spiny dogfish","D","PTR",0,0.0250760733,"Pacific dogfish"
2012,"USRK","Shark","shark, spiny dogfish","R","NPT",0,3.2844623509,"Pacific dogfish"
2012,"USRK","Shark","shark, spiny dogfish","R","PTR",0,9.2550987168,"Pacific dogfish"
2013,"AMCK","Atka Mackerel","greenling, atka mackerel","D","HAL",0,0.6312550715,"Atka mackerel"
2013,"AMCK","Atka Mackerel","greenling, atka mackerel","D","NPT",0,427.2565064557,"Atka mackerel"
2013,"AMCK","Atka Mackerel","greenling, atka mackerel","D","POT",0,2.7085261031,"Atka mackerel"
2013,"AMCK","Atka Mackerel","greenling, atka mackerel","R","NPT",0,846.4015982735,"Atka mackerel"
2013,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","HAL",0,644.1638454312,"Arrowtooth flounder"
2013,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","NPT",0,4956.8774591425,"Arrowtooth flounder"
2013,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","POT",0,0.9002796117,"Arrowtooth flounder"
2013,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","PTR",0,3.6689516926,"Arrowtooth flounder"
2013,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","HAL",0,24.7817535891,"Arrowtooth flounder"
2013,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","NPT",0,15755.2607700281,"Arrowtooth flounder"
2013,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","PTR",0,423.6593559082,"Arrowtooth flounder"
2013,"BSKT","GOA Skate, Big","skate, big","D","HAL",0,520.4667795719,"Big skate"
2013,"BSKT","GOA Skate, Big","skate, big","D","NPT",0,368.3562713251,"Big skate"
2013,"BSKT","GOA Skate, Big","skate, big","R","HAL",0,246.5478751692,"Big skate"
2013,"BSKT","GOA Skate, Big","skate, big","R","NPT",0,1295.9135250305,"Big skate"
2013,"BSKT","GOA Skate, Big","skate, big","R","PTR",0,10.7528607228,"Big skate"
2013,"DFL4","GOA Deep Water Flatfish","Kamchatka flounder","D","HAL",0,6.3193088116,"Deep-water flatfish"
2013,"DFL4","GOA Deep Water Flatfish","Kamchatka flounder","D","NPT",0,5.492525881,"Deep-water flatfish"
2013,"DFL4","GOA Deep Water Flatfish","Kamchatka flounder","R","NPT",0,4.1598728847,"Deep-water flatfish"
2013,"DFL4","GOA Deep Water Flatfish","sole, dover","D","HAL",0,7.8741047626,"Deep-water flatfish"
2013,"DFL4","GOA Deep Water Flatfish","sole, dover","D","NPT",0,58.4939133348,"Deep-water flatfish"
2013,"DFL4","GOA Deep Water Flatfish","sole, dover","D","POT",0,0.0305814212,"Deep-water flatfish"
2013,"DFL4","GOA Deep Water Flatfish","sole, dover","R","NPT",0,135.9484140603,"Deep-water flatfish"
2013,"DFL4","GOA Deep Water Flatfish","sole, dover","R","PTR",0,0.0535238996,"Deep-water flatfish"
2013,"DFL4","GOA Deep Water Flatfish","turbot, Greenland","D","HAL",0,0.2155913854,"Deep-water flatfish"
2013,"DFL4","GOA Deep Water Flatfish","turbot, Greenland","D","NPT",0,13.9358595227,"Deep-water flatfish"
2013,"DUSK","GOA Dusky Rockfish","rockfish, dusky","D","HAL",0,11.8195287043,"Pelagic shelf rockfish"
2013,"DUSK","GOA Dusky Rockfish","rockfish, dusky","D","NPT",0,146.3328606391,"Pelagic shelf rockfish"
2013,"DUSK","GOA Dusky Rockfish","rockfish, dusky","D","POT",0,3.3923233459,"Pelagic shelf rockfish"
2013,"DUSK","GOA Dusky Rockfish","rockfish, dusky","R","HAL",0,1.240865422,"Pelagic shelf rockfish"
2013,"DUSK","GOA Dusky Rockfish","rockfish, dusky","R","JIG",0,16.2450404515,"Pelagic shelf rockfish"
2013,"DUSK","GOA Dusky Rockfish","rockfish, dusky","R","NPT",0,2898.2163117964,"Pelagic shelf rockfish"
2013,"DUSK","GOA Dusky Rockfish","rockfish, dusky","R","PTR",0,68.926535768,"Pelagic shelf rockfish"
2013,"FSOL","Flathead Sole","sole, flathead","D","HAL",0,17.6895150783,"Flathead sole"
2013,"FSOL","Flathead Sole","sole, flathead","D","NPT",0,311.8863292881,"Flathead sole"
2013,"FSOL","Flathead Sole","sole, flathead","D","POT",0,0.0382899037,"Flathead sole"
2013,"FSOL","Flathead Sole","sole, flathead","D","PTR",0,1.0434208095,"Flathead sole"
2013,"FSOL","Flathead Sole","sole, flathead","R","NPT",0,2368.4738588342,"Flathead sole"
2013,"FSOL","Flathead Sole","sole, flathead","R","PTR",0,119.262588249,"Flathead sole"
2013,"HLBT","Halibut","halibut, Pacific","D","HAL",0,7297.9087952359,"Pacific halibut"
2013,"HLBT","Halibut","halibut, Pacific","R","HAL",0,6817.3635839308,"Pacific halibut"
2013,"HLBT","Halibut","halibut, Pacific","R","POT",0,0.0222260261,"Pacific halibut"
2013,"LSKT","GOA Skate, Longnose","skate, longnose","D","HAL",0,623.7440391141,"Longnose skate"
2013,"LSKT","GOA Skate, Longnose","skate, longnose","D","NPT",0,77.3944839437,"Longnose skate"
2013,"LSKT","GOA Skate, Longnose","skate, longnose","R","HAL",0,290.8735597307,"Longnose skate"
2013,"LSKT","GOA Skate, Longnose","skate, longnose","R","NPT",0,357.2563824157,"Longnose skate"
2013,"LSKT","GOA Skate, Longnose","skate, longnose","R","PTR",0,4.4842141696,"Longnose skate"
2013,"NORK","Northern Rockfish","rockfish, northern","D","HAL",0,8.2069168798,"Slope rockfish"
2013,"NORK","Northern Rockfish","rockfish, northern","D","NPT",0,189.9152855967,"Slope rockfish"
2013,"NORK","Northern Rockfish","rockfish, northern","D","POT",0,1.8062698659,"Slope rockfish"
2013,"NORK","Northern Rockfish","rockfish, northern","R","HAL",0,0.022372859,"Slope rockfish"
2013,"NORK","Northern Rockfish","rockfish, northern","R","NPT",0,4672.3023770014,"Slope rockfish"
2013,"NORK","Northern Rockfish","rockfish, northern","R","PTR",0,7.0021054154,"Slope rockfish"
2013,"OCTP","Octopus","octopus, North Pacific","D","HAL",0,82.7455625193,"Octopus"
2013,"OCTP","Octopus","octopus, North Pacific","D","NPT",0,14.0682678269,"Octopus"
2013,"OCTP","Octopus","octopus, North Pacific","D","POT",0,97.4701374952,"Octopus"
2013,"OCTP","Octopus","octopus, North Pacific","R","HAL",0,6.6938921365,"Octopus"
2013,"OCTP","Octopus","octopus, North Pacific","R","NPT",0,2.3318911573,"Octopus"
2013,"OCTP","Octopus","octopus, North Pacific","R","POT",0,208.5901296473,"Octopus"
2013,"OCTP","Octopus","octopus, North Pacific","R","PTR",0,0.4690145104,"Octopus"
2013,"PCOD","Pacific Cod","cod, Pacific (gray)","D","HAL",0,1600.6386378083,"Pacific cod"
2013,"PCOD","Pacific Cod","cod, Pacific (gray)","D","NPT",0,2298.0231758462,"Pacific cod"
2013,"PCOD","Pacific Cod","cod, Pacific (gray)","D","POT",0,92.6516003301,"Pacific cod"
2013,"PCOD","Pacific Cod","cod, Pacific (gray)","R","HAL",0,10578.5695579063,"Pacific cod"
2013,"PCOD","Pacific Cod","cod, Pacific (gray)","R","JIG",0,1778.477670863,"Pacific cod"
2013,"PCOD","Pacific Cod","cod, Pacific (gray)","R","NPT",0,18664.4317814545,"Pacific cod"
2013,"PCOD","Pacific Cod","cod, Pacific (gray)","R","POT",0,31073.6043214536,"Pacific cod"
2013,"PCOD","Pacific Cod","cod, Pacific (gray)","R","PTR",0,743.3848611473,"Pacific cod"
2013,"PLCK","Pollock","pollock, walleye","D","HAL",0,37.5074550597,"Walleye pollock"
2013,"PLCK","Pollock","pollock, walleye","D","NPT",0,1993.3329253301,"Walleye pollock"
2013,"PLCK","Pollock","pollock, walleye","D","POT",0,8.2129531981,"Walleye pollock"
2013,"PLCK","Pollock","pollock, walleye","D","PTR",0,251.4260866621,"Walleye pollock"
2013,"PLCK","Pollock","pollock, walleye","R","HAL",0,94.3118265212,"Walleye pollock"
